Year,Migrationsstatus,Hauhaltsnettoeinkommen,Haushaltsgröße,Comment_OBS,Value
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,Einpersonenhaushalte,,110
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,Einpersonenhaushalte,,59
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,Einpersonenhaushalte,,29
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,Einpersonenhaushalte,,25
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,Einpersonenhaushalte,,22
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,Einpersonenhaushalte,,0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,Einpersonenhaushalte,,0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,Einpersonenhaushalte,,0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1250,Einpersonenhaushalte,,0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1250 - 1500,Einpersonenhaushalte,,0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,Einpersonenhaushalte,,0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,Einpersonenhaushalte,,0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,Einpersonenhaushalte,,0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,Einpersonenhaushalte,,0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,Einpersonenhaushalte,,0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,Einpersonenhaushalte,,0
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,Einpersonenhaushalte,,0
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,Einpersonenhaushalte,,286
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,Einpersonenhaushalte,,18
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,Einpersonenhaushalte,,73
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1250,Einpersonenhaushalte,,33
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1250 - 1500,Einpersonenhaushalte,,33
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,Einpersonenhaushalte,,58
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,Einpersonenhaushalte,,38
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,Einpersonenhaushalte,,13
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,Einpersonenhaushalte,,7
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,Einpersonenhaushalte,gesperrt,
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,Einpersonenhaushalte,gesperrt,
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,Einpersonenhaushalte,gesperrt,
2021,Insgesamt,Insgesamt,Einpersonenhaushalte,,1599
2021,Insgesamt,unter 500,Einpersonenhaushalte,,78
2021,Insgesamt,500 - 1000,Einpersonenhaushalte,,305
2021,Insgesamt,1000 - 1250,Einpersonenhaushalte,,191
2021,Insgesamt,1250 - 1500,Einpersonenhaushalte,,179
2021,Insgesamt,1500 - 2000,Einpersonenhaushalte,,337
2021,Insgesamt,2000 - 2500,Einpersonenhaushalte,,247
2021,Insgesamt,2500 - 3000,Einpersonenhaushalte,,109
2021,Insgesamt,3000 - 3500,Einpersonenhaushalte,,68
2021,Insgesamt,3500 - 4000,Einpersonenhaushalte,,34
2021,Insgesamt,4000 - 5000,Einpersonenhaushalte,,27
2021,Insgesamt,5000 und mehr,Einpersonenhaushalte,,24
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,Insgesamt,Einpersonenhaushalte,,1318
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,unter 500,Einpersonenhaushalte,,55
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,500 - 1000,Einpersonenhaushalte,,222
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,1000 - 1250,Einpersonenhaushalte,,157
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,1250 - 1500,Einpersonenhaushalte,,150
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,1500 - 2000,Einpersonenhaushalte,,283
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,2000 - 2500,Einpersonenhaushalte,,219
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,Einpersonenhaushalte,,97
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,Einpersonenhaushalte,,61
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,Einpersonenhaushalte,,30
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,Einpersonenhaushalte,,24
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,Einpersonenhaushalte,,22
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,Einpersonenhaushalte,gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,Einpersonenhaushalte,gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,Einpersonenhaushalte,gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1250,Einpersonenhaushalte,gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1250 - 1500,Einpersonenhaushalte,gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,Einpersonenhaushalte,gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,Einpersonenhaushalte,gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,Einpersonenhaushalte,gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,Einpersonenhaushalte,gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,Einpersonenhaushalte,gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,Einpersonenhaushalte,gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,Einpersonenhaushalte,gesperrt,
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,Einpersonenhaushalte,,280
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,Einpersonenhaushalte,,23
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,Einpersonenhaushalte,,83
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1250,Einpersonenhaushalte,,34
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1250 - 1500,Einpersonenhaushalte,,28
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,Einpersonenhaushalte,,54
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,Einpersonenhaushalte,,28
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,Einpersonenhaushalte,,12
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,Einpersonenhaushalte,statistisch unsicher,7
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,Einpersonenhaushalte,,/
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,Einpersonenhaushalte,,/
2021,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,Einpersonenhaushalte,,/
2024,Insgesamt,Insgesamt,Mehrpersonenhaushalte (zusammen),,2302
2024,Insgesamt,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2024,Insgesamt,500 - 1000,Mehrpersonenhaushalte (zusammen),,16
2024,Insgesamt,1000 - 1250,Mehrpersonenhaushalte (zusammen),,25
2024,Insgesamt,1250 - 1500,Mehrpersonenhaushalte (zusammen),,36
2024,Insgesamt,1500 - 2000,Mehrpersonenhaushalte (zusammen),,140
2024,Insgesamt,2000 - 2500,Mehrpersonenhaushalte (zusammen),,195
2024,Insgesamt,2500 - 3000,Mehrpersonenhaushalte (zusammen),,231
2024,Insgesamt,3000 - 3500,Mehrpersonenhaushalte (zusammen),,252
2024,Insgesamt,3500 - 4000,Mehrpersonenhaushalte (zusammen),,254
2024,Insgesamt,4000 - 5000,Mehrpersonenhaushalte (zusammen),,421
2024,Insgesamt,5000 und mehr,Mehrpersonenhaushalte (zusammen),,727
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,Insgesamt,Mehrpersonenhaushalte (zusammen),,1617
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,500 - 1000,Mehrpersonenhaushalte (zusammen),,6
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,1000 - 1250,Mehrpersonenhaushalte (zusammen),,11
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,1250 - 1500,Mehrpersonenhaushalte (zusammen),,18
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,1500 - 2000,Mehrpersonenhaushalte (zusammen),,81
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,2000 - 2500,Mehrpersonenhaushalte (zusammen),,127
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,Mehrpersonenhaushalte (zusammen),,154
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,Mehrpersonenhaushalte (zusammen),,174
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,Mehrpersonenhaushalte (zusammen),,179
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,Mehrpersonenhaushalte (zusammen),,308
2024,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,Mehrpersonenhaushalte (zusammen),,557
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,Mehrpersonenhaushalte (zusammen),,269
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,Mehrpersonenhaushalte (zusammen),gesperrt,
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1250,Mehrpersonenhaushalte (zusammen),gesperrt,
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1250 - 1500,Mehrpersonenhaushalte (zusammen),gesperrt,
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,Mehrpersonenhaushalte (zusammen),,12
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,Mehrpersonenhaushalte (zusammen),,16
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,Mehrpersonenhaushalte (zusammen),,21
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,Mehrpersonenhaushalte (zusammen),,29
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,Mehrpersonenhaushalte (zusammen),,31
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,Mehrpersonenhaushalte (zusammen),,54
2024,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,Mehrpersonenhaushalte (zusammen),,100
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,Mehrpersonenhaushalte (zusammen),,417
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,Mehrpersonenhaushalte (zusammen),,8
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1250,Mehrpersonenhaushalte (zusammen),,12
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1250 - 1500,Mehrpersonenhaushalte (zusammen),,16
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,Mehrpersonenhaushalte (zusammen),,47
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,Mehrpersonenhaushalte (zusammen),,52
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,Mehrpersonenhaushalte (zusammen),,56
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,Mehrpersonenhaushalte (zusammen),,48
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,Mehrpersonenhaushalte (zusammen),,44
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,Mehrpersonenhaushalte (zusammen),,59
2024,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,Mehrpersonenhaushalte (zusammen),,70
2023,Insgesamt,Insgesamt,Mehrpersonenhaushalte (zusammen),,2298
2023,Insgesamt,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2023,Insgesamt,500 - 1000,Mehrpersonenhaushalte (zusammen),,17
2023,Insgesamt,1000 - 1250,Mehrpersonenhaushalte (zusammen),,26
2023,Insgesamt,1250 - 1500,Mehrpersonenhaushalte (zusammen),,46
2023,Insgesamt,1500 - 2000,Mehrpersonenhaushalte (zusammen),,155
2023,Insgesamt,2000 - 2500,Mehrpersonenhaushalte (zusammen),,216
2023,Insgesamt,2500 - 3000,Mehrpersonenhaushalte (zusammen),,251
2023,Insgesamt,3000 - 3500,Mehrpersonenhaushalte (zusammen),,261
2023,Insgesamt,3500 - 4000,Mehrpersonenhaushalte (zusammen),,258
2023,Insgesamt,4000 - 5000,Mehrpersonenhaushalte (zusammen),,425
2023,Insgesamt,5000 und mehr,Mehrpersonenhaushalte (zusammen),,638
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,Insgesamt,Mehrpersonenhaushalte (zusammen),,1647
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,500 - 1000,Mehrpersonenhaushalte (zusammen),,7
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,1000 - 1250,Mehrpersonenhaushalte (zusammen),,12
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,1250 - 1500,Mehrpersonenhaushalte (zusammen),,23
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,1500 - 2000,Mehrpersonenhaushalte (zusammen),,92
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,2000 - 2500,Mehrpersonenhaushalte (zusammen),,148
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,Mehrpersonenhaushalte (zusammen),,174
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,Mehrpersonenhaushalte (zusammen),,188
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,Mehrpersonenhaushalte (zusammen),,186
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,Mehrpersonenhaushalte (zusammen),,318
2023,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,Mehrpersonenhaushalte (zusammen),,497
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,Mehrpersonenhaushalte (zusammen),,249
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,Mehrpersonenhaushalte (zusammen),gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1250,Mehrpersonenhaushalte (zusammen),gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1250 - 1500,Mehrpersonenhaushalte (zusammen),gesperrt,
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,Mehrpersonenhaushalte (zusammen),,11
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,Mehrpersonenhaushalte (zusammen),,19
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,Mehrpersonenhaushalte (zusammen),,26
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,Mehrpersonenhaushalte (zusammen),,25
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,Mehrpersonenhaushalte (zusammen),,30
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,Mehrpersonenhaushalte (zusammen),,52
2023,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,Mehrpersonenhaushalte (zusammen),,80
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,Mehrpersonenhaushalte (zusammen),,401
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,Mehrpersonenhaushalte (zusammen),,9
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1250,Mehrpersonenhaushalte (zusammen),,13
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1250 - 1500,Mehrpersonenhaushalte (zusammen),,20
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,Mehrpersonenhaushalte (zusammen),,51
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,Mehrpersonenhaushalte (zusammen),,49
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,Mehrpersonenhaushalte (zusammen),,52
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,Mehrpersonenhaushalte (zusammen),,48
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,Mehrpersonenhaushalte (zusammen),,42
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,Mehrpersonenhaushalte (zusammen),,55
2023,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,Mehrpersonenhaushalte (zusammen),,62
2022,Insgesamt,Insgesamt,Mehrpersonenhaushalte (zusammen),,2337
2022,Insgesamt,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2022,Insgesamt,500 - 1000,Mehrpersonenhaushalte (zusammen),,20
2022,Insgesamt,1000 - 1250,Mehrpersonenhaushalte (zusammen),,37
2022,Insgesamt,1250 - 1500,Mehrpersonenhaushalte (zusammen),,56
2022,Insgesamt,1500 - 2000,Mehrpersonenhaushalte (zusammen),,186
2022,Insgesamt,2000 - 2500,Mehrpersonenhaushalte (zusammen),,239
2022,Insgesamt,2500 - 3000,Mehrpersonenhaushalte (zusammen),,276
2022,Insgesamt,3000 - 3500,Mehrpersonenhaushalte (zusammen),,275
2022,Insgesamt,3500 - 4000,Mehrpersonenhaushalte (zusammen),,269
2022,Insgesamt,4000 - 5000,Mehrpersonenhaushalte (zusammen),,406
2022,Insgesamt,5000 und mehr,Mehrpersonenhaushalte (zusammen),,569
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,Insgesamt,Mehrpersonenhaushalte (zusammen),,1680
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,500 - 1000,Mehrpersonenhaushalte (zusammen),,10
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,1000 - 1250,Mehrpersonenhaushalte (zusammen),,20
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,1250 - 1500,Mehrpersonenhaushalte (zusammen),,30
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,1500 - 2000,Mehrpersonenhaushalte (zusammen),,112
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,2000 - 2500,Mehrpersonenhaushalte (zusammen),,166
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,Mehrpersonenhaushalte (zusammen),,191
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,Mehrpersonenhaushalte (zusammen),,201
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,Mehrpersonenhaushalte (zusammen),,196
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,Mehrpersonenhaushalte (zusammen),,308
2022,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,Mehrpersonenhaushalte (zusammen),,443
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,Mehrpersonenhaushalte (zusammen),,249
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,Mehrpersonenhaushalte (zusammen),gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1250,Mehrpersonenhaushalte (zusammen),gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1250 - 1500,Mehrpersonenhaushalte (zusammen),gesperrt,
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,Mehrpersonenhaushalte (zusammen),,18
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,Mehrpersonenhaushalte (zusammen),,22
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2500 - 3000,Mehrpersonenhaushalte (zusammen),,24
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3000 - 3500,Mehrpersonenhaushalte (zusammen),,26
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,3500 - 4000,Mehrpersonenhaushalte (zusammen),,30
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,4000 - 5000,Mehrpersonenhaushalte (zusammen),,44
2022,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,5000 und mehr,Mehrpersonenhaushalte (zusammen),,74
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,Insgesamt,Mehrpersonenhaushalte (zusammen),,409
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,500 - 1000,Mehrpersonenhaushalte (zusammen),,9
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1000 - 1250,Mehrpersonenhaushalte (zusammen),,13
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1250 - 1500,Mehrpersonenhaushalte (zusammen),,21
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,1500 - 2000,Mehrpersonenhaushalte (zusammen),,56
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2000 - 2500,Mehrpersonenhaushalte (zusammen),,51
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,2500 - 3000,Mehrpersonenhaushalte (zusammen),,60
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3000 - 3500,Mehrpersonenhaushalte (zusammen),,48
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,3500 - 4000,Mehrpersonenhaushalte (zusammen),,43
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,4000 - 5000,Mehrpersonenhaushalte (zusammen),,54
2022,Alle Haushaltsmitglieder haben einen Migrationshintergrund,5000 und mehr,Mehrpersonenhaushalte (zusammen),,52
2021,Insgesamt,Insgesamt,Mehrpersonenhaushalte (zusammen),,2295
2021,Insgesamt,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2021,Insgesamt,500 - 1000,Mehrpersonenhaushalte (zusammen),,30
2021,Insgesamt,1000 - 1250,Mehrpersonenhaushalte (zusammen),,43
2021,Insgesamt,1250 - 1500,Mehrpersonenhaushalte (zusammen),,63
2021,Insgesamt,1500 - 2000,Mehrpersonenhaushalte (zusammen),,197
2021,Insgesamt,2000 - 2500,Mehrpersonenhaushalte (zusammen),,248
2021,Insgesamt,2500 - 3000,Mehrpersonenhaushalte (zusammen),,280
2021,Insgesamt,3000 - 3500,Mehrpersonenhaushalte (zusammen),,279
2021,Insgesamt,3500 - 4000,Mehrpersonenhaushalte (zusammen),,265
2021,Insgesamt,4000 - 5000,Mehrpersonenhaushalte (zusammen),,377
2021,Insgesamt,5000 und mehr,Mehrpersonenhaushalte (zusammen),,507
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,Insgesamt,Mehrpersonenhaushalte (zusammen),,1667
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,500 - 1000,Mehrpersonenhaushalte (zusammen),,17
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,1000 - 1250,Mehrpersonenhaushalte (zusammen),,25
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,1250 - 1500,Mehrpersonenhaushalte (zusammen),,35
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,1500 - 2000,Mehrpersonenhaushalte (zusammen),,123
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,2000 - 2500,Mehrpersonenhaushalte (zusammen),,171
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,2500 - 3000,Mehrpersonenhaushalte (zusammen),,197
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,3000 - 3500,Mehrpersonenhaushalte (zusammen),,202
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,3500 - 4000,Mehrpersonenhaushalte (zusammen),,199
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,4000 - 5000,Mehrpersonenhaushalte (zusammen),,293
2021,Kein Haushaltsmitglied hat einen Migrationshintergrund,5000 und mehr,Mehrpersonenhaushalte (zusammen),,401
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,Insgesamt,Mehrpersonenhaushalte (zusammen),,241
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,unter 500,Mehrpersonenhaushalte (zusammen),gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,500 - 1000,Mehrpersonenhaushalte (zusammen),gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1000 - 1250,Mehrpersonenhaushalte (zusammen),gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1250 - 1500,Mehrpersonenhaushalte (zusammen),gesperrt,
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,1500 - 2000,Mehrpersonenhaushalte (zusammen),,18
2021,Ein Teil der Haushaltsmitglieder hat einen Migraitonshintergrund,2000 - 2500,Mehrpersonenhaushalte (zusammen),,21
