Year,Statistische Region,Nationalität,Schulform,Units,GeoCode,Value
2015,Statistische Region Lüneburg,Deutsche,Oberschule,Prozent,SR033,94.8763955342903
2015,Statistische Region Weser-Ems,Deutsche,Oberschule,Prozent,SR034,93.1050022532672
2015,Niedersachsen,Deutsche,Oberschule,Prozent,SR0,93.4886115043109
2014,Statistische Region Braunschweig,Deutsche,Oberschule,Prozent,SR031,96.5616045845272
2014,Statistische Region Hannover,Deutsche,Oberschule,Prozent,SR032,92.2841396203307
2014,Statistische Region Lüneburg,Deutsche,Oberschule,Prozent,SR033,96.1414790996785
2014,Statistische Region Weser-Ems,Deutsche,Oberschule,Prozent,SR034,94.9443413729128
2014,Niedersachsen,Deutsche,Oberschule,Prozent,SR0,95.0504850524649
2013,Statistische Region Braunschweig,Deutsche,Oberschule,Prozent,SR031,
2013,Statistische Region Hannover,Deutsche,Oberschule,Prozent,SR032,
2013,Statistische Region Lüneburg,Deutsche,Oberschule,Prozent,SR033,
2013,Statistische Region Weser-Ems,Deutsche,Oberschule,Prozent,SR034,
2013,Niedersachsen,Deutsche,Oberschule,Prozent,SR0,
2012,Statistische Region Braunschweig,Deutsche,Oberschule,Prozent,SR031,
2012,Statistische Region Hannover,Deutsche,Oberschule,Prozent,SR032,
2012,Statistische Region Lüneburg,Deutsche,Oberschule,Prozent,SR033,
2012,Statistische Region Weser-Ems,Deutsche,Oberschule,Prozent,SR034,
2012,Niedersachsen,Deutsche,Oberschule,Prozent,SR0,
2011,Statistische Region Braunschweig,Deutsche,Oberschule,Prozent,SR031,
2011,Statistische Region Hannover,Deutsche,Oberschule,Prozent,SR032,
2011,Statistische Region Lüneburg,Deutsche,Oberschule,Prozent,SR033,
2011,Statistische Region Weser-Ems,Deutsche,Oberschule,Prozent,SR034,
2011,Niedersachsen,Deutsche,Oberschule,Prozent,SR0,
2010,Statistische Region Braunschweig,Deutsche,Oberschule,Prozent,SR031,
2010,Statistische Region Hannover,Deutsche,Oberschule,Prozent,SR032,
2010,Statistische Region Lüneburg,Deutsche,Oberschule,Prozent,SR033,
2010,Statistische Region Weser-Ems,Deutsche,Oberschule,Prozent,SR034,
2010,Niedersachsen,Deutsche,Oberschule,Prozent,SR0,
2005,Statistische Region Braunschweig,Deutsche,Oberschule,Prozent,SR031,
2005,Statistische Region Hannover,Deutsche,Oberschule,Prozent,SR032,
2005,Statistische Region Lüneburg,Deutsche,Oberschule,Prozent,SR033,
2005,Statistische Region Weser-Ems,Deutsche,Oberschule,Prozent,SR034,
2005,Niedersachsen,Deutsche,Oberschule,Prozent,SR0,
2021,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Prozent,SR031,11.510353227771
2021,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Prozent,SR032,20.1691199498904
2021,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Prozent,SR033,11.535552193646
2021,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Prozent,SR034,17.4870466321244
2021,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Prozent,SR0,15.7292506043513
2020,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Prozent,SR031,13.2568514977693
2020,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Prozent,SR032,19.0676594367109
2020,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Prozent,SR033,11.8468899521531
2020,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Prozent,SR034,16.1396885323266
2020,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Prozent,SR0,15.1642246309712
2019,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Prozent,SR031,12.0296113510179
2019,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Prozent,SR032,19.8179979777553
2019,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Prozent,SR033,10.4254927242586
2019,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Prozent,SR034,3.45037795659595
2019,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Prozent,SR0,13.9639878897328
2018,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Prozent,SR031,12.375
2018,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Prozent,SR032,14.2806894125923
2018,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Prozent,SR033,9.8502615911961
2018,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Prozent,SR034,12.178093166991
2018,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Prozent,SR0,11.8250280403781
2017,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Prozent,SR031,9.94152046783626
2017,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Prozent,SR032,14.3778452200304
2017,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Prozent,SR033,8.3364004416636
2017,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Prozent,SR034,11.3877307921382
2017,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Prozent,SR0,10.7730398899587
2016,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Prozent,SR031,8.31733845169546
2016,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Prozent,SR032,10.609857978279
2016,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Prozent,SR033,6.80948737566947
2016,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Prozent,SR034,9.21375921375921
2016,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Prozent,SR0,8.57004421294894
2015,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Prozent,SR031,5.14018691588785
2015,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Prozent,SR032,9.23660902572754
2015,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Prozent,SR033,5.12360446570973
2015,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Prozent,SR034,6.89499774673276
2015,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Prozent,SR0,6.5113884956891
2014,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Prozent,SR031,3.43839541547278
2014,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Prozent,SR032,7.71586037966932
2014,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Prozent,SR033,3.85852090032154
2014,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Prozent,SR034,5.0556586270872
2014,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Prozent,SR0,4.94951494753514
2013,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Prozent,SR031,
2013,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Prozent,SR032,
2013,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Prozent,SR033,
2013,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Prozent,SR034,
2013,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Prozent,SR0,
2012,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Prozent,SR031,
2012,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Prozent,SR032,
2012,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Prozent,SR033,
2012,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Prozent,SR034,
2012,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Prozent,SR0,
2011,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Prozent,SR031,
2011,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Prozent,SR032,
2011,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Prozent,SR033,
2011,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Prozent,SR034,
2011,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Prozent,SR0,
2010,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Prozent,SR031,
2010,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Prozent,SR032,
2010,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Prozent,SR033,
2010,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Prozent,SR034,
2010,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Prozent,SR0,
2005,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Oberschule,Prozent,SR031,
2005,Statistische Region Hannover,Ausländerinnen und Ausländer,Oberschule,Prozent,SR032,
2005,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Oberschule,Prozent,SR033,
2005,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Oberschule,Prozent,SR034,
2005,Niedersachsen,Ausländerinnen und Ausländer,Oberschule,Prozent,SR0,
2021,Statistische Region Braunschweig,Deutsche,Gymnasium,Prozent,SR031,94.3969279106301
2021,Statistische Region Hannover,Deutsche,Gymnasium,Prozent,SR032,94.0370196813496
2021,Statistische Region Lüneburg,Deutsche,Gymnasium,Prozent,SR033,96.437461107654
2021,Statistische Region Weser-Ems,Deutsche,Gymnasium,Prozent,SR034,95.1620479098168
2021,Niedersachsen,Deutsche,Gymnasium,Prozent,SR0,94.9638809955836
2020,Statistische Region Braunschweig,Deutsche,Gymnasium,Prozent,SR031,93.911135490949
2020,Statistische Region Hannover,Deutsche,Gymnasium,Prozent,SR032,94.6260387811634
2020,Statistische Region Lüneburg,Deutsche,Gymnasium,Prozent,SR033,96.3843150568664
2020,Statistische Region Weser-Ems,Deutsche,Gymnasium,Prozent,SR034,95.2856966555597
2020,Niedersachsen,Deutsche,Gymnasium,Prozent,SR0,95.0680208372372
2019,Statistische Region Braunschweig,Deutsche,Gymnasium,Prozent,SR031,95.2266863251014
2019,Statistische Region Hannover,Deutsche,Gymnasium,Prozent,SR032,95.180070403466
2019,Statistische Region Lüneburg,Deutsche,Gymnasium,Prozent,SR033,97.1688574317492
2019,Statistische Region Weser-Ems,Deutsche,Gymnasium,Prozent,SR034,96.549622043404
2019,Niedersachsen,Deutsche,Gymnasium,Prozent,SR0,96.0442333382811
2018,Statistische Region Braunschweig,Deutsche,Gymnasium,Prozent,SR031,96.0
2018,Statistische Region Hannover,Deutsche,Gymnasium,Prozent,SR032,95.8177202949353
2018,Statistische Region Lüneburg,Deutsche,Gymnasium,Prozent,SR033,97.3
2018,Statistische Region Weser-Ems,Deutsche,Gymnasium,Prozent,SR034,96.8231594925729
2018,Niedersachsen,Deutsche,Gymnasium,Prozent,SR0,96.497156239545
2017,Statistische Region Braunschweig,Deutsche,Gymnasium,Prozent,SR031,95.5705173635719
2017,Statistische Region Hannover,Deutsche,Gymnasium,Prozent,SR032,95.4112971215223
2017,Statistische Region Lüneburg,Deutsche,Gymnasium,Prozent,SR033,97.5630983463882
2017,Statistische Region Weser-Ems,Deutsche,Gymnasium,Prozent,SR034,97.0054644808743
2017,Niedersachsen,Deutsche,Gymnasium,Prozent,SR0,96.4222600113367
2016,Statistische Region Braunschweig,Deutsche,Gymnasium,Prozent,SR031,94.2
2016,Statistische Region Hannover,Deutsche,Gymnasium,Prozent,SR032,96.4184265777448
2016,Statistische Region Lüneburg,Deutsche,Gymnasium,Prozent,SR033,97.7460901563937
2016,Statistische Region Weser-Ems,Deutsche,Gymnasium,Prozent,SR034,97.4450918870462
2016,Niedersachsen,Deutsche,Gymnasium,Prozent,SR0,96.9809901531729
2015,Statistische Region Braunschweig,Deutsche,Gymnasium,Prozent,SR031,93.9
2015,Statistische Region Hannover,Deutsche,Gymnasium,Prozent,SR032,96.4650819066387
2015,Statistische Region Lüneburg,Deutsche,Gymnasium,Prozent,SR033,98.5474693021863
2015,Statistische Region Weser-Ems,Deutsche,Gymnasium,Prozent,SR034,97.8364584489071
2015,Niedersachsen,Deutsche,Gymnasium,Prozent,SR0,97.5297720313032
2014,Statistische Region Braunschweig,Deutsche,Gymnasium,Prozent,SR031,97.1953085160632
2014,Statistische Region Hannover,Deutsche,Gymnasium,Prozent,SR032,96.6276923076923
2014,Statistische Region Lüneburg,Deutsche,Gymnasium,Prozent,SR033,98.278905560459
2014,Statistische Region Weser-Ems,Deutsche,Gymnasium,Prozent,SR034,97.6090788893786
2014,Niedersachsen,Deutsche,Gymnasium,Prozent,SR0,97.413158423131
2013,Statistische Region Braunschweig,Deutsche,Gymnasium,Prozent,SR031,97.3363651128796
2013,Statistische Region Hannover,Deutsche,Gymnasium,Prozent,SR032,95.7701797673599
2013,Statistische Region Lüneburg,Deutsche,Gymnasium,Prozent,SR033,98.6690949845895
2013,Statistische Region Weser-Ems,Deutsche,Gymnasium,Prozent,SR034,97.67268068752
2013,Niedersachsen,Deutsche,Gymnasium,Prozent,SR0,97.3149841208738
2012,Statistische Region Braunschweig,Deutsche,Gymnasium,Prozent,SR031,97.1650300918594
2012,Statistische Region Hannover,Deutsche,Gymnasium,Prozent,SR032,95.3828701077708
2012,Statistische Region Lüneburg,Deutsche,Gymnasium,Prozent,SR033,98.4269965044367
2012,Statistische Region Weser-Ems,Deutsche,Gymnasium,Prozent,SR034,97.8794877178249
2012,Niedersachsen,Deutsche,Gymnasium,Prozent,SR0,97.1800704203409
2011,Statistische Region Braunschweig,Deutsche,Gymnasium,Prozent,SR031,
2011,Statistische Region Hannover,Deutsche,Gymnasium,Prozent,SR032,95.173766205469
2011,Statistische Region Lüneburg,Deutsche,Gymnasium,Prozent,SR033,98.211972013475
2011,Statistische Region Weser-Ems,Deutsche,Gymnasium,Prozent,SR034,97.5695139027806
2011,Niedersachsen,Deutsche,Gymnasium,Prozent,SR0,96.9814356804434
2010,Statistische Region Braunschweig,Deutsche,Gymnasium,Prozent,SR031,97.029702970297
2010,Statistische Region Hannover,Deutsche,Gymnasium,Prozent,SR032,95.6618112729576
2010,Statistische Region Lüneburg,Deutsche,Gymnasium,Prozent,SR033,98.3074222668004
2010,Statistische Region Weser-Ems,Deutsche,Gymnasium,Prozent,SR034,97.8136882129278
2010,Niedersachsen,Deutsche,Gymnasium,Prozent,SR0,97.1860730593607
2005,Statistische Region Braunschweig,Deutsche,Gymnasium,Prozent,SR031,96.8948035487959
2005,Statistische Region Hannover,Deutsche,Gymnasium,Prozent,SR032,94.035594035594
2005,Statistische Region Lüneburg,Deutsche,Gymnasium,Prozent,SR033,98.0819912152269
2005,Statistische Region Weser-Ems,Deutsche,Gymnasium,Prozent,SR034,97.3954913547822
2005,Niedersachsen,Deutsche,Gymnasium,Prozent,SR0,96.5322264348281
2021,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR031,5.60307208936987
2021,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR032,5.96298031865042
2021,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR033,3.56253889234599
2021,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR034,4.83795209018319
2021,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR0,5.03611900441645
2020,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR031,6.08886450905101
2020,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR032,5.37396121883656
2020,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR033,3.61568494313359
2020,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR034,4.71430334444033
2020,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR0,4.93197916276281
2019,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR031,4.77331367489864
2019,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR032,4.81992959653398
2019,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR033,2.83114256825076
2019,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR034,3.45037795659595
2019,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR0,3.95576666171887
2018,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR031,4.0
2018,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR032,4.18227970506467
2018,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR033,2.7
2018,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR034,3.17684050742708
2018,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR0,3.502843760455
2017,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR031,4.42948263642807
2017,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR032,4.58870287847766
2017,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR033,2.43690165361184
2017,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR034,2.99453551912568
2017,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR0,3.57773998866327
2016,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR031,2.8
2016,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR032,3.58157342225516
2016,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR033,2.25390984360626
2016,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR034,2.55490811295383
2016,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR0,3.01900984682713
2015,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR031,2.6
2015,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR032,3.53491809336125
2015,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR033,1.45253069781372
2015,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR034,2.16354155109287
2015,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR0,2.47022796869684
2014,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR031,2.80469148393677
2014,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR032,3.37230769230769
2014,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR033,1.72109443954104
2014,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR034,2.39092111062142
2014,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR0,2.58684157686902
2013,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR031,2.66363488712035
2013,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR032,4.22982023264011
2013,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR033,1.33090501541048
2013,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR034,2.32731931247998
2013,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR0,2.68501587912617
2012,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR031,2.83496990814064
2012,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR032,4.61712989222915
2012,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR033,1.57300349556332
2012,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR034,2.1205122821751
2012,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR0,2.81992957965912
2011,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR031,
2011,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR032,4.82623379453099
2011,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR033,1.78802798652501
2011,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR034,2.43048609721944
2011,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR0,3.0185643195566
2010,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR031,2.97029702970297
2010,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR032,4.33818872704243
2010,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR033,1.6925777331996
2010,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR034,2.18631178707224
2010,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR0,2.81392694063927
2005,Statistische Region Braunschweig,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR031,3.10519645120406
2005,Statistische Region Hannover,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR032,5.96440596440596
2005,Statistische Region Lüneburg,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR033,1.91800878477306
2005,Statistische Region Weser-Ems,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR034,2.60450864521777
2005,Niedersachsen,Ausländerinnen und Ausländer,Gymnasium,Prozent,SR0,3.46777356517192
2021,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Prozent,SR031,90.7757496740548
2021,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Prozent,SR032,84.2558983666062
2021,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Prozent,SR033,91.9512195121951
2021,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Prozent,SR034,91.0768198591077
2021,Niedersachsen,Deutsche,Integrierte Gesamtschule,Prozent,SR0,88.7423043095866
2020,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Prozent,SR031,92.3119622536775
2020,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Prozent,SR032,87.3944770353413
2020,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Prozent,SR033,92.6144341477113
2020,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Prozent,SR034,93.0436847103514
2020,Niedersachsen,Deutsche,Integrierte Gesamtschule,Prozent,SR0,90.6670296760142
2019,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Prozent,SR031,93.9837398373984
2019,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Prozent,SR032,89.1763691246227
2019,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Prozent,SR033,93.854748603352
2019,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Prozent,SR034,93.7816341287057
2019,Niedersachsen,Deutsche,Integrierte Gesamtschule,Prozent,SR0,92.0929473225947
2018,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Prozent,SR031,92.9915639195328
2018,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Prozent,SR032,89.9305555555556
2018,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Prozent,SR033,93.8957816377171
2018,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Prozent,SR034,94.4462919853675
2018,Niedersachsen,Deutsche,Integrierte Gesamtschule,Prozent,SR0,92.4259497746297
2017,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Prozent,SR031,94.8064836255375
2017,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Prozent,SR032,91.0130718954248
2017,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Prozent,SR033,95.3280839895013
2017,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Prozent,SR034,95.5845990815966
2017,Niedersachsen,Deutsche,Integrierte Gesamtschule,Prozent,SR0,93.7224943950843
2016,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Prozent,SR031,96.0560265388868
2016,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Prozent,SR032,92.442173211404
2016,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Prozent,SR033,97.2809667673716
2016,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Prozent,SR034,95.6204379562044
2016,Niedersachsen,Deutsche,Integrierte Gesamtschule,Prozent,SR0,94.8825895780709
2015,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Prozent,SR031,95.6441491325212
2015,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Prozent,SR032,91.6762013729977
2015,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Prozent,SR033,97.0854922279793
2015,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Prozent,SR034,97.3195139385275
2015,Niedersachsen,Deutsche,Integrierte Gesamtschule,Prozent,SR0,94.984355740969
2014,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Prozent,SR031,96.2781186094069
2014,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Prozent,SR032,92.6285714285714
2014,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Prozent,SR033,96.95885509839
2014,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Prozent,SR034,97.5662913185616
2014,Niedersachsen,Deutsche,Integrierte Gesamtschule,Prozent,SR0,95.4156479217604
2013,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Prozent,SR031,96.8516332152696
2013,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Prozent,SR032,92.6958052214726
2013,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Prozent,SR033,98.3030303030303
2013,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Prozent,SR034,98.1967855742846
2013,Niedersachsen,Deutsche,Integrierte Gesamtschule,Prozent,SR0,95.8288655372078
2012,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Prozent,SR031,94.6114577424844
2012,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Prozent,SR032,91.5071353985381
2012,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Prozent,SR033,98.7202925045704
2012,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Prozent,SR034,98.5458612975391
2012,Niedersachsen,Deutsche,Integrierte Gesamtschule,Prozent,SR0,94.663606369244
2011,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Prozent,SR031,94.8072383949646
2011,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Prozent,SR032,89.9620184481823
2011,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Prozent,SR033,99.7395833333333
2011,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Prozent,SR034,98.5576923076923
2011,Niedersachsen,Deutsche,Integrierte Gesamtschule,Prozent,SR0,94.4893015744853
2010,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Prozent,SR031,95.1043338683788
2010,Statistische Region Hannover,Deutsche,Integrierte Gesamtschule,Prozent,SR032,91.7877094972067
2010,Statistische Region Lüneburg,Deutsche,Integrierte Gesamtschule,Prozent,SR033,99.4301994301994
2010,Statistische Region Weser-Ems,Deutsche,Integrierte Gesamtschule,Prozent,SR034,98.3545250560957
2010,Niedersachsen,Deutsche,Integrierte Gesamtschule,Prozent,SR0,95.0889077053345
2005,Statistische Region Braunschweig,Deutsche,Integrierte Gesamtschule,Prozent,SR031,93.9748201438849
