Year,Staatsangehörigkeit,Erreichter Abschluss,Besuchte Schule,Value
2012,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsschule (Teilzeit),871.0
2012,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2012,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2012,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),258.0
2012,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),1534.0
2012,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),700.0
2011,Deutsche,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2011,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),89.0
2011,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),11039.0
2011,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),449.0
2011,Deutsche,erfolgreicher Besuch,Berufsschule (Teilzeit),32624.0
2011,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2011,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2011,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),3198.0
2011,Deutsche,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),47399.0
2011,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),12273.0
2011,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2011,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),7.0
2011,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),355.0
2011,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),23.0
2011,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsschule (Teilzeit),921.0
2011,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2011,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2011,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),191.0
2011,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),1497.0
2011,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),651.0
2010,Deutsche,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2010,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),86.0
2010,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),11028.0
2010,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),415.0
2010,Deutsche,erfolgreicher Besuch,Berufsschule (Teilzeit),33962.0
2010,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2010,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2010,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),3052.0
2010,Deutsche,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),48543.0
2010,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),11395.0
2010,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2010,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),1.0
2010,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),328.0
2010,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),5.0
2010,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsschule (Teilzeit),801.0
2010,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2010,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2010,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),134.0
2010,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),1269.0
2010,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),524.0
2006,Deutsche,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2006,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),97.0
2006,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),10884.0
2006,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),434.0
2006,Deutsche,erfolgreicher Besuch,Berufsschule (Teilzeit),29076.0
2006,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2006,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2006,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),3724.0
2006,Deutsche,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),44215.0
2006,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),8002.0
2006,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2006,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),1.0
2006,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),319.0
2006,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),10.0
2006,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsschule (Teilzeit),777.0
2006,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2006,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2006,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),194.0
2006,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),1301.0
2006,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),423.0
2005,Deutsche,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2005,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),96.0
2005,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),10698.0
2005,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),429.0
2005,Deutsche,erfolgreicher Besuch,Berufsschule (Teilzeit),28999.0
2005,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2005,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2005,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),4273.0
2005,Deutsche,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),44495.0
2005,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),7986.0
2005,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsschule (Teilzeit),
2005,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),8.0
2005,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),419.0
2005,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),27.0
2005,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsschule (Teilzeit),817.0
2005,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),
2005,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),
2005,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),318.0
2005,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsschule (Teilzeit),1589.0
2005,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),411.0
2019,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2019,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2019,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2018,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2018,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,102.0
2018,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2018,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,7352.0
2018,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,263.0
2018,Deutsche,Erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,30491.0
2018,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,700.0
2018,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,2815.0
2018,Deutsche,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,41723.0
2018,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,11472.0
2018,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2018,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,5.0
2018,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2018,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,422.0
2018,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,22.0
2018,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,1051.0
2018,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,23.0
2018,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,287.0
2018,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,1810.0
2018,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,1471.0
2017,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2017,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2017,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2015,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2015,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2014,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2014,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2012,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2012,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2011,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2011,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2010,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,
2010,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,
2006,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2006,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2006,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2006,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,741.0
2006,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,6868.0
2006,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2006,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,1.0
2006,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,2928.0
2006,Deutsche,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,10538.0
2006,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,1312.0
2006,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2006,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2006,Ausländerinnen und Ausländer,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2006,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,65.0
2006,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,232.0
2006,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2006,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,
2006,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,237.0
2006,Ausländerinnen und Ausländer,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,534.0
2006,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsgrundbildungsjahr schulisch,164.0
2005,Deutsche,Allgemeine Hochschulreife,Berufsgrundbildungsjahr schulisch,
2005,Deutsche,Fachhochschulreife,Berufsgrundbildungsjahr schulisch,
2005,Deutsche,Realschulabschluss,Berufsgrundbildungsjahr schulisch,
2005,Deutsche,Hauptschulabschluss,Berufsgrundbildungsjahr schulisch,856.0
2005,Deutsche,erfolgreicher Besuch,Berufsgrundbildungsjahr schulisch,6893.0
2005,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsgrundbildungsjahr schulisch,
2005,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsgrundbildungsjahr schulisch,14.0
2005,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsgrundbildungsjahr schulisch,2882.0
2005,Deutsche,Erreichte Abschlüsse insgesamt,Berufsgrundbildungsjahr schulisch,10645.0
