Year,Kategorie,Geschlecht,Units,Value
Juni 2020,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),Insgesamt,Prozentpunkte,8.9
Juni 2021,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),Insgesamt,Prozentpunkte,6.7
Juni 2007,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,9.0
Juni 2008,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,7.8
Juni 2009,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,6.3
Juni 2010,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,6.4
Juni 2011,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,6.0
Juni 2012,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,5.2
Juni 2013,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,6.1
Juni 2014,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,7.3
Juni 2015,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,8.6
Juni 2016,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,13.0
Juni 2017,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,10.3
Juni 2018,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,8.3
Juni 2019,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,6.8
Juni 2020,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,7.7
Juni 2021,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),15 bis unter 20 Jahre,Prozentpunkte,7.4
Juni 2007,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,6.0
Juni 2008,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,6.3
Juni 2009,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,5.8
Juni 2010,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,5.5
Juni 2011,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,6.2
Juni 2012,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,5.7
Juni 2013,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,4.8
Juni 2014,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,5.9
Juni 2015,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,6.5
Juni 2016,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,12.2
Juni 2017,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,10.9
Juni 2018,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,8.6
Juni 2019,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,7.7
Juni 2020,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,8.7
Juni 2021,Abstand der Arbeitslosenquote von Ausländerinnen und Ausländern zu Insgesamt (bis unter 25 Jahren),20 bis unter 25 Jahre,Prozentpunkte,6.3
