Year,Berufsgruppe,Geschlecht,Verfahren,Entscheidung vor Rechtsbehelf,Value
2019,darunter medizinische Gesundheitsberufe,Männer,,positive partieller Berufszugang4),
2019,darunter medizinische Gesundheitsberufe,Frauen,,positive partieller Berufszugang4),
2019,darunter medizinische Gesundheitsberufe,Insgesamt,,positive partieller Berufszugang4),
2018,alle Berufsgruppen,Männer,,positive partieller Berufszugang4),
2018,alle Berufsgruppen,Frauen,,positive partieller Berufszugang4),18.0
2018,alle Berufsgruppen,Insgesamt,,positive partieller Berufszugang4),18.0
2018,darunter medizinische Gesundheitsberufe,Männer,,positive partieller Berufszugang4),
2018,darunter medizinische Gesundheitsberufe,Frauen,,positive partieller Berufszugang4),
2018,darunter medizinische Gesundheitsberufe,Insgesamt,,positive partieller Berufszugang4),
2017,alle Berufsgruppen,Männer,,positive partieller Berufszugang4),
2017,alle Berufsgruppen,Frauen,,positive partieller Berufszugang4),18.0
2017,alle Berufsgruppen,Insgesamt,,positive partieller Berufszugang4),18.0
2017,darunter medizinische Gesundheitsberufe,Männer,,positive partieller Berufszugang4),
2017,darunter medizinische Gesundheitsberufe,Frauen,,positive partieller Berufszugang4),
2017,darunter medizinische Gesundheitsberufe,Insgesamt,,positive partieller Berufszugang4),
2016,alle Berufsgruppen,Männer,,positive partieller Berufszugang4),
2016,alle Berufsgruppen,Frauen,,positive partieller Berufszugang4),3.0
2016,alle Berufsgruppen,Insgesamt,,positive partieller Berufszugang4),6.0
2016,darunter medizinische Gesundheitsberufe,Männer,,positive partieller Berufszugang4),
2016,darunter medizinische Gesundheitsberufe,Frauen,,positive partieller Berufszugang4),
2016,darunter medizinische Gesundheitsberufe,Insgesamt,,positive partieller Berufszugang4),
2015,alle Berufsgruppen,Männer,,positive partieller Berufszugang4),
2015,alle Berufsgruppen,Frauen,,positive partieller Berufszugang4),
2015,alle Berufsgruppen,Insgesamt,,positive partieller Berufszugang4),
2015,darunter medizinische Gesundheitsberufe,Männer,,positive partieller Berufszugang4),
2015,darunter medizinische Gesundheitsberufe,Frauen,,positive partieller Berufszugang4),
2015,darunter medizinische Gesundheitsberufe,Insgesamt,,positive partieller Berufszugang4),
2014,alle Berufsgruppen,Männer,,positive partieller Berufszugang4),
2014,alle Berufsgruppen,Frauen,,positive partieller Berufszugang4),
2014,alle Berufsgruppen,Insgesamt,,positive partieller Berufszugang4),
2014,darunter medizinische Gesundheitsberufe,Männer,,positive partieller Berufszugang4),
2014,darunter medizinische Gesundheitsberufe,Frauen,,positive partieller Berufszugang4),
2014,darunter medizinische Gesundheitsberufe,Insgesamt,,positive partieller Berufszugang4),
2012,alle Berufsgruppen,Männer,,positive partieller Berufszugang4),
2012,alle Berufsgruppen,Frauen,,positive partieller Berufszugang4),
2012,alle Berufsgruppen,Insgesamt,,positive partieller Berufszugang4),
2012,darunter medizinische Gesundheitsberufe,Männer,,positive partieller Berufszugang4),
2012,darunter medizinische Gesundheitsberufe,Frauen,,positive partieller Berufszugang4),
2012,darunter medizinische Gesundheitsberufe,Insgesamt,,positive partieller Berufszugang4),
2020,alle Berufsgruppen,Männer,,negativ,69.0
2020,alle Berufsgruppen,Frauen,,negativ,108.0
2020,alle Berufsgruppen,Insgesamt,,negativ,174.0
2020,darunter medizinische Gesundheitsberufe,Männer,,negativ,12.0
2020,darunter medizinische Gesundheitsberufe,Frauen,,negativ,21.0
2020,darunter medizinische Gesundheitsberufe,Insgesamt,,negativ,33.0
2019,alle Berufsgruppen,Männer,,negativ,48.0
2019,alle Berufsgruppen,Frauen,,negativ,114.0
2019,alle Berufsgruppen,Insgesamt,,negativ,159.0
2019,darunter medizinische Gesundheitsberufe,Männer,,negativ,15.0
2019,darunter medizinische Gesundheitsberufe,Frauen,,negativ,18.0
2019,darunter medizinische Gesundheitsberufe,Insgesamt,,negativ,36.0
2018,alle Berufsgruppen,Männer,,negativ,24.0
2018,alle Berufsgruppen,Frauen,,negativ,96.0
2018,alle Berufsgruppen,Insgesamt,,negativ,120.0
2018,darunter medizinische Gesundheitsberufe,Männer,,negativ,6.0
2018,darunter medizinische Gesundheitsberufe,Frauen,,negativ,12.0
2018,darunter medizinische Gesundheitsberufe,Insgesamt,,negativ,18.0
2017,alle Berufsgruppen,Männer,,negativ,24.0
2017,alle Berufsgruppen,Frauen,,negativ,90.0
2017,alle Berufsgruppen,Insgesamt,,negativ,117.0
2017,darunter medizinische Gesundheitsberufe,Männer,,negativ,9.0
2017,darunter medizinische Gesundheitsberufe,Frauen,,negativ,9.0
2017,darunter medizinische Gesundheitsberufe,Insgesamt,,negativ,18.0
2016,alle Berufsgruppen,Männer,,negativ,27.0
2016,alle Berufsgruppen,Frauen,,negativ,78.0
2016,alle Berufsgruppen,Insgesamt,,negativ,105.0
2016,darunter medizinische Gesundheitsberufe,Männer,,negativ,3.0
2016,darunter medizinische Gesundheitsberufe,Frauen,,negativ,6.0
2016,darunter medizinische Gesundheitsberufe,Insgesamt,,negativ,9.0
2015,alle Berufsgruppen,Männer,,negativ,105.0
2015,alle Berufsgruppen,Frauen,,negativ,180.0
2015,alle Berufsgruppen,Insgesamt,,negativ,291.0
2015,darunter medizinische Gesundheitsberufe,Männer,,negativ,12.0
2015,darunter medizinische Gesundheitsberufe,Frauen,,negativ,36.0
2015,darunter medizinische Gesundheitsberufe,Insgesamt,,negativ,48.0
2014,alle Berufsgruppen,Männer,,negativ,95.0
2014,alle Berufsgruppen,Frauen,,negativ,118.0
2014,alle Berufsgruppen,Insgesamt,,negativ,213.0
2014,darunter medizinische Gesundheitsberufe,Männer,,negativ,
2014,darunter medizinische Gesundheitsberufe,Frauen,,negativ,37.0
2014,darunter medizinische Gesundheitsberufe,Insgesamt,,negativ,37.0
2012,alle Berufsgruppen,Männer,,negativ,204.0
2012,alle Berufsgruppen,Frauen,,negativ,252.0
2012,alle Berufsgruppen,Insgesamt,,negativ,456.0
2012,darunter medizinische Gesundheitsberufe,Männer,,negativ,171.0
2012,darunter medizinische Gesundheitsberufe,Frauen,,negativ,219.0
2012,darunter medizinische Gesundheitsberufe,Insgesamt,,negativ,390.0
2020,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,96.0
2020,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,132.0
2020,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,231.0
2020,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,36.0
2020,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,96.0
2020,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,132.0
2019,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,54.0
2019,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,117.0
2019,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,168.0
2019,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,30.0
2019,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,87.0
2019,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,117.0
2018,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,72.0
2018,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,96.0
2018,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,171.0
2018,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,72.0
2018,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,96.0
2018,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,171.0
2017,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,51.0
2017,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,66.0
2017,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,117.0
2017,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,27.0
2017,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,36.0
2017,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,63.0
2016,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,51.0
2016,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,66.0
2016,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,117.0
2016,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,12.0
2016,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,21.0
2016,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,36.0
2015,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2015,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2015,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2015,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2015,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2015,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2014,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2014,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2014,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2014,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2014,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2014,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2012,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2012,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2012,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2012,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2012,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2012,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,
2020,alle Berufsgruppen,Männer,Noch keine Entscheidung,,405.0
2020,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,786.0
2020,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,1191.0
2020,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,252.0
2020,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,645.0
2020,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,897.0
2019,alle Berufsgruppen,Männer,Noch keine Entscheidung,,384.0
2019,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,726.0
2019,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,1107.0
2019,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,237.0
2019,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,525.0
2019,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,765.0
2018,alle Berufsgruppen,Männer,Noch keine Entscheidung,,333.0
2018,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,525.0
2018,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,858.0
2018,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,198.0
2018,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,369.0
2018,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,567.0
2017,alle Berufsgruppen,Männer,Noch keine Entscheidung,,279.0
2017,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,345.0
2017,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,624.0
2017,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,102.0
2017,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,243.0
2017,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,348.0
2016,alle Berufsgruppen,Männer,Noch keine Entscheidung,,252.0
2016,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,309.0
2016,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,561.0
2016,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,72.0
2016,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,144.0
2016,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,219.0
2015,alle Berufsgruppen,Männer,Noch keine Entscheidung,,135.0
2015,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,273.0
2015,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,414.0
2015,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,57.0
2015,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,180.0
2015,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,237.0
2014,alle Berufsgruppen,Männer,Noch keine Entscheidung,,89.0
2014,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,417.0
2014,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,506.0
2014,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,
2014,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,186.0
2014,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,186.0
2012,alle Berufsgruppen,Männer,Noch keine Entscheidung,,39.0
2012,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,63.0
2012,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,102.0
2012,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,12.0
2012,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,36.0
2012,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,48.0
