Year,Land der Staatsangehörigkeit,Kategorie,Units,Value
2011.0,Bulgarien,Ausländerinnen und Ausländer,Anzahl,6136.0
2011.0,Griechenland,Ausländerinnen und Ausländer,Anzahl,14785.0
2011.0,Italien,Ausländerinnen und Ausländer,Anzahl,22676.0
2011.0,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,17706.0
2011.0,Kroatien,Ausländerinnen und Ausländer,Anzahl,6301.0
2011.0,Kosovo,Ausländerinnen und Ausländer,Anzahl,10768.0
2011.0,Niederlande,Ausländerinnen und Ausländer,Anzahl,29954.0
2011.0,Polen,Ausländerinnen und Ausländer,Anzahl,47640.0
2011.0,Rumänien,Ausländerinnen und Ausländer,Anzahl,9101.0
2011.0,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,17813.0
2011.0,Spanien,Ausländerinnen und Ausländer,Anzahl,8681.0
2011.0,Türkei,Ausländerinnen und Ausländer,Anzahl,97814.0
2011.0,Ukraine,Ausländerinnen und Ausländer,Anzahl,10136.0
2011.0,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,17.0
2011.0,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,365424.0
2011.0,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1510.0
2011.0,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,13777.0
2011.0,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,882.0
2011.0,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,12418.0
2011.0,Afghanistan,Ausländerinnen und Ausländer,Anzahl,3314.0
2011.0,China,Ausländerinnen und Ausländer,Anzahl,5581.0
2011.0,Indien,Ausländerinnen und Ausländer,Anzahl,2602.0
2011.0,Irak,Ausländerinnen und Ausländer,Anzahl,9326.0
2011.0,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,4422.0
2011.0,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,6111.0
2011.0,Vietnam,Ausländerinnen und Ausländer,Anzahl,8843.0
2011.0,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,3137.0
2011.0,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,71230.0
2011.0,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,896.0
2011.0,staatenlos,Ausländerinnen und Ausländer,Anzahl,1676.0
2011.0,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,5200.0
2011.0,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,470683.0
2010.0,Bulgarien,Ausländerinnen und Ausländer,Anzahl,4769.0
2010.0,Griechenland,Ausländerinnen und Ausländer,Anzahl,14392.0
2010.0,Italien,Ausländerinnen und Ausländer,Anzahl,22769.0
2010.0,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,9740.0
2010.0,Kroatien,Ausländerinnen und Ausländer,Anzahl,6177.0
2010.0,Kosovo,Ausländerinnen und Ausländer,Anzahl,7309.0
2010.0,Niederlande,Ausländerinnen und Ausländer,Anzahl,29426.0
2010.0,Polen,Ausländerinnen und Ausländer,Anzahl,41574.0
2010.0,Rumänien,Ausländerinnen und Ausländer,Anzahl,7320.0
2010.0,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,17642.0
2010.0,Spanien,Ausländerinnen und Ausländer,Anzahl,8550.0
2010.0,Türkei,Ausländerinnen und Ausländer,Anzahl,99688.0
2010.0,Ukraine,Ausländerinnen und Ausländer,Anzahl,10325.0
2010.0,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,14.0
2010.0,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,354890.0
2010.0,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1469.0
2010.0,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,13467.0
2010.0,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,846.0
2010.0,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,11943.0
2010.0,Afghanistan,Ausländerinnen und Ausländer,Anzahl,2899.0
2010.0,China,Ausländerinnen und Ausländer,Anzahl,5341.0
2010.0,Indien,Ausländerinnen und Ausländer,Anzahl,2323.0
2010.0,Irak,Ausländerinnen und Ausländer,Anzahl,8964.0
2010.0,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,4274.0
2010.0,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,5469.0
2010.0,Vietnam,Ausländerinnen und Ausländer,Anzahl,9262.0
2010.0,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,3269.0
2010.0,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,69767.0
2010.0,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,769.0
2010.0,staatenlos,Ausländerinnen und Ausländer,Anzahl,1665.0
2010.0,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,5641.0
2010.0,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,458153.0
2009.0,Bulgarien,Ausländerinnen und Ausländer,Anzahl,3697.0
2009.0,Griechenland,Ausländerinnen und Ausländer,Anzahl,14496.0
2009.0,Italien,Ausländerinnen und Ausländer,Anzahl,22567.0
2009.0,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,6339.0
2009.0,Kroatien,Ausländerinnen und Ausländer,Anzahl,6153.0
2009.0,Kosovo,Ausländerinnen und Ausländer,Anzahl,5359.0
2009.0,Niederlande,Ausländerinnen und Ausländer,Anzahl,28903.0
2009.0,Polen,Ausländerinnen und Ausländer,Anzahl,39287.0
2009.0,Rumänien,Ausländerinnen und Ausländer,Anzahl,5724.0
2009.0,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,17704.0
2009.0,Spanien,Ausländerinnen und Ausländer,Anzahl,8472.0
2009.0,Türkei,Ausländerinnen und Ausländer,Anzahl,101934.0
2009.0,Ukraine,Ausländerinnen und Ausländer,Anzahl,10580.0
2009.0,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,11.0
2009.0,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,350996.0
2009.0,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1342.0
2009.0,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,13321.0
2009.0,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,818.0
2009.0,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,11891.0
2009.0,Afghanistan,Ausländerinnen und Ausländer,Anzahl,2635.0
2009.0,China,Ausländerinnen und Ausländer,Anzahl,5305.0
2009.0,Indien,Ausländerinnen und Ausländer,Anzahl,2096.0
2009.0,Irak,Ausländerinnen und Ausländer,Anzahl,8410.0
2009.0,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,4223.0
2009.0,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,5247.0
2009.0,Vietnam,Ausländerinnen und Ausländer,Anzahl,9398.0
2009.0,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,3270.0
2009.0,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,69105.0
2009.0,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,693.0
2009.0,staatenlos,Ausländerinnen und Ausländer,Anzahl,1679.0
2009.0,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,5939.0
2009.0,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,453636.0
2008.0,Bulgarien,Ausländerinnen und Ausländer,Anzahl,3122.0
2008.0,Griechenland,Ausländerinnen und Ausländer,Anzahl,14876.0
2008.0,Italien,Ausländerinnen und Ausländer,Anzahl,22792.0
2008.0,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,2925.0
2008.0,Kroatien,Ausländerinnen und Ausländer,Anzahl,6198.0
2008.0,Kosovo,Ausländerinnen und Ausländer,Anzahl,1843.0
2008.0,Niederlande,Ausländerinnen und Ausländer,Anzahl,28012.0
2008.0,Polen,Ausländerinnen und Ausländer,Anzahl,38114.0
2008.0,Rumänien,Ausländerinnen und Ausländer,Anzahl,4862.0
2008.0,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,17821.0
2008.0,Spanien,Ausländerinnen und Ausländer,Anzahl,8739.0
2008.0,Türkei,Ausländerinnen und Ausländer,Anzahl,104344.0
2008.0,Ukraine,Ausländerinnen und Ausländer,Anzahl,10630.0
2008.0,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,16.0
2008.0,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,351009.0
2008.0,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1336.0
2008.0,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,13365.0
2008.0,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,803.0
2008.0,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,11819.0
2008.0,Afghanistan,Ausländerinnen und Ausländer,Anzahl,2608.0
2008.0,China,Ausländerinnen und Ausländer,Anzahl,5297.0
2008.0,Indien,Ausländerinnen und Ausländer,Anzahl,1968.0
2008.0,Irak,Ausländerinnen und Ausländer,Anzahl,7124.0
2008.0,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,4442.0
2008.0,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,5141.0
2008.0,Vietnam,Ausländerinnen und Ausländer,Anzahl,9573.0
2008.0,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,3220.0
2008.0,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,68463.0
2008.0,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,619.0
2008.0,staatenlos,Ausländerinnen und Ausländer,Anzahl,1633.0
2008.0,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,6165.0
2008.0,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,453141.0
2007.0,Bulgarien,Ausländerinnen und Ausländer,Anzahl,2343.0
2007.0,Griechenland,Ausländerinnen und Ausländer,Anzahl,15362.0
2007.0,Italien,Ausländerinnen und Ausländer,Anzahl,23180.0
2007.0,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,
2007.0,Kroatien,Ausländerinnen und Ausländer,Anzahl,6424.0
2007.0,Kosovo,Ausländerinnen und Ausländer,Anzahl,
2007.0,Niederlande,Ausländerinnen und Ausländer,Anzahl,26252.0
2007.0,Polen,Ausländerinnen und Ausländer,Anzahl,37865.0
2007.0,Rumänien,Ausländerinnen und Ausländer,Anzahl,4292.0
2007.0,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,18052.0
2007.0,Spanien,Ausländerinnen und Ausländer,Anzahl,8965.0
2007.0,Türkei,Ausländerinnen und Ausländer,Anzahl,106697.0
2007.0,Ukraine,Ausländerinnen und Ausländer,Anzahl,10823.0
2007.0,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,17.0
2007.0,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,352701.0
2007.0,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1265.0
2007.0,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,13632.0
2007.0,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,816.0
2007.0,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,12128.0
2007.0,Afghanistan,Ausländerinnen und Ausländer,Anzahl,2813.0
2007.0,China,Ausländerinnen und Ausländer,Anzahl,5490.0
2007.0,Indien,Ausländerinnen und Ausländer,Anzahl,2002.0
2007.0,Irak,Ausländerinnen und Ausländer,Anzahl,6878.0
2007.0,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,4784.0
2007.0,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,5179.0
2007.0,Vietnam,Ausländerinnen und Ausländer,Anzahl,9592.0
2007.0,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,3239.0
2007.0,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,69749.0
2007.0,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,695.0
2007.0,staatenlos,Ausländerinnen und Ausländer,Anzahl,1590.0
2007.0,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,6534.0
2007.0,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,457099.0
2006.0,Bulgarien,Ausländerinnen und Ausländer,Anzahl,1892.0
2006.0,Griechenland,Ausländerinnen und Ausländer,Anzahl,15732.0
2006.0,Italien,Ausländerinnen und Ausländer,Anzahl,23524.0
2006.0,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,
2006.0,Kroatien,Ausländerinnen und Ausländer,Anzahl,6547.0
2006.0,Kosovo,Ausländerinnen und Ausländer,Anzahl,
2006.0,Niederlande,Ausländerinnen und Ausländer,Anzahl,24446.0
2006.0,Polen,Ausländerinnen und Ausländer,Anzahl,35578.0
2006.0,Rumänien,Ausländerinnen und Ausländer,Anzahl,3358.0
2006.0,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,18164.0
2006.0,Spanien,Ausländerinnen und Ausländer,Anzahl,9075.0
2006.0,Türkei,Ausländerinnen und Ausländer,Anzahl,108803.0
2006.0,Ukraine,Ausländerinnen und Ausländer,Anzahl,11258.0
2006.0,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,58.0
2006.0,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,352052.0
2006.0,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1318.0
2006.0,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,13943.0
2006.0,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,809.0
2006.0,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,12182.0
2006.0,Afghanistan,Ausländerinnen und Ausländer,Anzahl,3070.0
2006.0,China,Ausländerinnen und Ausländer,Anzahl,5426.0
2006.0,Indien,Ausländerinnen und Ausländer,Anzahl,1942.0
2006.0,Irak,Ausländerinnen und Ausländer,Anzahl,7168.0
2006.0,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,5125.0
2006.0,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,5317.0
2006.0,Vietnam,Ausländerinnen und Ausländer,Anzahl,9553.0
2006.0,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,3231.0
2006.0,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,71512.0
2006.0,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,679.0
2006.0,staatenlos,Ausländerinnen und Ausländer,Anzahl,1651.0
2006.0,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,6738.0
2006.0,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,458757.0
2005.0,Bulgarien,Ausländerinnen und Ausländer,Anzahl,1906.0
2005.0,Griechenland,Ausländerinnen und Ausländer,Anzahl,16107.0
2005.0,Italien,Ausländerinnen und Ausländer,Anzahl,23943.0
2005.0,Serbien (ohne Kosovo) ab 2008,Ausländerinnen und Ausländer,Anzahl,
2005.0,Kroatien,Ausländerinnen und Ausländer,Anzahl,6466.0
2005.0,Kosovo,Ausländerinnen und Ausländer,Anzahl,
2005.0,Niederlande,Ausländerinnen und Ausländer,Anzahl,22334.0
2005.0,Polen,Ausländerinnen und Ausländer,Anzahl,32413.0
2005.0,Rumänien,Ausländerinnen und Ausländer,Anzahl,3382.0
2005.0,Russische Föderation,Ausländerinnen und Ausländer,Anzahl,18273.0
2005.0,Spanien,Ausländerinnen und Ausländer,Anzahl,9376.0
2005.0,Türkei,Ausländerinnen und Ausländer,Anzahl,111598.0
2005.0,Ukraine,Ausländerinnen und Ausländer,Anzahl,11612.0
2005.0,übrige europäische Staaten,Ausländerinnen und Ausländer,Anzahl,54.0
2005.0,Europa insgesamt,Ausländerinnen und Ausländer,Anzahl,352754.0
2005.0,übrige afrikanische Staaten,Ausländerinnen und Ausländer,Anzahl,1315.0
2005.0,Afrika insgesamt,Ausländerinnen und Ausländer,Anzahl,14269.0
2005.0,übrige amerikanische Staaten,Ausländerinnen und Ausländer,Anzahl,816.0
2005.0,Amerika insgesamt,Ausländerinnen und Ausländer,Anzahl,11797.0
2005.0,Afghanistan,Ausländerinnen und Ausländer,Anzahl,3331.0
2005.0,China,Ausländerinnen und Ausländer,Anzahl,5536.0
2005.0,Indien,Ausländerinnen und Ausländer,Anzahl,1875.0
2005.0,Irak,Ausländerinnen und Ausländer,Anzahl,7448.0
2005.0,"Iran, Islamische Republik",Ausländerinnen und Ausländer,Anzahl,5520.0
2005.0,"Syrien, Arabische Republik",Ausländerinnen und Ausländer,Anzahl,5458.0
2005.0,Vietnam,Ausländerinnen und Ausländer,Anzahl,9666.0
2005.0,übrige asiatische Staaten,Ausländerinnen und Ausländer,Anzahl,3214.0
2005.0,Asien insgesamt,Ausländerinnen und Ausländer,Anzahl,73534.0
2005.0,Australien und Ozeanien,Ausländerinnen und Ausländer,Anzahl,667.0
2005.0,staatenlos,Ausländerinnen und Ausländer,Anzahl,1620.0
2005.0,"ungeklärt,oh.Angabe,unbekannt",Ausländerinnen und Ausländer,Anzahl,6845.0
2005.0,Ausländer insgesamt,Ausländerinnen und Ausländer,Anzahl,461486.0
2022.0,Bulgarien,Männer,Anzahl,19340.0
2022.0,Griechenland,Männer,Anzahl,10735.0
2022.0,Italien,Männer,Anzahl,17340.0
2022.0,Serbien (ohne Kosovo) ab 2008,Männer,Anzahl,10435.0
2022.0,Kroatien,Männer,Anzahl,6795.0
2022.0,Kosovo,Männer,Anzahl,9620.0
2022.0,Niederlande,Männer,Anzahl,16705.0
2022.0,Polen,Männer,Anzahl,55095.0
2022.0,Rumänien,Männer,Anzahl,44130.0
2022.0,Russische Föderation,Männer,Anzahl,8735.0
2022.0,Spanien,Männer,Anzahl,6680.0
2022.0,Türkei,Männer,Anzahl,47265.0
2022.0,Ukraine,Männer,Anzahl,43865.0
2022.0,übrige europäische Staaten,Männer,Anzahl,5.0
2022.0,Europa insgesamt,Männer,Anzahl,353500.0
2022.0,übrige afrikanische Staaten,Männer,Anzahl,4625.0
2022.0,Afrika insgesamt,Männer,Anzahl,31760.0
2022.0,übrige amerikanische Staaten,Männer,Anzahl,755.0
2022.0,Amerika insgesamt,Männer,Anzahl,9580.0
2022.0,Afghanistan,Männer,Anzahl,17855.0
2022.0,China,Männer,Anzahl,4900.0
2022.0,Indien,Männer,Anzahl,5885.0
2022.0,Irak,Männer,Anzahl,25635.0
2022.0,"Iran, Islamische Republik",Männer,Anzahl,6855.0
2022.0,"Syrien, Arabische Republik",Männer,Anzahl,54680.0
2022.0,Vietnam,Männer,Anzahl,4385.0
2022.0,übrige asiatische Staaten,Männer,Anzahl,2460.0
2022.0,Asien insgesamt,Männer,Anzahl,143370.0
2022.0,Australien und Ozeanien,Männer,Anzahl,580.0
2022.0,staatenlos,Männer,Anzahl,2180.0
2022.0,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,5605.0
2022.0,Ausländer insgesamt,Männer,Anzahl,546590.0
2021.0,Bulgarien,Männer,Anzahl,18450.0
2021.0,Griechenland,Männer,Anzahl,10700.0
2021.0,Italien,Männer,Anzahl,17475.0
2021.0,Serbien (ohne Kosovo) ab 2008,Männer,Anzahl,10125.0
2021.0,Kroatien,Männer,Anzahl,6755.0
2021.0,Kosovo,Männer,Anzahl,9115.0
2021.0,Niederlande,Männer,Anzahl,16845.0
2021.0,Polen,Männer,Anzahl,54400.0
2021.0,Rumänien,Männer,Anzahl,42430.0
2021.0,Russische Föderation,Männer,Anzahl,8245.0
2021.0,Spanien,Männer,Anzahl,6510.0
2021.0,Türkei,Männer,Anzahl,45500.0
2021.0,Ukraine,Männer,Anzahl,4410.0
2021.0,übrige europäische Staaten,Männer,Anzahl,5.0
2021.0,Europa insgesamt,Männer,Anzahl,304970.0
2021.0,übrige afrikanische Staaten,Männer,Anzahl,3500.0
2021.0,Afrika insgesamt,Männer,Anzahl,28715.0
2021.0,übrige amerikanische Staaten,Männer,Anzahl,640.0
2021.0,Amerika insgesamt,Männer,Anzahl,8260.0
2021.0,Afghanistan,Männer,Anzahl,15110.0
2021.0,China,Männer,Anzahl,4915.0
2021.0,Indien,Männer,Anzahl,5005.0
2021.0,Irak,Männer,Anzahl,25100.0
2021.0,"Iran, Islamische Republik",Männer,Anzahl,6320.0
2021.0,"Syrien, Arabische Republik",Männer,Anzahl,51890.0
2021.0,Vietnam,Männer,Anzahl,4130.0
2021.0,übrige asiatische Staaten,Männer,Anzahl,2000.0
2021.0,Asien insgesamt,Männer,Anzahl,132895.0
2021.0,Australien und Ozeanien,Männer,Anzahl,585.0
2021.0,staatenlos,Männer,Anzahl,2055.0
2021.0,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,5505.0
2021.0,Ausländer insgesamt,Männer,Anzahl,482995.0
2020.0,Bulgarien,Männer,Anzahl,16965.0
2020.0,Griechenland,Männer,Anzahl,10580.0
2020.0,Italien,Männer,Anzahl,17490.0
2020.0,Serbien (ohne Kosovo) ab 2008,Männer,Anzahl,9795.0
2020.0,Kroatien,Männer,Anzahl,6685.0
2020.0,Kosovo,Männer,Anzahl,8710.0
2020.0,Niederlande,Männer,Anzahl,16825.0
2020.0,Polen,Männer,Anzahl,53500.0
2020.0,Rumänien,Männer,Anzahl,38800.0
2020.0,Russische Föderation,Männer,Anzahl,8160.0
2020.0,Spanien,Männer,Anzahl,6240.0
2020.0,Türkei,Männer,Anzahl,45185.0
2020.0,Ukraine,Männer,Anzahl,4150.0
2020.0,übrige europäische Staaten,Männer,Anzahl,5.0
2020.0,Europa insgesamt,Männer,Anzahl,294975.0
2020.0,übrige afrikanische Staaten,Männer,Anzahl,3185.0
2020.0,Afrika insgesamt,Männer,Anzahl,27260.0
2020.0,übrige amerikanische Staaten,Männer,Anzahl,590.0
2020.0,Amerika insgesamt,Männer,Anzahl,7850.0
2020.0,Afghanistan,Männer,Anzahl,13745.0
2020.0,China,Männer,Anzahl,5055.0
2020.0,Indien,Männer,Anzahl,4415.0
2020.0,Irak,Männer,Anzahl,23585.0
2020.0,"Iran, Islamische Republik",Männer,Anzahl,6180.0
2020.0,"Syrien, Arabische Republik",Männer,Anzahl,49620.0
2020.0,Vietnam,Männer,Anzahl,3970.0
2020.0,übrige asiatische Staaten,Männer,Anzahl,1830.0
2020.0,Asien insgesamt,Männer,Anzahl,126140.0
2020.0,Australien und Ozeanien,Männer,Anzahl,590.0
2020.0,staatenlos,Männer,Anzahl,1960.0
2020.0,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,5290.0
2020.0,Ausländer insgesamt,Männer,Anzahl,464080.0
2019.0,Bulgarien,Männer,Anzahl,15555.0
2019.0,Griechenland,Männer,Anzahl,10670.0
2019.0,Italien,Männer,Anzahl,17460.0
2019.0,Serbien (ohne Kosovo) ab 2008,Männer,Anzahl,9740.0
2019.0,Kroatien,Männer,Anzahl,6790.0
2019.0,Kosovo,Männer,Anzahl,8550.0
2019.0,Niederlande,Männer,Anzahl,16910.0
2019.0,Polen,Männer,Anzahl,53655.0
2019.0,Rumänien,Männer,Anzahl,35745.0
2019.0,Russische Föderation,Männer,Anzahl,8180.0
2019.0,Spanien,Männer,Anzahl,6320.0
2019.0,Türkei,Männer,Anzahl,45520.0
2019.0,Ukraine,Männer,Anzahl,4195.0
2019.0,übrige europäische Staaten,Männer,Anzahl,5.0
2019.0,Europa insgesamt,Männer,Anzahl,290985.0
2019.0,übrige afrikanische Staaten,Männer,Anzahl,2935.0
2019.0,Afrika insgesamt,Männer,Anzahl,26865.0
2019.0,übrige amerikanische Staaten,Männer,Anzahl,605.0
2019.0,Amerika insgesamt,Männer,Anzahl,8020.0
2019.0,Afghanistan,Männer,Anzahl,13435.0
2019.0,China,Männer,Anzahl,5300.0
2019.0,Indien,Männer,Anzahl,4325.0
2019.0,Irak,Männer,Anzahl,22650.0
2019.0,"Iran, Islamische Republik",Männer,Anzahl,6185.0
2019.0,"Syrien, Arabische Republik",Männer,Anzahl,48260.0
2019.0,Vietnam,Männer,Anzahl,3970.0
2019.0,übrige asiatische Staaten,Männer,Anzahl,1825.0
2019.0,Asien insgesamt,Männer,Anzahl,123710.0
2019.0,Australien und Ozeanien,Männer,Anzahl,600.0
2019.0,staatenlos,Männer,Anzahl,2005.0
2019.0,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,5110.0
2019.0,Ausländer insgesamt,Männer,Anzahl,457315.0
2018.0,Bulgarien,Männer,Anzahl,14455.0
2018.0,Griechenland,Männer,Anzahl,10720.0
2018.0,Italien,Männer,Anzahl,17455.0
2018.0,Serbien (ohne Kosovo) ab 2008,Männer,Anzahl,9530.0
2018.0,Kroatien,Männer,Anzahl,6470.0
2018.0,Kosovo,Männer,Anzahl,8195.0
2018.0,Niederlande,Männer,Anzahl,16895.0
2018.0,Polen,Männer,Anzahl,53740.0
2018.0,Rumänien,Männer,Anzahl,32360.0
2018.0,Russische Föderation,Männer,Anzahl,8080.0
2018.0,Spanien,Männer,Anzahl,6245.0
2018.0,Türkei,Männer,Anzahl,45730.0
2018.0,Ukraine,Männer,Anzahl,4050.0
2018.0,übrige europäische Staaten,Männer,Anzahl,5.0
2018.0,Europa insgesamt,Männer,Anzahl,284965.0
2018.0,übrige afrikanische Staaten,Männer,Anzahl,2585.0
2018.0,Afrika insgesamt,Männer,Anzahl,25545.0
2018.0,übrige amerikanische Staaten,Männer,Anzahl,535.0
2018.0,Amerika insgesamt,Männer,Anzahl,7445.0
2018.0,Afghanistan,Männer,Anzahl,13245.0
2018.0,China,Männer,Anzahl,5125.0
2018.0,Indien,Männer,Anzahl,3720.0
2018.0,Irak,Männer,Anzahl,21810.0
2018.0,"Iran, Islamische Republik",Männer,Anzahl,5875.0
2018.0,"Syrien, Arabische Republik",Männer,Anzahl,46210.0
2018.0,Vietnam,Männer,Anzahl,3960.0
2018.0,übrige asiatische Staaten,Männer,Anzahl,1830.0
2018.0,Asien insgesamt,Männer,Anzahl,119240.0
2018.0,Australien und Ozeanien,Männer,Anzahl,560.0
2018.0,staatenlos,Männer,Anzahl,1870.0
2018.0,"ungeklärt,oh.Angabe,unbekannt",Männer,Anzahl,5100.0
2018.0,Ausländer insgesamt,Männer,Anzahl,444740.0
2017.0,Bulgarien,Männer,Anzahl,13005.0
2017.0,Griechenland,Männer,Anzahl,10565.0
2017.0,Italien,Männer,Anzahl,17220.0
2017.0,Serbien (ohne Kosovo) ab 2008,Männer,Anzahl,9470.0
2017.0,Kroatien,Männer,Anzahl,5890.0
2017.0,Kosovo,Männer,Anzahl,7955.0
2017.0,Niederlande,Männer,Anzahl,17000.0
2017.0,Polen,Männer,Anzahl,52065.0
2017.0,Rumänien,Männer,Anzahl,27025.0
2017.0,Russische Föderation,Männer,Anzahl,7945.0
2017.0,Spanien,Männer,Anzahl,6240.0
2017.0,Türkei,Männer,Anzahl,45920.0
2017.0,Ukraine,Männer,Anzahl,3880.0
2017.0,übrige europäische Staaten,Männer,Anzahl,5.0
2017.0,Europa insgesamt,Männer,Anzahl,273785.0
2017.0,übrige afrikanische Staaten,Männer,Anzahl,2170.0
2017.0,Afrika insgesamt,Männer,Anzahl,24315.0
2017.0,übrige amerikanische Staaten,Männer,Anzahl,510.0
2017.0,Amerika insgesamt,Männer,Anzahl,6975.0
2017.0,Afghanistan,Männer,Anzahl,12970.0
