Year,Nationalität,Schulart,Erreichter Abschluss,Units,Value
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Insgesamt,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Allgemeine Hochschulreife ¹⁾,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Fachhochschulreife,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Schulischer Teil der Fachhochschulreife,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Realschulabschluss,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Hauptschulabschluss,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Erfolgreicher Besuch,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),Ohne erfolgreichen Besuch/Abschluss,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufseinstiegsschule3),nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,-
2020,Deutsche,Berufsfachschule,Insgesamt,Anzahl,26260
2020,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2020,Deutsche,Berufsfachschule,Fachhochschulreife,Anzahl,64
2020,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,196
2020,Deutsche,Berufsfachschule,Realschulabschluss,Anzahl,6604
2020,Deutsche,Berufsfachschule,Hauptschulabschluss,Anzahl,1162
2020,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Anzahl,13952
2020,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2020,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,4282
2020,Deutsche,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,5817
2020,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Anzahl,2865
2020,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2020,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Anzahl,5
2020,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,14
2020,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Anzahl,765
2020,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Anzahl,216
2020,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Anzahl,1197
2020,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2020,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,668
2020,Ausländerinnen und Ausländer,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,1012
2019,Deutsche,Berufsfachschule,Insgesamt,Anzahl,25771
2019,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2019,Deutsche,Berufsfachschule,Fachhochschulreife,Anzahl,120
2019,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,157
2019,Deutsche,Berufsfachschule,Realschulabschluss,Anzahl,6077
2019,Deutsche,Berufsfachschule,Hauptschulabschluss,Anzahl,879
2019,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Anzahl,14068
2019,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2019,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,4470
2019,Deutsche,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,6246
2019,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Anzahl,2257
2019,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2019,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Anzahl,4
2019,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,12
2019,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Anzahl,476
2019,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Anzahl,162
2019,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Anzahl,1046
2019,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2019,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,557
2019,Ausländerinnen und Ausländer,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,927
2018,Deutsche,Berufsfachschule,Insgesamt,Anzahl,26664
2018,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2018,Deutsche,Berufsfachschule,Fachhochschulreife,Anzahl,105
2018,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,200
2018,Deutsche,Berufsfachschule,Realschulabschluss,Anzahl,6250
2018,Deutsche,Berufsfachschule,Hauptschulabschluss,Anzahl,782
2018,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Anzahl,14429
2018,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2018,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,4898
2018,Deutsche,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,6257
2018,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Anzahl,1982
2018,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2018,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Anzahl,8
2018,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,12
2018,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Anzahl,399
2018,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Anzahl,106
2018,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Anzahl,928
2018,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2018,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,529
2018,Ausländerinnen und Ausländer,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,817
2017,Deutsche,Berufsfachschule,Insgesamt,Anzahl,28154
2017,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2017,Deutsche,Berufsfachschule,Fachhochschulreife,Anzahl,98
2017,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,247
2017,Deutsche,Berufsfachschule,Realschulabschluss,Anzahl,7030
2017,Deutsche,Berufsfachschule,Hauptschulabschluss,Anzahl,764
2017,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Anzahl,15033
2017,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2017,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,4982
2017,Deutsche,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,6144
2017,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Anzahl,1814
2017,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2017,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Anzahl,1
2017,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,11
2017,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Anzahl,395
2017,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Anzahl,75
2017,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Anzahl,780
2017,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2017,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,552
2017,Ausländerinnen und Ausländer,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,630
2016,Deutsche,Berufsfachschule,Insgesamt,Anzahl,29689
2016,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2016,Deutsche,Berufsfachschule,Fachhochschulreife,Anzahl,72
2016,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,310
2016,Deutsche,Berufsfachschule,Realschulabschluss,Anzahl,7574
2016,Deutsche,Berufsfachschule,Hauptschulabschluss,Anzahl,952
2016,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Anzahl,15667
2016,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2016,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,5114
2016,Deutsche,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,5715
2016,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Anzahl,1823
2016,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2016,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Anzahl,3
2016,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,15
2016,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Anzahl,426
2016,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Anzahl,79
2016,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Anzahl,784
2016,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2016,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,516
2016,Ausländerinnen und Ausländer,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,484
2015,Deutsche,Berufsfachschule,Insgesamt,Anzahl,30436
2015,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2015,Deutsche,Berufsfachschule,Fachhochschulreife,Anzahl,136
2015,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,315
2015,Deutsche,Berufsfachschule,Realschulabschluss,Anzahl,7375
2015,Deutsche,Berufsfachschule,Hauptschulabschluss,Anzahl,959
2015,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Anzahl,16299
2015,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2015,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,5352
2015,Deutsche,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,5562
2015,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Anzahl,1769
2015,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2015,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Anzahl,4
2015,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,12
2015,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Anzahl,407
2015,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Anzahl,87
2015,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Anzahl,745
2015,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2015,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,514
2015,Ausländerinnen und Ausländer,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,360
2014,Deutsche,Berufsfachschule,Insgesamt,Anzahl,30911
2014,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2014,Deutsche,Berufsfachschule,Fachhochschulreife,Anzahl,107
2014,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,350
2014,Deutsche,Berufsfachschule,Realschulabschluss,Anzahl,7369
2014,Deutsche,Berufsfachschule,Hauptschulabschluss,Anzahl,1084
2014,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Anzahl,16613
2014,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2014,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,5388
2014,Deutsche,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,6246
2014,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Anzahl,1790
2014,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2014,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Anzahl,3
2014,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,31
2014,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Anzahl,393
2014,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Anzahl,74
2014,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Anzahl,785
2014,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2014,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,504
2014,Ausländerinnen und Ausländer,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,401
2013,Deutsche,Berufsfachschule,Insgesamt,Anzahl,31280
2013,Deutsche,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2013,Deutsche,Berufsfachschule,Fachhochschulreife,Anzahl,112
2013,Deutsche,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,376
2013,Deutsche,Berufsfachschule,Realschulabschluss,Anzahl,7293
2013,Deutsche,Berufsfachschule,Hauptschulabschluss,Anzahl,932
2013,Deutsche,Berufsfachschule,Erfolgreicher Besuch,Anzahl,17096
2013,Deutsche,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2013,Deutsche,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,5471
2013,Deutsche,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,5754
2013,Ausländerinnen und Ausländer,Berufsfachschule,Insgesamt,Anzahl,1722
2013,Ausländerinnen und Ausländer,Berufsfachschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufsfachschule,Fachhochschulreife,Anzahl,1
2013,Ausländerinnen und Ausländer,Berufsfachschule,Schulischer Teil der Fachhochschulreife,Anzahl,4
2013,Ausländerinnen und Ausländer,Berufsfachschule,Realschulabschluss,Anzahl,395
2013,Ausländerinnen und Ausländer,Berufsfachschule,Hauptschulabschluss,Anzahl,48
2013,Ausländerinnen und Ausländer,Berufsfachschule,Erfolgreicher Besuch,Anzahl,754
2013,Ausländerinnen und Ausländer,Berufsfachschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2013,Ausländerinnen und Ausländer,Berufsfachschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,520
2013,Ausländerinnen und Ausländer,Berufsfachschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,359
2020,Deutsche,Fachoberschule,Insgesamt,Anzahl,8036
2020,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2020,Deutsche,Fachoberschule,Fachhochschulreife,Anzahl,7307
2020,Deutsche,Fachoberschule,Schulischer Teil der Fachhochschulreife,Anzahl,-
2020,Deutsche,Fachoberschule,Realschulabschluss,Anzahl,-
2020,Deutsche,Fachoberschule,Hauptschulabschluss,Anzahl,-
2020,Deutsche,Fachoberschule,Erfolgreicher Besuch,Anzahl,-
2020,Deutsche,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2020,Deutsche,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,729
2020,Deutsche,Fachoberschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,2115
2020,Ausländerinnen und Ausländer,Fachoberschule,Insgesamt,Anzahl,457
2020,Ausländerinnen und Ausländer,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2020,Ausländerinnen und Ausländer,Fachoberschule,Fachhochschulreife,Anzahl,389
2020,Ausländerinnen und Ausländer,Fachoberschule,Schulischer Teil der Fachhochschulreife,Anzahl,-
2020,Ausländerinnen und Ausländer,Fachoberschule,Realschulabschluss,Anzahl,-
2020,Ausländerinnen und Ausländer,Fachoberschule,Hauptschulabschluss,Anzahl,-
2020,Ausländerinnen und Ausländer,Fachoberschule,Erfolgreicher Besuch,Anzahl,-
2020,Ausländerinnen und Ausländer,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2020,Ausländerinnen und Ausländer,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,68
2020,Ausländerinnen und Ausländer,Fachoberschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,218
2019,Deutsche,Fachoberschule,Insgesamt,Anzahl,8234
2019,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2019,Deutsche,Fachoberschule,Fachhochschulreife,Anzahl,7310
2019,Deutsche,Fachoberschule,Schulischer Teil der Fachhochschulreife,Anzahl,-
2019,Deutsche,Fachoberschule,Realschulabschluss,Anzahl,-
2019,Deutsche,Fachoberschule,Hauptschulabschluss,Anzahl,-
2019,Deutsche,Fachoberschule,Erfolgreicher Besuch,Anzahl,-
2019,Deutsche,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2019,Deutsche,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,924
2019,Deutsche,Fachoberschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,2424
2019,Ausländerinnen und Ausländer,Fachoberschule,Insgesamt,Anzahl,436
2019,Ausländerinnen und Ausländer,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2019,Ausländerinnen und Ausländer,Fachoberschule,Fachhochschulreife,Anzahl,364
2019,Ausländerinnen und Ausländer,Fachoberschule,Schulischer Teil der Fachhochschulreife,Anzahl,-
2019,Ausländerinnen und Ausländer,Fachoberschule,Realschulabschluss,Anzahl,-
2019,Ausländerinnen und Ausländer,Fachoberschule,Hauptschulabschluss,Anzahl,-
2019,Ausländerinnen und Ausländer,Fachoberschule,Erfolgreicher Besuch,Anzahl,-
2019,Ausländerinnen und Ausländer,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2019,Ausländerinnen und Ausländer,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,72
2019,Ausländerinnen und Ausländer,Fachoberschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,219
2018,Deutsche,Fachoberschule,Insgesamt,Anzahl,9196
2018,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2018,Deutsche,Fachoberschule,Fachhochschulreife,Anzahl,8264
2018,Deutsche,Fachoberschule,Schulischer Teil der Fachhochschulreife,Anzahl,-
2018,Deutsche,Fachoberschule,Realschulabschluss,Anzahl,-
2018,Deutsche,Fachoberschule,Hauptschulabschluss,Anzahl,-
2018,Deutsche,Fachoberschule,Erfolgreicher Besuch,Anzahl,-
2018,Deutsche,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2018,Deutsche,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,932
2018,Deutsche,Fachoberschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,2537
2018,Ausländerinnen und Ausländer,Fachoberschule,Insgesamt,Anzahl,538
2018,Ausländerinnen und Ausländer,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2018,Ausländerinnen und Ausländer,Fachoberschule,Fachhochschulreife,Anzahl,458
2018,Ausländerinnen und Ausländer,Fachoberschule,Schulischer Teil der Fachhochschulreife,Anzahl,-
2018,Ausländerinnen und Ausländer,Fachoberschule,Realschulabschluss,Anzahl,-
2018,Ausländerinnen und Ausländer,Fachoberschule,Hauptschulabschluss,Anzahl,-
2018,Ausländerinnen und Ausländer,Fachoberschule,Erfolgreicher Besuch,Anzahl,-
2018,Ausländerinnen und Ausländer,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2018,Ausländerinnen und Ausländer,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,80
2018,Ausländerinnen und Ausländer,Fachoberschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,241
2017,Deutsche,Fachoberschule,Insgesamt,Anzahl,9722
2017,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2017,Deutsche,Fachoberschule,Fachhochschulreife,Anzahl,8703
2017,Deutsche,Fachoberschule,Schulischer Teil der Fachhochschulreife,Anzahl,-
2017,Deutsche,Fachoberschule,Realschulabschluss,Anzahl,-
2017,Deutsche,Fachoberschule,Hauptschulabschluss,Anzahl,-
2017,Deutsche,Fachoberschule,Erfolgreicher Besuch,Anzahl,-
2017,Deutsche,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2017,Deutsche,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,1019
2017,Deutsche,Fachoberschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,2471
2017,Ausländerinnen und Ausländer,Fachoberschule,Insgesamt,Anzahl,556
2017,Ausländerinnen und Ausländer,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2017,Ausländerinnen und Ausländer,Fachoberschule,Fachhochschulreife,Anzahl,461
2017,Ausländerinnen und Ausländer,Fachoberschule,Schulischer Teil der Fachhochschulreife,Anzahl,-
2017,Ausländerinnen und Ausländer,Fachoberschule,Realschulabschluss,Anzahl,-
2017,Ausländerinnen und Ausländer,Fachoberschule,Hauptschulabschluss,Anzahl,-
2017,Ausländerinnen und Ausländer,Fachoberschule,Erfolgreicher Besuch,Anzahl,-
2017,Ausländerinnen und Ausländer,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2017,Ausländerinnen und Ausländer,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,95
2017,Ausländerinnen und Ausländer,Fachoberschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,218
2016,Deutsche,Fachoberschule,Insgesamt,Anzahl,10114
2016,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2016,Deutsche,Fachoberschule,Fachhochschulreife,Anzahl,9202
2016,Deutsche,Fachoberschule,Schulischer Teil der Fachhochschulreife,Anzahl,-
2016,Deutsche,Fachoberschule,Realschulabschluss,Anzahl,-
2016,Deutsche,Fachoberschule,Hauptschulabschluss,Anzahl,-
2016,Deutsche,Fachoberschule,Erfolgreicher Besuch,Anzahl,-
2016,Deutsche,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2016,Deutsche,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,912
2016,Deutsche,Fachoberschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,2473
2016,Ausländerinnen und Ausländer,Fachoberschule,Insgesamt,Anzahl,576
2016,Ausländerinnen und Ausländer,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2016,Ausländerinnen und Ausländer,Fachoberschule,Fachhochschulreife,Anzahl,471
2016,Ausländerinnen und Ausländer,Fachoberschule,Schulischer Teil der Fachhochschulreife,Anzahl,-
2016,Ausländerinnen und Ausländer,Fachoberschule,Realschulabschluss,Anzahl,-
2016,Ausländerinnen und Ausländer,Fachoberschule,Hauptschulabschluss,Anzahl,-
2016,Ausländerinnen und Ausländer,Fachoberschule,Erfolgreicher Besuch,Anzahl,-
2016,Ausländerinnen und Ausländer,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2016,Ausländerinnen und Ausländer,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,105
2016,Ausländerinnen und Ausländer,Fachoberschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,237
2015,Deutsche,Fachoberschule,Insgesamt,Anzahl,10182
2015,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2015,Deutsche,Fachoberschule,Fachhochschulreife,Anzahl,9382
2015,Deutsche,Fachoberschule,Schulischer Teil der Fachhochschulreife,Anzahl,-
2015,Deutsche,Fachoberschule,Realschulabschluss,Anzahl,-
2015,Deutsche,Fachoberschule,Hauptschulabschluss,Anzahl,-
2015,Deutsche,Fachoberschule,Erfolgreicher Besuch,Anzahl,-
2015,Deutsche,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2015,Deutsche,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,800
2015,Deutsche,Fachoberschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,2455
2015,Ausländerinnen und Ausländer,Fachoberschule,Insgesamt,Anzahl,462
2015,Ausländerinnen und Ausländer,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2015,Ausländerinnen und Ausländer,Fachoberschule,Fachhochschulreife,Anzahl,387
2015,Ausländerinnen und Ausländer,Fachoberschule,Schulischer Teil der Fachhochschulreife,Anzahl,-
2015,Ausländerinnen und Ausländer,Fachoberschule,Realschulabschluss,Anzahl,-
2015,Ausländerinnen und Ausländer,Fachoberschule,Hauptschulabschluss,Anzahl,-
2015,Ausländerinnen und Ausländer,Fachoberschule,Erfolgreicher Besuch,Anzahl,-
2015,Ausländerinnen und Ausländer,Fachoberschule,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Anzahl,-
2015,Ausländerinnen und Ausländer,Fachoberschule,Ohne erfolgreichen Besuch/Abschluss,Anzahl,75
2015,Ausländerinnen und Ausländer,Fachoberschule,nachrichtlich: Abbruch im laufenden Schuljahr,Anzahl,213
2014,Deutsche,Fachoberschule,Insgesamt,Anzahl,9943
2014,Deutsche,Fachoberschule,Allgemeine Hochschulreife ¹⁾,Anzahl,-
2014,Deutsche,Fachoberschule,Fachhochschulreife,Anzahl,9164
