Year,Berufsgruppe,Geschlecht,Verfahren,Entscheidung vor Rechtsbehelf,Value
2016,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2016,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2016,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2015,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2015,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2015,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2015,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2015,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2015,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2014,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2014,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2014,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2014,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2014,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2014,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),
2012,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),6.0
2012,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),57.0
2012,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),63.0
2012,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),6.0
2012,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),57.0
2012,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,positiv mit Auflage einer Ausgleichsmaßnahme1) / beschränkter Berufszugang nach HwO2),63.0
2021,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),348.0
2021,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),78.0
2021,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),426.0
2021,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),3.0
2021,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),6.0
2021,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),9.0
2020,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),285.0
2020,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),84.0
2020,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),369.0
2020,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2020,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),6.0
2020,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),6.0
2019,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),231.0
2019,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),108.0
2019,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),336.0
2019,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2019,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),9.0
2019,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),9.0
2018,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),303.0
2018,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),108.0
2018,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),411.0
2018,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2018,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2018,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2017,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),258.0
2017,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),60.0
2017,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),318.0
2017,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2017,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2017,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2016,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),159.0
2016,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),75.0
2016,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),234.0
2016,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2016,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),3.0
2016,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),3.0
2015,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2015,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2015,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2015,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2015,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2015,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2014,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2014,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2014,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2014,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2014,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2014,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2012,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2012,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2012,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2012,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2012,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2012,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,teilweise Gleichwertigkeit3),
2021,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),12.0
2021,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),81.0
2021,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),93.0
2021,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2021,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2021,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2020,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),3.0
2020,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),27.0
2020,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),30.0
2020,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2020,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2020,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2019,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2019,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),21.0
2019,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),21.0
2019,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2019,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2019,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2018,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2018,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),18.0
2018,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),18.0
2018,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2018,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2018,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2017,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2017,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),18.0
2017,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),18.0
2017,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2017,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2017,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2016,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2016,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),3.0
2016,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),6.0
2016,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2016,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2016,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2015,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2015,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2015,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2015,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2015,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2015,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2014,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2014,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2014,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2014,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2014,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2014,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2012,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2012,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2012,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2012,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2012,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2012,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,positive partieller Berufszugang4),
2021,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,negativ,57.0
2021,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,negativ,90.0
2021,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,147.0
2021,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,negativ,24.0
2021,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,negativ,27.0
2021,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,51.0
2020,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,negativ,69.0
2020,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,negativ,108.0
2020,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,174.0
2020,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,negativ,12.0
2020,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,negativ,21.0
2020,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,33.0
2019,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,negativ,48.0
2019,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,negativ,114.0
2019,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,159.0
2019,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,negativ,15.0
2019,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,negativ,18.0
2019,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,36.0
2018,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,negativ,24.0
2018,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,negativ,96.0
2018,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,120.0
2018,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,negativ,6.0
2018,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,negativ,12.0
2018,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,18.0
2017,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,negativ,24.0
2017,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,negativ,90.0
2017,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,117.0
2017,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,negativ,9.0
2017,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,negativ,9.0
2017,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,18.0
2016,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,negativ,27.0
2016,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,negativ,78.0
2016,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,105.0
2016,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,negativ,3.0
2016,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,negativ,6.0
2016,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,9.0
2015,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,negativ,105.0
2015,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,negativ,180.0
2015,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,291.0
2015,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,negativ,12.0
2015,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,negativ,36.0
2015,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,48.0
2014,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,negativ,95.0
2014,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,negativ,118.0
2014,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,213.0
2014,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,negativ,
2014,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,negativ,37.0
2014,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,37.0
2012,alle Berufsgruppen,Männer,Entscheidung vor Rechtsbehelf,negativ,204.0
2012,alle Berufsgruppen,Frauen,Entscheidung vor Rechtsbehelf,negativ,252.0
2012,alle Berufsgruppen,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,456.0
2012,darunter medizinische Gesundheitsberufe,Männer,Entscheidung vor Rechtsbehelf,negativ,171.0
2012,darunter medizinische Gesundheitsberufe,Frauen,Entscheidung vor Rechtsbehelf,negativ,219.0
2012,darunter medizinische Gesundheitsberufe,Insgesamt,Entscheidung vor Rechtsbehelf,negativ,390.0
2021,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,126.0
2021,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,207.0
2021,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,330.0
2021,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,72.0
2021,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,198.0
2021,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,270.0
2020,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,96.0
2020,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,132.0
2020,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,231.0
2020,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,36.0
2020,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,96.0
2020,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,132.0
2019,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,54.0
2019,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,117.0
2019,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,168.0
2019,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,30.0
2019,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,87.0
2019,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,117.0
2018,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,72.0
2018,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,96.0
2018,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,171.0
2018,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,72.0
2018,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,96.0
2018,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,171.0
2017,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,51.0
2017,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,66.0
2017,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,117.0
2017,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,27.0
2017,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,36.0
2017,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,63.0
2016,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,51.0
2016,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,66.0
2016,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,117.0
2016,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,12.0
2016,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,21.0
2016,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,36.0
2015,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2015,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2015,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2015,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2015,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2015,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2014,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2014,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2014,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2014,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2014,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2014,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2012,alle Berufsgruppen,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2012,alle Berufsgruppen,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2012,alle Berufsgruppen,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2012,darunter medizinische Gesundheitsberufe,Männer,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2012,darunter medizinische Gesundheitsberufe,Frauen,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2012,darunter medizinische Gesundheitsberufe,Insgesamt,sonstige Erledigung - Verfahren ohne Bescheid beendet,,0.0
2021,alle Berufsgruppen,Männer,Noch keine Entscheidung,,642.0
2021,alle Berufsgruppen,Frauen,Noch keine Entscheidung,,1215.0
2021,alle Berufsgruppen,Insgesamt,Noch keine Entscheidung,,1857.0
2021,darunter medizinische Gesundheitsberufe,Männer,Noch keine Entscheidung,,492.0
2021,darunter medizinische Gesundheitsberufe,Frauen,Noch keine Entscheidung,,1134.0
2021,darunter medizinische Gesundheitsberufe,Insgesamt,Noch keine Entscheidung,,1626.0
2020,alle Berufsgruppen,Männer,Noch keine Entscheidung,,405.0
