Year,Land der Staatsangehörigkeit,Kategorie,Value
WS 2008/09,China,Bildungsausländerinnen und Bildungsausländer (Männer),1334
WS 2008/09,Türkei,Bildungsausländerinnen und Bildungsausländer (Männer),273
WS 2008/09,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Männer),131
WS 2008/09,Indien,Bildungsausländerinnen und Bildungsausländer (Männer),147
WS 2008/09,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Männer),170
WS 2008/09,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Männer),6207
WS 2009/10,China,Bildungsausländerinnen und Bildungsausländer (Männer),1273
WS 2009/10,Türkei,Bildungsausländerinnen und Bildungsausländer (Männer),295
WS 2009/10,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Männer),133
WS 2009/10,Indien,Bildungsausländerinnen und Bildungsausländer (Männer),147
WS 2009/10,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Männer),187
WS 2009/10,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Männer),6167
WS 2010/11,China,Bildungsausländerinnen und Bildungsausländer (Männer),1284
WS 2010/11,Türkei,Bildungsausländerinnen und Bildungsausländer (Männer),295
WS 2010/11,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Männer),134
WS 2010/11,Indien,Bildungsausländerinnen und Bildungsausländer (Männer),180
WS 2010/11,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Männer),209
WS 2010/11,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Männer),6067
WS 2011/12,China,Bildungsausländerinnen und Bildungsausländer (Männer),1249
WS 2011/12,Türkei,Bildungsausländerinnen und Bildungsausländer (Männer),312
WS 2011/12,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Männer),157
WS 2011/12,Indien,Bildungsausländerinnen und Bildungsausländer (Männer),211
WS 2011/12,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Männer),223
WS 2011/12,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Männer),6084
WS 2012/13,China,Bildungsausländerinnen und Bildungsausländer (Männer),1377
WS 2012/13,Türkei,Bildungsausländerinnen und Bildungsausländer (Männer),316
WS 2012/13,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Männer),148
WS 2012/13,Indien,Bildungsausländerinnen und Bildungsausländer (Männer),279
WS 2012/13,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Männer),241
WS 2012/13,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Männer),6395
WS 2013/14,China,Bildungsausländerinnen und Bildungsausländer (Männer),1535
WS 2013/14,Türkei,Bildungsausländerinnen und Bildungsausländer (Männer),309
WS 2013/14,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Männer),159
WS 2013/14,Indien,Bildungsausländerinnen und Bildungsausländer (Männer),336
WS 2013/14,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Männer),272
WS 2013/14,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Männer),6738
WS 2014/15,China,Bildungsausländerinnen und Bildungsausländer (Männer),1625
WS 2014/15,Türkei,Bildungsausländerinnen und Bildungsausländer (Männer),295
WS 2014/15,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Männer),184
WS 2014/15,Indien,Bildungsausländerinnen und Bildungsausländer (Männer),399
WS 2014/15,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Männer),290
WS 2014/15,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Männer),7448
WS 2015/16,China,Bildungsausländerinnen und Bildungsausländer (Männer),1743
WS 2015/16,Türkei,Bildungsausländerinnen und Bildungsausländer (Männer),283
WS 2015/16,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Männer),277
WS 2015/16,Indien,Bildungsausländerinnen und Bildungsausländer (Männer),431
WS 2015/16,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Männer),317
WS 2015/16,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Männer),8039
WS 2016/17,China,Bildungsausländerinnen und Bildungsausländer (Männer),1885
WS 2016/17,Türkei,Bildungsausländerinnen und Bildungsausländer (Männer),254
WS 2016/17,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Männer),400
WS 2016/17,Indien,Bildungsausländerinnen und Bildungsausländer (Männer),493
WS 2016/17,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Männer),344
WS 2016/17,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Männer),8913
WS 2017/18,China,Bildungsausländerinnen und Bildungsausländer (Männer),2187
WS 2017/18,Türkei,Bildungsausländerinnen und Bildungsausländer (Männer),272
WS 2017/18,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Männer),671
WS 2017/18,Indien,Bildungsausländerinnen und Bildungsausländer (Männer),606
WS 2017/18,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Männer),384
WS 2017/18,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Männer),10036
WS 2018/19,China,Bildungsausländerinnen und Bildungsausländer (Männer),2405
WS 2018/19,Türkei,Bildungsausländerinnen und Bildungsausländer (Männer),281
WS 2018/19,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Männer),948
WS 2018/19,Indien,Bildungsausländerinnen und Bildungsausländer (Männer),810
WS 2018/19,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Männer),460
WS 2018/19,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Männer),11160
WS 2019/20,China,Bildungsausländerinnen und Bildungsausländer (Männer),2478
WS 2019/20,Türkei,Bildungsausländerinnen und Bildungsausländer (Männer),303
WS 2019/20,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Männer),1157
WS 2019/20,Indien,Bildungsausländerinnen und Bildungsausländer (Männer),1005
WS 2019/20,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Männer),518
WS 2019/20,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Männer),12113
WS 2005/06,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1331
WS 2005/06,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),123
WS 2005/06,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),31
WS 2005/06,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),62
WS 2005/06,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),114
WS 2005/06,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),6925
WS 2006/07,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1275
WS 2006/07,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),139
WS 2006/07,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),36
WS 2006/07,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),68
WS 2006/07,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),117
WS 2006/07,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),6752
WS 2007/08,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1149
WS 2007/08,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),139
WS 2007/08,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),34
WS 2007/08,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),79
WS 2007/08,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),123
WS 2007/08,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),6228
WS 2008/09,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1082
WS 2008/09,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),145
WS 2008/09,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),43
WS 2008/09,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),73
WS 2008/09,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),139
WS 2008/09,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),6066
WS 2009/10,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1059
WS 2009/10,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),149
WS 2009/10,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),48
WS 2009/10,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),80
WS 2009/10,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),150
WS 2009/10,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),5883
WS 2010/11,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1013
WS 2010/11,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),157
WS 2010/11,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),49
WS 2010/11,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),93
WS 2010/11,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),173
WS 2010/11,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),5717
WS 2011/12,China,Bildungsausländerinnen und Bildungsausländer (Frauen),965
WS 2011/12,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),166
WS 2011/12,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),55
WS 2011/12,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),116
WS 2011/12,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),191
WS 2011/12,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),5543
WS 2012/13,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1009
WS 2012/13,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),174
WS 2012/13,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),55
WS 2012/13,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),138
WS 2012/13,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),214
WS 2012/13,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),5560
WS 2013/14,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1146
WS 2013/14,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),178
WS 2013/14,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),58
WS 2013/14,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),160
WS 2013/14,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),227
WS 2013/14,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),5796
WS 2014/15,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1268
WS 2014/15,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),164
WS 2014/15,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),66
WS 2014/15,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),179
WS 2014/15,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),224
WS 2014/15,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),6227
WS 2015/16,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1373
WS 2015/16,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),178
WS 2015/16,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),87
WS 2015/16,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),199
WS 2015/16,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),276
WS 2015/16,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),6696
WS 2016/17,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1537
WS 2016/17,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),184
WS 2016/17,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),101
WS 2016/17,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),208
WS 2016/17,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),326
WS 2016/17,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),7123
WS 2017/18,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1672
WS 2017/18,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),202
WS 2017/18,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),147
WS 2017/18,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),226
WS 2017/18,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),366
WS 2017/18,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),7681
WS 2018/19,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1774
WS 2018/19,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),185
WS 2018/19,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),220
WS 2018/19,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),247
WS 2018/19,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),405
WS 2018/19,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),8026
WS 2019/20,China,Bildungsausländerinnen und Bildungsausländer (Frauen),1780
WS 2019/20,Türkei,Bildungsausländerinnen und Bildungsausländer (Frauen),215
WS 2019/20,Syrien  Arab. Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),300
WS 2019/20,Indien,Bildungsausländerinnen und Bildungsausländer (Frauen),329
WS 2019/20,Iran  Islamische Republik,Bildungsausländerinnen und Bildungsausländer (Frauen),456
WS 2019/20,Staaten insgesamt,Bildungsausländerinnen und Bildungsausländer (Frauen),8481
WS 2005/06,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),113
WS 2005/06,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),686
WS 2005/06,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),7
WS 2005/06,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),14
WS 2005/06,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),123
WS 2005/06,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),2939
WS 2006/07,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),98
WS 2006/07,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),624
WS 2006/07,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),9
WS 2006/07,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),9
WS 2006/07,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),114
WS 2006/07,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),2736
WS 2007/08,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),82
WS 2007/08,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),641
WS 2007/08,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),12
WS 2007/08,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),12
WS 2007/08,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),106
WS 2007/08,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),2735
WS 2008/09,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),87
WS 2008/09,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),685
WS 2008/09,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),14
WS 2008/09,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),13
WS 2008/09,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),107
WS 2008/09,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),2869
WS 2009/10,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),87
WS 2009/10,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),726
WS 2009/10,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),15
WS 2009/10,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),9
WS 2009/10,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),94
WS 2009/10,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),2930
WS 2010/11,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),94
WS 2010/11,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),777
WS 2010/11,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),22
WS 2010/11,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),6
WS 2010/11,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),91
WS 2010/11,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),3055
WS 2011/12,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),106
WS 2011/12,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),889
WS 2011/12,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),24
WS 2011/12,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),8
WS 2011/12,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),82
WS 2011/12,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),3296
WS 2012/13,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),140
WS 2012/13,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),1005
WS 2012/13,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),28
WS 2012/13,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),7
WS 2012/13,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),82
WS 2012/13,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),3560
WS 2013/14,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),182
WS 2013/14,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),1120
WS 2013/14,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),32
WS 2013/14,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),12
WS 2013/14,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),82
WS 2013/14,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),3834
WS 2014/15,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),209
WS 2014/15,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),1276
WS 2014/15,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),43
WS 2014/15,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),11
WS 2014/15,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),81
WS 2014/15,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),4245
WS 2015/16,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),249
WS 2015/16,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),1409
WS 2015/16,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),52
WS 2015/16,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),12
WS 2015/16,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),85
WS 2015/16,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),4478
WS 2016/17,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),186
WS 2016/17,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),1516
WS 2016/17,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),58
WS 2016/17,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),8
WS 2016/17,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),67
WS 2016/17,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),4555
WS 2017/18,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),168
WS 2017/18,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),1567
WS 2017/18,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),66
WS 2017/18,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),8
WS 2017/18,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),60
WS 2017/18,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),4485
WS 2018/19,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),156
WS 2018/19,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),1549
WS 2018/19,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),99
WS 2018/19,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),6
WS 2018/19,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),65
WS 2018/19,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),4521
WS 2019/20,China,Bildungsinländerinnen und Bildungsinländer (Insgesamt),155
WS 2019/20,Türkei,Bildungsinländerinnen und Bildungsinländer (Insgesamt),1481
WS 2019/20,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),136
WS 2019/20,Indien,Bildungsinländerinnen und Bildungsinländer (Insgesamt),4
WS 2019/20,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Insgesamt),58
WS 2019/20,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Insgesamt),4483
WS 2005/06,China,Bildungsinländerinnen und Bildungsinländer (Männer),64
WS 2005/06,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),403
WS 2005/06,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),3
WS 2005/06,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),10
WS 2005/06,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),77
WS 2005/06,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),1636
WS 2006/07,China,Bildungsinländerinnen und Bildungsinländer (Männer),48
WS 2006/07,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),356
WS 2006/07,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),4
WS 2006/07,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),6
WS 2006/07,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),73
WS 2006/07,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),1495
WS 2007/08,China,Bildungsinländerinnen und Bildungsinländer (Männer),41
WS 2007/08,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),344
WS 2007/08,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),5
WS 2007/08,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),7
WS 2007/08,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),68
WS 2007/08,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),1461
WS 2008/09,China,Bildungsinländerinnen und Bildungsinländer (Männer),43
WS 2008/09,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),360
WS 2008/09,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),7
WS 2008/09,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),8
WS 2008/09,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),71
WS 2008/09,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),1526
WS 2009/10,China,Bildungsinländerinnen und Bildungsinländer (Männer),47
WS 2009/10,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),371
WS 2009/10,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),7
WS 2009/10,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),7
WS 2009/10,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),64
WS 2009/10,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),1539
WS 2010/11,China,Bildungsinländerinnen und Bildungsinländer (Männer),55
WS 2010/11,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),397
WS 2010/11,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),14
WS 2010/11,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),5
WS 2010/11,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),57
WS 2010/11,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),1611
WS 2011/12,China,Bildungsinländerinnen und Bildungsinländer (Männer),59
WS 2011/12,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),447
WS 2011/12,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),18
WS 2011/12,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),6
WS 2011/12,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),50
WS 2011/12,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),1733
WS 2012/13,China,Bildungsinländerinnen und Bildungsinländer (Männer),84
WS 2012/13,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),491
WS 2012/13,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),18
WS 2012/13,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),5
WS 2012/13,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),47
WS 2012/13,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),1846
WS 2013/14,China,Bildungsinländerinnen und Bildungsinländer (Männer),106
WS 2013/14,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),534
WS 2013/14,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),19
WS 2013/14,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),9
WS 2013/14,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),45
WS 2013/14,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),1947
WS 2014/15,China,Bildungsinländerinnen und Bildungsinländer (Männer),127
WS 2014/15,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),597
WS 2014/15,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),25
WS 2014/15,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),7
WS 2014/15,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),48
WS 2014/15,Staaten insgesamt,Bildungsinländerinnen und Bildungsinländer (Männer),2132
WS 2015/16,China,Bildungsinländerinnen und Bildungsinländer (Männer),150
WS 2015/16,Türkei,Bildungsinländerinnen und Bildungsinländer (Männer),660
WS 2015/16,Syrien  Arab. Republik,Bildungsinländerinnen und Bildungsinländer (Männer),29
WS 2015/16,Indien,Bildungsinländerinnen und Bildungsinländer (Männer),8
WS 2015/16,Iran  Islamische Republik,Bildungsinländerinnen und Bildungsinländer (Männer),44
