Year,Gebietseinheit,Migrationshintergrund,GeoCode,Value
Goslar,Anteil der Personen ohne Migrationshintergrund,K03153,89,86.0
Helmstedt,Anteil der Personen ohne Migrationshintergrund,K03154,90,14.0
Northeim,Anteil der Personen ohne Migrationshintergrund,K03155,91,1.0
Peine,Anteil der Personen ohne Migrationshintergrund,K03157,85,45.0
Göttingen,Anteil der Personen ohne Migrationshintergrund,K03159,87,74.0
Wolfenbüttel,Anteil der Personen ohne Migrationshintergrund,K03158,86,35.0
Stat. Region Braunschweig,Anteil der Personen ohne Migrationshintergrund,K031,83,12.0
Hannover  Region,Anteil der Personen ohne Migrationshintergrund,K03241,76,76.0
   dav. Hannover  Lhst.,Anteil der Personen ohne Migrationshintergrund,K03241001,71,13.0
   dav. Hannover  Umland,Anteil der Personen ohne Migrationshintergrund,K03241999,81,51.0
Diepholz,Anteil der Personen ohne Migrationshintergrund,K03251,86,76.0
Hameln-Pyrmont,Anteil der Personen ohne Migrationshintergrund,K03252,82,49.0
Hildesheim,Anteil der Personen ohne Migrationshintergrund,K03254,83,99.0
Holzminden,Anteil der Personen ohne Migrationshintergrund,K03255,90,61.0
Nienburg (Weser),Anteil der Personen ohne Migrationshintergrund,K03256,82,93.0
Schaumburg,Anteil der Personen ohne Migrationshintergrund,K03257,87,2.0
Stat. Region Hannover,Anteil der Personen ohne Migrationshintergrund,K032,80,75.0
Celle,Anteil der Personen ohne Migrationshintergrund,K03351,86,95.0
Cuxhaven,Anteil der Personen ohne Migrationshintergrund,K03352,88,53.0
Harburg,Anteil der Personen ohne Migrationshintergrund,K03353,87,46.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen ohne Migrationshintergrund,K03354360,89,75.0
Lüneburg,Anteil der Personen ohne Migrationshintergrund,K03355,88,96.0
Osterholz,Anteil der Personen ohne Migrationshintergrund,K03356,94,39.0
Rotenburg (Wümme),Anteil der Personen ohne Migrationshintergrund,K03357,85,11.0
Heidekreis,Anteil der Personen ohne Migrationshintergrund,K03358,82,63.0
Stade,Anteil der Personen ohne Migrationshintergrund,K03359,90,5.0
Verden,Anteil der Personen ohne Migrationshintergrund,K03361,82,64.0
Stat. Region Lüneburg,Anteil der Personen ohne Migrationshintergrund,K033,87,63.0
Delmenhorst  Stadt,Anteil der Personen ohne Migrationshintergrund,K03401,75,6.0
Emden  Stadt und Leer,Anteil der Personen ohne Migrationshintergrund,K03402457,89,92.0
Oldenburg(Oldb)  Stadt,Anteil der Personen ohne Migrationshintergrund,K03403,83,92.0
Osnabrück  Stadt,Anteil der Personen ohne Migrationshintergrund,K03404,71,84.0
Wilhelmshaven  Stadt,Anteil der Personen ohne Migrationshintergrund,K03405,85,81.0
Ammerland,Anteil der Personen ohne Migrationshintergrund,K03451,88,29.0
Aurich,Anteil der Personen ohne Migrationshintergrund,K03452,91,54.0
Cloppenburg,Anteil der Personen ohne Migrationshintergrund,K03453,74,2.0
Emsland,Anteil der Personen ohne Migrationshintergrund,K03454,81,41.0
Friesland und Wittmund,Anteil der Personen ohne Migrationshintergrund,K03455462,94,31.0
Grafschaft Bentheim,Anteil der Personen ohne Migrationshintergrund,K03456,77,43.0
Oldenburg,Anteil der Personen ohne Migrationshintergrund,K03458,90,17.0
Osnabrück,Anteil der Personen ohne Migrationshintergrund,K03459,78,29.0
Vechta,Anteil der Personen ohne Migrationshintergrund,K03460,77,44.0
Wesermarsch,Anteil der Personen ohne Migrationshintergrund,K03461,84,77.0
Stat. Region Weser-Ems,Anteil der Personen ohne Migrationshintergrund,K034,82,66.0
Niedersachsen,Anteil der Personen ohne Migrationshintergrund,K030,83,3.0
Braunschweig  Stadt,Anteil der Personen ohne Migrationshintergrund,K03101,80,2.0
Salzgitter  Stadt,Anteil der Personen ohne Migrationshintergrund,K03102,77,25.0
Wolfsburg  Stadt,Anteil der Personen ohne Migrationshintergrund,K03103,69,69.0
Gifhorn,Anteil der Personen ohne Migrationshintergrund,K03151,80,57.0
Goslar,Anteil der Personen ohne Migrationshintergrund,K03153,88,2.0
Helmstedt,Anteil der Personen ohne Migrationshintergrund,K03154,91,4.0
Northeim,Anteil der Personen ohne Migrationshintergrund,K03155,90,58.0
Peine,Anteil der Personen ohne Migrationshintergrund,K03157,84,54.0
Göttingen,Anteil der Personen ohne Migrationshintergrund,K03159,87,1.0
Wolfenbüttel,Anteil der Personen ohne Migrationshintergrund,K03158,86,1.0
Stat. Region Braunschweig,Anteil der Personen ohne Migrationshintergrund,K031,83,76.0
Hannover  Region,Anteil der Personen ohne Migrationshintergrund,K03241,77,34.0
   dav. Hannover  Lhst.,Anteil der Personen ohne Migrationshintergrund,K03241001,71,43.0
   dav. Hannover  Umland,Anteil der Personen ohne Migrationshintergrund,K03241999,82,33.0
Diepholz,Anteil der Personen ohne Migrationshintergrund,K03251,87,28.0
Hameln-Pyrmont,Anteil der Personen ohne Migrationshintergrund,K03252,85,97.0
Hildesheim,Anteil der Personen ohne Migrationshintergrund,K03254,83,96.0
Holzminden,Anteil der Personen ohne Migrationshintergrund,K03255,90,64.0
Nienburg (Weser),Anteil der Personen ohne Migrationshintergrund,K03256,82,77.0
Schaumburg,Anteil der Personen ohne Migrationshintergrund,K03257,83,59.0
Stat. Region Hannover,Anteil der Personen ohne Migrationshintergrund,K032,81,5.0
Celle,Anteil der Personen ohne Migrationshintergrund,K03351,86,17.0
Cuxhaven,Anteil der Personen ohne Migrationshintergrund,K03352,88,29.0
Harburg,Anteil der Personen ohne Migrationshintergrund,K03353,89,5.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen ohne Migrationshintergrund,K03354360,87,81.0
Lüneburg,Anteil der Personen ohne Migrationshintergrund,K03355,90,97.0
Osterholz,Anteil der Personen ohne Migrationshintergrund,K03356,94,49.0
Rotenburg (Wümme),Anteil der Personen ohne Migrationshintergrund,K03357,87,74.0
Heidekreis,Anteil der Personen ohne Migrationshintergrund,K03358,87,13.0
Stade,Anteil der Personen ohne Migrationshintergrund,K03359,88,93.0
Verden,Anteil der Personen ohne Migrationshintergrund,K03361,83,48.0
Stat. Region Lüneburg,Anteil der Personen ohne Migrationshintergrund,K033,88,36.0
Delmenhorst  Stadt,Anteil der Personen ohne Migrationshintergrund,K03401,75,95.0
Emden  Stadt und Leer,Anteil der Personen ohne Migrationshintergrund,K03402457,88,7.0
Oldenburg(Oldb)  Stadt,Anteil der Personen ohne Migrationshintergrund,K03403,83,88.0
Osnabrück  Stadt,Anteil der Personen ohne Migrationshintergrund,K03404,74,99.0
Wilhelmshaven  Stadt,Anteil der Personen ohne Migrationshintergrund,K03405,87,54.0
Ammerland,Anteil der Personen ohne Migrationshintergrund,K03451,86,48.0
Aurich,Anteil der Personen ohne Migrationshintergrund,K03452,92,91.0
Cloppenburg,Anteil der Personen ohne Migrationshintergrund,K03453,74,84.0
Emsland,Anteil der Personen ohne Migrationshintergrund,K03454,80,17.0
Friesland und Wittmund,Anteil der Personen ohne Migrationshintergrund,K03455462,94,32.0
Grafschaft Bentheim,Anteil der Personen ohne Migrationshintergrund,K03456,77,54.0
Oldenburg,Anteil der Personen ohne Migrationshintergrund,K03458,91,11.0
Osnabrück,Anteil der Personen ohne Migrationshintergrund,K03459,79,35.0
Vechta,Anteil der Personen ohne Migrationshintergrund,K03460,74,66.0
Wesermarsch,Anteil der Personen ohne Migrationshintergrund,K03461,85,3.0
Stat. Region Weser-Ems,Anteil der Personen ohne Migrationshintergrund,K034,82,76.0
Niedersachsen,Anteil der Personen ohne Migrationshintergrund,K030,83,7.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03101,25,6.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03102,35,74.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03103,38,23.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03151,26,75.0
Goslar,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03153,19,12.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03154,15,92.0
Northeim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03155,16,28.0
Peine,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03157,20,29.0
Göttingen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03159,16,98.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03158,15,51.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K031,22,55.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241,30,46.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241001,37,32.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241999,24,5.0
Diepholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03251,17,42.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03252,26,62.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03254,22,82.0
Holzminden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03255,20,21.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03256,26,22.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03257,18,5.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K032,26,42.0
Celle,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03351,19,3.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03352,15,62.0
Harburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03353,21,1.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03354360,16,24.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03355,16,66.0
Osterholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03356,14,25.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03357,15,38.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03358,21,78.0
Stade,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03359,17,78.0
Verden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03361,19,86.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K033,17,98.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03401,33,89.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03402457,17,9.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03403,17,4.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03404,29,4.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03405,24,31.0
Ammerland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03451,16,34.0
Aurich,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03452,13,3.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03453,29,67.0
Emsland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03454,22,65.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03455462,11,43.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03456,27,82.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03458,15,72.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03459,23,25.0
Vechta,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03460,34,55.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03461,13,12.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K034,21,63.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K030,22,32.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03101,26,7.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03102,36,5.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03103,37,23.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03151,22,75.0
Goslar,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03153,16,3.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03154,17,36.0
Northeim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03155,18,95.0
Peine,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03157,18,26.0
Göttingen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03159,18,6.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03158,14,93.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K031,22,12.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241,30,72.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241001,38,3.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241999,24,9.0
Diepholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03251,17,17.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03252,28,98.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03254,19,89.0
Holzminden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03255,19,41.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03256,21,71.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03257,17,63.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K032,25,97.0
Celle,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03351,19,1.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03352,15,67.0
Harburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03353,19,63.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03354360,15,7.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03355,15,1.0
Osterholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03356,11,31.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03357,18,84.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03358,17,9.0
Stade,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03359,19,51.0
Verden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03361,19,85.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K033,17,63.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03401,33,12.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03402457,20,6.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03403,16,72.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03404,26,71.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03405,29,31.0
Ammerland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03451,15,24.0
Aurich,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03452,11,97.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03453,27,82.0
Emsland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03454,25,67.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03455462,8,17.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03456,27,15.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03458,16,83.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03459,22,74.0
Vechta,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03460,32,21.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03461,15,9.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K034,21,71.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K030,22,6.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03101,26,78.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03102,36,32.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03103,35,9.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03151,20,31.0
Goslar,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03153,16,8.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03154,15,65.0
Northeim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03155,20,56.0
Peine,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03157,18,39.0
Göttingen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03159,19,31.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03158,14,93.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K031,22,16.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241,30,47.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241001,36,48.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241999,25,22.0
Diepholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03251,16,12.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03252,30,33.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03254,21,21.0
Holzminden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03255,17,47.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03256,22,71.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03257,18,53.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K032,26,1.0
Celle,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03351,20,5.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03352,15,4.0
Harburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03353,19,36.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03354360,13,2.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03355,18,33.0
Osterholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03356,18,24.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03357,18,61.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03358,17,1.0
Stade,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03359,20,18.0
Verden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03361,18,74.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K033,18,12.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03401,36,62.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03402457,18,27.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03403,19,27.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03404,28,29.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03405,20,67.0
Ammerland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03451,11,43.0
Aurich,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03452,10,53.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03453,28,72.0
Emsland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03454,22,68.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03455462,9,31.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03456,24,78.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03458,16,3.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03459,24,36.0
Vechta,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03460,32,58.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03461,15,94.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K034,21,27.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K030,22,7.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03101,24,47.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03102,27,2.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03103,32,87.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03151,21,97.0
Goslar,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03153,13,15.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03154,11,3.0
Northeim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03155,20,65.0
Peine,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03157,16,19.0
Göttingen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03159,18,68.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03158,12,18.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K031,20,15.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241,27,5.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241001,32,87.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241999,22,82.0
Diepholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03251,14,8.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03252,21,99.0
Hildesheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03254,15,8.0
Holzminden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03255,16,48.0
Nienburg (Weser),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03256,18,94.0
Schaumburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03257,14,49.0
Stat. Region Hannover,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K032,22,57.0
Celle,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03351,20,91.0
Cuxhaven,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03352,13,5.0
Harburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03353,14,58.0
Lüchow-Dannenberg und Uelzen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03354360,10,85.0
Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03355,14,4.0
Osterholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03356,17,16.0
Rotenburg (Wümme),Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03357,16,4.0
Heidekreis,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03358,14,2.0
Stade,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03359,14,85.0
Verden,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03361,21,14.0
Stat. Region Lüneburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K033,15,66.0
Delmenhorst  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03401,33,69.0
Emden  Stadt und Leer,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03402457,12,52.0
Oldenburg(Oldb)  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03403,17,34.0
Osnabrück  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03404,26,84.0
Wilhelmshaven  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03405,13,67.0
Ammerland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03451,9,38.0
Aurich,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03452,8,22.0
Cloppenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03453,27,24.0
Emsland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03454,23,4.0
Friesland und Wittmund,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03455462,8,95.0
Grafschaft Bentheim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03456,24,34.0
Oldenburg,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03458,12,21.0
Osnabrück,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03459,23,86.0
Vechta,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03460,27,68.0
Wesermarsch,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03461,14,83.0
Stat. Region Weser-Ems,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K034,19,33.0
Niedersachsen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K030,19,58.0
Braunschweig  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03101,21,86.0
Salzgitter  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03102,29,2.0
Wolfsburg  Stadt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03103,31,5.0
Gifhorn,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03151,20,8.0
Goslar,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03153,10,75.0
Helmstedt,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03154,15,6.0
Northeim,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03155,11,5.0
Peine,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03157,17,68.0
Göttingen,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03159,12,7.0
Wolfenbüttel,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03158,14,91.0
Stat. Region Braunschweig,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K031,17,97.0
Hannover  Region,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241,25,57.0
   dav. Hannover  Lhst.,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241001,31,71.0
   dav. Hannover  Umland,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03241999,20,27.0
Diepholz,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03251,14,27.0
Hameln-Pyrmont,Anteil der Personen mit Migrationshintergrund im weiteren Sinne,K03252,14,11.0
