Year,Gebietseinheit,Geschlecht,Units,GeoCode,Value
Statistische Region Braunschweig,männlich,Jahre,RH031,35,6.0
Statistische Region Braunschweig,weiblich,Jahre,RH031,36,6.0
Statistische Region Braunschweig,insgesamt,Jahre,RH031,36,1.0
Hannover  Region,männlich,Jahre,RH03241,37,3.0
Hannover  Region,weiblich,Jahre,RH03241,38,5.0
Hannover  Region,insgesamt,Jahre,RH03241,37,9.0
Diepholz,männlich,Jahre,RH03251,33,9.0
Diepholz,weiblich,Jahre,RH03251,34,7.0
Diepholz,insgesamt,Jahre,RH03251,34,3.0
Hameln-Pyrmont,männlich,Jahre,RH03252,36,2.0
Hameln-Pyrmont,weiblich,Jahre,RH03252,37,5.0
Hameln-Pyrmont,insgesamt,Jahre,RH03252,36,9.0
Hildesheim,männlich,Jahre,RH03254,35,2.0
Hildesheim,weiblich,Jahre,RH03254,36,8.0
Hildesheim,insgesamt,Jahre,RH03254,35,9.0
Holzminden,männlich,Jahre,RH03255,36,6.0
Holzminden,weiblich,Jahre,RH03255,38,8.0
Holzminden,insgesamt,Jahre,RH03255,37,6.0
Nienburg (Weser),männlich,Jahre,RH03256,34,6.0
Nienburg (Weser),weiblich,Jahre,RH03256,34,5.0
Nienburg (Weser),insgesamt,Jahre,RH03256,34,5.0
Schaumburg,männlich,Jahre,RH03257,36,5.0
Schaumburg,weiblich,Jahre,RH03257,37,2.0
Schaumburg,insgesamt,Jahre,RH03257,36,9.0
Statistische Region Hannover,männlich,Jahre,RH032,36,7.0
Statistische Region Hannover,weiblich,Jahre,RH032,37,9.0
Statistische Region Hannover,insgesamt,Jahre,RH032,37,2.0
Celle,männlich,Jahre,RH03351,35,2.0
Celle,weiblich,Jahre,RH03351,35,3.0
Celle,insgesamt,Jahre,RH03351,35,2.0
Cuxhaven,männlich,Jahre,RH03352,35,4.0
Cuxhaven,weiblich,Jahre,RH03352,37,1.0
Cuxhaven,insgesamt,Jahre,RH03352,36,2.0
Harburg,männlich,Jahre,RH03353,36,6.0
Harburg,weiblich,Jahre,RH03353,38,7.0
Harburg,insgesamt,Jahre,RH03353,37,5.0
Lüchow-Dannenberg,männlich,Jahre,RH03354,34,4.0
Lüchow-Dannenberg,weiblich,Jahre,RH03354,34,8.0
Lüchow-Dannenberg,insgesamt,Jahre,RH03354,34,6.0
Lüneburg,männlich,Jahre,RH03355,34,
Lüneburg,weiblich,Jahre,RH03355,34,8.0
Lüneburg,insgesamt,Jahre,RH03355,34,3.0
Osterholz,männlich,Jahre,RH03356,34,4.0
Osterholz,weiblich,Jahre,RH03356,35,9.0
Osterholz,insgesamt,Jahre,RH03356,35,1.0
Rotenburg (Wümme),männlich,Jahre,RH03357,35,6.0
Rotenburg (Wümme),weiblich,Jahre,RH03357,35,8.0
Rotenburg (Wümme),insgesamt,Jahre,RH03357,35,7.0
Heidekreis,männlich,Jahre,RH03358,35,4.0
Heidekreis,weiblich,Jahre,RH03358,36,1.0
Heidekreis,insgesamt,Jahre,RH03358,35,7.0
Stade,männlich,Jahre,RH03359,34,2.0
Stade,weiblich,Jahre,RH03359,34,4.0
Stade,insgesamt,Jahre,RH03359,34,3.0
Uelzen,männlich,Jahre,RH03360,34,1.0
Uelzen,weiblich,Jahre,RH03360,35,
Uelzen,insgesamt,Jahre,RH03360,34,5.0
Verden,männlich,Jahre,RH03361,35,
Verden,weiblich,Jahre,RH03361,36,4.0
Verden,insgesamt,Jahre,RH03361,35,6.0
Statistische Region Lüneburg,männlich,Jahre,RH033,35,1.0
Statistische Region Lüneburg,weiblich,Jahre,RH033,36,
Statistische Region Lüneburg,insgesamt,Jahre,RH033,35,5.0
"Delmenhorst, Stadt",männlich,Jahre,RH03401,33,9.0
"Delmenhorst, Stadt",weiblich,Jahre,RH03401,34,7.0
"Delmenhorst, Stadt",insgesamt,Jahre,RH03401,34,3.0
Emden  Stadt,männlich,Jahre,RH03402,32,7.0
Emden  Stadt,weiblich,Jahre,RH03402,32,
Emden  Stadt,insgesamt,Jahre,RH03402,32,4.0
"Oldenburg(Oldb), Stadt",männlich,Jahre,RH03403,32,9.0
"Oldenburg(Oldb), Stadt",weiblich,Jahre,RH03403,33,7.0
"Oldenburg(Oldb), Stadt",insgesamt,Jahre,RH03403,33,3.0
"Osnabrück, Stadt",männlich,Jahre,RH03404,35,6.0
"Osnabrück, Stadt",weiblich,Jahre,RH03404,36,2.0
"Osnabrück, Stadt",insgesamt,Jahre,RH03404,35,9.0
"Wilhelmshaven, Stadt",männlich,Jahre,RH03405,32,
"Wilhelmshaven, Stadt",weiblich,Jahre,RH03405,32,8.0
"Wilhelmshaven, Stadt",insgesamt,Jahre,RH03405,32,3.0
Ammerland,männlich,Jahre,RH03451,34,
Ammerland,weiblich,Jahre,RH03451,34,4.0
Ammerland,insgesamt,Jahre,RH03451,34,2.0
Aurich,männlich,Jahre,RH03452,33,5.0
Aurich,weiblich,Jahre,RH03452,34,3.0
Aurich,insgesamt,Jahre,RH03452,33,8.0
Cloppenburg,männlich,Jahre,RH03453,33,8.0
Cloppenburg,weiblich,Jahre,RH03453,32,1.0
Cloppenburg,insgesamt,Jahre,RH03453,33,1.0
Emsland,männlich,Jahre,RH03454,35,8.0
Emsland,weiblich,Jahre,RH03454,34,5.0
Emsland,insgesamt,Jahre,RH03454,35,3.0
Friesland,männlich,Jahre,RH03455,33,9.0
Friesland,weiblich,Jahre,RH03455,34,8.0
Friesland,insgesamt,Jahre,RH03455,34,3.0
Grafschaft Bentheim,männlich,Jahre,RH03456,41,3.0
Grafschaft Bentheim,weiblich,Jahre,RH03456,40,9.0
Grafschaft Bentheim,insgesamt,Jahre,RH03456,41,1.0
Leer,männlich,Jahre,RH03457,35,5.0
Leer,weiblich,Jahre,RH03457,35,7.0
Leer,insgesamt,Jahre,RH03457,35,6.0
Oldenburg,männlich,Jahre,RH03458,33,7.0
Oldenburg,weiblich,Jahre,RH03458,34,3.0
Oldenburg,insgesamt,Jahre,RH03458,34,
Osnabrück,männlich,Jahre,RH03459,35,9.0
Osnabrück,weiblich,Jahre,RH03459,35,8.0
Osnabrück,insgesamt,Jahre,RH03459,35,9.0
Vechta,männlich,Jahre,RH03460,33,5.0
Vechta,weiblich,Jahre,RH03460,33,
Vechta,insgesamt,Jahre,RH03460,33,3.0
Wesermarsch,männlich,Jahre,RH03461,36,3.0
Wesermarsch,weiblich,Jahre,RH03461,36,3.0
Wesermarsch,insgesamt,Jahre,RH03461,36,3.0
Wittmund,männlich,Jahre,RH03462,32,7.0
Wittmund,weiblich,Jahre,RH03462,34,
Wittmund,insgesamt,Jahre,RH03462,33,3.0
Statistische Region Weser-Ems,männlich,Jahre,RH034,35,1.0
Statistische Region Weser-Ems,weiblich,Jahre,RH034,35,1.0
Statistische Region Weser-Ems,insgesamt,Jahre,RH034,35,1.0
Niedersachsen,männlich,Jahre,RH030,35,7.0
Niedersachsen,weiblich,Jahre,RH030,36,5.0
Niedersachsen,insgesamt,Jahre,RH030,36,1.0
"Braunschweig, Stadt",männlich,Jahre,RH03101,36,3.0
"Braunschweig, Stadt",weiblich,Jahre,RH03101,38,
"Braunschweig, Stadt",insgesamt,Jahre,RH03101,37,1.0
"Salzgitter, Stadt",männlich,Jahre,RH03102,35,
"Salzgitter, Stadt",weiblich,Jahre,RH03102,35,6.0
"Salzgitter, Stadt",insgesamt,Jahre,RH03102,35,3.0
"Wolfsburg, Stadt",männlich,Jahre,RH03103,37,5.0
"Wolfsburg, Stadt",weiblich,Jahre,RH03103,37,6.0
"Wolfsburg, Stadt",insgesamt,Jahre,RH03103,37,5.0
Gifhorn,männlich,Jahre,RH03151,36,1.0
Gifhorn,weiblich,Jahre,RH03151,38,1.0
Gifhorn,insgesamt,Jahre,RH03151,37,
Goslar,männlich,Jahre,RH03153,34,2.0
Goslar,weiblich,Jahre,RH03153,35,6.0
Goslar,insgesamt,Jahre,RH03153,34,8.0
Helmstedt,männlich,Jahre,RH03154,35,3.0
Helmstedt,weiblich,Jahre,RH03154,36,
Helmstedt,insgesamt,Jahre,RH03154,35,6.0
Northeim,männlich,Jahre,RH03155,34,7.0
Northeim,weiblich,Jahre,RH03155,35,9.0
Northeim,insgesamt,Jahre,RH03155,35,3.0
Peine,männlich,Jahre,RH03157,34,6.0
Peine,weiblich,Jahre,RH03157,35,6.0
Peine,insgesamt,Jahre,RH03157,35,1.0
Wolfenbüttel,männlich,Jahre,RH03158,35,
Wolfenbüttel,weiblich,Jahre,RH03158,36,4.0
Wolfenbüttel,insgesamt,Jahre,RH03158,35,6.0
Göttingen,männlich,Jahre,RH03159,35,1.0
Göttingen,weiblich,Jahre,RH03159,35,9.0
Göttingen,insgesamt,Jahre,RH03159,35,5.0
Statistische Region Braunschweig,männlich,Jahre,RH031,35,6.0
Statistische Region Braunschweig,weiblich,Jahre,RH031,36,6.0
Statistische Region Braunschweig,insgesamt,Jahre,RH031,36,1.0
Hannover  Region,männlich,Jahre,RH03241,37,2.0
Hannover  Region,weiblich,Jahre,RH03241,38,4.0
Hannover  Region,insgesamt,Jahre,RH03241,37,8.0
Diepholz,männlich,Jahre,RH03251,33,9.0
Diepholz,weiblich,Jahre,RH03251,35,
Diepholz,insgesamt,Jahre,RH03251,34,4.0
Hameln-Pyrmont,männlich,Jahre,RH03252,36,6.0
Hameln-Pyrmont,weiblich,Jahre,RH03252,37,7.0
Hameln-Pyrmont,insgesamt,Jahre,RH03252,37,2.0
Hildesheim,männlich,Jahre,RH03254,35,2.0
Hildesheim,weiblich,Jahre,RH03254,37,
Hildesheim,insgesamt,Jahre,RH03254,36,
Holzminden,männlich,Jahre,RH03255,36,8.0
Holzminden,weiblich,Jahre,RH03255,38,8.0
Holzminden,insgesamt,Jahre,RH03255,37,7.0
Nienburg (Weser),männlich,Jahre,RH03256,34,2.0
Nienburg (Weser),weiblich,Jahre,RH03256,34,3.0
Nienburg (Weser),insgesamt,Jahre,RH03256,34,2.0
Schaumburg,männlich,Jahre,RH03257,36,2.0
Schaumburg,weiblich,Jahre,RH03257,37,2.0
Schaumburg,insgesamt,Jahre,RH03257,36,7.0
Statistische Region Hannover,männlich,Jahre,RH032,36,6.0
Statistische Region Hannover,weiblich,Jahre,RH032,37,8.0
Statistische Region Hannover,insgesamt,Jahre,RH032,37,2.0
Celle,männlich,Jahre,RH03351,35,4.0
Celle,weiblich,Jahre,RH03351,35,4.0
Celle,insgesamt,Jahre,RH03351,35,4.0
Cuxhaven,männlich,Jahre,RH03352,35,
Cuxhaven,weiblich,Jahre,RH03352,36,8.0
Cuxhaven,insgesamt,Jahre,RH03352,35,8.0
Harburg,männlich,Jahre,RH03353,36,3.0
Harburg,weiblich,Jahre,RH03353,38,8.0
Harburg,insgesamt,Jahre,RH03353,37,4.0
Lüchow-Dannenberg,männlich,Jahre,RH03354,34,3.0
Lüchow-Dannenberg,weiblich,Jahre,RH03354,34,8.0
Lüchow-Dannenberg,insgesamt,Jahre,RH03354,34,5.0
Lüneburg,männlich,Jahre,RH03355,33,6.0
Lüneburg,weiblich,Jahre,RH03355,34,8.0
Lüneburg,insgesamt,Jahre,RH03355,34,1.0
Osterholz,männlich,Jahre,RH03356,34,1.0
Osterholz,weiblich,Jahre,RH03356,35,8.0
Osterholz,insgesamt,Jahre,RH03356,34,9.0
Rotenburg (Wümme),männlich,Jahre,RH03357,35,2.0
Rotenburg (Wümme),weiblich,Jahre,RH03357,35,7.0
Rotenburg (Wümme),insgesamt,Jahre,RH03357,35,4.0
Heidekreis,männlich,Jahre,RH03358,35,4.0
Heidekreis,weiblich,Jahre,RH03358,36,3.0
Heidekreis,insgesamt,Jahre,RH03358,35,8.0
Stade,männlich,Jahre,RH03359,34,3.0
Stade,weiblich,Jahre,RH03359,34,6.0
Stade,insgesamt,Jahre,RH03359,34,4.0
Uelzen,männlich,Jahre,RH03360,34,2.0
Uelzen,weiblich,Jahre,RH03360,35,
Uelzen,insgesamt,Jahre,RH03360,34,6.0
Verden,männlich,Jahre,RH03361,34,7.0
Verden,weiblich,Jahre,RH03361,36,6.0
Verden,insgesamt,Jahre,RH03361,35,5.0
Statistische Region Lüneburg,männlich,Jahre,RH033,34,9.0
Statistische Region Lüneburg,weiblich,Jahre,RH033,36,1.0
Statistische Region Lüneburg,insgesamt,Jahre,RH033,35,4.0
"Delmenhorst, Stadt",männlich,Jahre,RH03401,34,
"Delmenhorst, Stadt",weiblich,Jahre,RH03401,34,8.0
"Delmenhorst, Stadt",insgesamt,Jahre,RH03401,34,4.0
Emden  Stadt,männlich,Jahre,RH03402,32,7.0
Emden  Stadt,weiblich,Jahre,RH03402,32,
Emden  Stadt,insgesamt,Jahre,RH03402,32,4.0
"Oldenburg(Oldb), Stadt",männlich,Jahre,RH03403,32,6.0
"Oldenburg(Oldb), Stadt",weiblich,Jahre,RH03403,33,7.0
"Oldenburg(Oldb), Stadt",insgesamt,Jahre,RH03403,33,1.0
"Osnabrück, Stadt",männlich,Jahre,RH03404,35,5.0
"Osnabrück, Stadt",weiblich,Jahre,RH03404,36,2.0
"Osnabrück, Stadt",insgesamt,Jahre,RH03404,35,8.0
"Wilhelmshaven, Stadt",männlich,Jahre,RH03405,32,1.0
"Wilhelmshaven, Stadt",weiblich,Jahre,RH03405,33,1.0
"Wilhelmshaven, Stadt",insgesamt,Jahre,RH03405,32,5.0
Ammerland,männlich,Jahre,RH03451,33,8.0
Ammerland,weiblich,Jahre,RH03451,34,3.0
Ammerland,insgesamt,Jahre,RH03451,34,
Aurich,männlich,Jahre,RH03452,33,
Aurich,weiblich,Jahre,RH03452,34,
Aurich,insgesamt,Jahre,RH03452,33,4.0
Cloppenburg,männlich,Jahre,RH03453,33,5.0
Cloppenburg,weiblich,Jahre,RH03453,32,2.0
Cloppenburg,insgesamt,Jahre,RH03453,33,
Emsland,männlich,Jahre,RH03454,35,6.0
Emsland,weiblich,Jahre,RH03454,34,6.0
Emsland,insgesamt,Jahre,RH03454,35,2.0
Friesland,männlich,Jahre,RH03455,33,1.0
Friesland,weiblich,Jahre,RH03455,34,
Friesland,insgesamt,Jahre,RH03455,33,5.0
Grafschaft Bentheim,männlich,Jahre,RH03456,41,2.0
Grafschaft Bentheim,weiblich,Jahre,RH03456,40,7.0
Grafschaft Bentheim,insgesamt,Jahre,RH03456,41,
Leer,männlich,Jahre,RH03457,35,6.0
Leer,weiblich,Jahre,RH03457,35,9.0
Leer,insgesamt,Jahre,RH03457,35,7.0
Oldenburg,männlich,Jahre,RH03458,33,4.0
Oldenburg,weiblich,Jahre,RH03458,34,
Oldenburg,insgesamt,Jahre,RH03458,33,7.0
Osnabrück,männlich,Jahre,RH03459,35,8.0
Osnabrück,weiblich,Jahre,RH03459,35,6.0
Osnabrück,insgesamt,Jahre,RH03459,35,7.0
Vechta,männlich,Jahre,RH03460,33,3.0
Vechta,weiblich,Jahre,RH03460,33,1.0
Vechta,insgesamt,Jahre,RH03460,33,2.0
Wesermarsch,männlich,Jahre,RH03461,36,2.0
Wesermarsch,weiblich,Jahre,RH03461,36,
Wesermarsch,insgesamt,Jahre,RH03461,36,1.0
Wittmund,männlich,Jahre,RH03462,32,3.0
Wittmund,weiblich,Jahre,RH03462,33,5.0
Wittmund,insgesamt,Jahre,RH03462,32,9.0
Statistische Region Weser-Ems,männlich,Jahre,RH034,35,
Statistische Region Weser-Ems,weiblich,Jahre,RH034,35,
Statistische Region Weser-Ems,insgesamt,Jahre,RH034,35,
Niedersachsen,männlich,Jahre,RH030,35,6.0
Niedersachsen,weiblich,Jahre,RH030,36,5.0
Niedersachsen,insgesamt,Jahre,RH030,36,
"Braunschweig, Stadt",männlich,Jahre,RH03101,35,9.0
"Braunschweig, Stadt",weiblich,Jahre,RH03101,37,7.0
"Braunschweig, Stadt",insgesamt,Jahre,RH03101,36,7.0
"Salzgitter, Stadt",männlich,Jahre,RH03102,35,8.0
"Salzgitter, Stadt",weiblich,Jahre,RH03102,36,6.0
"Salzgitter, Stadt",insgesamt,Jahre,RH03102,36,2.0
"Wolfsburg, Stadt",männlich,Jahre,RH03103,37,4.0
"Wolfsburg, Stadt",weiblich,Jahre,RH03103,37,5.0
"Wolfsburg, Stadt",insgesamt,Jahre,RH03103,37,5.0
Gifhorn,männlich,Jahre,RH03151,36,
Gifhorn,weiblich,Jahre,RH03151,37,9.0
Gifhorn,insgesamt,Jahre,RH03151,36,9.0
Goslar,männlich,Jahre,RH03153,34,6.0
Goslar,weiblich,Jahre,RH03153,36,3.0
Goslar,insgesamt,Jahre,RH03153,35,3.0
Helmstedt,männlich,Jahre,RH03154,34,9.0
Helmstedt,weiblich,Jahre,RH03154,36,
Helmstedt,insgesamt,Jahre,RH03154,35,4.0
Northeim,männlich,Jahre,RH03155,34,7.0
Northeim,weiblich,Jahre,RH03155,35,9.0
Northeim,insgesamt,Jahre,RH03155,35,3.0
Peine,männlich,Jahre,RH03157,34,6.0
Peine,weiblich,Jahre,RH03157,35,8.0
Peine,insgesamt,Jahre,RH03157,35,1.0
Wolfenbüttel,männlich,Jahre,RH03158,34,5.0
Wolfenbüttel,weiblich,Jahre,RH03158,35,7.0
Wolfenbüttel,insgesamt,Jahre,RH03158,35,1.0
Göttingen,männlich,Jahre,RH03159,34,9.0
Göttingen,weiblich,Jahre,RH03159,35,8.0
Göttingen,insgesamt,Jahre,RH03159,35,4.0
Statistische Region Braunschweig,männlich,Jahre,RH031,35,5.0
Statistische Region Braunschweig,weiblich,Jahre,RH031,36,7.0
Statistische Region Braunschweig,insgesamt,Jahre,RH031,36,1.0
Hannover  Region,männlich,Jahre,RH03241,37,1.0
Hannover  Region,weiblich,Jahre,RH03241,38,4.0
Hannover  Region,insgesamt,Jahre,RH03241,37,7.0
Diepholz,männlich,Jahre,RH03251,34,
Diepholz,weiblich,Jahre,RH03251,35,2.0
Diepholz,insgesamt,Jahre,RH03251,34,5.0
Hameln-Pyrmont,männlich,Jahre,RH03252,36,8.0
Hameln-Pyrmont,weiblich,Jahre,RH03252,38,3.0
Hameln-Pyrmont,insgesamt,Jahre,RH03252,37,5.0
Hildesheim,männlich,Jahre,RH03254,35,2.0
Hildesheim,weiblich,Jahre,RH03254,37,2.0
Hildesheim,insgesamt,Jahre,RH03254,36,1.0
Holzminden,männlich,Jahre,RH03255,36,3.0
Holzminden,weiblich,Jahre,RH03255,38,7.0
Holzminden,insgesamt,Jahre,RH03255,37,4.0
Nienburg (Weser),männlich,Jahre,RH03256,33,7.0
Nienburg (Weser),weiblich,Jahre,RH03256,34,
Nienburg (Weser),insgesamt,Jahre,RH03256,33,9.0
Schaumburg,männlich,Jahre,RH03257,36,6.0
Schaumburg,weiblich,Jahre,RH03257,37,6.0
Schaumburg,insgesamt,Jahre,RH03257,37,
Statistische Region Hannover,männlich,Jahre,RH032,36,6.0
Statistische Region Hannover,weiblich,Jahre,RH032,37,9.0
Statistische Region Hannover,insgesamt,Jahre,RH032,37,2.0
Celle,männlich,Jahre,RH03351,35,3.0
Celle,weiblich,Jahre,RH03351,35,7.0
Celle,insgesamt,Jahre,RH03351,35,5.0
Cuxhaven,männlich,Jahre,RH03352,34,6.0
Cuxhaven,weiblich,Jahre,RH03352,36,7.0
Cuxhaven,insgesamt,Jahre,RH03352,35,5.0
Harburg,männlich,Jahre,RH03353,36,4.0
Harburg,weiblich,Jahre,RH03353,39,7.0
Harburg,insgesamt,Jahre,RH03353,37,7.0
Lüchow-Dannenberg,männlich,Jahre,RH03354,34,2.0
Lüchow-Dannenberg,weiblich,Jahre,RH03354,34,7.0
Lüchow-Dannenberg,insgesamt,Jahre,RH03354,34,4.0
Lüneburg,männlich,Jahre,RH03355,33,6.0
Lüneburg,weiblich,Jahre,RH03355,35,1.0
Lüneburg,insgesamt,Jahre,RH03355,34,2.0
Osterholz,männlich,Jahre,RH03356,34,
Osterholz,weiblich,Jahre,RH03356,35,7.0
Osterholz,insgesamt,Jahre,RH03356,34,8.0
Rotenburg (Wümme),männlich,Jahre,RH03357,34,7.0
Rotenburg (Wümme),weiblich,Jahre,RH03357,35,7.0
Rotenburg (Wümme),insgesamt,Jahre,RH03357,35,1.0
Heidekreis,männlich,Jahre,RH03358,34,4.0
Heidekreis,weiblich,Jahre,RH03358,35,2.0
Heidekreis,insgesamt,Jahre,RH03358,34,7.0
Stade,männlich,Jahre,RH03359,34,3.0
Stade,weiblich,Jahre,RH03359,34,8.0
Stade,insgesamt,Jahre,RH03359,34,5.0
Uelzen,männlich,Jahre,RH03360,33,9.0
Uelzen,weiblich,Jahre,RH03360,35,
Uelzen,insgesamt,Jahre,RH03360,34,4.0
Verden,männlich,Jahre,RH03361,34,4.0
Verden,weiblich,Jahre,RH03361,36,6.0
Verden,insgesamt,Jahre,RH03361,35,3.0
Statistische Region Lüneburg,männlich,Jahre,RH033,34,7.0
Statistische Region Lüneburg,weiblich,Jahre,RH033,36,1.0
Statistische Region Lüneburg,insgesamt,Jahre,RH033,35,3.0
"Delmenhorst, Stadt",männlich,Jahre,RH03401,34,6.0
"Delmenhorst, Stadt",weiblich,Jahre,RH03401,35,7.0
"Delmenhorst, Stadt",insgesamt,Jahre,RH03401,35,1.0
Emden  Stadt,männlich,Jahre,RH03402,32,6.0
Emden  Stadt,weiblich,Jahre,RH03402,32,2.0
Emden  Stadt,insgesamt,Jahre,RH03402,32,4.0
"Oldenburg(Oldb), Stadt",männlich,Jahre,RH03403,32,9.0
"Oldenburg(Oldb), Stadt",weiblich,Jahre,RH03403,34,
"Oldenburg(Oldb), Stadt",insgesamt,Jahre,RH03403,33,5.0
"Osnabrück, Stadt",männlich,Jahre,RH03404,35,5.0
"Osnabrück, Stadt",weiblich,Jahre,RH03404,36,5.0
"Osnabrück, Stadt",insgesamt,Jahre,RH03404,36,
"Wilhelmshaven, Stadt",männlich,Jahre,RH03405,33,
"Wilhelmshaven, Stadt",weiblich,Jahre,RH03405,34,5.0
"Wilhelmshaven, Stadt",insgesamt,Jahre,RH03405,33,7.0
Ammerland,männlich,Jahre,RH03451,33,6.0
Ammerland,weiblich,Jahre,RH03451,34,4.0
Ammerland,insgesamt,Jahre,RH03451,33,9.0
Aurich,männlich,Jahre,RH03452,32,8.0
Aurich,weiblich,Jahre,RH03452,33,9.0
Aurich,insgesamt,Jahre,RH03452,33,3.0
Cloppenburg,männlich,Jahre,RH03453,33,1.0
Cloppenburg,weiblich,Jahre,RH03453,31,6.0
Cloppenburg,insgesamt,Jahre,RH03453,32,5.0
Emsland,männlich,Jahre,RH03454,35,5.0
Emsland,weiblich,Jahre,RH03454,34,5.0
Emsland,insgesamt,Jahre,RH03454,35,1.0
Friesland,männlich,Jahre,RH03455,32,8.0
Friesland,weiblich,Jahre,RH03455,33,4.0
Friesland,insgesamt,Jahre,RH03455,33,1.0
Grafschaft Bentheim,männlich,Jahre,RH03456,40,8.0
Grafschaft Bentheim,weiblich,Jahre,RH03456,40,6.0
Grafschaft Bentheim,insgesamt,Jahre,RH03456,40,7.0
Leer,männlich,Jahre,RH03457,35,6.0
Leer,weiblich,Jahre,RH03457,35,8.0
Leer,insgesamt,Jahre,RH03457,35,7.0
Oldenburg,männlich,Jahre,RH03458,32,9.0
Oldenburg,weiblich,Jahre,RH03458,33,8.0
Oldenburg,insgesamt,Jahre,RH03458,33,2.0
Osnabrück,männlich,Jahre,RH03459,35,8.0
Osnabrück,weiblich,Jahre,RH03459,35,7.0
Osnabrück,insgesamt,Jahre,RH03459,35,8.0
Vechta,männlich,Jahre,RH03460,33,
Vechta,weiblich,Jahre,RH03460,33,
Vechta,insgesamt,Jahre,RH03460,33,
Wesermarsch,männlich,Jahre,RH03461,35,5.0
Wesermarsch,weiblich,Jahre,RH03461,35,6.0
Wesermarsch,insgesamt,Jahre,RH03461,35,6.0
Wittmund,männlich,Jahre,RH03462,31,8.0
Wittmund,weiblich,Jahre,RH03462,32,8.0
Wittmund,insgesamt,Jahre,RH03462,32,3.0
Statistische Region Weser-Ems,männlich,Jahre,RH034,34,9.0
Statistische Region Weser-Ems,weiblich,Jahre,RH034,35,1.0
Statistische Region Weser-Ems,insgesamt,Jahre,RH034,35,
Niedersachsen,männlich,Jahre,RH030,35,5.0
Niedersachsen,weiblich,Jahre,RH030,36,5.0
Niedersachsen,insgesamt,Jahre,RH030,36,
"Braunschweig, Stadt",männlich,Jahre,RH03101,35,9.0
"Braunschweig, Stadt",weiblich,Jahre,RH03101,37,7.0
"Braunschweig, Stadt",insgesamt,Jahre,RH03101,36,7.0
"Salzgitter, Stadt",männlich,Jahre,RH03102,35,8.0
"Salzgitter, Stadt",weiblich,Jahre,RH03102,36,6.0
"Salzgitter, Stadt",insgesamt,Jahre,RH03102,36,2.0
"Wolfsburg, Stadt",männlich,Jahre,RH03103,37,4.0
"Wolfsburg, Stadt",weiblich,Jahre,RH03103,37,5.0
"Wolfsburg, Stadt",insgesamt,Jahre,RH03103,37,5.0
Gifhorn,männlich,Jahre,RH03151,36,
Gifhorn,weiblich,Jahre,RH03151,37,9.0
Gifhorn,insgesamt,Jahre,RH03151,36,9.0
Goslar,männlich,Jahre,RH03153,34,6.0
Goslar,weiblich,Jahre,RH03153,36,3.0
Goslar,insgesamt,Jahre,RH03153,35,3.0
Helmstedt,männlich,Jahre,RH03154,34,9.0
Helmstedt,weiblich,Jahre,RH03154,36,
Helmstedt,insgesamt,Jahre,RH03154,35,4.0
Northeim,männlich,Jahre,RH03155,34,7.0
Northeim,weiblich,Jahre,RH03155,35,9.0
Northeim,insgesamt,Jahre,RH03155,35,3.0
Peine,männlich,Jahre,RH03157,34,6.0
Peine,weiblich,Jahre,RH03157,35,8.0
Peine,insgesamt,Jahre,RH03157,35,1.0
Wolfenbüttel,männlich,Jahre,RH03158,34,5.0
Wolfenbüttel,weiblich,Jahre,RH03158,35,7.0
Wolfenbüttel,insgesamt,Jahre,RH03158,35,1.0
Göttingen,männlich,Jahre,RH03159,34,9.0
Göttingen,weiblich,Jahre,RH03159,35,8.0
Göttingen,insgesamt,Jahre,RH03159,35,4.0
Statistische Region Braunschweig,männlich,Jahre,RH031,35,5.0
Statistische Region Braunschweig,weiblich,Jahre,RH031,36,7.0
Statistische Region Braunschweig,insgesamt,Jahre,RH031,36,1.0
Hannover  Region,männlich,Jahre,RH03241,37,1.0
Hannover  Region,weiblich,Jahre,RH03241,38,4.0
Hannover  Region,insgesamt,Jahre,RH03241,37,7.0
Diepholz,männlich,Jahre,RH03251,34,
Diepholz,weiblich,Jahre,RH03251,35,2.0
Diepholz,insgesamt,Jahre,RH03251,34,5.0
Hameln-Pyrmont,männlich,Jahre,RH03252,36,8.0
Hameln-Pyrmont,weiblich,Jahre,RH03252,38,3.0
Hameln-Pyrmont,insgesamt,Jahre,RH03252,37,5.0
Hildesheim,männlich,Jahre,RH03254,35,2.0
Hildesheim,weiblich,Jahre,RH03254,37,2.0
Hildesheim,insgesamt,Jahre,RH03254,36,1.0
Holzminden,männlich,Jahre,RH03255,36,3.0
Holzminden,weiblich,Jahre,RH03255,38,7.0
Holzminden,insgesamt,Jahre,RH03255,37,4.0
Nienburg (Weser),männlich,Jahre,RH03256,33,7.0
Nienburg (Weser),weiblich,Jahre,RH03256,34,
Nienburg (Weser),insgesamt,Jahre,RH03256,33,9.0
Schaumburg,männlich,Jahre,RH03257,36,6.0
Schaumburg,weiblich,Jahre,RH03257,37,6.0
Schaumburg,insgesamt,Jahre,RH03257,37,
Statistische Region Hannover,männlich,Jahre,RH032,36,6.0
Statistische Region Hannover,weiblich,Jahre,RH032,37,9.0
Statistische Region Hannover,insgesamt,Jahre,RH032,37,2.0
Celle,männlich,Jahre,RH03351,35,3.0
Celle,weiblich,Jahre,RH03351,35,7.0
Celle,insgesamt,Jahre,RH03351,35,5.0
Cuxhaven,männlich,Jahre,RH03352,34,6.0
