Year,Gebietseinheit,Schulgliederung,Nationalität,Units,GeoCode,Value
2024,"Gifhorn",Realschule,Ausländerinnen und Ausländer,Anzahl,K03151,53
2024,"Goslar",Realschule,Ausländerinnen und Ausländer,Anzahl,K03153,38
2024,"Helmstedt",Realschule,Ausländerinnen und Ausländer,Anzahl,K03154,34
2024,"Northeim",Realschule,Ausländerinnen und Ausländer,Anzahl,K03155,27
2024,"Peine",Realschule,Ausländerinnen und Ausländer,Anzahl,K03157,73
2024,"Wolfenbüttel",Realschule,Ausländerinnen und Ausländer,Anzahl,K03158,24
2024,"Göttingen",Realschule,Ausländerinnen und Ausländer,Anzahl,K03159,45
2024,"Statistische Region Braunschweig",Realschule,Ausländerinnen und Ausländer,Anzahl,K031,573
2024,"Region Hannover",Realschule,Ausländerinnen und Ausländer,Anzahl,K03241,386
2024,"dav. Hannover, Lhst.",Realschule,Ausländerinnen und Ausländer,Anzahl,K03241001,223
2024,"dav. Hannover, Umland",Realschule,Ausländerinnen und Ausländer,Anzahl,K03241999,163
2024,"Diepholz",Realschule,Ausländerinnen und Ausländer,Anzahl,K03251,79
2024,"Hameln-Pyrmont",Realschule,Ausländerinnen und Ausländer,Anzahl,K03252,72
2024,"Hildesheim",Realschule,Ausländerinnen und Ausländer,Anzahl,K03254,65
2024,"Holzminden",Realschule,Ausländerinnen und Ausländer,Anzahl,K03255,1
2024,"Nienburg (Weser)",Realschule,Ausländerinnen und Ausländer,Anzahl,K03256,4
2024,"Schaumburg",Realschule,Ausländerinnen und Ausländer,Anzahl,K03257,
2024,"Statistische Region Hannover",Realschule,Ausländerinnen und Ausländer,Anzahl,K032,607
2024,"Celle",Realschule,Ausländerinnen und Ausländer,Anzahl,K03351,
2024,"Cuxhaven",Realschule,Ausländerinnen und Ausländer,Anzahl,K03352,45
2024,"Harburg",Realschule,Ausländerinnen und Ausländer,Anzahl,K03353,32
2024,"Lüchow-Dannenberg",Realschule,Ausländerinnen und Ausländer,Anzahl,K03354,4
2024,"Lüneburg",Realschule,Ausländerinnen und Ausländer,Anzahl,K03355,3
2024,"Osterholz",Realschule,Ausländerinnen und Ausländer,Anzahl,K03356,28
2024,"Rotenburg (Wümme)",Realschule,Ausländerinnen und Ausländer,Anzahl,K03357,20
2024,"Heidekreis",Realschule,Ausländerinnen und Ausländer,Anzahl,K03358,30
2024,"Stade",Realschule,Ausländerinnen und Ausländer,Anzahl,K03359,67
2024,"Uelzen",Realschule,Ausländerinnen und Ausländer,Anzahl,K03360,13
2024,"Verden",Realschule,Ausländerinnen und Ausländer,Anzahl,K03361,
2024,"Statistische Region Lüneburg",Realschule,Ausländerinnen und Ausländer,Anzahl,K033,242
2024,"Delmenhorst, Stadt",Realschule,Ausländerinnen und Ausländer,Anzahl,K03401,23
2024,"Emden, Stadt",Realschule,Ausländerinnen und Ausländer,Anzahl,K03402,
2024,"Oldenburg (Oldb), Stadt",Realschule,Ausländerinnen und Ausländer,Anzahl,K03403,
2024,"Osnabrück, Stadt",Realschule,Ausländerinnen und Ausländer,Anzahl,K03404,14
2024,"Wilhelmshaven, Stadt",Realschule,Ausländerinnen und Ausländer,Anzahl,K03405,
2024,"Ammerland",Realschule,Ausländerinnen und Ausländer,Anzahl,K03451,13
2024,"Aurich",Realschule,Ausländerinnen und Ausländer,Anzahl,K03452,39
2024,"Cloppenburg",Realschule,Ausländerinnen und Ausländer,Anzahl,K03453,28
2024,"Emsland",Realschule,Ausländerinnen und Ausländer,Anzahl,K03454,26
2024,"Friesland",Realschule,Ausländerinnen und Ausländer,Anzahl,K03455,
2024,"Grafschaft Bentheim",Realschule,Ausländerinnen und Ausländer,Anzahl,K03456,54
2024,"Leer",Realschule,Ausländerinnen und Ausländer,Anzahl,K03457,71
2024,"Oldenburg",Realschule,Ausländerinnen und Ausländer,Anzahl,K03458,17
2024,"Osnabrück",Realschule,Ausländerinnen und Ausländer,Anzahl,K03459,36
2024,"Vechta",Realschule,Ausländerinnen und Ausländer,Anzahl,K03460,44
2024,"Wesermarsch",Realschule,Ausländerinnen und Ausländer,Anzahl,K03461,
2024,"Wittmund",Realschule,Ausländerinnen und Ausländer,Anzahl,K03462,19
2024,"Statistische Region Weser-Ems",Realschule,Ausländerinnen und Ausländer,Anzahl,K034,384
2024,"Niedersachsen",Realschule,Ausländerinnen und Ausländer,Anzahl,,1806
2011,"Braunschweig, Stadt",Oberschule1),Deutsche,Anzahl,K03101,
2011,"Salzgitter, Stadt",Oberschule1),Deutsche,Anzahl,K03102,
2011,"Wolfsburg, Stadt",Oberschule1),Deutsche,Anzahl,K03103,
2011,"Gifhorn",Oberschule1),Deutsche,Anzahl,K03151,
2011,"Goslar",Oberschule1),Deutsche,Anzahl,K03153,
2011,"Helmstedt",Oberschule1),Deutsche,Anzahl,K03154,
2011,"Northeim",Oberschule1),Deutsche,Anzahl,K03155,
2011,"Peine",Oberschule1),Deutsche,Anzahl,K03157,
2011,"Wolfenbüttel",Oberschule1),Deutsche,Anzahl,K03158,
2011,"Göttingen",Oberschule1),Deutsche,Anzahl,K03159,
2011,"Statistische Region Braunschweig",Oberschule1),Deutsche,Anzahl,K031,
2011,"Region Hannover",Oberschule1),Deutsche,Anzahl,K03241,
2011,"dav. Hannover, Lhst.",Oberschule1),Deutsche,Anzahl,K03241001,
2011,"dav. Hannover, Umland",Oberschule1),Deutsche,Anzahl,K03241999,
2011,"Diepholz",Oberschule1),Deutsche,Anzahl,K03251,
2011,"Hameln-Pyrmont",Oberschule1),Deutsche,Anzahl,K03252,
2011,"Hildesheim",Oberschule1),Deutsche,Anzahl,K03254,
2011,"Holzminden",Oberschule1),Deutsche,Anzahl,K03255,
2011,"Nienburg (Weser)",Oberschule1),Deutsche,Anzahl,K03256,
2011,"Schaumburg",Oberschule1),Deutsche,Anzahl,K03257,
2011,"Statistische Region Hannover",Oberschule1),Deutsche,Anzahl,K032,
2011,"Celle",Oberschule1),Deutsche,Anzahl,K03351,
2011,"Cuxhaven",Oberschule1),Deutsche,Anzahl,K03352,
2011,"Harburg",Oberschule1),Deutsche,Anzahl,K03353,
2011,"Lüchow-Dannenberg",Oberschule1),Deutsche,Anzahl,K03354,
2011,"Lüneburg",Oberschule1),Deutsche,Anzahl,K03355,
2011,"Osterholz",Oberschule1),Deutsche,Anzahl,K03356,
2011,"Rotenburg (Wümme)",Oberschule1),Deutsche,Anzahl,K03357,
2011,"Heidekreis",Oberschule1),Deutsche,Anzahl,K03358,
2011,"Stade",Oberschule1),Deutsche,Anzahl,K03359,
2011,"Uelzen",Oberschule1),Deutsche,Anzahl,K03360,
2011,"Verden",Oberschule1),Deutsche,Anzahl,K03361,
2011,"Statistische Region Lüneburg",Oberschule1),Deutsche,Anzahl,K033,
2011,"Delmenhorst, Stadt",Oberschule1),Deutsche,Anzahl,K03401,
2011,"Emden, Stadt",Oberschule1),Deutsche,Anzahl,K03402,
2011,"Oldenburg (Oldb), Stadt",Oberschule1),Deutsche,Anzahl,K03403,
2011,"Osnabrück, Stadt",Oberschule1),Deutsche,Anzahl,K03404,
2011,"Wilhelmshaven, Stadt",Oberschule1),Deutsche,Anzahl,K03405,
2011,"Ammerland",Oberschule1),Deutsche,Anzahl,K03451,
2011,"Aurich",Oberschule1),Deutsche,Anzahl,K03452,
2011,"Cloppenburg",Oberschule1),Deutsche,Anzahl,K03453,
2011,"Emsland",Oberschule1),Deutsche,Anzahl,K03454,
2011,"Friesland",Oberschule1),Deutsche,Anzahl,K03455,
2011,"Grafschaft Bentheim",Oberschule1),Deutsche,Anzahl,K03456,
2011,"Leer",Oberschule1),Deutsche,Anzahl,K03457,
2011,"Oldenburg",Oberschule1),Deutsche,Anzahl,K03458,
2011,"Osnabrück",Oberschule1),Deutsche,Anzahl,K03459,
2011,"Vechta",Oberschule1),Deutsche,Anzahl,K03460,
2011,"Wesermarsch",Oberschule1),Deutsche,Anzahl,K03461,
2011,"Wittmund",Oberschule1),Deutsche,Anzahl,K03462,
2011,"Statistische Region Weser-Ems",Oberschule1),Deutsche,Anzahl,K034,
2011,"Niedersachsen",Oberschule1),Deutsche,Anzahl,,
2012,"Braunschweig, Stadt",Oberschule1),Deutsche,Anzahl,K03101,
2012,"Salzgitter, Stadt",Oberschule1),Deutsche,Anzahl,K03102,
2012,"Wolfsburg, Stadt",Oberschule1),Deutsche,Anzahl,K03103,
2012,"Gifhorn",Oberschule1),Deutsche,Anzahl,K03151,
2012,"Goslar",Oberschule1),Deutsche,Anzahl,K03153,
2012,"Helmstedt",Oberschule1),Deutsche,Anzahl,K03154,
2012,"Northeim",Oberschule1),Deutsche,Anzahl,K03155,
2012,"Peine",Oberschule1),Deutsche,Anzahl,K03157,
2012,"Wolfenbüttel",Oberschule1),Deutsche,Anzahl,K03158,
2012,"Göttingen",Oberschule1),Deutsche,Anzahl,K03159,
2012,"Statistische Region Braunschweig",Oberschule1),Deutsche,Anzahl,K031,
2012,"Region Hannover",Oberschule1),Deutsche,Anzahl,K03241,
2012,"dav. Hannover, Lhst.",Oberschule1),Deutsche,Anzahl,K03241001,
2012,"dav. Hannover, Umland",Oberschule1),Deutsche,Anzahl,K03241999,
2012,"Diepholz",Oberschule1),Deutsche,Anzahl,K03251,
2012,"Hameln-Pyrmont",Oberschule1),Deutsche,Anzahl,K03252,
2012,"Hildesheim",Oberschule1),Deutsche,Anzahl,K03254,
2012,"Holzminden",Oberschule1),Deutsche,Anzahl,K03255,
2012,"Nienburg (Weser)",Oberschule1),Deutsche,Anzahl,K03256,
2012,"Schaumburg",Oberschule1),Deutsche,Anzahl,K03257,
2012,"Statistische Region Hannover",Oberschule1),Deutsche,Anzahl,K032,
2012,"Celle",Oberschule1),Deutsche,Anzahl,K03351,
2012,"Cuxhaven",Oberschule1),Deutsche,Anzahl,K03352,
2012,"Harburg",Oberschule1),Deutsche,Anzahl,K03353,
2012,"Lüchow-Dannenberg",Oberschule1),Deutsche,Anzahl,K03354,
2012,"Lüneburg",Oberschule1),Deutsche,Anzahl,K03355,
2012,"Osterholz",Oberschule1),Deutsche,Anzahl,K03356,
2012,"Rotenburg (Wümme)",Oberschule1),Deutsche,Anzahl,K03357,
2012,"Heidekreis",Oberschule1),Deutsche,Anzahl,K03358,
2012,"Stade",Oberschule1),Deutsche,Anzahl,K03359,
2012,"Uelzen",Oberschule1),Deutsche,Anzahl,K03360,
2012,"Verden",Oberschule1),Deutsche,Anzahl,K03361,
2012,"Statistische Region Lüneburg",Oberschule1),Deutsche,Anzahl,K033,
2012,"Delmenhorst, Stadt",Oberschule1),Deutsche,Anzahl,K03401,
2012,"Emden, Stadt",Oberschule1),Deutsche,Anzahl,K03402,
2012,"Oldenburg (Oldb), Stadt",Oberschule1),Deutsche,Anzahl,K03403,
2012,"Osnabrück, Stadt",Oberschule1),Deutsche,Anzahl,K03404,
2012,"Wilhelmshaven, Stadt",Oberschule1),Deutsche,Anzahl,K03405,
2012,"Ammerland",Oberschule1),Deutsche,Anzahl,K03451,
2012,"Aurich",Oberschule1),Deutsche,Anzahl,K03452,
2012,"Cloppenburg",Oberschule1),Deutsche,Anzahl,K03453,
2012,"Emsland",Oberschule1),Deutsche,Anzahl,K03454,
2012,"Friesland",Oberschule1),Deutsche,Anzahl,K03455,
2012,"Grafschaft Bentheim",Oberschule1),Deutsche,Anzahl,K03456,
2012,"Leer",Oberschule1),Deutsche,Anzahl,K03457,
2012,"Oldenburg",Oberschule1),Deutsche,Anzahl,K03458,
2012,"Osnabrück",Oberschule1),Deutsche,Anzahl,K03459,
2012,"Vechta",Oberschule1),Deutsche,Anzahl,K03460,
2012,"Wesermarsch",Oberschule1),Deutsche,Anzahl,K03461,
2012,"Wittmund",Oberschule1),Deutsche,Anzahl,K03462,
2012,"Statistische Region Weser-Ems",Oberschule1),Deutsche,Anzahl,K034,
2012,"Niedersachsen",Oberschule1),Deutsche,Anzahl,,
2013,"Braunschweig, Stadt",Oberschule1),Deutsche,Anzahl,K03101,
2013,"Salzgitter, Stadt",Oberschule1),Deutsche,Anzahl,K03102,
2013,"Wolfsburg, Stadt",Oberschule1),Deutsche,Anzahl,K03103,
2013,"Gifhorn",Oberschule1),Deutsche,Anzahl,K03151,
2013,"Goslar",Oberschule1),Deutsche,Anzahl,K03153,
2013,"Helmstedt",Oberschule1),Deutsche,Anzahl,K03154,
2013,"Northeim",Oberschule1),Deutsche,Anzahl,K03155,
2013,"Peine",Oberschule1),Deutsche,Anzahl,K03157,
2013,"Wolfenbüttel",Oberschule1),Deutsche,Anzahl,K03158,
2013,"Göttingen",Oberschule1),Deutsche,Anzahl,K03159,
2013,"Statistische Region Braunschweig",Oberschule1),Deutsche,Anzahl,K031,
2013,"Region Hannover",Oberschule1),Deutsche,Anzahl,K03241,
2013,"dav. Hannover, Lhst.",Oberschule1),Deutsche,Anzahl,K03241001,
2013,"dav. Hannover, Umland",Oberschule1),Deutsche,Anzahl,K03241999,
2013,"Diepholz",Oberschule1),Deutsche,Anzahl,K03251,
2013,"Hameln-Pyrmont",Oberschule1),Deutsche,Anzahl,K03252,
2013,"Hildesheim",Oberschule1),Deutsche,Anzahl,K03254,
2013,"Holzminden",Oberschule1),Deutsche,Anzahl,K03255,
2013,"Nienburg (Weser)",Oberschule1),Deutsche,Anzahl,K03256,
2013,"Schaumburg",Oberschule1),Deutsche,Anzahl,K03257,
2013,"Statistische Region Hannover",Oberschule1),Deutsche,Anzahl,K032,
2013,"Celle",Oberschule1),Deutsche,Anzahl,K03351,
2013,"Cuxhaven",Oberschule1),Deutsche,Anzahl,K03352,
2013,"Harburg",Oberschule1),Deutsche,Anzahl,K03353,
2013,"Lüchow-Dannenberg",Oberschule1),Deutsche,Anzahl,K03354,
2013,"Lüneburg",Oberschule1),Deutsche,Anzahl,K03355,
2013,"Osterholz",Oberschule1),Deutsche,Anzahl,K03356,
2013,"Rotenburg (Wümme)",Oberschule1),Deutsche,Anzahl,K03357,
2013,"Heidekreis",Oberschule1),Deutsche,Anzahl,K03358,
2013,"Stade",Oberschule1),Deutsche,Anzahl,K03359,
2013,"Uelzen",Oberschule1),Deutsche,Anzahl,K03360,
2013,"Verden",Oberschule1),Deutsche,Anzahl,K03361,
2013,"Statistische Region Lüneburg",Oberschule1),Deutsche,Anzahl,K033,
2013,"Delmenhorst, Stadt",Oberschule1),Deutsche,Anzahl,K03401,
2013,"Emden, Stadt",Oberschule1),Deutsche,Anzahl,K03402,
2013,"Oldenburg (Oldb), Stadt",Oberschule1),Deutsche,Anzahl,K03403,
2013,"Osnabrück, Stadt",Oberschule1),Deutsche,Anzahl,K03404,
2013,"Wilhelmshaven, Stadt",Oberschule1),Deutsche,Anzahl,K03405,
2013,"Ammerland",Oberschule1),Deutsche,Anzahl,K03451,
2013,"Aurich",Oberschule1),Deutsche,Anzahl,K03452,
2013,"Cloppenburg",Oberschule1),Deutsche,Anzahl,K03453,
2013,"Emsland",Oberschule1),Deutsche,Anzahl,K03454,
2013,"Friesland",Oberschule1),Deutsche,Anzahl,K03455,
2013,"Grafschaft Bentheim",Oberschule1),Deutsche,Anzahl,K03456,
2013,"Leer",Oberschule1),Deutsche,Anzahl,K03457,
2013,"Oldenburg",Oberschule1),Deutsche,Anzahl,K03458,
2013,"Osnabrück",Oberschule1),Deutsche,Anzahl,K03459,
2013,"Vechta",Oberschule1),Deutsche,Anzahl,K03460,
2013,"Wesermarsch",Oberschule1),Deutsche,Anzahl,K03461,
2013,"Wittmund",Oberschule1),Deutsche,Anzahl,K03462,
2013,"Statistische Region Weser-Ems",Oberschule1),Deutsche,Anzahl,K034,
2013,"Niedersachsen",Oberschule1),Deutsche,Anzahl,,
2014,"Braunschweig, Stadt",Oberschule1),Deutsche,Anzahl,K03101,
2014,"Salzgitter, Stadt",Oberschule1),Deutsche,Anzahl,K03102,
2014,"Wolfsburg, Stadt",Oberschule1),Deutsche,Anzahl,K03103,
2014,"Gifhorn",Oberschule1),Deutsche,Anzahl,K03151,306
2014,"Goslar",Oberschule1),Deutsche,Anzahl,K03153,205
2014,"Helmstedt",Oberschule1),Deutsche,Anzahl,K03154,41
2014,"Northeim",Oberschule1),Deutsche,Anzahl,K03155,139
2014,"Peine",Oberschule1),Deutsche,Anzahl,K03157,67
2014,"Wolfenbüttel",Oberschule1),Deutsche,Anzahl,K03158,
2014,"Göttingen",Oberschule1),Deutsche,Anzahl,K03159,253
2014,"Statistische Region Braunschweig",Oberschule1),Deutsche,Anzahl,K031,1011
2014,"Region Hannover",Oberschule1),Deutsche,Anzahl,K03241,155
2014,"dav. Hannover, Lhst.",Oberschule1),Deutsche,Anzahl,K03241001,
2014,"dav. Hannover, Umland",Oberschule1),Deutsche,Anzahl,K03241999,155
2014,"Diepholz",Oberschule1),Deutsche,Anzahl,K03251,369
2014,"Hameln-Pyrmont",Oberschule1),Deutsche,Anzahl,K03252,114
2014,"Hildesheim",Oberschule1),Deutsche,Anzahl,K03254,379
2014,"Holzminden",Oberschule1),Deutsche,Anzahl,K03255,191
2014,"Nienburg (Weser)",Oberschule1),Deutsche,Anzahl,K03256,220
2014,"Schaumburg",Oberschule1),Deutsche,Anzahl,K03257,79
2014,"Statistische Region Hannover",Oberschule1),Deutsche,Anzahl,K032,1507
2014,"Celle",Oberschule1),Deutsche,Anzahl,K03351,
2014,"Cuxhaven",Oberschule1),Deutsche,Anzahl,K03352,499
2014,"Harburg",Oberschule1),Deutsche,Anzahl,K03353,230
2014,"Lüchow-Dannenberg",Oberschule1),Deutsche,Anzahl,K03354,134
2014,"Lüneburg",Oberschule1),Deutsche,Anzahl,K03355,159
2014,"Osterholz",Oberschule1),Deutsche,Anzahl,K03356,81
2014,"Rotenburg (Wümme)",Oberschule1),Deutsche,Anzahl,K03357,553
2014,"Heidekreis",Oberschule1),Deutsche,Anzahl,K03358,236
2014,"Stade",Oberschule1),Deutsche,Anzahl,K03359,572
2014,"Uelzen",Oberschule1),Deutsche,Anzahl,K03360,220
2014,"Verden",Oberschule1),Deutsche,Anzahl,K03361,306
2014,"Statistische Region Lüneburg",Oberschule1),Deutsche,Anzahl,K033,2990
2014,"Delmenhorst, Stadt",Oberschule1),Deutsche,Anzahl,K03401,
2014,"Emden, Stadt",Oberschule1),Deutsche,Anzahl,K03402,
2014,"Oldenburg (Oldb), Stadt",Oberschule1),Deutsche,Anzahl,K03403,459
2014,"Osnabrück, Stadt",Oberschule1),Deutsche,Anzahl,K03404,300
2014,"Wilhelmshaven, Stadt",Oberschule1),Deutsche,Anzahl,K03405,72
2014,"Ammerland",Oberschule1),Deutsche,Anzahl,K03451,193
2014,"Aurich",Oberschule1),Deutsche,Anzahl,K03452,54
2014,"Cloppenburg",Oberschule1),Deutsche,Anzahl,K03453,253
2014,"Emsland",Oberschule1),Deutsche,Anzahl,K03454,915
2014,"Friesland",Oberschule1),Deutsche,Anzahl,K03455,127
2014,"Grafschaft Bentheim",Oberschule1),Deutsche,Anzahl,K03456,
2014,"Leer",Oberschule1),Deutsche,Anzahl,K03457,174
2014,"Oldenburg",Oberschule1),Deutsche,Anzahl,K03458,417
2014,"Osnabrück",Oberschule1),Deutsche,Anzahl,K03459,631
2014,"Vechta",Oberschule1),Deutsche,Anzahl,K03460,206
2014,"Wesermarsch",Oberschule1),Deutsche,Anzahl,K03461,237
2014,"Wittmund",Oberschule1),Deutsche,Anzahl,K03462,56
2014,"Statistische Region Weser-Ems",Oberschule1),Deutsche,Anzahl,K034,4094
2014,"Niedersachsen",Oberschule1),Deutsche,Anzahl,,9602
2015,"Braunschweig, Stadt",Oberschule1),Deutsche,Anzahl,K03101,
2015,"Salzgitter, Stadt",Oberschule1),Deutsche,Anzahl,K03102,
2015,"Wolfsburg, Stadt",Oberschule1),Deutsche,Anzahl,K03103,
2015,"Gifhorn",Oberschule1),Deutsche,Anzahl,K03151,441
2015,"Goslar",Oberschule1),Deutsche,Anzahl,K03153,320
2015,"Helmstedt",Oberschule1),Deutsche,Anzahl,K03154,76
2015,"Northeim",Oberschule1),Deutsche,Anzahl,K03155,223
2015,"Peine",Oberschule1),Deutsche,Anzahl,K03157,40
2015,"Wolfenbüttel",Oberschule1),Deutsche,Anzahl,K03158,
2015,"Göttingen",Oberschule1),Deutsche,Anzahl,K03159,321
2015,"Statistische Region Braunschweig",Oberschule1),Deutsche,Anzahl,K031,1421
2015,"Region Hannover",Oberschule1),Deutsche,Anzahl,K03241,243
2015,"dav. Hannover, Lhst.",Oberschule1),Deutsche,Anzahl,K03241001,
2015,"dav. Hannover, Umland",Oberschule1),Deutsche,Anzahl,K03241999,243
2015,"Diepholz",Oberschule1),Deutsche,Anzahl,K03251,540
2015,"Hameln-Pyrmont",Oberschule1),Deutsche,Anzahl,K03252,234
2015,"Hildesheim",Oberschule1),Deutsche,Anzahl,K03254,445
2015,"Holzminden",Oberschule1),Deutsche,Anzahl,K03255,200
2015,"Nienburg (Weser)",Oberschule1),Deutsche,Anzahl,K03256,231
2015,"Schaumburg",Oberschule1),Deutsche,Anzahl,K03257,259
2015,"Statistische Region Hannover",Oberschule1),Deutsche,Anzahl,K032,2152
2015,"Celle",Oberschule1),Deutsche,Anzahl,K03351,1017
2015,"Cuxhaven",Oberschule1),Deutsche,Anzahl,K03352,481
2015,"Harburg",Oberschule1),Deutsche,Anzahl,K03353,578
2015,"Lüchow-Dannenberg",Oberschule1),Deutsche,Anzahl,K03354,125
2015,"Lüneburg",Oberschule1),Deutsche,Anzahl,K03355,454
2015,"Osterholz",Oberschule1),Deutsche,Anzahl,K03356,83
2015,"Rotenburg (Wümme)",Oberschule1),Deutsche,Anzahl,K03357,607
2015,"Heidekreis",Oberschule1),Deutsche,Anzahl,K03358,376
2015,"Stade",Oberschule1),Deutsche,Anzahl,K03359,517
2015,"Uelzen",Oberschule1),Deutsche,Anzahl,K03360,209
2015,"Verden",Oberschule1),Deutsche,Anzahl,K03361,312
2015,"Statistische Region Lüneburg",Oberschule1),Deutsche,Anzahl,K033,4759
2015,"Delmenhorst, Stadt",Oberschule1),Deutsche,Anzahl,K03401,90
2015,"Emden, Stadt",Oberschule1),Deutsche,Anzahl,K03402,
2015,"Oldenburg (Oldb), Stadt",Oberschule1),Deutsche,Anzahl,K03403,390
2015,"Osnabrück, Stadt",Oberschule1),Deutsche,Anzahl,K03404,273
2015,"Wilhelmshaven, Stadt",Oberschule1),Deutsche,Anzahl,K03405,51
2015,"Ammerland",Oberschule1),Deutsche,Anzahl,K03451,353
2015,"Aurich",Oberschule1),Deutsche,Anzahl,K03452,65
2015,"Cloppenburg",Oberschule1),Deutsche,Anzahl,K03453,513
2015,"Emsland",Oberschule1),Deutsche,Anzahl,K03454,1679
2015,"Friesland",Oberschule1),Deutsche,Anzahl,K03455,409
2015,"Grafschaft Bentheim",Oberschule1),Deutsche,Anzahl,K03456,
2015,"Leer",Oberschule1),Deutsche,Anzahl,K03457,318
2015,"Oldenburg",Oberschule1),Deutsche,Anzahl,K03458,452
2015,"Osnabrück",Oberschule1),Deutsche,Anzahl,K03459,952
2015,"Vechta",Oberschule1),Deutsche,Anzahl,K03460,245
2015,"Wesermarsch",Oberschule1),Deutsche,Anzahl,K03461,386
2015,"Wittmund",Oberschule1),Deutsche,Anzahl,K03462,22
2015,"Statistische Region Weser-Ems",Oberschule1),Deutsche,Anzahl,K034,6198
2015,"Niedersachsen",Oberschule1),Deutsche,Anzahl,,14530
2016,"Braunschweig, Stadt",Oberschule1),Deutsche,Anzahl,K03101,
2016,"Salzgitter, Stadt",Oberschule1),Deutsche,Anzahl,K03102,
2016,"Wolfsburg, Stadt",Oberschule1),Deutsche,Anzahl,K03103,66
2016,"Gifhorn",Oberschule1),Deutsche,Anzahl,K03151,347
2016,"Goslar",Oberschule1),Deutsche,Anzahl,K03153,276
2016,"Helmstedt",Oberschule1),Deutsche,Anzahl,K03154,61
2016,"Northeim",Oberschule1),Deutsche,Anzahl,K03155,222
2016,"Peine",Oberschule1),Deutsche,Anzahl,K03157,52
2016,"Wolfenbüttel",Oberschule1),Deutsche,Anzahl,K03158,
2016,"Göttingen",Oberschule1),Deutsche,Anzahl,K03159,409
2016,"Statistische Region Braunschweig",Oberschule1),Deutsche,Anzahl,K031,1433
2016,"Region Hannover",Oberschule1),Deutsche,Anzahl,K03241,229
2016,"dav. Hannover, Lhst.",Oberschule1),Deutsche,Anzahl,K03241001,
2016,"dav. Hannover, Umland",Oberschule1),Deutsche,Anzahl,K03241999,229
2016,"Diepholz",Oberschule1),Deutsche,Anzahl,K03251,510
2016,"Hameln-Pyrmont",Oberschule1),Deutsche,Anzahl,K03252,201
2016,"Hildesheim",Oberschule1),Deutsche,Anzahl,K03254,524
2016,"Holzminden",Oberschule1),Deutsche,Anzahl,K03255,182
2016,"Nienburg (Weser)",Oberschule1),Deutsche,Anzahl,K03256,218
2016,"Schaumburg",Oberschule1),Deutsche,Anzahl,K03257,276
2016,"Statistische Region Hannover",Oberschule1),Deutsche,Anzahl,K032,2140
2016,"Celle",Oberschule1),Deutsche,Anzahl,K03351,931
2016,"Cuxhaven",Oberschule1),Deutsche,Anzahl,K03352,486
2016,"Harburg",Oberschule1),Deutsche,Anzahl,K03353,549
2016,"Lüchow-Dannenberg",Oberschule1),Deutsche,Anzahl,K03354,115
2016,"Lüneburg",Oberschule1),Deutsche,Anzahl,K03355,520
2016,"Osterholz",Oberschule1),Deutsche,Anzahl,K03356,83
2016,"Rotenburg (Wümme)",Oberschule1),Deutsche,Anzahl,K03357,547
2016,"Heidekreis",Oberschule1),Deutsche,Anzahl,K03358,506
2016,"Stade",Oberschule1),Deutsche,Anzahl,K03359,504
2016,"Uelzen",Oberschule1),Deutsche,Anzahl,K03360,294
2016,"Verden",Oberschule1),Deutsche,Anzahl,K03361,337
2016,"Statistische Region Lüneburg",Oberschule1),Deutsche,Anzahl,K033,4872
2016,"Delmenhorst, Stadt",Oberschule1),Deutsche,Anzahl,K03401,136
2016,"Emden, Stadt",Oberschule1),Deutsche,Anzahl,K03402,
2016,"Oldenburg (Oldb), Stadt",Oberschule1),Deutsche,Anzahl,K03403,392
2016,"Osnabrück, Stadt",Oberschule1),Deutsche,Anzahl,K03404,273
2016,"Wilhelmshaven, Stadt",Oberschule1),Deutsche,Anzahl,K03405,48
2016,"Ammerland",Oberschule1),Deutsche,Anzahl,K03451,462
2016,"Aurich",Oberschule1),Deutsche,Anzahl,K03452,46
2016,"Cloppenburg",Oberschule1),Deutsche,Anzahl,K03453,716
2016,"Emsland",Oberschule1),Deutsche,Anzahl,K03454,1624
2016,"Friesland",Oberschule1),Deutsche,Anzahl,K03455,322
2016,"Grafschaft Bentheim",Oberschule1),Deutsche,Anzahl,K03456,94
2016,"Leer",Oberschule1),Deutsche,Anzahl,K03457,273
2016,"Oldenburg",Oberschule1),Deutsche,Anzahl,K03458,400
2016,"Osnabrück",Oberschule1),Deutsche,Anzahl,K03459,1046
2016,"Vechta",Oberschule1),Deutsche,Anzahl,K03460,425
2016,"Wesermarsch",Oberschule1),Deutsche,Anzahl,K03461,355
2016,"Wittmund",Oberschule1),Deutsche,Anzahl,K03462,39
2016,"Statistische Region Weser-Ems",Oberschule1),Deutsche,Anzahl,K034,6651
2016,"Niedersachsen",Oberschule1),Deutsche,Anzahl,,15096
2017,"Braunschweig, Stadt",Oberschule1),Deutsche,Anzahl,K03101,
2017,"Salzgitter, Stadt",Oberschule1),Deutsche,Anzahl,K03102,
2017,"Wolfsburg, Stadt",Oberschule1),Deutsche,Anzahl,K03103,147
2017,"Gifhorn",Oberschule1),Deutsche,Anzahl,K03151,339
2017,"Goslar",Oberschule1),Deutsche,Anzahl,K03153,350
2017,"Helmstedt",Oberschule1),Deutsche,Anzahl,K03154,68
2017,"Northeim",Oberschule1),Deutsche,Anzahl,K03155,239
