Year,Gebietseinheit,Aufenthaltstitel,Grund der Befristung,Geschlecht,Units,GeoCode,Value
2016,"Celle",zeitlich unbefristet,,insgesamt,Anzahl,K03351,2515
2016,"Cuxhaven",zeitlich unbefristet,,männlich,Anzahl,K03352,930
2016,"Cuxhaven",zeitlich unbefristet,,weiblich,Anzahl,K03352,1055
2016,"Cuxhaven",zeitlich unbefristet,,insgesamt,Anzahl,K03352,1990
2016,"Harburg",zeitlich unbefristet,,männlich,Anzahl,K03353,1670
2016,"Harburg",zeitlich unbefristet,,weiblich,Anzahl,K03353,1885
2016,"Harburg",zeitlich unbefristet,,insgesamt,Anzahl,K03353,3555
2016,"Lüchow-Dannenberg",zeitlich unbefristet,,männlich,Anzahl,K03354,150
2016,"Lüchow-Dannenberg",zeitlich unbefristet,,weiblich,Anzahl,K03354,175
2016,"Lüchow-Dannenberg",zeitlich unbefristet,,insgesamt,Anzahl,K03354,325
2016,"Lüneburg",zeitlich unbefristet,,männlich,Anzahl,K03355,9920
2016,"Lüneburg",zeitlich unbefristet,,weiblich,Anzahl,K03355,11320
2016,"Lüneburg",zeitlich unbefristet,,insgesamt,Anzahl,K03355,21235
2016,"Lüneburg",zeitlich unbefristet,,männlich,Anzahl,K03355,965
2016,"Lüneburg",zeitlich unbefristet,,weiblich,Anzahl,K03355,1070
2016,"Lüneburg",zeitlich unbefristet,,insgesamt,Anzahl,K03355,2035
2016,"Osterholz",zeitlich unbefristet,,männlich,Anzahl,K03356,645
2016,"Osterholz",zeitlich unbefristet,,weiblich,Anzahl,K03356,735
2016,"Osterholz",zeitlich unbefristet,,insgesamt,Anzahl,K03356,1380
2016,"Rotenburg (Wümme)",zeitlich unbefristet,,männlich,Anzahl,K03357,760
2016,"Rotenburg (Wümme)",zeitlich unbefristet,,weiblich,Anzahl,K03357,945
2016,"Rotenburg (Wümme)",zeitlich unbefristet,,insgesamt,Anzahl,K03357,1705
2016,"Heidekreis",zeitlich unbefristet,,männlich,Anzahl,K03358,835
2016,"Heidekreis",zeitlich unbefristet,,weiblich,Anzahl,K03358,920
2016,"Heidekreis",zeitlich unbefristet,,insgesamt,Anzahl,K03358,1755
2016,"Stade",zeitlich unbefristet,,männlich,Anzahl,K03359,1145
2016,"Stade",zeitlich unbefristet,,weiblich,Anzahl,K03359,1300
2016,"Stade",zeitlich unbefristet,,insgesamt,Anzahl,K03359,2445
2016,"Uelzen",zeitlich unbefristet,,männlich,Anzahl,K03360,410
2016,"Uelzen",zeitlich unbefristet,,weiblich,Anzahl,K03360,475
2016,"Uelzen",zeitlich unbefristet,,insgesamt,Anzahl,K03360,880
2016,"Verden",zeitlich unbefristet,,männlich,Anzahl,K03361,1250
2016,"Verden",zeitlich unbefristet,,weiblich,Anzahl,K03361,1405
2016,"Verden",zeitlich unbefristet,,insgesamt,Anzahl,K03361,2655
2016,"Ammerland",zeitlich unbefristet,,männlich,Anzahl,K03451,575
2016,"Ammerland",zeitlich unbefristet,,weiblich,Anzahl,K03451,600
2016,"Ammerland",zeitlich unbefristet,,insgesamt,Anzahl,K03451,1180
2016,"Aurich",zeitlich unbefristet,,männlich,Anzahl,K03452,595
2016,"Aurich",zeitlich unbefristet,,weiblich,Anzahl,K03452,610
2016,"Aurich",zeitlich unbefristet,,insgesamt,Anzahl,K03452,1210
2016,"Cloppenburg",zeitlich unbefristet,,männlich,Anzahl,K03453,1235
2016,"Cloppenburg",zeitlich unbefristet,,weiblich,Anzahl,K03453,1200
2016,"Cloppenburg",zeitlich unbefristet,,insgesamt,Anzahl,K03453,2440
2016,"Emsland",zeitlich unbefristet,,männlich,Anzahl,K03454,1345
2016,"Emsland",zeitlich unbefristet,,weiblich,Anzahl,K03454,1430
2016,"Emsland",zeitlich unbefristet,,insgesamt,Anzahl,K03454,2780
2016,"Friesland",zeitlich unbefristet,,männlich,Anzahl,K03455,285
2016,"Friesland",zeitlich unbefristet,,weiblich,Anzahl,K03455,360
2016,"Friesland",zeitlich unbefristet,,insgesamt,Anzahl,K03455,640
2016,"Grafschaft Bentheim",zeitlich unbefristet,,männlich,Anzahl,K03456,1015
2016,"Grafschaft Bentheim",zeitlich unbefristet,,weiblich,Anzahl,K03456,1060
2016,"Grafschaft Bentheim",zeitlich unbefristet,,insgesamt,Anzahl,K03456,2075
2016,"Leer",zeitlich unbefristet,,männlich,Anzahl,K03457,555
2016,"Leer",zeitlich unbefristet,,weiblich,Anzahl,K03457,635
2016,"Leer",zeitlich unbefristet,,insgesamt,Anzahl,K03457,1190
2016,"Osnabrück",zeitlich unbefristet,,männlich,Anzahl,K03459,2785
2016,"Osnabrück",zeitlich unbefristet,,weiblich,Anzahl,K03459,2720
2016,"Osnabrück",zeitlich unbefristet,,insgesamt,Anzahl,K03459,5510
2016,"Vechta",zeitlich unbefristet,,männlich,Anzahl,K03460,1830
2016,"Vechta",zeitlich unbefristet,,weiblich,Anzahl,K03460,1815
2016,"Vechta",zeitlich unbefristet,,insgesamt,Anzahl,K03460,3640
2016,"Wesermarsch",zeitlich unbefristet,,männlich,Anzahl,K03461,725
2016,"Wesermarsch",zeitlich unbefristet,,weiblich,Anzahl,K03461,780
2016,"Wesermarsch",zeitlich unbefristet,,insgesamt,Anzahl,K03461,1505
2016,"Wittmund",zeitlich unbefristet,,männlich,Anzahl,K03462,160
2016,"Wittmund",zeitlich unbefristet,,weiblich,Anzahl,K03462,155
2016,"Wittmund",zeitlich unbefristet,,insgesamt,Anzahl,K03462,315
2016,"Statistische Region Weser-Ems",zeitlich unbefristet,,männlich,Anzahl,K034,18755
2016,"Statistische Region Weser-Ems",zeitlich unbefristet,,weiblich,Anzahl,K034,19230
2016,"Statistische Region Weser-Ems",zeitlich unbefristet,,insgesamt,Anzahl,K034,37985
2016,"Niedersachsen",zeitlich unbefristet,,männlich,Anzahl,K030,78555
2016,"Niedersachsen",zeitlich unbefristet,,weiblich,Anzahl,K030,82680
2016,"Niedersachsen",zeitlich unbefristet,,insgesamt,Anzahl,K030,161235
2021,"Braunschweig, Stadt",zeitlich befristet,,männlich,Anzahl,K03101,4305
2021,"Braunschweig, Stadt",zeitlich befristet,,weiblich,Anzahl,K03101,3845
2021,"Braunschweig, Stadt",zeitlich befristet,,insgesamt,Anzahl,K03101,8150
2021,"Salzgitter, Stadt",zeitlich befristet,,männlich,Anzahl,K03102,4080
2021,"Salzgitter, Stadt",zeitlich befristet,,weiblich,Anzahl,K03102,3765
2021,"Salzgitter, Stadt",zeitlich befristet,,insgesamt,Anzahl,K03102,7845
2021,"Wolfsburg, Stadt",zeitlich befristet,,männlich,Anzahl,K03103,3160
2021,"Wolfsburg, Stadt",zeitlich befristet,,weiblich,Anzahl,K03103,2970
2021,"Wolfsburg, Stadt",zeitlich befristet,,insgesamt,Anzahl,K03103,6125
2021,"Gifhorn",zeitlich befristet,,männlich,Anzahl,K03151,1625
2021,"Gifhorn",zeitlich befristet,,weiblich,Anzahl,K03151,1595
2021,"Gifhorn",zeitlich befristet,,insgesamt,Anzahl,K03151,3220
2021,"Goslar",zeitlich befristet,,männlich,Anzahl,K03153,2940
2021,"Goslar",zeitlich befristet,,weiblich,Anzahl,K03153,2275
2021,"Goslar",zeitlich befristet,,insgesamt,Anzahl,K03153,5215
2021,"Helmstedt",zeitlich befristet,,männlich,Anzahl,K03154,910
2021,"Helmstedt",zeitlich befristet,,weiblich,Anzahl,K03154,815
2021,"Helmstedt",zeitlich befristet,,insgesamt,Anzahl,K03154,1720
2021,"Northeim",zeitlich befristet,,männlich,Anzahl,K03155,1125
2021,"Northeim",zeitlich befristet,,weiblich,Anzahl,K03155,1120
2021,"Northeim",zeitlich befristet,,insgesamt,Anzahl,K03155,2245
2021,"Peine",zeitlich befristet,,männlich,Anzahl,K03157,2125
2021,"Peine",zeitlich befristet,,weiblich,Anzahl,K03157,2115
2021,"Peine",zeitlich befristet,,insgesamt,Anzahl,K03157,4240
2021,"Wolfenbüttel",zeitlich befristet,,männlich,Anzahl,K03158,1305
2021,"Wolfenbüttel",zeitlich befristet,,weiblich,Anzahl,K03158,1260
2021,"Wolfenbüttel",zeitlich befristet,,insgesamt,Anzahl,K03158,2565
2021,"Göttingen",zeitlich befristet,,männlich,Anzahl,K03159,5320
2021,"Göttingen",zeitlich befristet,,weiblich,Anzahl,K03159,5265
2021,"Göttingen",zeitlich befristet,,insgesamt,Anzahl,K03159,10585
2021,"Statistische Region Braunschweig",zeitlich befristet,,männlich,Anzahl,K031,26890
2021,"Statistische Region Braunschweig",zeitlich befristet,,weiblich,Anzahl,K031,25025
2021,"Statistische Region Braunschweig",zeitlich befristet,,insgesamt,Anzahl,K031,51915
2021,"Hannover  Region",zeitlich befristet,,männlich,Anzahl,K03241,27655
2021,"Hannover  Region",zeitlich befristet,,weiblich,Anzahl,K03241,25255
2021,"Hannover  Region",zeitlich befristet,,insgesamt,Anzahl,K03241,52910
2021,"Diepholz",zeitlich befristet,,männlich,Anzahl,K03251,2450
2021,"Diepholz",zeitlich befristet,,weiblich,Anzahl,K03251,2480
2021,"Diepholz",zeitlich befristet,,insgesamt,Anzahl,K03251,4935
2021,"Hameln-Pyrmont",zeitlich befristet,,männlich,Anzahl,K03252,2900
2021,"Hameln-Pyrmont",zeitlich befristet,,weiblich,Anzahl,K03252,2880
2021,"Hameln-Pyrmont",zeitlich befristet,,insgesamt,Anzahl,K03252,5780
2021,"Hildesheim",zeitlich befristet,,männlich,Anzahl,K03254,4145
2021,"Hildesheim",zeitlich befristet,,weiblich,Anzahl,K03254,3730
2021,"Hildesheim",zeitlich befristet,,insgesamt,Anzahl,K03254,7875
2021,"Holzminden",zeitlich befristet,,männlich,Anzahl,K03255,785
2021,"Holzminden",zeitlich befristet,,weiblich,Anzahl,K03255,685
2021,"Holzminden",zeitlich befristet,,insgesamt,Anzahl,K03255,1475
2021,"Nienburg (Weser)",zeitlich befristet,,männlich,Anzahl,K03256,1725
2021,"Nienburg (Weser)",zeitlich befristet,,weiblich,Anzahl,K03256,1725
2021,"Nienburg (Weser)",zeitlich befristet,,insgesamt,Anzahl,K03256,3450
2021,"Schaumburg",zeitlich befristet,,männlich,Anzahl,K03257,2010
2021,"Schaumburg",zeitlich befristet,,weiblich,Anzahl,K03257,2100
2021,"Schaumburg",zeitlich befristet,,insgesamt,Anzahl,K03257,4110
2021,"Statistische Region Hannover",zeitlich befristet,,männlich,Anzahl,K032,41675
2021,"Statistische Region Hannover",zeitlich befristet,,weiblich,Anzahl,K032,38860
2021,"Statistische Region Hannover",zeitlich befristet,,insgesamt,Anzahl,K032,80535
2021,"Celle",zeitlich befristet,,männlich,Anzahl,K03351,2595
2021,"Celle",zeitlich befristet,,weiblich,Anzahl,K03351,2450
2021,"Celle",zeitlich befristet,,insgesamt,Anzahl,K03351,5045
2021,"Cuxhaven",zeitlich befristet,,männlich,Anzahl,K03352,1755
2021,"Cuxhaven",zeitlich befristet,,weiblich,Anzahl,K03352,1605
2021,"Cuxhaven",zeitlich befristet,,insgesamt,Anzahl,K03352,3360
2021,"Harburg",zeitlich befristet,,männlich,Anzahl,K03353,2470
2021,"Harburg",zeitlich befristet,,weiblich,Anzahl,K03353,1995
2021,"Harburg",zeitlich befristet,,insgesamt,Anzahl,K03353,4465
2021,"Lüchow-Dannenberg",zeitlich befristet,,männlich,Anzahl,K03354,380
2021,"Lüchow-Dannenberg",zeitlich befristet,,weiblich,Anzahl,K03354,315
2021,"Lüchow-Dannenberg",zeitlich befristet,,insgesamt,Anzahl,K03354,695
2021,"Lüneburg",zeitlich befristet,,männlich,Anzahl,K03355,2510
2021,"Lüneburg",zeitlich befristet,,weiblich,Anzahl,K03355,2245
2021,"Lüneburg",zeitlich befristet,,insgesamt,Anzahl,K03355,4755
2021,"Osterholz",zeitlich befristet,,männlich,Anzahl,K03356,1260
2021,"Osterholz",zeitlich befristet,,weiblich,Anzahl,K03356,1275
2021,"Osterholz",zeitlich befristet,,insgesamt,Anzahl,K03356,2530
2021,"Rotenburg (Wümme)",zeitlich befristet,,männlich,Anzahl,K03357,1565
2021,"Rotenburg (Wümme)",zeitlich befristet,,weiblich,Anzahl,K03357,1520
2021,"Rotenburg (Wümme)",zeitlich befristet,,insgesamt,Anzahl,K03357,3085
2021,"Heidekreis",zeitlich befristet,,männlich,Anzahl,K03358,1600
2021,"Heidekreis",zeitlich befristet,,weiblich,Anzahl,K03358,1590
2021,"Heidekreis",zeitlich befristet,,insgesamt,Anzahl,K03358,3190
2021,"Stade",zeitlich befristet,,männlich,Anzahl,K03359,3055
2021,"Stade",zeitlich befristet,,weiblich,Anzahl,K03359,2645
2021,"Stade",zeitlich befristet,,insgesamt,Anzahl,K03359,5695
2021,"Uelzen",zeitlich befristet,,männlich,Anzahl,K03360,875
2021,"Uelzen",zeitlich befristet,,weiblich,Anzahl,K03360,915
2021,"Uelzen",zeitlich befristet,,insgesamt,Anzahl,K03360,1790
2021,"Verden",zeitlich befristet,,männlich,Anzahl,K03361,1850
2021,"Verden",zeitlich befristet,,weiblich,Anzahl,K03361,1795
2021,"Verden",zeitlich befristet,,insgesamt,Anzahl,K03361,3645
2021,"Statistische Region Lüneburg",zeitlich befristet,,männlich,Anzahl,K033,19920
2021,"Statistische Region Lüneburg",zeitlich befristet,,weiblich,Anzahl,K033,18345
2021,"Statistische Region Lüneburg",zeitlich befristet,,insgesamt,Anzahl,K033,38260
2021,"Delmenhorst, Stadt",zeitlich befristet,,männlich,Anzahl,K03401,2070
2021,"Delmenhorst, Stadt",zeitlich befristet,,weiblich,Anzahl,K03401,2055
2021,"Delmenhorst, Stadt",zeitlich befristet,,insgesamt,Anzahl,K03401,4130
2021,"Emden  Stadt",zeitlich befristet,,männlich,Anzahl,K03402,1175
2021,"Emden  Stadt",zeitlich befristet,,weiblich,Anzahl,K03402,825
2021,"Emden  Stadt",zeitlich befristet,,insgesamt,Anzahl,K03402,2000
2021,"Oldenburg(Oldb), Stadt",zeitlich befristet,,männlich,Anzahl,K03403,4025
2021,"Oldenburg(Oldb), Stadt",zeitlich befristet,,weiblich,Anzahl,K03403,3940
2021,"Oldenburg(Oldb), Stadt",zeitlich befristet,,insgesamt,Anzahl,K03403,7965
2021,"Osnabrück, Stadt",zeitlich befristet,,männlich,Anzahl,K03404,3805
2021,"Osnabrück, Stadt",zeitlich befristet,,weiblich,Anzahl,K03404,3505
2021,"Osnabrück, Stadt",zeitlich befristet,,insgesamt,Anzahl,K03404,7310
2021,"Wilhelmshaven, Stadt",zeitlich befristet,,männlich,Anzahl,K03405,2145
2021,"Wilhelmshaven, Stadt",zeitlich befristet,,weiblich,Anzahl,K03405,1825
2021,"Wilhelmshaven, Stadt",zeitlich befristet,,insgesamt,Anzahl,K03405,3975
2021,"Ammerland",zeitlich befristet,,männlich,Anzahl,K03451,1070
2021,"Ammerland",zeitlich befristet,,weiblich,Anzahl,K03451,1090
2021,"Ammerland",zeitlich befristet,,insgesamt,Anzahl,K03451,2160
2021,"Aurich",zeitlich befristet,,männlich,Anzahl,K03452,1550
2021,"Aurich",zeitlich befristet,,weiblich,Anzahl,K03452,1275
2021,"Aurich",zeitlich befristet,,insgesamt,Anzahl,K03452,2820
2021,"Cloppenburg",zeitlich befristet,,männlich,Anzahl,K03453,1750
2021,"Cloppenburg",zeitlich befristet,,weiblich,Anzahl,K03453,1635
2021,"Cloppenburg",zeitlich befristet,,insgesamt,Anzahl,K03453,3385
2021,"Emsland",zeitlich befristet,,männlich,Anzahl,K03454,3860
2021,"Emsland",zeitlich befristet,,weiblich,Anzahl,K03454,3355
2021,"Emsland",zeitlich befristet,,insgesamt,Anzahl,K03454,7215
2021,"Friesland",zeitlich befristet,,männlich,Anzahl,K03455,865
2021,"Friesland",zeitlich befristet,,weiblich,Anzahl,K03455,785
2021,"Friesland",zeitlich befristet,,insgesamt,Anzahl,K03455,1650
2021,"Grafschaft Bentheim",zeitlich befristet,,männlich,Anzahl,K03456,1490
2021,"Grafschaft Bentheim",zeitlich befristet,,weiblich,Anzahl,K03456,1400
2021,"Grafschaft Bentheim",zeitlich befristet,,insgesamt,Anzahl,K03456,2890
2021,"Leer",zeitlich befristet,,männlich,Anzahl,K03457,1775
2021,"Leer",zeitlich befristet,,weiblich,Anzahl,K03457,1605
2021,"Leer",zeitlich befristet,,insgesamt,Anzahl,K03457,3380
2021,"Oldenburg",zeitlich befristet,,männlich,Anzahl,K03458,1395
2021,"Oldenburg",zeitlich befristet,,weiblich,Anzahl,K03458,1435
2021,"Oldenburg",zeitlich befristet,,insgesamt,Anzahl,K03458,2830
2021,"Osnabrück",zeitlich befristet,,männlich,Anzahl,K03459,2405
2021,"Osnabrück",zeitlich befristet,,weiblich,Anzahl,K03459,2485
2021,"Osnabrück",zeitlich befristet,,insgesamt,Anzahl,K03459,4890
2021,"Vechta",zeitlich befristet,,männlich,Anzahl,K03460,2815
2021,"Vechta",zeitlich befristet,,weiblich,Anzahl,K03460,2745
2021,"Vechta",zeitlich befristet,,insgesamt,Anzahl,K03460,5560
2021,"Wesermarsch",zeitlich befristet,,männlich,Anzahl,K03461,790
2021,"Wesermarsch",zeitlich befristet,,weiblich,Anzahl,K03461,730
2021,"Wesermarsch",zeitlich befristet,,insgesamt,Anzahl,K03461,1520
2021,"Wittmund",zeitlich befristet,,männlich,Anzahl,K03462,390
2021,"Wittmund",zeitlich befristet,,weiblich,Anzahl,K03462,370
2021,"Wittmund",zeitlich befristet,,insgesamt,Anzahl,K03462,760
2021,"Statistische Region Weser-Ems",zeitlich befristet,,männlich,Anzahl,K034,33375
2021,"Statistische Region Weser-Ems",zeitlich befristet,,weiblich,Anzahl,K034,31060
2021,"Statistische Region Weser-Ems",zeitlich befristet,,insgesamt,Anzahl,K034,64440
2021,"Niedersachsen",zeitlich befristet,,männlich,Anzahl,K030,121860
2021,"Niedersachsen",zeitlich befristet,,weiblich,Anzahl,K030,113290
2021,"Niedersachsen",zeitlich befristet,,insgesamt,Anzahl,K030,235150
2020,"Braunschweig, Stadt",zeitlich befristet,,männlich,Anzahl,K03101,5075
2020,"Braunschweig, Stadt",zeitlich befristet,,weiblich,Anzahl,K03101,4095
2020,"Braunschweig, Stadt",zeitlich befristet,,insgesamt,Anzahl,K03101,9170
2020,"Salzgitter, Stadt",zeitlich befristet,,männlich,Anzahl,K03102,3995
2020,"Salzgitter, Stadt",zeitlich befristet,,weiblich,Anzahl,K03102,3550
2020,"Salzgitter, Stadt",zeitlich befristet,,insgesamt,Anzahl,K03102,7545
2020,"Wolfsburg, Stadt",zeitlich befristet,,männlich,Anzahl,K03103,3110
2020,"Wolfsburg, Stadt",zeitlich befristet,,weiblich,Anzahl,K03103,2810
2020,"Wolfsburg, Stadt",zeitlich befristet,,insgesamt,Anzahl,K03103,5920
2020,"Gifhorn",zeitlich befristet,,männlich,Anzahl,K03151,1395
2020,"Gifhorn",zeitlich befristet,,weiblich,Anzahl,K03151,1345
2020,"Gifhorn",zeitlich befristet,,insgesamt,Anzahl,K03151,2740
2020,"Goslar",zeitlich befristet,,männlich,Anzahl,K03153,2930
2020,"Goslar",zeitlich befristet,,weiblich,Anzahl,K03153,2240
2020,"Goslar",zeitlich befristet,,insgesamt,Anzahl,K03153,5170
2020,"Helmstedt",zeitlich befristet,,männlich,Anzahl,K03154,890
2020,"Helmstedt",zeitlich befristet,,weiblich,Anzahl,K03154,800
2020,"Helmstedt",zeitlich befristet,,insgesamt,Anzahl,K03154,1690
2020,"Northeim",zeitlich befristet,,männlich,Anzahl,K03155,1090
2020,"Northeim",zeitlich befristet,,weiblich,Anzahl,K03155,1025
2020,"Northeim",zeitlich befristet,,insgesamt,Anzahl,K03155,2115
2020,"Peine",zeitlich befristet,,männlich,Anzahl,K03157,2065
2020,"Peine",zeitlich befristet,,weiblich,Anzahl,K03157,1980
2020,"Peine",zeitlich befristet,,insgesamt,Anzahl,K03157,4045
2020,"Wolfenbüttel",zeitlich befristet,,männlich,Anzahl,K03158,1355
2020,"Wolfenbüttel",zeitlich befristet,,weiblich,Anzahl,K03158,1210
2020,"Wolfenbüttel",zeitlich befristet,,insgesamt,Anzahl,K03158,2565
2020,"Göttingen",zeitlich befristet,,männlich,Anzahl,K03159,5050
2020,"Göttingen",zeitlich befristet,,weiblich,Anzahl,K03159,4970
2020,"Göttingen",zeitlich befristet,,insgesamt,Anzahl,K03159,10020
2020,"Statistische Region Braunschweig",zeitlich befristet,,männlich,Anzahl,K031,26945
2020,"Statistische Region Braunschweig",zeitlich befristet,,weiblich,Anzahl,K031,24020
2020,"Statistische Region Braunschweig",zeitlich befristet,,insgesamt,Anzahl,K031,50970
2020,"Hannover  Region",zeitlich befristet,,männlich,Anzahl,K03241,27790
2020,"Hannover  Region",zeitlich befristet,,weiblich,Anzahl,K03241,24695
2020,"Hannover  Region",zeitlich befristet,,insgesamt,Anzahl,K03241,52490
2020,"Diepholz",zeitlich befristet,,männlich,Anzahl,K03251,2475
2020,"Diepholz",zeitlich befristet,,weiblich,Anzahl,K03251,2405
2020,"Diepholz",zeitlich befristet,,insgesamt,Anzahl,K03251,4880
2020,"Hameln-Pyrmont",zeitlich befristet,,männlich,Anzahl,K03252,2840
2020,"Hameln-Pyrmont",zeitlich befristet,,weiblich,Anzahl,K03252,2690
2020,"Hameln-Pyrmont",zeitlich befristet,,insgesamt,Anzahl,K03252,5535
2020,"Hildesheim",zeitlich befristet,,männlich,Anzahl,K03254,3980
2020,"Hildesheim",zeitlich befristet,,weiblich,Anzahl,K03254,3455
2020,"Hildesheim",zeitlich befristet,,insgesamt,Anzahl,K03254,7435
2020,"Holzminden",zeitlich befristet,,männlich,Anzahl,K03255,775
2020,"Holzminden",zeitlich befristet,,weiblich,Anzahl,K03255,645
2020,"Holzminden",zeitlich befristet,,insgesamt,Anzahl,K03255,1415
2020,"Nienburg (Weser)",zeitlich befristet,,männlich,Anzahl,K03256,1545
2020,"Nienburg (Weser)",zeitlich befristet,,weiblich,Anzahl,K03256,1500
2020,"Nienburg (Weser)",zeitlich befristet,,insgesamt,Anzahl,K03256,3045
2020,"Schaumburg",zeitlich befristet,,männlich,Anzahl,K03257,2120
2020,"Schaumburg",zeitlich befristet,,weiblich,Anzahl,K03257,2110
2020,"Schaumburg",zeitlich befristet,,insgesamt,Anzahl,K03257,4235
2020,"Statistische Region Hannover",zeitlich befristet,,männlich,Anzahl,K032,41530
2020,"Statistische Region Hannover",zeitlich befristet,,weiblich,Anzahl,K032,37505
2020,"Statistische Region Hannover",zeitlich befristet,,insgesamt,Anzahl,K032,79030
2020,"Celle",zeitlich befristet,,männlich,Anzahl,K03351,2610
2020,"Celle",zeitlich befristet,,weiblich,Anzahl,K03351,2375
2020,"Celle",zeitlich befristet,,insgesamt,Anzahl,K03351,4985
2020,"Cuxhaven",zeitlich befristet,,männlich,Anzahl,K03352,1800
2020,"Cuxhaven",zeitlich befristet,,weiblich,Anzahl,K03352,1575
2020,"Cuxhaven",zeitlich befristet,,insgesamt,Anzahl,K03352,3375
2020,"Harburg",zeitlich befristet,,männlich,Anzahl,K03353,2635
2020,"Harburg",zeitlich befristet,,weiblich,Anzahl,K03353,2130
2020,"Harburg",zeitlich befristet,,insgesamt,Anzahl,K03353,4765
2020,"Lüchow-Dannenberg",zeitlich befristet,,männlich,Anzahl,K03354,355
2020,"Lüchow-Dannenberg",zeitlich befristet,,weiblich,Anzahl,K03354,310
2020,"Lüchow-Dannenberg",zeitlich befristet,,insgesamt,Anzahl,K03354,665
2020,"Lüneburg",zeitlich befristet,,männlich,Anzahl,K03355,2615
2020,"Lüneburg",zeitlich befristet,,weiblich,Anzahl,K03355,2165
2020,"Lüneburg",zeitlich befristet,,insgesamt,Anzahl,K03355,4780
2020,"Osterholz",zeitlich befristet,,männlich,Anzahl,K03356,1195
2020,"Osterholz",zeitlich befristet,,weiblich,Anzahl,K03356,1190
2020,"Osterholz",zeitlich befristet,,insgesamt,Anzahl,K03356,2385
2020,"Rotenburg (Wümme)",zeitlich befristet,,männlich,Anzahl,K03357,1570
2020,"Rotenburg (Wümme)",zeitlich befristet,,weiblich,Anzahl,K03357,1410
2020,"Rotenburg (Wümme)",zeitlich befristet,,insgesamt,Anzahl,K03357,2980
2020,"Heidekreis",zeitlich befristet,,männlich,Anzahl,K03358,1595
2020,"Heidekreis",zeitlich befristet,,weiblich,Anzahl,K03358,1450
2020,"Heidekreis",zeitlich befristet,,insgesamt,Anzahl,K03358,3045
2020,"Stade",zeitlich befristet,,männlich,Anzahl,K03359,2965
2020,"Stade",zeitlich befristet,,weiblich,Anzahl,K03359,2450
2020,"Stade",zeitlich befristet,,insgesamt,Anzahl,K03359,5415
2020,"Uelzen",zeitlich befristet,,männlich,Anzahl,K03360,975
2020,"Uelzen",zeitlich befristet,,weiblich,Anzahl,K03360,900
2020,"Uelzen",zeitlich befristet,,insgesamt,Anzahl,K03360,1875
2020,"Verden",zeitlich befristet,,männlich,Anzahl,K03361,1875
2020,"Verden",zeitlich befristet,,weiblich,Anzahl,K03361,1705
2020,"Verden",zeitlich befristet,,insgesamt,Anzahl,K03361,3580
2020,"Statistische Region Lüneburg",zeitlich befristet,,männlich,Anzahl,K033,20185
2020,"Statistische Region Lüneburg",zeitlich befristet,,weiblich,Anzahl,K033,17670
2020,"Statistische Region Lüneburg",zeitlich befristet,,insgesamt,Anzahl,K033,37855
2020,"Delmenhorst, Stadt",zeitlich befristet,,männlich,Anzahl,K03401,2020
2020,"Delmenhorst, Stadt",zeitlich befristet,,weiblich,Anzahl,K03401,1995
2020,"Delmenhorst, Stadt",zeitlich befristet,,insgesamt,Anzahl,K03401,4015
2020,"Emden  Stadt",zeitlich befristet,,männlich,Anzahl,K03402,1095
2020,"Emden  Stadt",zeitlich befristet,,weiblich,Anzahl,K03402,765
2020,"Emden  Stadt",zeitlich befristet,,insgesamt,Anzahl,K03402,1860
2020,"Oldenburg(Oldb), Stadt",zeitlich befristet,,männlich,Anzahl,K03403,3910
2020,"Oldenburg(Oldb), Stadt",zeitlich befristet,,weiblich,Anzahl,K03403,3740
2020,"Oldenburg(Oldb), Stadt",zeitlich befristet,,insgesamt,Anzahl,K03403,7650
2020,"Osnabrück, Stadt",zeitlich befristet,,männlich,Anzahl,K03404,3685
2020,"Osnabrück, Stadt",zeitlich befristet,,weiblich,Anzahl,K03404,3135
2020,"Osnabrück, Stadt",zeitlich befristet,,insgesamt,Anzahl,K03404,6820
2020,"Wilhelmshaven, Stadt",zeitlich befristet,,männlich,Anzahl,K03405,1970
2020,"Wilhelmshaven, Stadt",zeitlich befristet,,weiblich,Anzahl,K03405,1645
2020,"Wilhelmshaven, Stadt",zeitlich befristet,,insgesamt,Anzahl,K03405,3610
2020,"Ammerland",zeitlich befristet,,männlich,Anzahl,K03451,1180
2020,"Ammerland",zeitlich befristet,,weiblich,Anzahl,K03451,1215
2020,"Ammerland",zeitlich befristet,,insgesamt,Anzahl,K03451,2395
2020,"Aurich",zeitlich befristet,,männlich,Anzahl,K03452,1600
2020,"Aurich",zeitlich befristet,,weiblich,Anzahl,K03452,1230
2020,"Aurich",zeitlich befristet,,insgesamt,Anzahl,K03452,2830
2020,"Cloppenburg",zeitlich befristet,,männlich,Anzahl,K03453,1830
2020,"Cloppenburg",zeitlich befristet,,weiblich,Anzahl,K03453,1720
2020,"Cloppenburg",zeitlich befristet,,insgesamt,Anzahl,K03453,3550
2020,"Emsland",zeitlich befristet,,männlich,Anzahl,K03454,3795
2020,"Emsland",zeitlich befristet,,weiblich,Anzahl,K03454,3240
2020,"Emsland",zeitlich befristet,,insgesamt,Anzahl,K03454,7035
2020,"Friesland",zeitlich befristet,,männlich,Anzahl,K03455,835
2020,"Friesland",zeitlich befristet,,weiblich,Anzahl,K03455,750
