Year,Gebietseinheit,Geschlecht,Aufenthalstitel,Aufenthaltsstatus,Geocode,Value
2019,Gifhorn,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03151,1345
2019,Gifhorn,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03151,2545
2019,Goslar,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03153,1200
2019,Goslar,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03153,1230
2019,Goslar,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03153,2430
2019,Helmstedt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03154,660
2019,Helmstedt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03154,695
2019,Helmstedt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03154,1360
2019,Northeim,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03155,750
2019,Northeim,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03155,840
2019,Northeim,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03155,1590
2019,Peine,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03157,1375
2019,Peine,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03157,1400
2019,Peine,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03157,2775
2019,Wolfenbüttel,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03158,710
2019,Wolfenbüttel,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03158,835
2019,Wolfenbüttel,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03158,1550
2019,Göttingen,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03159,2765
2019,Göttingen,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03159,2980
2019,Göttingen,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03159,5745
2019,Statistische Region Braunschweig,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K031,16605
2019,Statistische Region Braunschweig,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K031,17505
2019,Statistische Region Braunschweig,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K031,34105
2019,Hannover  Region,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03241,24340
2019,Hannover  Region,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03241,24720
2019,Hannover  Region,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03241,49060
2019,Diepholz,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03251,1390
2019,Diepholz,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03251,1635
2019,Diepholz,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03251,3025
2019,Hameln-Pyrmont,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03252,2115
2019,Hameln-Pyrmont,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03252,2220
2019,Hameln-Pyrmont,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03252,4335
2019,Hildesheim,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03254,2570
2019,Hildesheim,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03254,2795
2019,Hildesheim,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03254,5365
2019,Holzminden,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03255,700
2019,Holzminden,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03255,720
2019,Holzminden,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03255,1420
2019,Nienburg (Weser),männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03256,875
2019,Nienburg (Weser),weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03256,995
2019,Nienburg (Weser),insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03256,1870
2019,Schaumburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03257,1490
2019,Schaumburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03257,1545
2019,Schaumburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03257,3030
2019,Statistische Region Hannover,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K032,33480
2019,Statistische Region Hannover,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K032,34625
2019,Statistische Region Hannover,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K032,68105
2019,Celle,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03351,1130
2019,Celle,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03351,1320
2019,Celle,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03351,2450
2019,Cuxhaven,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03352,890
2019,Cuxhaven,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03352,1040
2019,Cuxhaven,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03352,1930
2019,Harburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03353,1860
2019,Harburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03353,2015
2019,Harburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03353,3880
2019,Lüchow-Dannenberg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03354,130
2019,Lüchow-Dannenberg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03354,195
2019,Lüchow-Dannenberg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03354,330
2019,Lüneburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,10185
2019,Lüneburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,11595
2019,Lüneburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,21780
2019,Lüneburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,950
2019,Lüneburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,1050
2019,Lüneburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,2000
2019,Osterholz,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03356,660
2019,Osterholz,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03356,780
2019,Osterholz,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03356,1440
2019,Rotenburg (Wümme),männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03357,810
2019,Rotenburg (Wümme),weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03357,975
2019,Rotenburg (Wümme),insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03357,1785
2019,Heidekreis,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03358,890
2019,Heidekreis,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03358,960
2019,Heidekreis,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03358,1850
2019,Stade,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03359,1180
2019,Stade,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03359,1350
2019,Stade,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03359,2535
2019,Uelzen,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03360,435
2019,Uelzen,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03360,500
2019,Uelzen,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03360,940
2019,Verden,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03361,1245
2019,Verden,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03361,1395
2019,Verden,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03361,2640
2019,Delmenhorst  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03401,1565
2019,Delmenhorst  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03401,1500
2019,Delmenhorst  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03401,3065
2019,Emden  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03402,295
2019,Emden  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03402,295
2019,Emden  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03402,590
2019,Oldenburg(Oldb)  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03403,1695
2019,Oldenburg(Oldb)  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03403,1710
2019,Oldenburg(Oldb)  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03403,3400
2019,Osnabrück  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03404,2720
2019,Osnabrück  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03404,2650
2019,Osnabrück  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03404,5370
2019,Wilhelmshaven  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03405,520
2019,Wilhelmshaven  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03405,560
2019,Wilhelmshaven  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03405,1080
2019,Ammerland,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03451,600
2019,Ammerland,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03451,645
2019,Ammerland,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03451,1245
2019,Aurich,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03452,580
2019,Aurich,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03452,605
2019,Aurich,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03452,1185
2019,Cloppenburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03453,1200
2019,Cloppenburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03453,1200
2019,Cloppenburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03453,2395
2019,Emsland,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03454,1420
2019,Emsland,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03454,1550
2019,Emsland,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03454,2970
2019,Friesland,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03455,295
2019,Friesland,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03455,360
2019,Friesland,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03455,655
2019,Grafschaft Bentheim,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03456,1000
2019,Grafschaft Bentheim,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03456,1075
2019,Grafschaft Bentheim,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03456,2075
2019,Leer,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03457,585
2019,Leer,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03457,660
2019,Leer,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03457,1245
2019,Oldenburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03458,660
2019,Oldenburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03458,720
2019,Oldenburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03458,1380
2019,Osnabrück,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03459,2705
2019,Osnabrück,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03459,3015
2019,Osnabrück,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03459,5720
2019,Vechta,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03460,1760
2019,Vechta,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03460,1800
2019,Vechta,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03460,3565
2019,Wesermarsch,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03461,695
2019,Wesermarsch,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03461,765
2019,Wesermarsch,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03461,1460
2019,Wittmund,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03462,155
2019,Wittmund,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03462,170
2019,Wittmund,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03462,325
2019,Statistische Region Weser-Ems,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K034,18450
2019,Statistische Region Weser-Ems,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K034,19275
2019,Statistische Region Weser-Ems,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K034,37730
2019,Niedersachsen,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K030,78720
2019,Niedersachsen,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K030,83000
2019,Niedersachsen,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K030,161720
2018,Braunschweig  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03101,3900
2018,Braunschweig  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03101,4000
2018,Braunschweig  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03101,7900
2018,Salzgitter  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03102,2745
2018,Salzgitter  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03102,2785
2018,Salzgitter  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03102,5530
2018,Wolfsburg  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03103,1210
2018,Wolfsburg  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03103,1435
2018,Wolfsburg  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03103,2640
2018,Gifhorn,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03151,1230
2018,Gifhorn,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03151,1345
2018,Gifhorn,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03151,2575
2018,Goslar,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03153,1200
2018,Goslar,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03153,1235
2018,Goslar,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03153,2430
2018,Helmstedt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03154,675
2018,Helmstedt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03154,690
2018,Helmstedt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03154,1365
2018,Northeim,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03155,755
2018,Northeim,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03155,840
2018,Northeim,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03155,1595
2018,Peine,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03157,1405
2018,Peine,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03157,1420
2018,Peine,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03157,2825
2018,Wolfenbüttel,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03158,720
2018,Wolfenbüttel,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03158,840
2018,Wolfenbüttel,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03158,1560
2018,Göttingen,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03159,2805
2018,Göttingen,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03159,2995
2018,Göttingen,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03159,5800
2018,Statistische Region Braunschweig,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K031,16640
2018,Statistische Region Braunschweig,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K031,17580
2018,Statistische Region Braunschweig,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K031,34220
2018,Hannover  Region,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03241,24215
2018,Hannover  Region,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03241,24740
2018,Hannover  Region,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03241,48955
2018,Diepholz,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03251,1385
2018,Diepholz,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03251,1650
2018,Diepholz,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03251,3035
2018,Hameln-Pyrmont,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03252,2120
2018,Hameln-Pyrmont,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03252,2265
2018,Hameln-Pyrmont,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03252,4385
2018,Hildesheim,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03254,2605
2018,Hildesheim,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03254,2860
2018,Hildesheim,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03254,5465
2018,Holzminden,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03255,685
2018,Holzminden,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03255,730
2018,Holzminden,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03255,1415
2018,Nienburg (Weser),männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03256,905
2018,Nienburg (Weser),weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03256,1020
2018,Nienburg (Weser),insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03256,1925
2018,Schaumburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03257,1500
2018,Schaumburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03257,1565
2018,Schaumburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03257,3065
2018,Statistische Region Hannover,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K032,33415
2018,Statistische Region Hannover,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K032,34825
2018,Statistische Region Hannover,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K032,68245
2018,Celle,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03351,1135
2018,Celle,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03351,1365
2018,Celle,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03351,2500
2018,Cuxhaven,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03352,895
2018,Cuxhaven,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03352,1055
2018,Cuxhaven,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03352,1950
2018,Harburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03353,1815
2018,Harburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03353,2000
2018,Harburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03353,3815
2018,Lüchow-Dannenberg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03354,135
2018,Lüchow-Dannenberg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03354,190
2018,Lüchow-Dannenberg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03354,325
2018,Lüneburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,10145
2018,Lüneburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,11600
2018,Lüneburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,21745
2018,Lüneburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,945
2018,Lüneburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,1070
2018,Lüneburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03355,2010
2018,Osterholz,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03356,670
2018,Osterholz,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03356,760
2018,Osterholz,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03356,1430
2018,Rotenburg (Wümme),männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03357,825
2018,Rotenburg (Wümme),weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03357,950
2018,Rotenburg (Wümme),insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03357,1775
2018,Heidekreis,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03358,850
2018,Heidekreis,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03358,965
2018,Heidekreis,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03358,1815
2018,Stade,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03359,1190
2018,Stade,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03359,1340
2018,Stade,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03359,2530
2018,Uelzen,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03360,445
2018,Uelzen,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03360,510
2018,Uelzen,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03360,950
2018,Verden,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03361,1240
2018,Verden,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03361,1400
2018,Verden,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03361,2640
2018,Delmenhorst  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03401,1570
2018,Delmenhorst  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03401,1510
2018,Delmenhorst  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03401,3080
2018,Emden  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03402,300
2018,Emden  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03402,305
2018,Emden  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03402,605
2018,Oldenburg(Oldb)  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03403,1735
2018,Oldenburg(Oldb)  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03403,1715
2018,Oldenburg(Oldb)  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03403,3450
2018,Osnabrück  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03404,2730
2018,Osnabrück  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03404,2665
2018,Osnabrück  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03404,5395
2018,Wilhelmshaven  Stadt,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03405,530
2018,Wilhelmshaven  Stadt,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03405,565
2018,Wilhelmshaven  Stadt,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03405,1095
2018,Ammerland,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03451,585
2018,Ammerland,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03451,630
2018,Ammerland,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03451,1215
2018,Aurich,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03452,600
2018,Aurich,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03452,610
2018,Aurich,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03452,1210
2018,Cloppenburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03453,1215
2018,Cloppenburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03453,1200
2018,Cloppenburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03453,2410
2018,Emsland,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03454,1390
2018,Emsland,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03454,1515
2018,Emsland,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03454,2905
2018,Friesland,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03455,295
2018,Friesland,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03455,375
2018,Friesland,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03455,670
2018,Grafschaft Bentheim,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03456,990
2018,Grafschaft Bentheim,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03456,1085
2018,Grafschaft Bentheim,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03456,2075
2018,Leer,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03457,585
2018,Leer,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03457,660
2018,Leer,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03457,1245
2018,Oldenburg,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03458,690
2018,Oldenburg,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03458,745
2018,Oldenburg,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03458,1435
2018,Osnabrück,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03459,2735
2018,Osnabrück,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03459,2980
2018,Osnabrück,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03459,5715
2018,Vechta,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03460,1800
2018,Vechta,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03460,1815
2018,Vechta,insgesamt,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03460,3620
2018,Wesermarsch,männlich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03461,715
2018,Wesermarsch,weiblich,Aufenthaltstitel erforderlich,zeitlich unbefristet,K03461,780
