Year,Gebietseinheit,Kategorie,Nationalität,Units,GeoCode,Value
2014,Holzminden,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,923
2014,Nienburg (Weser),Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1990
2014,Schaumburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3128
2014,Statistische Region Hannover,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,66561
2014,Celle,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3215
2014,Cuxhaven,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2907
2014,Harburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3755
2014,Lüchow-Dannenberg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,634
2014,Lüneburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2948
2014,Osterholz,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1554
2014,Rotenburg (Wümme),Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1666
2014,Heidekreis,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2269
2014,Stade,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3211
2014,Uelzen,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1107
2014,Verden,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2365
2014,Statistische Region Lüneburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,25631
2014,Delmenhorst  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3523
2014,Emden  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,953
2014,Oldenburg(Oldb)  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,4117
2014,Osnabrück  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,6374
2014,Wilhelmshaven  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1704
2014,Ammerland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1299
2014,Aurich,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2273
2014,Cloppenburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2094
2014,Emsland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3184
2014,Friesland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1104
2014,Grafschaft Bentheim,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2243
2014,Leer,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1927
2014,Oldenburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1673
2014,Osnabrück,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3353
2014,Vechta,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2475
2014,Wesermarsch,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1570
2014,Wittmund,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,604
2014,Statistische Region Weser-Ems,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,40470
2014,Niedersachsen,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,160492
2012,Braunschweig  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,4209
2012,Salzgitter  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2518
2012,Wolfsburg  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1972
2012,Gifhorn,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1751
2012,Göttingen,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3756
2012,Goslar,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1866
2012,Helmstedt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,933
2012,Northeim,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1924
2012,Osterode,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,870
2012,Peine,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1605
2012,Wolfenbüttel,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1427
2012,Statistische Region Braunschweig,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,22831
2012,Hannover  Region,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,40167
2012,dav. Hannover  Lhst.,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,27217
2012,dav. Hannover  Umland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,12950
2012,Diepholz,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2429
2012,Hameln-Pyrmont,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3380
2012,Hildesheim,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,4711
2012,Holzminden,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,769
2012,Nienburg (Weser),Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1548
2012,Schaumburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2711
2012,Statistische Region Hannover,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,55715
2012,Celle,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2600
2012,Cuxhaven,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2227
2012,Harburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2611
2012,Lüchow-Dannenberg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,386
2012,Lüneburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2115
2012,Osterholz,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1064
2012,Rotenburg (Wümme),Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1041
2012,Heidekreis,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1664
2012,Stade,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2165
2012,Uelzen,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,703
2012,Verden,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1988
2012,Statistische Region Lüneburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,18564
2012,Delmenhorst  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3102
2012,Emden  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,604
2012,Oldenburg(Oldb)  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3555
2012,Osnabrück  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,5037
2012,Wilhelmshaven  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1422
2012,Ammerland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,886
2012,Aurich,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1412
2012,Cloppenburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1416
2012,Emsland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1910
2012,Friesland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,780
2012,Grafschaft Bentheim,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1593
2012,Leer,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1228
2012,Oldenburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1063
2012,Osnabrück,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2785
2012,Vechta,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1767
2012,Wesermarsch,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1251
2012,Wittmund,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,391
2012,Statistische Region Weser-Ems,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,30202
2012,Niedersachsen,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,127312
2011,Braunschweig  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,4331
2011,Salzgitter  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2562
2011,Wolfsburg  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1951
2011,Gifhorn,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1784
2011,Göttingen,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3878
2011,Goslar,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1839
2011,Helmstedt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,951
2011,Northeim,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1910
2011,Osterode,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,886
2011,Peine,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1694
2011,Wolfenbüttel,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1382
2011,Statistische Region Braunschweig,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,23168
2011,Hannover  Region,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,39048
2011,dav. Hannover  Lhst.,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,26468
2011,dav. Hannover  Umland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,12580
2011,Diepholz,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2246
2011,Hameln-Pyrmont,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3337
2011,Hildesheim,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,4659
2011,Holzminden,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,820
2011,Nienburg (Weser),Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1512
2011,Schaumburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2569
2011,Statistische Region Hannover,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,54191
2011,Celle,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2567
2011,Cuxhaven,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2198
2011,Harburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2623
2011,Lüchow-Dannenberg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,381
2011,Lüneburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2055
2011,Osterholz,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1106
2011,Rotenburg (Wümme),Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1035
2011,Heidekreis,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1616
2011,Stade,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2057
2011,Uelzen,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,708
2011,Verden,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1937
2011,Statistische Region Lüneburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,18283
2011,Delmenhorst  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3000
2011,Emden  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,585
2011,Oldenburg(Oldb)  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3408
2011,Osnabrück  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,4869
2011,Wilhelmshaven  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1416
2011,Ammerland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,828
2011,Aurich,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1500
2011,Cloppenburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1265
2011,Emsland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1754
2011,Friesland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,883
2011,Grafschaft Bentheim,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1494
2011,Leer,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1238
2011,Oldenburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,946
2011,Osnabrück,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2698
2011,Vechta,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1621
2011,Wesermarsch,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1333
2011,Wittmund,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,374
2011,Statistische Region Weser-Ems,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,29212
2011,Niedersachsen,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,124854
2010,Braunschweig  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,4634
2010,Salzgitter  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2844
2010,Wolfsburg  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2197
2010,Gifhorn,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1981
2010,Göttingen,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,4130
2010,Goslar,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1895
2010,Helmstedt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1029
2010,Northeim,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2031
2010,Osterode,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,927
2010,Peine,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1791
2010,Wolfenbüttel,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1389
2010,Statistische Region Braunschweig,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,24848
2010,Hannover  Region,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,39236
2010,dav. Hannover  Lhst.,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,26508
2010,dav. Hannover  Umland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,12728
2010,Diepholz,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2284
2010,Hameln-Pyrmont,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3390
2010,Hildesheim,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,4771
2010,Holzminden,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,842
2010,Nienburg (Weser),Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1552
2010,Schaumburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2663
2010,Statistische Region Hannover,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,54738
2010,Celle,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2696
2010,Cuxhaven,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2277
2010,Harburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2601
2010,Lüchow-Dannenberg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,369
2010,Lüneburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2034
2010,Osterholz,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1139
2010,Rotenburg (Wümme),Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1130
2010,Heidekreis,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1614
2010,Stade,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2113
2010,Uelzen,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,728
2010,Verden,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1873
2010,Statistische Region Lüneburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,18574
2010,Delmenhorst  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3068
2010,Emden  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,628
2010,Oldenburg(Oldb)  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,3413
2010,Osnabrück  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,4971
2010,Wilhelmshaven  Stadt,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1493
2010,Ammerland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,826
2010,Aurich,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1592
2010,Cloppenburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1409
2010,Emsland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1599
2010,Friesland,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,889
2010,Grafschaft Bentheim,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1572
2010,Leer,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1280
2010,Oldenburg,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1013
2010,Osnabrück,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,2864
2010,Vechta,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1622
2010,Wesermarsch,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,1398
2010,Wittmund,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,378
2010,Statistische Region Weser-Ems,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,30015
2010,Niedersachsen,Empfängerinnen und Empfänger,Ausländerinnen und Ausländer,Anzahl,,128175
2019,Braunschweig  Stadt,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03101,85
2019,Salzgitter  Stadt,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03102,151
2019,Wolfsburg  Stadt,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03103,80
2019,Gifhorn,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03151,60
2019,Goslar,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03153,102
2019,Helmstedt,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03154,84
2019,Northeim,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03155,81
2019,Peine,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03157,84
2019,Wolfenbüttel,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03158,76
2019,Göttingen,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03159,79
2019,Statistische Region Braunschweig,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K031,85
2019,Hannover  Region,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03241,118
2019,dav. Hannover  Lhst.,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03241001,148
2019,dav. Hannover  Umland,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03241999,91
2019,Diepholz,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03251,70
2019,Hameln-Pyrmont,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03252,108
2019,Hildesheim,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03254,91
2019,Holzminden,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03255,90
2019,Nienburg (Weser),Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03256,91
2019,Schaumburg,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03257,85
2019,Statistische Region Hannover,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K032,104
2019,Celle,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03351,98
2019,Cuxhaven,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03352,72
2019,Harburg,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03353,57
2019,Lüchow-Dannenberg,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03354,92
2019,Lüneburg,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03355,83
2019,Osterholz,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03356,51
2019,Rotenburg (Wümme),Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03357,56
2019,Heidekreis,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03358,77
2019,Stade,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03359,83
2019,Uelzen,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03360,72
2019,Verden,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03361,66
2019,Statistische Region Lüneburg,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K033,73
2019,Delmenhorst  Stadt,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03401,161
2019,Emden  Stadt,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03402,135
2019,Oldenburg(Oldb)  Stadt,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03403,117
2019,Osnabrück  Stadt,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03404,115
2019,Wilhelmshaven  Stadt,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03405,166
2019,Ammerland,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03451,60
2019,Aurich,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03452,84
2019,Cloppenburg,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03453,58
2019,Emsland,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03454,52
2019,Friesland,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03455,64
2019,Grafschaft Bentheim,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03456,58
2019,Leer,Empfängeinnen und Empfänger je 1000 Einwohnerinnen und Einwohner der betreffenden Bevölkerungsgruppe,Insgesamt,Anzahl in 1000,K03457,70
