Year,Kategorie,Migrationsstatus,Geschlecht,Units,Value
2018,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,56.17
2018,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,48.17
2018,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,52.53
2017,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,54.88
2017,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,46.49
2017,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,51.05
2016,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,52.69
2016,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,44.46
2016,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,48.99
2015,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,49.39
2015,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,40.72
2015,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,45.37
2014,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,49.65
2014,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,40.03
2014,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,45.1
2013,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,48.27
2013,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,39.56
2013,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,44.17
2012,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,47.02
2012,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,39.37
2012,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,43.54
2011,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,48.64
2011,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,44.41
2011,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,46.74
2005,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,47.04
2005,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,39.26
2005,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,43.63
2022,Erwerbslosenanteil,Insgesamt,Männer,%,2.68330472559355
2022,Erwerbslosenanteil,Insgesamt,Frauen ,%,1.87645786341696
2022,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.28241982379107
2021,Erwerbslosenanteil,Insgesamt,Männer,%,3.17453670569962
2021,Erwerbslosenanteil,Insgesamt,Frauen ,%,2.15133473573086
2021,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.66788126179522
2019,Erwerbslosenanteil,Insgesamt,Männer,%,3.03
2019,Erwerbslosenanteil,Insgesamt,Frauen ,%,1.91
2019,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.48
2018,Erwerbslosenanteil,Insgesamt,Männer,%,3.06
2018,Erwerbslosenanteil,Insgesamt,Frauen ,%,2.15
2018,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.62
2017,Erwerbslosenanteil,Insgesamt,Männer,%,3.48
2017,Erwerbslosenanteil,Insgesamt,Frauen ,%,2.43
2017,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.96
2016,Erwerbslosenanteil,Insgesamt,Männer,%,3.81
2016,Erwerbslosenanteil,Insgesamt,Frauen ,%,2.46
2016,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.15
2015,Erwerbslosenanteil,Insgesamt,Männer,%,3.8
2015,Erwerbslosenanteil,Insgesamt,Frauen ,%,2.85
2015,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.33
2014,Erwerbslosenanteil,Insgesamt,Männer,%,4.26
2014,Erwerbslosenanteil,Insgesamt,Frauen ,%,3.01
2014,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.64
2013,Erwerbslosenanteil,Insgesamt,Männer,%,4.37
2013,Erwerbslosenanteil,Insgesamt,Frauen ,%,3.25
2013,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.81
2012,Erwerbslosenanteil,Insgesamt,Männer,%,4.26
2012,Erwerbslosenanteil,Insgesamt,Frauen ,%,3.26
2012,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.76
2011,Erwerbslosenanteil,Insgesamt,Männer,%,4.53
2011,Erwerbslosenanteil,Insgesamt,Frauen ,%,3.93
2011,Erwerbslosenanteil,Insgesamt,Insgesamt,%,4.23
2005,Erwerbslosenanteil,Insgesamt,Männer,%,8.69
2005,Erwerbslosenanteil,Insgesamt,Frauen ,%,6.44
2005,Erwerbslosenanteil,Insgesamt,Insgesamt,%,7.58
2022,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.12729598309763
2022,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,1.620831259333
2022,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,1.87422436284403
2021,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.50220010395813
2021,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,1.82321978553991
2021,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.16283841007437
2019,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.37
2019,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,1.55
2019,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,1.96
2018,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.48
2018,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,1.87
2018,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.18
2017,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.72
2017,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,2
2017,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.36
2016,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.1
2016,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,2.2
2016,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.65
2015,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.36
2015,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,2.5
2015,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.93
2014,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.82
2014,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,2.69
2014,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,3.26
2013,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.8
2013,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,3.08
2013,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,3.44
2012,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.6
2012,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,2.94
2012,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,3.27
2011,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.87
2011,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,3.65
2011,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,3.76
2005,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,7.39
2005,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,5.89
2005,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,6.65
2022,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,4.21093104725015
2022,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,2.61302178265157
2022,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,3.43112951675464
2021,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.08519195612431
2021,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,3.15472815472816
2021,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.15570233644505
2019,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.09
2019,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,3.13
2019,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.16
2018,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.08
2018,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,3.23
2018,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.2
2017,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.85
2017,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,3.91
2017,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.93
2016,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,6.47
2016,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,3.5
2016,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,5.07
2015,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.75
2015,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,4.37
2015,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,5.07
2014,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,6.23
2014,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,4.45
2014,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,5.34
2013,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,6.78
2013,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,3.97
2013,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,5.38
2012,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,7.43
2012,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,4.79
2012,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,6.11
2011,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,7.8
2011,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,5.32
2011,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,6.55
2005,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,15.25
2005,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,9.32
2005,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,12.34
2022,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,4.67174119885823
2022,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,2.76028960415519
2022,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,3.73193522799822
2021,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,5.31709549678626
2021,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,3.31282636730724
2021,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.34528568792669
2019,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,5.24
2019,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,3.06
2019,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.2
2018,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,5.27
2018,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,3.08
2018,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.22
2017,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,6.02
2017,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,3.98
2017,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,5.05
2016,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,6.29
2016,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,3.5
2016,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.96
2015,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,5.73
2015,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,4.62
2015,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,5.17
2014,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,6.57
2014,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,4.52
2014,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,5.53
2013,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,6.92
2013,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,3.92
2013,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,5.41
2012,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,7.49
2012,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,4.67
2012,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,6.06
2011,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,8.35
2011,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,5.73
2011,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,7
2005,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,15.57
2005,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,9.81
2005,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,12.7
2022,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,2.84049114468398
2022,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,2.14840111766532
2022,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,2.51050979927764
2021,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.44211455689218
2021,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,2.69285405472176
2021,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,3.61670503890654
2019,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.71
2019,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,3.99
2019,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.39
2018,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.2
2018,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,3.97
2018,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.1
2017,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,5.92
2017,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,4.32
2017,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,5.19
2016,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,7.29
2016,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,3.53
2016,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,5.6
2015,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,5.84
2015,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,3.06
2015,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.55
2014,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.72
2014,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,4.14
2014,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.44
2013,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,6.37
2013,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,3.65
2013,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,5.09
2012,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,7.17
2012,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,5.44
2012,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,6.38
2011,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,5.38
2011,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,2.94
2011,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.28
2005,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,13.42
2005,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,5.71
2005,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,10.04
