Year,Gebieteseinheit,Altersgruppe,Nationalität,GeoCode,Value
2019,"Lüneburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,63
2019,"Osterholz",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,37
2019,"Rotenburg (Wümme)",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,46
2019,"Heidekreis",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,68
2019,"Stade",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,60
2019,"Uelzen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,65
2019,"Verden",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,48
2019,"Statistische Region Lüneburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,58
2019,"Delmenhorst, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,117
2019,"Emden, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,118
2019,"Oldenburg (Oldb), Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,86
2019,"Osnabrück, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,78
2019,"Wilhelmshaven, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,151
2019,"Ammerland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,45
2019,"Aurich",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,77
2019,"Cloppenburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,46
2019,"Emsland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,44
2019,"Friesland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,54
2019,"Grafschaft Bentheim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,46
2019,"Leer",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,60
2019,"Oldenburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,40
2019,"Osnabrück",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,37
2019,"Vechta",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,33
2019,"Wesermarsch",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,76
2019,"Wittmund",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,62
2019,"Statistische Region Weser-Ems",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,60
2019,"Niedersachsen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,65
2018,"Braunschweig, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,77
2018,"Salzgitter, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,109
2018,"Wolfsburg, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,59
2018,"Gifhorn",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,49
2018,"Goslar",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,101
2018,"Helmstedt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,80
2018,"Northeim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,71
2018,"Peine",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,65
2018,"Wolfenbüttel",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,66
2018,"Göttingen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,70
2018,"Statistische Region Braunschweig",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,73
2018,"Region Hannover",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,82
2018,"dav. Hannover, Lhst.",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,103
2018,"dav. Hannover, Umland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,65
2018,"Diepholz",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,51
2018,"Hameln-Pyrmont",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,86
2018,"Hildesheim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,78
2018,"Holzminden",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,85
2018,"Nienburg (Weser)",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,70
2018,"Schaumburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,69
2018,"Statistische Region Hannover",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,77
2018,"Celle",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,87
2018,"Cuxhaven",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,65
2018,"Harburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,42
2018,"Lüchow-Dannenberg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,101
2018,"Lüneburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,67
2018,"Osterholz",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,40
2018,"Rotenburg (Wümme)",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,49
2018,"Heidekreis",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,72
2018,"Stade",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,65
2018,"Uelzen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,71
2018,"Verden",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,51
2018,"Statistische Region Lüneburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,62
2018,"Delmenhorst, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,123
2018,"Emden, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,119
2018,"Oldenburg (Oldb), Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,93
2018,"Osnabrück, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,82
2018,"Wilhelmshaven, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,160
2018,"Ammerland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,48
2018,"Aurich",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,79
2018,"Cloppenburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,48
2018,"Emsland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,47
2018,"Friesland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,58
2018,"Grafschaft Bentheim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,49
2018,"Leer",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,64
2018,"Oldenburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,44
2018,"Osnabrück",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,40
2018,"Vechta",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,33
2018,"Wesermarsch",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,82
2018,"Wittmund",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,66
2018,"Statistische Region Weser-Ems",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,64
2018,"Niedersachsen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,69
2017,"Braunschweig, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,80
2017,"Salzgitter, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,112
2017,"Wolfsburg, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,60
2017,"Gifhorn",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,50
2017,"Goslar",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,106
2017,"Helmstedt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,84
2017,"Northeim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,74
2017,"Peine",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,69
2017,"Wolfenbüttel",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,69
2017,"Göttingen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,74
2017,"Statistische Region Braunschweig",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,76
2017,"Region Hannover",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,87
2017,"dav. Hannover, Lhst.",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,108
2017,"dav. Hannover, Umland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,70
2017,"Diepholz",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,55
2017,"Hameln-Pyrmont",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,91
2017,"Hildesheim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,82
2017,"Holzminden",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,88
2017,"Nienburg (Weser)",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,73
2017,"Schaumburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,74
2017,"Statistische Region Hannover",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,81
2017,"Celle",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,91
2017,"Cuxhaven",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,70
2017,"Harburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,45
2017,"Lüchow-Dannenberg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,107
2017,"Lüneburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,70
2017,"Osterholz",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,43
2017,"Rotenburg (Wümme)",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,53
2017,"Heidekreis",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,75
2017,"Stade",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,70
2017,"Uelzen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,75
2017,"Verden",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,56
2017,"Statistische Region Lüneburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,66
2017,"Delmenhorst, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,129
2017,"Emden, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,120
2017,"Oldenburg (Oldb), Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,99
2017,"Osnabrück, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,86
2017,"Wilhelmshaven, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,164
2017,"Ammerland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,52
2017,"Aurich",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,82
2017,"Cloppenburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,52
2017,"Emsland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,49
2017,"Friesland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,64
2017,"Grafschaft Bentheim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,53
2017,"Leer",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,67
2017,"Oldenburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,48
2017,"Osnabrück",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,44
2017,"Vechta",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,35
2017,"Wesermarsch",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,86
2017,"Wittmund",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,70
2017,"Statistische Region Weser-Ems",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,67
2017,"Niedersachsen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,72
2016,"Braunschweig, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,83
2016,"Salzgitter, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,114
2016,"Wolfsburg, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,60
2016,"Gifhorn",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,52
2016,"Goslar",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,111
2016,"Helmstedt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,87
2016,"Northeim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,77
2016,"Peine",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,72
2016,"Wolfenbüttel",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,75
2016,"Göttingen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,76
2016,"Statistische Region Braunschweig",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,79
2016,"Region Hannover",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,91
2016,"dav. Hannover, Lhst.",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,114
2016,"dav. Hannover, Umland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,72
2016,"Diepholz",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,57
2016,"Hameln-Pyrmont",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,96
2016,"Hildesheim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,86
2016,"Holzminden",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,93
2016,"Nienburg (Weser)",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,74
2016,"Schaumburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,77
2016,"Statistische Region Hannover",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,85
2016,"Celle",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,94
2016,"Cuxhaven",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,72
2016,"Harburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,47
2016,"Lüchow-Dannenberg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,110
2016,"Lüneburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,75
2016,"Osterholz",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,45
2016,"Rotenburg (Wümme)",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,54
2016,"Heidekreis",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,78
2016,"Stade",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,73
2016,"Uelzen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,77
2016,"Verden",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,58
2016,"Statistische Region Lüneburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,68
2016,"Delmenhorst, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,133
2016,"Emden, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,121
2016,"Oldenburg (Oldb), Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,102
2016,"Osnabrück, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,90
2016,"Wilhelmshaven, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,169
2016,"Ammerland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,53
2016,"Aurich",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,85
2016,"Cloppenburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,57
2016,"Emsland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,51
2016,"Friesland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,68
2016,"Grafschaft Bentheim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,57
2016,"Leer",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,71
2016,"Oldenburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,52
2016,"Osnabrück",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,47
2016,"Vechta",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,37
2016,"Wesermarsch",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,91
2016,"Wittmund",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,75
2016,"Statistische Region Weser-Ems",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,71
2016,"Niedersachsen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,75
2015,"Braunschweig, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,84
2015,"Salzgitter, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,112
2015,"Wolfsburg, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,59
2015,"Gifhorn",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,52
2015,"Goslar",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,107
2015,"Helmstedt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,86
2015,"Northeim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,77
2015,"Peine",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,73
2015,"Wolfenbüttel",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,75
2015,"Göttingen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,80,0533191149027
2015,"Statistische Region Braunschweig",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,78
2015,"Region Hannover",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,92
2015,"dav. Hannover, Lhst.",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,115
2015,"dav. Hannover, Umland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,75
2015,"Diepholz",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,57
2015,"Hameln-Pyrmont",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,96
2015,"Hildesheim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,88
2015,"Holzminden",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,91
2015,"Nienburg (Weser)",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,75
2015,"Schaumburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,79
2015,"Statistische Region Hannover",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,86
2015,"Celle",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,94
2015,"Cuxhaven",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,73
2015,"Harburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,48
2015,"Lüchow-Dannenberg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,108
2015,"Lüneburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,77
2015,"Osterholz",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,46
2015,"Rotenburg (Wümme)",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,55
2015,"Heidekreis",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,78
2015,"Stade",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,74
2015,"Uelzen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,76
2015,"Verden",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,59
2015,"Statistische Region Lüneburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,69
2015,"Delmenhorst, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,135
2015,"Emden, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,115
2015,"Oldenburg (Oldb), Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,101
2015,"Osnabrück, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,92
2015,"Wilhelmshaven, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,171
2015,"Ammerland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,52
2015,"Aurich",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,85
2015,"Cloppenburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,59
2015,"Emsland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,51
2015,"Friesland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,68
2015,"Grafschaft Bentheim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,56
2015,"Leer",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,72
2015,"Oldenburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,54
2015,"Osnabrück",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,48
2015,"Vechta",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,37
2015,"Wesermarsch",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,92
2015,"Wittmund",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,79
2015,"Statistische Region Weser-Ems",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,71
2015,"Niedersachsen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,76
2014,"Braunschweig, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,89
2014,"Salzgitter, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,113
2014,"Wolfsburg, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,62
2014,"Gifhorn",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,55
2014,"Goslar",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,116
2014,"Helmstedt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,92
2014,"Northeim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,81
2014,"Peine",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,80
2014,"Wolfenbüttel",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,81
2014,"Göttingen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,86,2490134916758
2014,"Statistische Region Braunschweig",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,84
2014,"Region Hannover",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,95
2014,"dav. Hannover, Lhst.",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,119
2014,"dav. Hannover, Umland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,75
2014,"Diepholz",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,59
2014,"Hameln-Pyrmont",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,101
2014,"Hildesheim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,92
2014,"Holzminden",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,98
2014,"Nienburg (Weser)",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,77
2014,"Schaumburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,83
2014,"Statistische Region Hannover",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,90
2014,"Celle",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,97
2014,"Cuxhaven",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,73
2014,"Harburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,49
2014,"Lüchow-Dannenberg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,115
2014,"Lüneburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,82
2014,"Osterholz",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,50
2014,"Rotenburg (Wümme)",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,57
2014,"Heidekreis",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,84
2014,"Stade",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,76
2014,"Uelzen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,83
2014,"Verden",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,63
2014,"Statistische Region Lüneburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,72
2014,"Delmenhorst, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,132
2014,"Emden, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,119
2014,"Oldenburg (Oldb), Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,108
2014,"Osnabrück, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,99
2014,"Wilhelmshaven, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,171
2014,"Ammerland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,57
2014,"Aurich",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,89
2014,"Cloppenburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,59
2014,"Emsland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,54
2014,"Friesland",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,72
2014,"Grafschaft Bentheim",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,59
2014,"Leer",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,75
2014,"Oldenburg",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,59
2014,"Osnabrück",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,52
2014,"Vechta",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,38
2014,"Wesermarsch",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,96
2014,"Wittmund",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,82
2014,"Statistische Region Weser-Ems",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,75
2014,"Niedersachsen",im Alter von 18 bis unter 65 Jahren,Deutsche,K030,80
2022,"Braunschweig, Stadt",im Alter von 65 Jahren und älter,Deutsche,K030,37
2022,"Salzgitter, Stadt",im Alter von 65 Jahren und älter,Deutsche,K030,34
2022,"Wolfsburg, Stadt",im Alter von 65 Jahren und älter,Deutsche,K030,22
2022,"Gifhorn",im Alter von 65 Jahren und älter,Deutsche,K030,18
2022,"Goslar",im Alter von 65 Jahren und älter,Deutsche,K030,35
2022,"Helmstedt",im Alter von 65 Jahren und älter,Deutsche,K030,23
2022,"Northeim",im Alter von 65 Jahren und älter,Deutsche,K030,24
2022,"Peine",im Alter von 65 Jahren und älter,Deutsche,K030,21
2022,"Wolfenbüttel",im Alter von 65 Jahren und älter,Deutsche,K030,26
2022,"Göttingen",im Alter von 65 Jahren und älter,Deutsche,K030,32
2022,"Statistische Region Braunschweig",im Alter von 65 Jahren und älter,Deutsche,K030,28
2022,"Region Hannover",im Alter von 65 Jahren und älter,Deutsche,K030,41
2022,"dav. Hannover, Lhst.",im Alter von 65 Jahren und älter,Deutsche,K030,63
2022,"dav. Hannover, Umland",im Alter von 65 Jahren und älter,Deutsche,K030,27
2022,"Diepholz",im Alter von 65 Jahren und älter,Deutsche,K030,26
2022,"Hameln-Pyrmont",im Alter von 65 Jahren und älter,Deutsche,K030,33
2022,"Hildesheim",im Alter von 65 Jahren und älter,Deutsche,K030,26
2022,"Holzminden",im Alter von 65 Jahren und älter,Deutsche,K030,29
2022,"Nienburg (Weser)",im Alter von 65 Jahren und älter,Deutsche,K030,26
2022,"Schaumburg",im Alter von 65 Jahren und älter,Deutsche,K030,26
2022,"Statistische Region Hannover",im Alter von 65 Jahren und älter,Deutsche,K030,34
2022,"Celle",im Alter von 65 Jahren und älter,Deutsche,K030,35
2022,"Cuxhaven",im Alter von 65 Jahren und älter,Deutsche,K030,23
2022,"Harburg",im Alter von 65 Jahren und älter,Deutsche,K030,22
2022,"Lüchow-Dannenberg",im Alter von 65 Jahren und älter,Deutsche,K030,30
2022,"Lüneburg",im Alter von 65 Jahren und älter,Deutsche,K030,32
2022,"Osterholz",im Alter von 65 Jahren und älter,Deutsche,K030,20
2022,"Rotenburg (Wümme)",im Alter von 65 Jahren und älter,Deutsche,K030,27
2022,"Heidekreis",im Alter von 65 Jahren und älter,Deutsche,K030,24
2022,"Stade",im Alter von 65 Jahren und älter,Deutsche,K030,24
2022,"Uelzen",im Alter von 65 Jahren und älter,Deutsche,K030,27
2022,"Verden",im Alter von 65 Jahren und älter,Deutsche,K030,21
2022,"Statistische Region Lüneburg",im Alter von 65 Jahren und älter,Deutsche,K030,26
2022,"Delmenhorst, Stadt",im Alter von 65 Jahren und älter,Deutsche,K030,50
2022,"Emden, Stadt",im Alter von 65 Jahren und älter,Deutsche,K030,41
2022,"Oldenburg (Oldb), Stadt",im Alter von 65 Jahren und älter,Deutsche,K030,45
