Year,Überwiegender Lebensunterhalt,Migrationsstatus,Geschlecht,Units,Value
2013,eigenes Vermögen, Vermietung, Zinsen, Altenteil,ohne Migrationshintergrund,Frauen,%,0.6
2013,eigenes Vermögen, Vermietung, Zinsen, Altenteil,mit Migrationshintergrund,Frauen,%,/
2013,eigenes Vermögen, Vermietung, Zinsen, Altenteil,Insgesamt,Frauen,%,0.6
2012,eigenes Vermögen, Vermietung, Zinsen, Altenteil,Insgesamt,Insgesamt,%,0.7
2012,eigenes Vermögen, Vermietung, Zinsen, Altenteil,ohne Migrationshintergrund,Männer,%,0.9
2012,eigenes Vermögen, Vermietung, Zinsen, Altenteil,mit Migrationshintergrund,Männer,%,/
2012,eigenes Vermögen, Vermietung, Zinsen, Altenteil,Insgesamt,Männer,%,0.8
2012,eigenes Vermögen, Vermietung, Zinsen, Altenteil,ohne Migrationshintergrund,Frauen,%,0.6
2012,eigenes Vermögen, Vermietung, Zinsen, Altenteil,mit Migrationshintergrund,Frauen,%,/
2012,eigenes Vermögen, Vermietung, Zinsen, Altenteil,Insgesamt,Frauen,%,0.6
2011,eigenes Vermögen, Vermietung, Zinsen, Altenteil,Insgesamt,Insgesamt,%,0.7
2011,eigenes Vermögen, Vermietung, Zinsen, Altenteil,ohne Migrationshintergrund,Männer,%,0.9
2011,eigenes Vermögen, Vermietung, Zinsen, Altenteil,mit Migrationshintergrund,Männer,%,/
2011,eigenes Vermögen, Vermietung, Zinsen, Altenteil,Insgesamt,Männer,%,0.8
2011,eigenes Vermögen, Vermietung, Zinsen, Altenteil,ohne Migrationshintergrund,Frauen,%,0.7
2011,eigenes Vermögen, Vermietung, Zinsen, Altenteil,mit Migrationshintergrund,Frauen,%,/
2011,eigenes Vermögen, Vermietung, Zinsen, Altenteil,Insgesamt,Frauen,%,0.6
2019,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Insgesamt,%,1
2019,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Männer,%,0.6
2019,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Männer,%,2.2
2019,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Männer,%,1
2019,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Frauen,%,0.6
2019,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Frauen,%,2.5
2019,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Frauen,%,1
2018,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Insgesamt,%,0.9
2018,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Männer,%,0.5
2018,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Männer,%,2.4
2018,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Männer,%,1.0
2018,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Frauen,%,0.5
2018,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Frauen,%,2.3
2018,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Frauen,%,0.9
2017,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Insgesamt,%,1.1
2017,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Männer,%,0.7
2017,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Männer,%,2.8
2017,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Männer,%,1.2
2017,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Frauen,%,0.7
2017,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Frauen,%,2.8
2017,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Frauen,%,1.1
2016,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Insgesamt,%,1.5
2016,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Männer,%,1.0
2016,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Männer,%,3.6
2016,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Männer,%,1.5
2016,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Frauen,%,1.0
2016,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Frauen,%,3.6
2016,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Frauen,%,1.4
2015,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Insgesamt,%,1.1
2015,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Männer,%,0.7
2015,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Männer,%,1.8
2015,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Männer,%,1.2
2015,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Frauen,%,0.7
2015,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Frauen,%,2.8
2015,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Frauen,%,1.1
2014,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Insgesamt,%,1.2
2014,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Männer,%,1.0
2014,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Männer,%,1.9
2014,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Männer,%,1.1
2014,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Frauen,%,0.9
2014,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Frauen,%,2.5
2014,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Frauen,%,1.2
2013,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Insgesamt,%,0.9
2013,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Männer,%,0.7
2013,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Männer,%,1.7
2013,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Männer,%,0.9
2013,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Frauen,%,0.7
2013,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Frauen,%,2.0
2013,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Frauen,%,0.9
2012,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Insgesamt,%,1.0
2012,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Männer,%,0.9
2012,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Männer,%,1.8
2012,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Männer,%,1.0
2012,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Frauen,%,0.7
2012,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Frauen,%,2.0
2012,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Frauen,%,0.9
2011,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Insgesamt,%,1.0
2011,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Männer,%,0.8
2011,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Männer,%,1.9
2011,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Männer,%,1.0
2011,lfd. Hilfe zum Lebensunterhalt2),ohne Migrationshintergrund,Frauen,%,0.7
2011,lfd. Hilfe zum Lebensunterhalt2),mit Migrationshintergrund,Frauen,%,2.5
2011,lfd. Hilfe zum Lebensunterhalt2),Insgesamt,Frauen,%,1.0
2019,Leistungen nach dem SGB II,Insgesamt,Insgesamt,%,3
2019,Leistungen nach dem SGB II,ohne Migrationshintergrund,Männer,%,1.9
2019,Leistungen nach dem SGB II,mit Migrationshintergrund,Männer,%,7.2
2019,Leistungen nach dem SGB II,Insgesamt,Männer,%,3.1
2019,Leistungen nach dem SGB II,ohne Migrationshintergrund,Frauen,%,1.7
2019,Leistungen nach dem SGB II,mit Migrationshintergrund,Frauen,%,6.7
2019,Leistungen nach dem SGB II,Insgesamt,Frauen,%,2.8
2018,Leistungen nach dem SGB II,Insgesamt,Insgesamt,%,3.0
2018,Leistungen nach dem SGB II,ohne Migrationshintergrund,Männer,%,2.1
2018,Leistungen nach dem SGB II,mit Migrationshintergrund,Männer,%,7.4
2018,Leistungen nach dem SGB II,Insgesamt,Männer,%,3.3
2018,Leistungen nach dem SGB II,ohne Migrationshintergrund,Frauen,%,1.8
2018,Leistungen nach dem SGB II,mit Migrationshintergrund,Frauen,%,6.3
2018,Leistungen nach dem SGB II,Insgesamt,Frauen,%,2.7
2017,Leistungen nach dem SGB II,Insgesamt,Insgesamt,%,3.0
2017,Leistungen nach dem SGB II,ohne Migrationshintergrund,Männer,%,2.1
2017,Leistungen nach dem SGB II,mit Migrationshintergrund,Männer,%,7.2
2017,Leistungen nach dem SGB II,Insgesamt,Männer,%,3.2
2017,Leistungen nach dem SGB II,ohne Migrationshintergrund,Frauen,%,1.8
2017,Leistungen nach dem SGB II,mit Migrationshintergrund,Frauen,%,6.2
2017,Leistungen nach dem SGB II,Insgesamt,Frauen,%,2.7
2016,Leistungen nach dem SGB II,Insgesamt,Insgesamt,%,2.8
2016,Leistungen nach dem SGB II,ohne Migrationshintergrund,Männer,%,2.3
2016,Leistungen nach dem SGB II,mit Migrationshintergrund,Männer,%,6.8
2016,Leistungen nach dem SGB II,Insgesamt,Männer,%,3.2
2016,Leistungen nach dem SGB II,ohne Migrationshintergrund,Frauen,%,1.8
2016,Leistungen nach dem SGB II,mit Migrationshintergrund,Frauen,%,5.2
2016,Leistungen nach dem SGB II,Insgesamt,Frauen,%,2.5
2015,Leistungen nach dem SGB II,Insgesamt,Insgesamt,%,3.0
2015,Leistungen nach dem SGB II,ohne Migrationshintergrund,Männer,%,2.1
2015,Leistungen nach dem SGB II,mit Migrationshintergrund,Männer,%,4.9
2015,Leistungen nach dem SGB II,Insgesamt,Männer,%,3.2
2015,Leistungen nach dem SGB II,ohne Migrationshintergrund,Frauen,%,1.8
2015,Leistungen nach dem SGB II,mit Migrationshintergrund,Frauen,%,6.2
2015,Leistungen nach dem SGB II,Insgesamt,Frauen,%,2.7
2014,Leistungen nach dem SGB II,Insgesamt,Insgesamt,%,3.1
2014,Leistungen nach dem SGB II,ohne Migrationshintergrund,Männer,%,2.7
2014,Leistungen nach dem SGB II,mit Migrationshintergrund,Männer,%,6.3
2014,Leistungen nach dem SGB II,Insgesamt,Männer,%,3.4
2014,Leistungen nach dem SGB II,ohne Migrationshintergrund,Frauen,%,2.2
2014,Leistungen nach dem SGB II,mit Migrationshintergrund,Frauen,%,5.9
2014,Leistungen nach dem SGB II,Insgesamt,Frauen,%,2.9
2013,Leistungen nach dem SGB II,Insgesamt,Insgesamt,%,3.3
2013,Leistungen nach dem SGB II,ohne Migrationshintergrund,Männer,%,2.7
2013,Leistungen nach dem SGB II,mit Migrationshintergrund,Männer,%,7.2
2013,Leistungen nach dem SGB II,Insgesamt,Männer,%,3.5
2013,Leistungen nach dem SGB II,ohne Migrationshintergrund,Frauen,%,2.4
2013,Leistungen nach dem SGB II,mit Migrationshintergrund,Frauen,%,6.2
2013,Leistungen nach dem SGB II,Insgesamt,Frauen,%,3.0
2012,Leistungen nach dem SGB II,Insgesamt,Insgesamt,%,3.3
2012,Leistungen nach dem SGB II,ohne Migrationshintergrund,Männer,%,2.8
2012,Leistungen nach dem SGB II,mit Migrationshintergrund,Männer,%,7.2
2012,Leistungen nach dem SGB II,Insgesamt,Männer,%,3.5
2012,Leistungen nach dem SGB II,ohne Migrationshintergrund,Frauen,%,2.4
2012,Leistungen nach dem SGB II,mit Migrationshintergrund,Frauen,%,6.3
2012,Leistungen nach dem SGB II,Insgesamt,Frauen,%,3.1
2011,Leistungen nach dem SGB II,Insgesamt,Insgesamt,%,3.6
2011,Leistungen nach dem SGB II,ohne Migrationshintergrund,Männer,%,2.9
2011,Leistungen nach dem SGB II,mit Migrationshintergrund,Männer,%,8.4
2011,Leistungen nach dem SGB II,Insgesamt,Männer,%,3.8
2011,Leistungen nach dem SGB II,ohne Migrationshintergrund,Frauen,%,2.6
2011,Leistungen nach dem SGB II,mit Migrationshintergrund,Frauen,%,7.6
2011,Leistungen nach dem SGB II,Insgesamt,Frauen,%,3.4
2019,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Insgesamt,%,1.3
2019,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Männer,%,1
2019,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Männer,%,2.6
2019,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Männer,%,1.3
2019,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Frauen,%,1
2019,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Frauen,%,2.1
2019,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Frauen,%,1.2
2018,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Insgesamt,%,1.3
2018,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Männer,%,1.0
2018,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Männer,%,2.6
2018,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Männer,%,1.3
2018,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Frauen,%,1.0
2018,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Frauen,%,2.2
2018,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Frauen,%,1.3
2017,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Insgesamt,%,1.8
2017,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Männer,%,1.2
2017,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Männer,%,4.4
2017,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Männer,%,1.9
2017,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Frauen,%,1.4
2017,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Frauen,%,3.2
2017,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Frauen,%,1.7
2016,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Insgesamt,%,1.4
2016,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Männer,%,0.9
2016,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Männer,%,3.9
2016,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Männer,%,1.5
2016,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Frauen,%,0.9
2016,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Frauen,%,2.8
2016,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Frauen,%,1.3
2015,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Insgesamt,%,1.8
2015,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Männer,%,1.2
2015,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Männer,%,4.2
2015,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Männer,%,1.9
2015,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Frauen,%,1.4
2015,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Frauen,%,3.2
2015,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Frauen,%,1.7
2014,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Insgesamt,%,0.7
2014,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Männer,%,0.6
2014,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Männer,%,(1.0)
2014,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Männer,%,0.7
2014,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Frauen,%,0.6
2014,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Frauen,%,(0.9)
2014,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Frauen,%,0.7
2013,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Insgesamt,%,0.7
2013,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Männer,%,0.6
2013,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Männer,%,(1.1)
2013,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Männer,%,0.7
2013,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Frauen,%,0.5
2013,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Frauen,%,(1.0)
2013,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Frauen,%,0.6
2012,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Insgesamt,%,1.0
2012,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Männer,%,0.9
2012,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Männer,%,(1.2)
2012,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Männer,%,0.9
2012,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Frauen,%,0.9
2012,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Frauen,%,1.5
2012,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Frauen,%,1.0
2011,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Insgesamt,%,0.9
2011,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Männer,%,0.8
2011,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Männer,%,(1.3)
2011,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Männer,%,0.9
2011,sonstige Unterstützungen (z.B. BAföG, Elterngeld),ohne Migrationshintergrund,Frauen,%,0.9
2011,sonstige Unterstützungen (z.B. BAföG, Elterngeld),mit Migrationshintergrund,Frauen,%,(1.3)
2011,sonstige Unterstützungen (z.B. BAföG, Elterngeld),Insgesamt,Frauen,%,0.9
2019,Elterngeld,Insgesamt,Insgesamt,%,0.4
2019,Elterngeld,ohne Migrationshintergrund,Männer,%,-0.1
2019,Elterngeld,mit Migrationshintergrund,Männer,%,0
2019,Elterngeld,Insgesamt,Männer,%,0
2019,Elterngeld,ohne Migrationshintergrund,Frauen,%,0.7
2019,Elterngeld,mit Migrationshintergrund,Frauen,%,-0.8
2019,Elterngeld,Insgesamt,Frauen,%,0.7
2018,Elterngeld,Insgesamt,Insgesamt,%,0.4
2018,Elterngeld,ohne Migrationshintergrund,Männer,%,(0.0)
2018,Elterngeld,mit Migrationshintergrund,Männer,%,-
2018,Elterngeld,Insgesamt,Männer,%,(0.0)
2018,Elterngeld,ohne Migrationshintergrund,Frauen,%,0.7
2018,Elterngeld,mit Migrationshintergrund,Frauen,%,(0.8)
2018,Elterngeld,Insgesamt,Frauen,%,0.7
2017,Elterngeld,Insgesamt,Insgesamt,%,0.4
2017,Elterngeld,ohne Migrationshintergrund,Männer,%,/
2017,Elterngeld,mit Migrationshintergrund,Männer,%,/
2017,Elterngeld,Insgesamt,Männer,%,/
2017,Elterngeld,ohne Migrationshintergrund,Frauen,%,0.7
2017,Elterngeld,mit Migrationshintergrund,Frauen,%,(0.6)
2017,Elterngeld,Insgesamt,Frauen,%,0.7
2016,Elterngeld,Insgesamt,Insgesamt,%,0.3
2016,Elterngeld,ohne Migrationshintergrund,Männer,%,/
2016,Elterngeld,mit Migrationshintergrund,Männer,%,/
2016,Elterngeld,Insgesamt,Männer,%,/
2016,Elterngeld,ohne Migrationshintergrund,Frauen,%,0.6
2016,Elterngeld,mit Migrationshintergrund,Frauen,%,(0.7)
2016,Elterngeld,Insgesamt,Frauen,%,0.6
2015,Elterngeld,Insgesamt,Insgesamt,%,0.4
2015,Elterngeld,ohne Migrationshintergrund,Männer,%,/
2015,Elterngeld,mit Migrationshintergrund,Männer,%,/
2015,Elterngeld,Insgesamt,Männer,%,/
2015,Elterngeld,ohne Migrationshintergrund,Frauen,%,0.7
2015,Elterngeld,mit Migrationshintergrund,Frauen,%,(0.6)
2015,Elterngeld,Insgesamt,Frauen,%,0.7
2014,Elterngeld,Insgesamt,Insgesamt,%,0.3
2014,Elterngeld,ohne Migrationshintergrund,Männer,%,/
2014,Elterngeld,mit Migrationshintergrund,Männer,%,/
2014,Elterngeld,Insgesamt,Männer,%,/
2014,Elterngeld,ohne Migrationshintergrund,Frauen,%,0.6
2014,Elterngeld,mit Migrationshintergrund,Frauen,%,/
2014,Elterngeld,Insgesamt,Frauen,%,0.6
2013,Elterngeld,Insgesamt,Insgesamt,%,0.3
2013,Elterngeld,ohne Migrationshintergrund,Männer,%,/
2013,Elterngeld,mit Migrationshintergrund,Männer,%,/
2013,Elterngeld,Insgesamt,Männer,%,/
2013,Elterngeld,ohne Migrationshintergrund,Frauen,%,0.5
2013,Elterngeld,mit Migrationshintergrund,Frauen,%,/
2013,Elterngeld,Insgesamt,Frauen,%,0.5
2012,Elterngeld,Insgesamt,Insgesamt,%,0.3
2012,Elterngeld,ohne Migrationshintergrund,Männer,%,/
2012,Elterngeld,mit Migrationshintergrund,Männer,%,/
2012,Elterngeld,Insgesamt,Männer,%,/
2012,Elterngeld,ohne Migrationshintergrund,Frauen,%,0.6
2012,Elterngeld,mit Migrationshintergrund,Frauen,%,/
2012,Elterngeld,Insgesamt,Frauen,%,0.6
2011,Elterngeld,Insgesamt,Insgesamt,%,0.3
2011,Elterngeld,ohne Migrationshintergrund,Männer,%,/
2011,Elterngeld,mit Migrationshintergrund,Männer,%,/
2011,Elterngeld,Insgesamt,Männer,%,/
2011,Elterngeld,ohne Migrationshintergrund,Frauen,%,0.6
2011,Elterngeld,mit Migrationshintergrund,Frauen,%,/
2011,Elterngeld,Insgesamt,Frauen,%,0.6
