AGS,Year,Nationalität,Gebietseinheit,GeoCode,Value
358,2012,Ausländerinnen und Ausländer,"Heidekreis",K03358,22
359,2012,Ausländerinnen und Ausländer,"Stade",K03359,44
360,2012,Ausländerinnen und Ausländer,"Uelzen",K03360,17
361,2012,Ausländerinnen und Ausländer,"Verden",K03361,34
3,2012,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,310
401,2012,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,46
402,2012,Ausländerinnen und Ausländer,"Emden  Stadt",K03402,16
403,2012,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,107
404,2012,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,74
405,2012,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,19
451,2012,Ausländerinnen und Ausländer,"Ammerland",K03451,29
452,2012,Ausländerinnen und Ausländer,"Aurich",K03452,30
453,2012,Ausländerinnen und Ausländer,"Cloppenburg",K03453,62
454,2012,Ausländerinnen und Ausländer,"Emsland",K03454,115
455,2012,Ausländerinnen und Ausländer,"Friesland",K03455,16
456,2012,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,74
457,2012,Ausländerinnen und Ausländer,"Leer",K03457,36
458,2012,Ausländerinnen und Ausländer,"Oldenburg",K03458,43
459,2012,Ausländerinnen und Ausländer,"Osnabrück",K03459,81
460,2012,Ausländerinnen und Ausländer,"Vechta",K03460,90
461,2012,Ausländerinnen und Ausländer,"Wesermarsch",K03461,18
462,2012,Ausländerinnen und Ausländer,"Wittmund",K03462,12
4,2012,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,868
0,2012,Ausländerinnen und Ausländer,"Niedersachsen",K030,2439
101,2013,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,117
102,2013,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,43
103,2013,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,73
151,2013,Ausländerinnen und Ausländer,"Gifhorn",K03151,31
153,2013,Ausländerinnen und Ausländer,"Goslar",K03153,59
154,2013,Ausländerinnen und Ausländer,"Helmstedt",K03154,19
155,2013,Ausländerinnen und Ausländer,"Northeim",K03155,40
157,2013,Ausländerinnen und Ausländer,"Peine",K03157,28
158,2013,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,21
159,2013,Ausländerinnen und Ausländer,"Göttingen",K03159,158
1,2013,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,589
241,2013,Ausländerinnen und Ausländer,"Hannover  Region",K03241,531
241001,2013,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,351
241999,2013,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,180
251,2013,Ausländerinnen und Ausländer,"Diepholz",K03251,75
252,2013,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,73
254,2013,Ausländerinnen und Ausländer,"Hildesheim",K03254,120
255,2013,Ausländerinnen und Ausländer,"Holzminden",K03255,9
256,2013,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,35
257,2013,Ausländerinnen und Ausländer,"Schaumburg",K03257,49
2,2013,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,892
351,2013,Ausländerinnen und Ausländer,"Celle",K03351,67
352,2013,Ausländerinnen und Ausländer,"Cuxhaven",K03352,48
353,2013,Ausländerinnen und Ausländer,"Harburg",K03353,67
354,2013,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,15
355,2013,Ausländerinnen und Ausländer,"Lüneburg",K03355,39
356,2013,Ausländerinnen und Ausländer,"Osterholz",K03356,30
357,2013,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,41
358,2013,Ausländerinnen und Ausländer,"Heidekreis",K03358,49
359,2013,Ausländerinnen und Ausländer,"Stade",K03359,53
360,2013,Ausländerinnen und Ausländer,"Uelzen",K03360,19
361,2013,Ausländerinnen und Ausländer,"Verden",K03361,35
3,2013,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,463
401,2013,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,23
402,2013,Ausländerinnen und Ausländer,"Emden  Stadt",K03402,26
403,2013,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,105
404,2013,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,102
405,2013,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,18
451,2013,Ausländerinnen und Ausländer,"Ammerland",K03451,25
452,2013,Ausländerinnen und Ausländer,"Aurich",K03452,43
453,2013,Ausländerinnen und Ausländer,"Cloppenburg",K03453,116
454,2013,Ausländerinnen und Ausländer,"Emsland",K03454,147
455,2013,Ausländerinnen und Ausländer,"Friesland",K03455,22
456,2013,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,79
457,2013,Ausländerinnen und Ausländer,"Leer",K03457,46
458,2013,Ausländerinnen und Ausländer,"Oldenburg",K03458,64
459,2013,Ausländerinnen und Ausländer,"Osnabrück",K03459,107
460,2013,Ausländerinnen und Ausländer,"Vechta",K03460,113
461,2013,Ausländerinnen und Ausländer,"Wesermarsch",K03461,27
462,2013,Ausländerinnen und Ausländer,"Wittmund",K03462,9
4,2013,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,1072
0,2013,Ausländerinnen und Ausländer,"Niedersachsen",K030,3016
101,2014,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,138
102,2014,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,71
103,2014,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,99
151,2014,Ausländerinnen und Ausländer,"Gifhorn",K03151,62
153,2014,Ausländerinnen und Ausländer,"Goslar",K03153,54
154,2014,Ausländerinnen und Ausländer,"Helmstedt",K03154,15
155,2014,Ausländerinnen und Ausländer,"Northeim",K03155,55
157,2014,Ausländerinnen und Ausländer,"Peine",K03157,43
158,2014,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,37
159,2014,Ausländerinnen und Ausländer,"Göttingen",K03159,185
1,2014,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,759
241,2014,Ausländerinnen und Ausländer,"Hannover  Region",K03241,770
241001,2014,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,493
241999,2014,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,277
251,2014,Ausländerinnen und Ausländer,"Diepholz",K03251,102
252,2014,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,101
254,2014,Ausländerinnen und Ausländer,"Hildesheim",K03254,124
255,2014,Ausländerinnen und Ausländer,"Holzminden",K03255,20
256,2014,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,27
257,2014,Ausländerinnen und Ausländer,"Schaumburg",K03257,85
2,2014,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,1229
351,2014,Ausländerinnen und Ausländer,"Celle",K03351,97
352,2014,Ausländerinnen und Ausländer,"Cuxhaven",K03352,83
353,2014,Ausländerinnen und Ausländer,"Harburg",K03353,84
354,2014,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,22
355,2014,Ausländerinnen und Ausländer,"Lüneburg",K03355,52
356,2014,Ausländerinnen und Ausländer,"Osterholz",K03356,42
357,2014,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,58
358,2014,Ausländerinnen und Ausländer,"Heidekreis",K03358,67
359,2014,Ausländerinnen und Ausländer,"Stade",K03359,90
360,2014,Ausländerinnen und Ausländer,"Uelzen",K03360,44
361,2014,Ausländerinnen und Ausländer,"Verden",K03361,38
3,2014,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,677
401,2014,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,50
402,2014,Ausländerinnen und Ausländer,"Emden  Stadt",K03402,29
403,2014,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,136
404,2014,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,137
405,2014,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,35
451,2014,Ausländerinnen und Ausländer,"Ammerland",K03451,37
452,2014,Ausländerinnen und Ausländer,"Aurich",K03452,62
453,2014,Ausländerinnen und Ausländer,"Cloppenburg",K03453,159
454,2014,Ausländerinnen und Ausländer,"Emsland",K03454,236
455,2014,Ausländerinnen und Ausländer,"Friesland",K03455,29
456,2014,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,108
457,2014,Ausländerinnen und Ausländer,"Leer",K03457,78
458,2014,Ausländerinnen und Ausländer,"Oldenburg",K03458,80
459,2014,Ausländerinnen und Ausländer,"Osnabrück",K03459,185
460,2014,Ausländerinnen und Ausländer,"Vechta",K03460,171
461,2014,Ausländerinnen und Ausländer,"Wesermarsch",K03461,33
462,2014,Ausländerinnen und Ausländer,"Wittmund",K03462,18
4,2014,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,1583
0,2014,Ausländerinnen und Ausländer,"Niedersachsen",K030,4248
101,2015,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,167
102,2015,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,90
103,2015,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,143
151,2015,Ausländerinnen und Ausländer,"Gifhorn",K03151,86
153,2015,Ausländerinnen und Ausländer,"Goslar",K03153,105
154,2015,Ausländerinnen und Ausländer,"Helmstedt",K03154,33
155,2015,Ausländerinnen und Ausländer,"Northeim",K03155,79
157,2015,Ausländerinnen und Ausländer,"Peine",K03157,70
158,2015,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,38
159,2015,Ausländerinnen und Ausländer,"Göttingen",K03159,202
1,2015,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1013
241,2015,Ausländerinnen und Ausländer,"Hannover  Region",K03241,933
241001,2015,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,569
241999,2015,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,364
251,2015,Ausländerinnen und Ausländer,"Diepholz",K03251,127
252,2015,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,109
254,2015,Ausländerinnen und Ausländer,"Hildesheim",K03254,163
255,2015,Ausländerinnen und Ausländer,"Holzminden",K03255,38
256,2015,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,58
257,2015,Ausländerinnen und Ausländer,"Schaumburg",K03257,83
2,2015,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,1511
351,2015,Ausländerinnen und Ausländer,"Celle",K03351,87
352,2015,Ausländerinnen und Ausländer,"Cuxhaven",K03352,84
353,2015,Ausländerinnen und Ausländer,"Harburg",K03353,90
354,2015,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,35
355,2015,Ausländerinnen und Ausländer,"Lüneburg",K03355,62
356,2015,Ausländerinnen und Ausländer,"Osterholz",K03356,60
357,2015,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,62
358,2015,Ausländerinnen und Ausländer,"Heidekreis",K03358,95
359,2015,Ausländerinnen und Ausländer,"Stade",K03359,127
360,2015,Ausländerinnen und Ausländer,"Uelzen",K03360,53
361,2015,Ausländerinnen und Ausländer,"Verden",K03361,58
3,2015,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,813
401,2015,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,83
402,2015,Ausländerinnen und Ausländer,"Emden  Stadt",K03402,40
403,2015,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,140
404,2015,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,151
405,2015,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,84
451,2015,Ausländerinnen und Ausländer,"Ammerland",K03451,63
452,2015,Ausländerinnen und Ausländer,"Aurich",K03452,97
453,2015,Ausländerinnen und Ausländer,"Cloppenburg",K03453,180
454,2015,Ausländerinnen und Ausländer,"Emsland",K03454,291
455,2015,Ausländerinnen und Ausländer,"Friesland",K03455,62
456,2015,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,132
457,2015,Ausländerinnen und Ausländer,"Leer",K03457,93
458,2015,Ausländerinnen und Ausländer,"Oldenburg",K03458,83
459,2015,Ausländerinnen und Ausländer,"Osnabrück",K03459,199
460,2015,Ausländerinnen und Ausländer,"Vechta",K03460,212
461,2015,Ausländerinnen und Ausländer,"Wesermarsch",K03461,50
462,2015,Ausländerinnen und Ausländer,"Wittmund",K03462,25
4,2015,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,1985
0,2015,Ausländerinnen und Ausländer,"Niedersachsen",K030,5322
101,2016,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,222
102,2016,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,210
103,2016,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,208
151,2016,Ausländerinnen und Ausländer,"Gifhorn",K03151,106
153,2016,Ausländerinnen und Ausländer,"Goslar",K03153,164
154,2016,Ausländerinnen und Ausländer,"Helmstedt",K03154,75
155,2016,Ausländerinnen und Ausländer,"Northeim",K03155,141
157,2016,Ausländerinnen und Ausländer,"Peine",K03157,121
158,2016,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,125
159,2016,Ausländerinnen und Ausländer,"Göttingen",K03159,337
1,2016,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1709
241,2016,Ausländerinnen und Ausländer,"Hannover  Region",K03241,1603
241001,2016,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,831
241999,2016,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,772
251,2016,Ausländerinnen und Ausländer,"Diepholz",K03251,232
252,2016,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,197
254,2016,Ausländerinnen und Ausländer,"Hildesheim",K03254,284
255,2016,Ausländerinnen und Ausländer,"Holzminden",K03255,71
256,2016,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,154
257,2016,Ausländerinnen und Ausländer,"Schaumburg",K03257,166
2,2016,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2707
351,2016,Ausländerinnen und Ausländer,"Celle",K03351,182
352,2016,Ausländerinnen und Ausländer,"Cuxhaven",K03352,168
353,2016,Ausländerinnen und Ausländer,"Harburg",K03353,128
354,2016,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,52
355,2016,Ausländerinnen und Ausländer,"Lüneburg",K03355,168
356,2016,Ausländerinnen und Ausländer,"Osterholz",K03356,106
357,2016,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,125
358,2016,Ausländerinnen und Ausländer,"Heidekreis",K03358,160
359,2016,Ausländerinnen und Ausländer,"Stade",K03359,243
360,2016,Ausländerinnen und Ausländer,"Uelzen",K03360,71
361,2016,Ausländerinnen und Ausländer,"Verden",K03361,132
3,2016,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1535
401,2016,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,180
402,2016,Ausländerinnen und Ausländer,"Emden  Stadt",K03402,80
403,2016,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,211
404,2016,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,220
405,2016,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,106
451,2016,Ausländerinnen und Ausländer,"Ammerland",K03451,119
452,2016,Ausländerinnen und Ausländer,"Aurich",K03452,162
453,2016,Ausländerinnen und Ausländer,"Cloppenburg",K03453,260
454,2016,Ausländerinnen und Ausländer,"Emsland",K03454,419
455,2016,Ausländerinnen und Ausländer,"Friesland",K03455,126
456,2016,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,185
457,2016,Ausländerinnen und Ausländer,"Leer",K03457,170
458,2016,Ausländerinnen und Ausländer,"Oldenburg",K03458,155
459,2016,Ausländerinnen und Ausländer,"Osnabrück",K03459,335
460,2016,Ausländerinnen und Ausländer,"Vechta",K03460,279
461,2016,Ausländerinnen und Ausländer,"Wesermarsch",K03461,94
462,2016,Ausländerinnen und Ausländer,"Wittmund",K03462,41
4,2016,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3142
0,2016,Ausländerinnen und Ausländer,"Niedersachsen",K030,9093
101,2017,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,185
102,2017,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,266
103,2017,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,158
151,2017,Ausländerinnen und Ausländer,"Gifhorn",K03151,115
153,2017,Ausländerinnen und Ausländer,"Goslar",K03153,149
154,2017,Ausländerinnen und Ausländer,"Helmstedt",K03154,86
155,2017,Ausländerinnen und Ausländer,"Northeim",K03155,129
157,2017,Ausländerinnen und Ausländer,"Peine",K03157,112
158,2017,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,78
159,2017,Ausländerinnen und Ausländer,"Göttingen",K03159,310
1,2017,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1588
241,2017,Ausländerinnen und Ausländer,"Hannover  Region",K03241,1490
241001,2017,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,779
241999,2017,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,711
251,2017,Ausländerinnen und Ausländer,"Diepholz",K03251,240
252,2017,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,174
254,2017,Ausländerinnen und Ausländer,"Hildesheim",K03254,226
255,2017,Ausländerinnen und Ausländer,"Holzminden",K03255,61
256,2017,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,116
257,2017,Ausländerinnen und Ausländer,"Schaumburg",K03257,155
2,2017,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2462
351,2017,Ausländerinnen und Ausländer,"Celle",K03351,168
352,2017,Ausländerinnen und Ausländer,"Cuxhaven",K03352,165
353,2017,Ausländerinnen und Ausländer,"Harburg",K03353,157
354,2017,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,30
355,2017,Ausländerinnen und Ausländer,"Lüneburg",K03355,126
356,2017,Ausländerinnen und Ausländer,"Osterholz",K03356,72
357,2017,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,122
358,2017,Ausländerinnen und Ausländer,"Heidekreis",K03358,124
359,2017,Ausländerinnen und Ausländer,"Stade",K03359,222
360,2017,Ausländerinnen und Ausländer,"Uelzen",K03360,52
361,2017,Ausländerinnen und Ausländer,"Verden",K03361,110
3,2017,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1348
401,2017,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,202
402,2017,Ausländerinnen und Ausländer,"Emden  Stadt",K03402,68
403,2017,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,221
404,2017,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,241
405,2017,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,137
451,2017,Ausländerinnen und Ausländer,"Ammerland",K03451,94
452,2017,Ausländerinnen und Ausländer,"Aurich",K03452,153
453,2017,Ausländerinnen und Ausländer,"Cloppenburg",K03453,242
454,2017,Ausländerinnen und Ausländer,"Emsland",K03454,420
455,2017,Ausländerinnen und Ausländer,"Friesland",K03455,85
456,2017,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,156
457,2017,Ausländerinnen und Ausländer,"Leer",K03457,160
458,2017,Ausländerinnen und Ausländer,"Oldenburg",K03458,132
459,2017,Ausländerinnen und Ausländer,"Osnabrück",K03459,341
460,2017,Ausländerinnen und Ausländer,"Vechta",K03460,239
461,2017,Ausländerinnen und Ausländer,"Wesermarsch",K03461,79
462,2017,Ausländerinnen und Ausländer,"Wittmund",K03462,36
4,2017,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3006
0,2017,Ausländerinnen und Ausländer,"Niedersachsen",K030,8404
101,2018,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,232
102,2018,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,336
103,2018,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,184
151,2018,Ausländerinnen und Ausländer,"Gifhorn",K03151,129
153,2018,Ausländerinnen und Ausländer,"Goslar",K03153,159
154,2018,Ausländerinnen und Ausländer,"Helmstedt",K03154,53
155,2018,Ausländerinnen und Ausländer,"Northeim",K03155,109
157,2018,Ausländerinnen und Ausländer,"Peine",K03157,109
158,2018,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,91
159,2018,Ausländerinnen und Ausländer,"Göttingen",K03159,346
1,2018,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1748
241,2018,Ausländerinnen und Ausländer,"Hannover  Region",K03241,1596
241001,2018,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,870
241999,2018,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,726
251,2018,Ausländerinnen und Ausländer,"Diepholz",K03251,233
252,2018,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,200
254,2018,Ausländerinnen und Ausländer,"Hildesheim",K03254,270
255,2018,Ausländerinnen und Ausländer,"Holzminden",K03255,52
256,2018,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,109
257,2018,Ausländerinnen und Ausländer,"Schaumburg",K03257,195
2,2018,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2655
351,2018,Ausländerinnen und Ausländer,"Celle",K03351,176
352,2018,Ausländerinnen und Ausländer,"Cuxhaven",K03352,143
353,2018,Ausländerinnen und Ausländer,"Harburg",K03353,149
354,2018,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,41
355,2018,Ausländerinnen und Ausländer,"Lüneburg",K03355,111
356,2018,Ausländerinnen und Ausländer,"Osterholz",K03356,62
357,2018,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,100
358,2018,Ausländerinnen und Ausländer,"Heidekreis",K03358,160
359,2018,Ausländerinnen und Ausländer,"Stade",K03359,251
360,2018,Ausländerinnen und Ausländer,"Uelzen",K03360,67
361,2018,Ausländerinnen und Ausländer,"Verden",K03361,127
3,2018,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1387
401,2018,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,184
402,2018,Ausländerinnen und Ausländer,"Emden  Stadt",K03402,79
403,2018,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,223
404,2018,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,234
405,2018,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,133
451,2018,Ausländerinnen und Ausländer,"Ammerland",K03451,104
452,2018,Ausländerinnen und Ausländer,"Aurich",K03452,138
453,2018,Ausländerinnen und Ausländer,"Cloppenburg",K03453,299
454,2018,Ausländerinnen und Ausländer,"Emsland",K03454,421
455,2018,Ausländerinnen und Ausländer,"Friesland",K03455,63
456,2018,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,160
457,2018,Ausländerinnen und Ausländer,"Leer",K03457,183
458,2018,Ausländerinnen und Ausländer,"Oldenburg",K03458,136
459,2018,Ausländerinnen und Ausländer,"Osnabrück",K03459,350
460,2018,Ausländerinnen und Ausländer,"Vechta",K03460,235
461,2018,Ausländerinnen und Ausländer,"Wesermarsch",K03461,84
462,2018,Ausländerinnen und Ausländer,"Wittmund",K03462,23
4,2018,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3049
0,2018,Ausländerinnen und Ausländer,"Niedersachsen",K030,8839
101,2019,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,239
102,2019,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,292
103,2019,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,187
151,2019,Ausländerinnen und Ausländer,"Gifhorn",K03151,128
153,2019,Ausländerinnen und Ausländer,"Goslar",K03153,133
154,2019,Ausländerinnen und Ausländer,"Helmstedt",K03154,75
155,2019,Ausländerinnen und Ausländer,"Northeim",K03155,111
157,2019,Ausländerinnen und Ausländer,"Peine",K03157,128
158,2019,Ausländerinnen und Ausländer,"Wolfenbüttel",K03158,79
159,2019,Ausländerinnen und Ausländer,"Göttingen",K03159,287
1,2019,Ausländerinnen und Ausländer,"Statistische Region Braunschweig",K031,1659
241,2019,Ausländerinnen und Ausländer,"Hannover  Region",K03241,1360
241001,2019,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,798
241999,2019,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,562
251,2019,Ausländerinnen und Ausländer,"Diepholz",K03251,218
252,2019,Ausländerinnen und Ausländer,"Hameln-Pyrmont",K03252,198
254,2019,Ausländerinnen und Ausländer,"Hildesheim",K03254,262
255,2019,Ausländerinnen und Ausländer,"Holzminden",K03255,50
256,2019,Ausländerinnen und Ausländer,"Nienburg (Weser)",K03256,142
257,2019,Ausländerinnen und Ausländer,"Schaumburg",K03257,139
2,2019,Ausländerinnen und Ausländer,"Statistische Region Hannover",K032,2369
351,2019,Ausländerinnen und Ausländer,"Celle",K03351,160
352,2019,Ausländerinnen und Ausländer,"Cuxhaven",K03352,131
353,2019,Ausländerinnen und Ausländer,"Harburg",K03353,185
354,2019,Ausländerinnen und Ausländer,"Lüchow-Dannenberg",K03354,30
355,2019,Ausländerinnen und Ausländer,"Lüneburg",K03355,146
356,2019,Ausländerinnen und Ausländer,"Osterholz",K03356,82
357,2019,Ausländerinnen und Ausländer,"Rotenburg (Wümme)",K03357,105
358,2019,Ausländerinnen und Ausländer,"Heidekreis",K03358,185
359,2019,Ausländerinnen und Ausländer,"Stade",K03359,218
360,2019,Ausländerinnen und Ausländer,"Uelzen",K03360,57
361,2019,Ausländerinnen und Ausländer,"Verden",K03361,113
3,2019,Ausländerinnen und Ausländer,"Statistische Region Lüneburg",K033,1412
401,2019,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,186
402,2019,Ausländerinnen und Ausländer,"Emden  Stadt",K03402,77
403,2019,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,214
404,2019,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,253
405,2019,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,136
451,2019,Ausländerinnen und Ausländer,"Ammerland",K03451,95
452,2019,Ausländerinnen und Ausländer,"Aurich",K03452,132
453,2019,Ausländerinnen und Ausländer,"Cloppenburg",K03453,299
454,2019,Ausländerinnen und Ausländer,"Emsland",K03454,434
455,2019,Ausländerinnen und Ausländer,"Friesland",K03455,50
456,2019,Ausländerinnen und Ausländer,"Grafschaft Bentheim",K03456,148
457,2019,Ausländerinnen und Ausländer,"Leer",K03457,196
458,2019,Ausländerinnen und Ausländer,"Oldenburg",K03458,138
459,2019,Ausländerinnen und Ausländer,"Osnabrück",K03459,385
460,2019,Ausländerinnen und Ausländer,"Vechta",K03460,263
461,2019,Ausländerinnen und Ausländer,"Wesermarsch",K03461,72
462,2019,Ausländerinnen und Ausländer,"Wittmund",K03462,29
4,2019,Ausländerinnen und Ausländer,"Statistische Region Weser-Ems",K034,3107
0,2019,Ausländerinnen und Ausländer,"Niedersachsen",K030,8547
101,2020,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,239
102,2020,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,307
103,2020,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,176
151,2020,Ausländerinnen und Ausländer,"Gifhorn",K03151,136
