Year,Herkunftsland,Geschlecht,Units,COMMENT_OBS,Value
2021,Gebiet der ehemaligen Sowjetunion (nachrichtlich),Frauen,in 1000,,236
2021,Insgesamt,Frauen,in 1000,,938
2019,Insgesamt,Frauen,in 1000,,850
2019,Europa,Frauen,in 1000,,529
2019,EU Staaten,Frauen,in 1000,,261
2019,Bulgarien,Frauen,in 1000,,11
2019,Frankreich,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Griechenland,Frauen,in 1000,,11
2019,Italien,Frauen,in 1000,,15
2019,Kroatien,Frauen,in 1000,,7
2019,Niederlande,Frauen,in 1000,,16
2019,Österreich,Frauen,in 1000,,7
2019,Polen,Frauen,in 1000,,125
2019,Portugal,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Rumänien,Frauen,in 1000,,21
2019,Spanien,Frauen,in 1000,,7
2019,Vereinigtes Königreich,Frauen,in 1000,,7
2019,Sonstiges Europa,Frauen,in 1000,,268
2019,Bosnien und Herzegowina,Frauen,in 1000,,9
2019,Kosovo,Frauen,in 1000,,22
2019,Russische Föderation,Frauen,in 1000,,96
2019,Serbien,Frauen,in 1000,,10
2019,Türkei,Frauen,in 1000,,92
2019,Ukraine,Frauen,in 1000,,15
2019,Afrika,Frauen,in 1000,,20
2019,Marokko,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,"Ägypten, Algerien, Libyen, Tunesien",Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Amerika,Frauen,in 1000,,18
2019,Nordamerika,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Vereinigte Staaten,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Mittel- und Südamerika,Frauen,in 1000,,15
2019,Asien,Frauen,in 1000,,220
2019,Naher und Mittlerer Osten,Frauen,in 1000,,171
2019,Irak,Frauen,in 1000,,17
2019,Iran,Frauen,in 1000,,8
2019,Kasachstan,Frauen,in 1000,,77
2019,Syrien,Frauen,in 1000,,38
2019,Sonstiges Asien,Frauen,in 1000,,49
2019,Afghanistan,Frauen,in 1000,,10
2019,China,Frauen,in 1000,,8
2019,Indien,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Pakistan,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Vietnam,Frauen,in 1000,,9
2019,Australien und Ozeanien,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Unbestimmt,Frauen,in 1000,,36
2019,"Ohne Angaben, unbestimmt",Frauen,in 1000,,24
2019,nachrichtlich:,Frauen,in 1000,,0
2018,Insgesamt,Frauen,in 1000,,836
2018,Europa,Frauen,in 1000,,526
2018,EU Staaten,Frauen,in 1000,,268
2018,Bulgarien,Frauen,in 1000,,9
2018,Frankreich,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Griechenland,Frauen,in 1000,,11
2018,Italien,Frauen,in 1000,,16
2018,Kroatien,Frauen,in 1000,,6
2018,Niederlande,Frauen,in 1000,,20
2018,Österreich,Frauen,in 1000,,6
2018,Polen,Frauen,in 1000,,130
2018,Portugal,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Rumänien,Frauen,in 1000,,19
2018,Spanien,Frauen,in 1000,,8
2018,Vereinigtes Königreich,Frauen,in 1000,,7
2018,Sonstiges Europa,Frauen,in 1000,,258
2018,Bosnien und Herzegowina,Frauen,in 1000,,7
2018,Kosovo,Frauen,in 1000,,19
2018,Russische Föderation,Frauen,in 1000,,94
2018,Serbien,Frauen,in 1000,,9
2018,Türkei,Frauen,in 1000,,89
2018,Ukraine,Frauen,in 1000,,17
2018,Afrika,Frauen,in 1000,,16
2018,Marokko,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,"Ägypten, Algerien, Libyen, Tunesien",Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Amerika,Frauen,in 1000,,20
2018,Nordamerika,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Vereinigte Staaten,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Mittel- und Südamerika,Frauen,in 1000,,17
2018,Asien,Frauen,in 1000,,223
2018,Naher und Mittlerer Osten,Frauen,in 1000,,174
2018,Irak,Frauen,in 1000,,11
2018,Iran,Frauen,in 1000,,8
2018,Kasachstan,Frauen,in 1000,,83
2018,Syrien,Frauen,in 1000,,40
2018,Sonstiges Asien,Frauen,in 1000,,49
2018,Afghanistan,Frauen,in 1000,,9
2018,China,Frauen,in 1000,,6
2018,Indien,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Pakistan,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Vietnam,Frauen,in 1000,,12
2018,Australien und Ozeanien,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Unbestimmt,Frauen,in 1000,,31
2018,"Ohne Angaben, unbestimmt",Frauen,in 1000,,18
2018,nachrichtlich:,Frauen,in 1000,,0
2017,Insgesamt,Frauen,in 1000,,830
2017,Europa,Frauen,in 1000,,498
2017,EU Staaten,Frauen,in 1000,,242
2017,Bulgarien,Frauen,in 1000,,8
2017,Frankreich,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Griechenland,Frauen,in 1000,,9
2017,Italien,Frauen,in 1000,,12
2017,Kroatien,Frauen,in 1000,,5
2017,Niederlande,Frauen,in 1000,,16
2017,Österreich,Frauen,in 1000,,5
2017,Polen,Frauen,in 1000,,125
2017,Portugal,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Rumänien,Frauen,in 1000,,17
2017,Spanien,Frauen,in 1000,,7
2017,Vereinigtes Königreich,Frauen,in 1000,,6
2017,Sonstiges Europa,Frauen,in 1000,,255
2017,Bosnien und Herzegowina,Frauen,in 1000,,6
2017,Kosovo,Frauen,in 1000,,18
2017,Russische Föderation,Frauen,in 1000,,104
2017,Serbien,Frauen,in 1000,,9
2017,Türkei,Frauen,in 1000,,85
2017,Ukraine,Frauen,in 1000,,15
2017,Afrika,Frauen,in 1000,,17
2017,Marokko,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,"Ägypten, Algerien, Libyen, Tunesien",Frauen,in 1000,,6
2017,Amerika,Frauen,in 1000,,18
2017,Nordamerika,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Vereinigte Staaten,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Mittel- und Südamerika,Frauen,in 1000,,14
2017,Asien,Frauen,in 1000,,201
2017,Naher und Mittlerer Osten,Frauen,in 1000,,162
2017,Irak,Frauen,in 1000,,13
2017,Iran,Frauen,in 1000,,8
2017,Kasachstan,Frauen,in 1000,,78
2017,Syrien,Frauen,in 1000,,34
2017,Sonstiges Asien,Frauen,in 1000,,39
2017,Afghanistan,Frauen,in 1000,,6
2017,China,Frauen,in 1000,,5
2017,Indien,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Pakistan,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Vietnam,Frauen,in 1000,,8
2017,Australien und Ozeanien,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Unbestimmt,Frauen,in 1000,,28
2017,"Ohne Angaben, unbestimmt",Frauen,in 1000,,68
2017,nachrichtlich:,Frauen,in 1000,,0
