Year,Staatsangehörigkeit,Erreichter Abschluss,Schulform,Value
2011,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),7
2011,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),355
2011,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),23
2011,Ausländerinnen und Ausländer,erfolgreicher Besuch3),Berufsschule (Teilzeit),921
2011,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),-
2011,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),-
2011,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),191
2011,Ausländerinnen und Ausländer,Insgesamt,Berufsschule (Teilzeit),1497
2011,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),651
2010,Deutsche,Allgemeine Hochschulreife2),Berufsschule (Teilzeit),-
2010,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),86
2010,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),11028
2010,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),415
2010,Deutsche,erfolgreicher Besuch3),Berufsschule (Teilzeit),33962
2010,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),-
2010,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),-
2010,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),3052
2010,Deutsche,Insgesamt,Berufsschule (Teilzeit),48543
2010,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),11395
2010,Ausländerinnen und Ausländer,Allgemeine Hochschulreife2),Berufsschule (Teilzeit),-
2010,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),1
2010,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),328
2010,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),5
2010,Ausländerinnen und Ausländer,erfolgreicher Besuch3),Berufsschule (Teilzeit),801
2010,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),-
2010,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),-
2010,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),134
2010,Ausländerinnen und Ausländer,Insgesamt,Berufsschule (Teilzeit),1269
2010,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),524
2006,Deutsche,Allgemeine Hochschulreife2),Berufsschule (Teilzeit),-
2006,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),97
2006,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),10884
2006,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),434
2006,Deutsche,erfolgreicher Besuch3),Berufsschule (Teilzeit),29076
2006,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),-
2006,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),-
2006,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),3724
2006,Deutsche,Insgesamt,Berufsschule (Teilzeit),44215
2006,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),8002
2006,Ausländerinnen und Ausländer,Allgemeine Hochschulreife2),Berufsschule (Teilzeit),-
2006,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),1
2006,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),319
2006,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),10
2006,Ausländerinnen und Ausländer,erfolgreicher Besuch3),Berufsschule (Teilzeit),777
2006,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),-
2006,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),-
2006,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),194
2006,Ausländerinnen und Ausländer,Insgesamt,Berufsschule (Teilzeit),1301
2006,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),423
2005,Deutsche,Allgemeine Hochschulreife2),Berufsschule (Teilzeit),-
2005,Deutsche,Fachhochschulreife,Berufsschule (Teilzeit),96
2005,Deutsche,Realschulabschluss,Berufsschule (Teilzeit),10698
2005,Deutsche,Hauptschulabschluss,Berufsschule (Teilzeit),429
2005,Deutsche,erfolgreicher Besuch3),Berufsschule (Teilzeit),28999
2005,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),-
2005,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),-
2005,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),4273
2005,Deutsche,Insgesamt,Berufsschule (Teilzeit),44495
2005,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),7986
2005,Ausländerinnen und Ausländer,Allgemeine Hochschulreife2),Berufsschule (Teilzeit),-
2005,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsschule (Teilzeit),8
2005,Ausländerinnen und Ausländer,Realschulabschluss,Berufsschule (Teilzeit),419
2005,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsschule (Teilzeit),27
2005,Ausländerinnen und Ausländer,erfolgreicher Besuch3),Berufsschule (Teilzeit),817
2005,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsschule (Teilzeit),-
2005,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsschule (Teilzeit),-
2005,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsschule (Teilzeit),318
2005,Ausländerinnen und Ausländer,Insgesamt,Berufsschule (Teilzeit),1589
2005,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsschule (Teilzeit),411
2019,Deutsche,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2019,Deutsche,Fachhochschulreife,Berufseinstiegsklasse,-
2019,Deutsche,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse,-
2019,Deutsche,Realschulabschluss,Berufseinstiegsklasse,-
2019,Deutsche,Hauptschulabschluss,Berufseinstiegsklasse,1259
2019,Deutsche,Erfolgreicher Besuch3),Berufseinstiegsklasse,195
2019,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr4),Berufseinstiegsklasse,-
2019,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,721
2019,Deutsche,Insgesamt,Berufseinstiegsklasse,2175
2019,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,395
2019,Ausländerinnen und Ausländer,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2019,Ausländerinnen und Ausländer,Fachhochschulreife,Berufseinstiegsklasse,-
2019,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse,-
2019,Ausländerinnen und Ausländer,Realschulabschluss,Berufseinstiegsklasse,-
2019,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufseinstiegsklasse,1055
2019,Ausländerinnen und Ausländer,Erfolgreicher Besuch3),Berufseinstiegsklasse,70
2019,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr4),Berufseinstiegsklasse,-
2019,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,343
2019,Ausländerinnen und Ausländer,Insgesamt,Berufseinstiegsklasse,1468
2019,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,326
2018,Deutsche,Fachhochschulreife,Berufseinstiegsklasse,-
2018,Deutsche,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse,-
2018,Deutsche,Realschulabschluss,Berufseinstiegsklasse,-
2018,Deutsche,Hauptschulabschluss,Berufseinstiegsklasse,1493
2018,Deutsche,Erfolgreicher Besuch3),Berufseinstiegsklasse,159
2018,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr4),Berufseinstiegsklasse,-
2018,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,784
2018,Deutsche,Insgesamt,Berufseinstiegsklasse,2436
2018,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,406
2018,Ausländerinnen und Ausländer,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2018,Ausländerinnen und Ausländer,Fachhochschulreife,Berufseinstiegsklasse,-
2018,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse,-
2018,Ausländerinnen und Ausländer,Realschulabschluss,Berufseinstiegsklasse,-
2018,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufseinstiegsklasse,1227
2018,Ausländerinnen und Ausländer,Erfolgreicher Besuch3),Berufseinstiegsklasse,58
2018,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr4),Berufseinstiegsklasse,-
2018,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,445
2018,Ausländerinnen und Ausländer,Insgesamt,Berufseinstiegsklasse,1730
2018,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,288
2017,Deutsche,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2017,Deutsche,Fachhochschulreife,Berufseinstiegsklasse,-
2017,Deutsche,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse,-
2017,Deutsche,Realschulabschluss,Berufseinstiegsklasse,-
2017,Deutsche,Hauptschulabschluss,Berufseinstiegsklasse,1473
2017,Deutsche,Erfolgreicher Besuch3),Berufseinstiegsklasse,181
2017,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr4),Berufseinstiegsklasse,-
2017,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,806
2017,Deutsche,Insgesamt,Berufseinstiegsklasse,2460
2017,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,435
2017,Ausländerinnen und Ausländer,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2017,Ausländerinnen und Ausländer,Fachhochschulreife,Berufseinstiegsklasse,-
2017,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufseinstiegsklasse,-
2017,Ausländerinnen und Ausländer,Realschulabschluss,Berufseinstiegsklasse,-
2017,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufseinstiegsklasse,588
2017,Ausländerinnen und Ausländer,Erfolgreicher Besuch3),Berufseinstiegsklasse,92
2017,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr4),Berufseinstiegsklasse,-
2017,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,235
2017,Ausländerinnen und Ausländer,Insgesamt,Berufseinstiegsklasse,915
2017,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,163
2015,Deutsche,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2015,Deutsche,Fachhochschulreife,Berufseinstiegsklasse,-
2015,Deutsche,Realschulabschluss3),Berufseinstiegsklasse,-
2015,Deutsche,Hauptschulabschluss,Berufseinstiegsklasse,1500
2015,Deutsche,erfolgreicher Besuch4),Berufseinstiegsklasse,268
2015,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr5),Berufseinstiegsklasse,-
2015,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2015,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,790
2015,Deutsche,Insgesamt,Berufseinstiegsklasse,2558
2015,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,403
2015,Ausländerinnen und Ausländer,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2015,Ausländerinnen und Ausländer,Fachhochschulreife,Berufseinstiegsklasse,-
2015,Ausländerinnen und Ausländer,Realschulabschluss3),Berufseinstiegsklasse,-
2015,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufseinstiegsklasse,254
2015,Ausländerinnen und Ausländer,erfolgreicher Besuch4),Berufseinstiegsklasse,31
2015,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr5),Berufseinstiegsklasse,-
2015,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2015,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,161
2015,Ausländerinnen und Ausländer,Insgesamt,Berufseinstiegsklasse,446
2015,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,95
2014,Deutsche,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2014,Deutsche,Fachhochschulreife,Berufseinstiegsklasse,-
2014,Deutsche,Realschulabschluss3),Berufseinstiegsklasse,-
2014,Deutsche,Hauptschulabschluss,Berufseinstiegsklasse,1825
2014,Deutsche,erfolgreicher Besuch4),Berufseinstiegsklasse,323
2014,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,-
2014,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2014,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,969
2014,Deutsche,Insgesamt,Berufseinstiegsklasse,3117
2014,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,589
2014,Ausländerinnen und Ausländer,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2014,Ausländerinnen und Ausländer,Fachhochschulreife,Berufseinstiegsklasse,-
2014,Ausländerinnen und Ausländer,Realschulabschluss3),Berufseinstiegsklasse,-
2014,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufseinstiegsklasse,260
2014,Ausländerinnen und Ausländer,erfolgreicher Besuch4),Berufseinstiegsklasse,40
2014,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,-
2014,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2014,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,124
2014,Ausländerinnen und Ausländer,Insgesamt,Berufseinstiegsklasse,424
2014,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,101
2012,Deutsche,Allgemeine Hochschulreife5),Berufseinstiegsklasse,-
2012,Deutsche,Fachhochschulreife,Berufseinstiegsklasse,-
2012,Deutsche,Realschulabschluss,Berufseinstiegsklasse,-
2012,Deutsche,Hauptschulabschluss,Berufseinstiegsklasse,1824
2012,Deutsche,erfolgreicher Besuch6),Berufseinstiegsklasse,383
2012,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,-
2012,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2012,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,965
2012,Deutsche,Insgesamt,Berufseinstiegsklasse,3172
2012,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,538
2012,Ausländerinnen und Ausländer,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2012,Ausländerinnen und Ausländer,Fachhochschulreife,Berufseinstiegsklasse,-
2012,Ausländerinnen und Ausländer,Realschulabschluss,Berufseinstiegsklasse,-
2012,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufseinstiegsklasse,222
2012,Ausländerinnen und Ausländer,erfolgreicher Besuch3),Berufseinstiegsklasse,38
2012,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,-
2012,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2012,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,123
2012,Ausländerinnen und Ausländer,Insgesamt,Berufseinstiegsklasse,383
2012,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,78
2011,Deutsche,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2011,Deutsche,Fachhochschulreife,Berufseinstiegsklasse,-
2011,Deutsche,Realschulabschluss,Berufseinstiegsklasse,-
2011,Deutsche,Hauptschulabschluss,Berufseinstiegsklasse,2034
2011,Deutsche,erfolgreicher Besuch3),Berufseinstiegsklasse,353
2011,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,-
2011,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2011,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,1111
2011,Deutsche,Insgesamt,Berufseinstiegsklasse,3498
2011,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,656
2011,Ausländerinnen und Ausländer,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2011,Ausländerinnen und Ausländer,Fachhochschulreife,Berufseinstiegsklasse,-
2011,Ausländerinnen und Ausländer,Realschulabschluss,Berufseinstiegsklasse,-
2011,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufseinstiegsklasse,204
2011,Ausländerinnen und Ausländer,erfolgreicher Besuch3),Berufseinstiegsklasse,42
2011,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,-
2011,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2011,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,144
2011,Ausländerinnen und Ausländer,Insgesamt,Berufseinstiegsklasse,390
2011,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,91
2010,Deutsche,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2010,Deutsche,Fachhochschulreife,Berufseinstiegsklasse,-
2010,Deutsche,Realschulabschluss,Berufseinstiegsklasse,-
2010,Deutsche,Hauptschulabschluss,Berufseinstiegsklasse,2112
2010,Deutsche,erfolgreicher Besuch3),Berufseinstiegsklasse,441
2010,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,-
2010,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2010,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,1183
2010,Deutsche,Insgesamt,Berufseinstiegsklasse,3736
2010,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,704
2010,Ausländerinnen und Ausländer,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2010,Ausländerinnen und Ausländer,Fachhochschulreife,Berufseinstiegsklasse,-
2010,Ausländerinnen und Ausländer,Realschulabschluss,Berufseinstiegsklasse,-
2010,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufseinstiegsklasse,256
2010,Ausländerinnen und Ausländer,erfolgreicher Besuch3),Berufseinstiegsklasse,42
2010,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,-
2010,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2010,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,169
2010,Ausländerinnen und Ausländer,Insgesamt,Berufseinstiegsklasse,467
2010,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,90
2006,Deutsche,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2006,Deutsche,Fachhochschulreife,Berufseinstiegsklasse,-
2006,Deutsche,Realschulabschluss,Berufseinstiegsklasse,-
2006,Deutsche,Hauptschulabschluss,Berufseinstiegsklasse,-
2006,Deutsche,erfolgreicher Besuch3),Berufseinstiegsklasse,-
2006,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,-
2006,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2006,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,-
2006,Deutsche,Insgesamt,Berufseinstiegsklasse,-
2006,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,-
2006,Ausländerinnen und Ausländer,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2006,Ausländerinnen und Ausländer,Fachhochschulreife,Berufseinstiegsklasse,-
2006,Ausländerinnen und Ausländer,Realschulabschluss,Berufseinstiegsklasse,-
2006,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufseinstiegsklasse,-
2006,Ausländerinnen und Ausländer,erfolgreicher Besuch3),Berufseinstiegsklasse,-
2006,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,-
2006,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2006,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,-
2006,Ausländerinnen und Ausländer,Insgesamt,Berufseinstiegsklasse,-
2006,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,-
2005,Deutsche,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2005,Deutsche,Fachhochschulreife,Berufseinstiegsklasse,-
2005,Deutsche,Realschulabschluss,Berufseinstiegsklasse,-
2005,Deutsche,Hauptschulabschluss,Berufseinstiegsklasse,-
2005,Deutsche,erfolgreicher Besuch3),Berufseinstiegsklasse,-
2005,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,-
2005,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2005,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,-
2005,Deutsche,Insgesamt,Berufseinstiegsklasse,-
2005,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,-
2005,Ausländerinnen und Ausländer,Allgemeine Hochschulreife2),Berufseinstiegsklasse,-
2005,Ausländerinnen und Ausländer,Fachhochschulreife,Berufseinstiegsklasse,-
2005,Ausländerinnen und Ausländer,Realschulabschluss,Berufseinstiegsklasse,-
2005,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufseinstiegsklasse,-
2005,Ausländerinnen und Ausländer,erfolgreicher Besuch3),Berufseinstiegsklasse,-
2005,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufseinstiegsklasse,-
2005,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufseinstiegsklasse,-
2005,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufseinstiegsklasse,-
2005,Ausländerinnen und Ausländer,Insgesamt,Berufseinstiegsklasse,-
2005,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufseinstiegsklasse,-
