Year,Gebietseinheit,Migrationserfahrung,Nationalität,Units,GeoCode,Value
2015,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,in 1000,RA_05,53.4768
2015,Mittelniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_06,47.95215
2015,Statistische Region Hannover,mit eigener Migrationserfahrung,,in 1000,,295.59474
2015,Nordniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_07,76.93715
2015,Nordostniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_08,82.91226
2015,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,in 1000,,159.84941
2015,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,in 1000,RA_09,66.12288
2015,Oldenburger Raum,mit eigener Migrationserfahrung,,in 1000,RA_10,83.19049
2015,Westniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_11,164.19414
2015,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,in 1000,,313.50751
2015,Niedersachsen,mit eigener Migrationserfahrung,,in 1000,,966.18624
2014,Ostniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_01,137.96116
2014,Südniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_02,48.64621
2014,Statistische Region Braunschweig,mit eigener Migrationserfahrung,,in 1000,,186.60737
2014,Region Hannover,mit eigener Migrationserfahrung,,in 1000,,182.98563
2014,"dav. Hannover, Landeshauptstadt",mit eigener Migrationserfahrung,,in 1000,RA_03,105.89119
2014,"dav. Hannover, Umland",mit eigener Migrationserfahrung,,in 1000,RA_04,77.09444
2014,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,in 1000,RA_05,55.40546
2014,Mittelniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_06,50.70317
2014,Statistische Region Hannover,mit eigener Migrationserfahrung,,in 1000,,289.09426
2014,Nordniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_07,69.75891
2014,Nordostniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_08,76.39079
2014,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,in 1000,,146.1497
2014,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,in 1000,RA_09,53.72351
2014,Oldenburger Raum,mit eigener Migrationserfahrung,,in 1000,RA_10,81.05491
2014,Westniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_11,164.10085
2014,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,in 1000,,298.87927
2014,Niedersachsen,mit eigener Migrationserfahrung,,in 1000,,920.7306
2013,Ostniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_01,136.08432
2013,Südniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_02,50.19825
2013,Statistische Region Braunschweig,mit eigener Migrationserfahrung,,in 1000,,186.28257
2013,Region Hannover,mit eigener Migrationserfahrung,,in 1000,,184.24635
2013,"dav. Hannover, Landeshauptstadt",mit eigener Migrationserfahrung,,in 1000,RA_03,110.86065
2013,"dav. Hannover, Umland",mit eigener Migrationserfahrung,,in 1000,RA_04,73.38571
2013,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,in 1000,RA_05,54.90085
2013,Mittelniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_06,46.43705
2013,Statistische Region Hannover,mit eigener Migrationserfahrung,,in 1000,,285.58425
2013,Nordniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_07,66.83048
2013,Nordostniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_08,76.25572
2013,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,in 1000,,143.0862
2013,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,in 1000,RA_09,56.85198
2013,Oldenburger Raum,mit eigener Migrationserfahrung,,in 1000,RA_10,74.78545
2013,Westniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_11,164.06826
2013,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,in 1000,,295.70569
2013,Niedersachsen,mit eigener Migrationserfahrung,,in 1000,,910.65872
2012,Ostniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_01,131.72268
2012,Südniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_02,45.3721
2012,Statistische Region Braunschweig,mit eigener Migrationserfahrung,,in 1000,,177.09478
2012,Region Hannover,mit eigener Migrationserfahrung,,in 1000,,174.67026
2012,"dav. Hannover, Landeshauptstadt",mit eigener Migrationserfahrung,,in 1000,RA_03,103.01323
2012,"dav. Hannover, Umland",mit eigener Migrationserfahrung,,in 1000,RA_04,71.65703
2012,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,in 1000,RA_05,52.37472
2012,Mittelniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_06,48.87235
2012,Statistische Region Hannover,mit eigener Migrationserfahrung,,in 1000,,275.91733
2012,Nordniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_07,65.07077
2012,Nordostniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_08,66.90081
2012,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,in 1000,,131.97158
2012,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,in 1000,RA_09,51.17071
2012,Oldenburger Raum,mit eigener Migrationserfahrung,,in 1000,RA_10,77.52859
2012,Westniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_11,166.63742
2012,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,in 1000,,295.33672
2012,Niedersachsen,mit eigener Migrationserfahrung,,in 1000,,880.32042
2011,Ostniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_01,122.08877
2011,Südniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_02,49.72454
2011,Statistische Region Braunschweig,mit eigener Migrationserfahrung,,in 1000,,171.81331
2011,Region Hannover,mit eigener Migrationserfahrung,,in 1000,,170.68214
2011,"dav. Hannover, Landeshauptstadt",mit eigener Migrationserfahrung,,in 1000,RA_03,103.77214
2011,"dav. Hannover, Umland",mit eigener Migrationserfahrung,,in 1000,RA_04,66.91001
2011,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,in 1000,RA_05,50.3253
2011,Mittelniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_06,50.98144
2011,Statistische Region Hannover,mit eigener Migrationserfahrung,,in 1000,,271.98889
2011,Nordniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_07,62.77763
2011,Nordostniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_08,62.21811
2011,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,in 1000,,124.99574
2011,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,in 1000,RA_09,46.86287
2011,Oldenburger Raum,mit eigener Migrationserfahrung,,in 1000,RA_10,77.58386
2011,Westniedersachsen,mit eigener Migrationserfahrung,,in 1000,RA_11,161.99847
2011,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,in 1000,,286.4452
2011,Niedersachsen,mit eigener Migrationserfahrung,,in 1000,,855.24313
2019,Ostniedersachsen,mit eigener Migrationserfahrung,,%,RA_01,62.7641718307346
2019,Südniedersachsen,mit eigener Migrationserfahrung,,%,RA_02,66.3501200350801
2019,Statistische Region Braunschweig,mit eigener Migrationserfahrung,,%,,63.7994516010948
2019,Region Hannover,mit eigener Migrationserfahrung,,%,,63.0503512092833
2019,"dav. Hannover, Landeshauptstadt",mit eigener Migrationserfahrung,,%,RA_03,62.6916900287706
2019,"dav. Hannover, Umland",mit eigener Migrationserfahrung,,%,RA_04,63.5233680818776
2019,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,%,RA_05,64.0026521443854
2019,Mittelniedersachsen,mit eigener Migrationserfahrung,,%,RA_06,64.0681098092165
2019,Statistische Region Hannover,mit eigener Migrationserfahrung,,%,,63.4214577213933
2019,Nordniedersachsen,mit eigener Migrationserfahrung,,%,RA_07,62.4455118492275
2019,Nordostniedersachsen,mit eigener Migrationserfahrung,,%,RA_08,65.4503106471428
2019,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,%,,63.8490343210136
2019,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,%,RA_09,69.8626577637867
2019,Oldenburger Raum,mit eigener Migrationserfahrung,,%,RA_10,66.1901052374921
2019,Westniedersachsen,mit eigener Migrationserfahrung,,%,RA_11,69.3671867500185
2019,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,%,,68.6124535647229
2019,Niedersachsen,mit eigener Migrationserfahrung,,%,,65.171784458103
2018,Ostniedersachsen,mit eigener Migrationserfahrung,,%,RA_01,65.5825919920534
2018,Südniedersachsen,mit eigener Migrationserfahrung,,%,RA_02,67.5839044947458
2018,Statistische Region Braunschweig,mit eigener Migrationserfahrung,,%,,66.1869665018155
2018,Region Hannover,mit eigener Migrationserfahrung,,%,,64.7167696587854
2018,"dav. Hannover, Landeshauptstadt",mit eigener Migrationserfahrung,,%,RA_03,65.2053832277016
2018,"dav. Hannover, Umland",mit eigener Migrationserfahrung,,%,RA_04,64.0406706918422
2018,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,%,RA_05,69.1914893073934
2018,Mittelniedersachsen,mit eigener Migrationserfahrung,,%,RA_06,64.3200862804079
2018,Statistische Region Hannover,mit eigener Migrationserfahrung,,%,,65.5523085558977
2018,Nordniedersachsen,mit eigener Migrationserfahrung,,%,RA_07,63.2065719020149
2018,Nordostniedersachsen,mit eigener Migrationserfahrung,,%,RA_08,65.7340796202301
2018,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,%,,64.3435856082865
2018,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,%,RA_09,66.812883293872
2018,Oldenburger Raum,mit eigener Migrationserfahrung,,%,RA_10,66.1119610168966
2018,Westniedersachsen,mit eigener Migrationserfahrung,,%,RA_11,70.2665684939761
2018,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,%,,68.4579985415249
2018,Niedersachsen,mit eigener Migrationserfahrung,,%,,66.3830746618652
2017,Ostniedersachsen,mit eigener Migrationserfahrung,,%,RA_01,68.8171366168011
2017,Südniedersachsen,mit eigener Migrationserfahrung,,%,RA_02,73.9836175473049
2017,Statistische Region Braunschweig,mit eigener Migrationserfahrung,,%,,70.4549056960384
2017,Region Hannover,mit eigener Migrationserfahrung,,%,,68.2171241208942
2017,"dav. Hannover, Landeshauptstadt",mit eigener Migrationserfahrung,,%,RA_03,68.6311525587314
2017,"dav. Hannover, Umland",mit eigener Migrationserfahrung,,%,RA_04,67.6960432662877
2017,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,%,RA_05,70.8324023696901
2017,Mittelniedersachsen,mit eigener Migrationserfahrung,,%,RA_06,68.2120968898341
2017,Statistische Region Hannover,mit eigener Migrationserfahrung,,%,,68.7560629394775
2017,Nordniedersachsen,mit eigener Migrationserfahrung,,%,RA_07,67.3757832877217
2017,Nordostniedersachsen,mit eigener Migrationserfahrung,,%,RA_08,70.1688231689038
2017,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,%,,68.6194129371603
2017,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,%,RA_09,70.5463622814283
2017,Oldenburger Raum,mit eigener Migrationserfahrung,,%,RA_10,69.2364881954382
2017,Westniedersachsen,mit eigener Migrationserfahrung,,%,RA_11,72.672557326917
2017,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,%,,71.3208598433034
2017,Niedersachsen,mit eigener Migrationserfahrung,,%,,69.8603824311836
2016,Ostniedersachsen,mit eigener Migrationserfahrung,,%,RA_01,70.3251053744302
2016,Südniedersachsen,mit eigener Migrationserfahrung,,%,RA_02,72.3466576393079
2016,Statistische Region Braunschweig,mit eigener Migrationserfahrung,,%,,70.9986283813026
2016,Region Hannover,mit eigener Migrationserfahrung,,%,,67.4051817153435
2016,"dav. Hannover, Landeshauptstadt",mit eigener Migrationserfahrung,,%,RA_03,69.4963816517835
2016,"dav. Hannover, Umland",mit eigener Migrationserfahrung,,%,RA_04,64.789309172952
2016,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,%,RA_05,73.4137294457249
2016,Mittelniedersachsen,mit eigener Migrationserfahrung,,%,RA_06,67.7365744675912
2016,Statistische Region Hannover,mit eigener Migrationserfahrung,,%,,68.5615172800556
2016,Nordniedersachsen,mit eigener Migrationserfahrung,,%,RA_07,68.469218288505
2016,Nordostniedersachsen,mit eigener Migrationserfahrung,,%,RA_08,67.4620103412607
2016,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,%,,67.9844616638073
2016,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,%,RA_09,73.9820671678728
2016,Oldenburger Raum,mit eigener Migrationserfahrung,,%,RA_10,70.9900234182408
2016,Westniedersachsen,mit eigener Migrationserfahrung,,%,RA_11,71.9690717090851
2016,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,%,,72.0428187351355
2016,Niedersachsen,mit eigener Migrationserfahrung,,%,,70.050286674735
2015,Ostniedersachsen,mit eigener Migrationserfahrung,,%,RA_01,67.0861543239491
2015,Südniedersachsen,mit eigener Migrationserfahrung,,%,RA_02,75.8495826270469
2015,Statistische Region Braunschweig,mit eigener Migrationserfahrung,,%,,69.2946455489037
2015,Region Hannover,mit eigener Migrationserfahrung,,%,,66.9356849847424
2015,"dav. Hannover, Landeshauptstadt",mit eigener Migrationserfahrung,,%,RA_03,68.0228745011213
2015,"dav. Hannover, Umland",mit eigener Migrationserfahrung,,%,RA_04,65.45761040639
2015,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,%,RA_05,71.3715161762651
2015,Mittelniedersachsen,mit eigener Migrationserfahrung,,%,RA_06,65.3607506321785
2015,Statistische Region Hannover,mit eigener Migrationserfahrung,,%,,67.4302895041883
2015,Nordniedersachsen,mit eigener Migrationserfahrung,,%,RA_07,67.8677695631858
2015,Nordostniedersachsen,mit eigener Migrationserfahrung,,%,RA_08,66.8561692951072
2015,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,%,,67.3392684506169
2015,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,%,RA_09,74.4509900863569
2015,Oldenburger Raum,mit eigener Migrationserfahrung,,%,RA_10,68.4517191121357
2015,Westniedersachsen,mit eigener Migrationserfahrung,,%,RA_11,71.5529331714024
2015,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,%,,71.2812123800245
2015,Niedersachsen,mit eigener Migrationserfahrung,,%,,69.0034595136432
2014,Ostniedersachsen,mit eigener Migrationserfahrung,,%,RA_01,66.6027743713366
2014,Südniedersachsen,mit eigener Migrationserfahrung,,%,RA_02,72.9714567122545
2014,Statistische Region Braunschweig,mit eigener Migrationserfahrung,,%,,68.1533903493425
2014,Region Hannover,mit eigener Migrationserfahrung,,%,,67.5614411566187
2014,"dav. Hannover, Landeshauptstadt",mit eigener Migrationserfahrung,,%,RA_03,68.5733611448754
2014,"dav. Hannover, Umland",mit eigener Migrationserfahrung,,%,RA_04,66.2192578974308
2014,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,%,RA_05,70.6206600137684
2014,Mittelniedersachsen,mit eigener Migrationserfahrung,,%,RA_06,66.450425773814
2014,Statistische Region Hannover,mit eigener Migrationserfahrung,,%,,67.9261919221584
2014,Nordniedersachsen,mit eigener Migrationserfahrung,,%,RA_07,63.548071049967
2014,Nordostniedersachsen,mit eigener Migrationserfahrung,,%,RA_08,64.0169745885659
2014,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,%,,63.7922986583904
2014,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,%,RA_09,72.7545803816522
2014,Oldenburger Raum,mit eigener Migrationserfahrung,,%,RA_10,67.8718543133698
2014,Westniedersachsen,mit eigener Migrationserfahrung,,%,RA_11,70.2067018345802
2014,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,%,,69.9943042838853
2014,Niedersachsen,mit eigener Migrationserfahrung,,%,,67.9248770662923
2013,Ostniedersachsen,mit eigener Migrationserfahrung,,%,RA_01,65.3513288378028
2013,Südniedersachsen,mit eigener Migrationserfahrung,,%,RA_02,71.3252740541861
2013,Statistische Region Braunschweig,mit eigener Migrationserfahrung,,%,,66.8603765133376
2013,Region Hannover,mit eigener Migrationserfahrung,,%,,68.4710823517371
2013,"dav. Hannover, Landeshauptstadt",mit eigener Migrationserfahrung,,%,RA_03,70.2070837176884
2013,"dav. Hannover, Umland",mit eigener Migrationserfahrung,,%,RA_04,66.0055324126437
2013,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,%,RA_05,65.9328141815084
2013,Mittelniedersachsen,mit eigener Migrationserfahrung,,%,RA_06,69.1968689556927
2013,Statistische Region Hannover,mit eigener Migrationserfahrung,,%,,68.0833253310353
2013,Nordniedersachsen,mit eigener Migrationserfahrung,,%,RA_07,65.7923296716452
2013,Nordostniedersachsen,mit eigener Migrationserfahrung,,%,RA_08,63.8286837729774
2013,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,%,,64.7310356078105
2013,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,%,RA_09,67.3320683004083
2013,Oldenburger Raum,mit eigener Migrationserfahrung,,%,RA_10,72.0006866427857
2013,Westniedersachsen,mit eigener Migrationserfahrung,,%,RA_11,68.8930726350723
2013,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,%,,69.3409001082302
2013,Niedersachsen,mit eigener Migrationserfahrung,,%,,67.6779606016895
2012,Ostniedersachsen,mit eigener Migrationserfahrung,,%,RA_01,66.0197180025021
2012,Südniedersachsen,mit eigener Migrationserfahrung,,%,RA_02,68.1261842138652
2012,Statistische Region Braunschweig,mit eigener Migrationserfahrung,,%,,66.5468912573333
2012,Region Hannover,mit eigener Migrationserfahrung,,%,,67.8160973984779
2012,"dav. Hannover, Landeshauptstadt",mit eigener Migrationserfahrung,,%,RA_03,70.2967307961201
2012,"dav. Hannover, Umland",mit eigener Migrationserfahrung,,%,RA_04,64.541916244791
2012,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,%,RA_05,67.7924962527862
2012,Mittelniedersachsen,mit eigener Migrationserfahrung,,%,RA_06,71.8808174222369
2012,Statistische Region Hannover,mit eigener Migrationserfahrung,,%,,68.4976569761438
2012,Nordniedersachsen,mit eigener Migrationserfahrung,,%,RA_07,63.0684721462993
2012,Nordostniedersachsen,mit eigener Migrationserfahrung,,%,RA_08,64.9835042003216
2012,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,%,,64.0249459976398
2012,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,%,RA_09,70.8602021142552
2012,Oldenburger Raum,mit eigener Migrationserfahrung,,%,RA_10,69.4339894022801
2012,Westniedersachsen,mit eigener Migrationserfahrung,,%,RA_11,69.5382084862382
2012,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,%,,69.7361491428502
2012,Niedersachsen,mit eigener Migrationserfahrung,,%,,67.7918257198916
2011,Ostniedersachsen,mit eigener Migrationserfahrung,,%,RA_01,66.1019725105283
2011,Südniedersachsen,mit eigener Migrationserfahrung,,%,RA_02,68.8150349614058
2011,Statistische Region Braunschweig,mit eigener Migrationserfahrung,,%,,66.8649069248775
2011,Region Hannover,mit eigener Migrationserfahrung,,%,,68.4858524800812
2011,"dav. Hannover, Landeshauptstadt",mit eigener Migrationserfahrung,,%,RA_03,72.0409680212593
2011,"dav. Hannover, Umland",mit eigener Migrationserfahrung,,%,RA_04,63.6169002439424
2011,Weser-Leine-Bergland,mit eigener Migrationserfahrung,,%,RA_05,69.4189656863374
2011,Mittelniedersachsen,mit eigener Migrationserfahrung,,%,RA_06,68.2774493240415
2011,Statistische Region Hannover,mit eigener Migrationserfahrung,,%,,68.6172548767922
2011,Nordniedersachsen,mit eigener Migrationserfahrung,,%,RA_07,64.4844826686531
2011,Nordostniedersachsen,mit eigener Migrationserfahrung,,%,RA_08,63.7922540399143
2011,Statistische Region Lüneburg,mit eigener Migrationserfahrung,,%,,64.1380466107583
2011,Ostfriesland-Nordseeküste,mit eigener Migrationserfahrung,,%,RA_09,65.2278219848838
2011,Oldenburger Raum,mit eigener Migrationserfahrung,,%,RA_10,69.6354222202596
2011,Westniedersachsen,mit eigener Migrationserfahrung,,%,RA_11,68.4009843754631
2011,Statistische Region Weser-Ems,mit eigener Migrationserfahrung,,%,,68.1856966268141
2011,Niedersachsen,mit eigener Migrationserfahrung,,%,,67.4310381510572
2019,Ostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_01,93.37136
2019,Südniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_02,34.24837
2019,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,in 1000,,127.61973
2019,Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,127.97686
2019,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,in 1000,RA_03,73.49336
2019,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,in 1000,RA_04,54.4835
2019,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,in 1000,RA_05,41.14224
2019,Mittelniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_06,34.51096
2019,Statistische Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,203.63006
2019,Nordniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_07,60.38886
2019,Nordostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_08,48.69589
2019,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,in 1000,,109.08474
2019,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,in 1000,RA_09,32.75489
2019,Oldenburger Raum,ohne eigener Migrationserfahrung,,in 1000,RA_10,49.08721
2019,Westniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_11,87.59286
2019,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,in 1000,,169.43496
2019,Niedersachsen,ohne eigener Migrationserfahrung,,in 1000,,609.7695
2018,Ostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_01,82.93516
2018,Südniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_02,33.79507
2018,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,in 1000,,116.73023
2018,Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,122.59635
2018,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,in 1000,RA_03,70.17991
2018,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,in 1000,RA_04,52.41644
2018,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,in 1000,RA_05,33.79567
2018,Mittelniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_06,31.52786
2018,Statistische Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,187.91988
2018,Nordniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_07,59.647
2018,Nordostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_08,45.42299
2018,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,in 1000,,105.06999
2018,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,in 1000,RA_09,37.78634
2018,Oldenburger Raum,ohne eigener Migrationserfahrung,,in 1000,RA_10,47.68774
2018,Westniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_11,85.06974
2018,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,in 1000,,170.54383
2018,Niedersachsen,ohne eigener Migrationserfahrung,,in 1000,,580.26393
2017,Ostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_01,70.3946
2017,Südniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_02,27.2588
2017,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,in 1000,,97.6534
2017,Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,106.15929
2017,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,in 1000,RA_03,58.38565
2017,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,in 1000,RA_04,47.77363
2017,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,in 1000,RA_05,31.85272
2017,Mittelniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_06,27.3112
2017,Statistische Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,165.32321
2017,Nordniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_07,51.92915
2017,Nordostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_08,38.11259
2017,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,in 1000,,90.04173
2017,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,in 1000,RA_09,29.15071
2017,Oldenburger Raum,ohne eigener Migrationserfahrung,,in 1000,RA_10,42.80196
2017,Westniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_11,74.12746
2017,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,in 1000,,146.08014
2017,Niedersachsen,ohne eigener Migrationserfahrung,,in 1000,,499.09848
2016,Ostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_01,63.91506
2016,Südniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_02,29.75877
2016,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,in 1000,,93.67383
2016,Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,103.57129
2016,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,in 1000,RA_03,53.86515
2016,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,in 1000,RA_04,49.70614
2016,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,in 1000,RA_05,23.59833
2016,Mittelniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_06,24.74044
2016,Statistische Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,151.91006
2016,Nordniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_07,43.65741
2016,Nordostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_08,41.8015
2016,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,in 1000,,85.45891
2016,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,in 1000,RA_09,20.86358
2016,Oldenburger Raum,ohne eigener Migrationserfahrung,,in 1000,RA_10,37.25251
2016,Westniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_11,77.21085
2016,Statistische Region Weser-Ems,ohne eigener Migrationserfahrung,,in 1000,,135.32694
2016,Niedersachsen,ohne eigener Migrationserfahrung,,in 1000,,466.36973
2015,Ostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_01,70.0739
2015,Südniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_02,17.32329
2015,Statistische Region Braunschweig,ohne eigener Migrationserfahrung,,in 1000,,87.39719
2015,Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,95.91235
2015,"dav. Hannover, Landeshauptstadt",ohne eigener Migrationserfahrung,,in 1000,RA_03,53.44651
2015,"dav. Hannover, Umland",ohne eigener Migrationserfahrung,,in 1000,RA_04,42.46583
2015,Weser-Leine-Bergland,ohne eigener Migrationserfahrung,,in 1000,RA_05,21.45057
2015,Mittelniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_06,25.41321
2015,Statistische Region Hannover,ohne eigener Migrationserfahrung,,in 1000,,142.77612
2015,Nordniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_07,36.42616
2015,Nordostniedersachsen,ohne eigener Migrationserfahrung,,in 1000,RA_08,41.10362
2015,Statistische Region Lüneburg,ohne eigener Migrationserfahrung,,in 1000,,77.52978
2015,Ostfriesland-Nordseeküste,ohne eigener Migrationserfahrung,,in 1000,RA_09,22.69109
2015,Oldenburger Raum,ohne eigener Migrationserfahrung,,in 1000,RA_10,38.34115
