Year,Migrationsstatus,Lebensform,mit oder ohne ledige Kinder,Value
2018,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,237.5
2018,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,184.7
2018,mit Migrationshintergrund,Alleinerziehende,mit Kindern,52.8
2019,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1095.3
2019,ohne Migrationshintergrund,Insgesamt,mit Kindern,763.0
2019,mit Migrationshintergrund,Insgesamt,mit Kindern,332.2
2019,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,763.6
2019,ohne Migrationshintergrund,Ehepaare,mit Kindern,510.3
2019,mit Migrationshintergrund,Ehepaare,mit Kindern,253.3
2019,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,91.7
2019,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,68.5
2019,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,23.2
2019,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,240.0
2019,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,184.2
2019,mit Migrationshintergrund,Alleinerziehende,mit Kindern,55.8
2020,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,
2020,ohne Migrationshintergrund,Insgesamt,mit Kindern,
2020,mit Migrationshintergrund,Insgesamt,mit Kindern,
2020,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,
2020,ohne Migrationshintergrund,Ehepaare,mit Kindern,
2020,mit Migrationshintergrund,Ehepaare,mit Kindern,
2020,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,
2020,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,
2020,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,
2020,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,
2020,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,
2020,mit Migrationshintergrund,Alleinerziehende,mit Kindern,
2021,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1106.0
2021,ohne Migrationshintergrund,Insgesamt,mit Kindern,726.0
2021,mit Migrationshintergrund,Insgesamt,mit Kindern,380.0
2021,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,769.0
2021,ohne Migrationshintergrund,Ehepaare,mit Kindern,492.0
2021,mit Migrationshintergrund,Ehepaare,mit Kindern,277.0
2021,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,96.0
2021,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,66.0
2021,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,31.0
2021,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,241.0
2021,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,168.0
2021,mit Migrationshintergrund,Alleinerziehende,mit Kindern,73.0
2022,mit und ohne Migrationshintergrund,Insgesamt,mit Kindern,1125.0
2022,ohne Migrationshintergrund,Insgesamt,mit Kindern,724.0
2022,mit Migrationshintergrund,Insgesamt,mit Kindern,402.0
2022,mit und ohne Migrationshintergrund,Ehepaare,mit Kindern,775.0
2022,ohne Migrationshintergrund,Ehepaare,mit Kindern,724.0
2022,mit Migrationshintergrund,Ehepaare,mit Kindern,288.0
2022,mit und ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,99.0
2022,ohne Migrationshintergrund,Lebensgemeinschaften,mit Kindern,484.0
2022,mit Migrationshintergrund,Lebensgemeinschaften,mit Kindern,32.0
2022,mit und ohne Migrationshintergrund,Alleinerziehende,mit Kindern,252.0
2022,ohne Migrationshintergrund,Alleinerziehende,mit Kindern,170.0
2022,mit Migrationshintergrund,Alleinerziehende,mit Kindern,82.0
