Year,Herkunftsland,Geschlecht,Units,COMMENT_OBS,Value
2021,EU-27  ,weiblich,in 1000,,275.0
2021,Afrika ,weiblich,in 1000,,28.0
2021,Marokko,weiblich,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2021,Amerika ,weiblich,in 1000,,18.0
2021,"Asien, Australien und Ozeanien",weiblich,in 1000,,263.0
2021,Afghanistan,weiblich,in 1000,,15.0
2021,Irak,weiblich,in 1000,,26.0
2021,Kasachstan,weiblich,in 1000,,87.0
2021,Syrien,weiblich,in 1000,,49.0
2021,Vietnam,weiblich,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",11.0
2021,"Ohne Angabe, unbestimmt ",weiblich,in 1000,,71.0
2021,Gebiet des ehemaligen Jugoslawien  (nachrichtlich),weiblich,in 1000,,57.0
2021,Gebiet der ehemaligen Sowjetunion  (nachrichtlich),weiblich,in 1000,,236.0
2021,Insgesamt,weiblich,in 1000,,938.0
2019,Europa ,weiblich,in 1000,,529.266
2019,Bulgarien ,weiblich,in 1000,,11.125
2019,Frankreich ,weiblich,in 1000,,3.801
2019,Griechenland ,weiblich,in 1000,,10.549
2019,Italien ,weiblich,in 1000,,15.278
2019,Kroatien ,weiblich,in 1000,,7.31
2019,Niederlande ,weiblich,in 1000,,15.845
2019,Österreich ,weiblich,in 1000,,6.7
2019,Polen ,weiblich,in 1000,,125.143
2019,Portugal ,weiblich,in 1000,,2.881
2019,Rumänien ,weiblich,in 1000,,20.759
2019,Spanien ,weiblich,in 1000,,7.147
2019,Vereinigtes Königreich ,weiblich,in 1000,,7.297
2019,Sonstiges Europa ,weiblich,in 1000,,268.362
2019,Bosnien und Herzegowina ,weiblich,in 1000,,8.677
2019,Kosovo ,weiblich,in 1000,,21.969
2019,Russische Föderation ,weiblich,in 1000,,95.732
2019,Serbien ,weiblich,in 1000,,10.346
2019,Türkei ,weiblich,in 1000,,91.919
2019,Ukraine ,weiblich,in 1000,,15.472
2019,EU-Staaten,weiblich,in 1000,,260.904
2019,Afrika ,weiblich,in 1000,,19.84
2019,Marokko ,weiblich,in 1000,,2.844
2019,"Ägypten, Algerien, Libyen, Tunesien ",weiblich,in 1000,,3.669
2019,Amerika ,weiblich,in 1000,,18.329
2019,"Asien, Australien und Ozeanien ",weiblich,in 1000,,221.828
2019,Irak ,weiblich,in 1000,,17.496
2019,Iran ,weiblich,in 1000,,7.821
2019,Kasachstan ,weiblich,in 1000,,77.056
2019,Syrien ,weiblich,in 1000,,38.459
2019,Afghanistan ,weiblich,in 1000,,10.168
2019,Vietnam ,weiblich,in 1000,,9.384
2019,Ohne Angabe,weiblich,in 1000,,24.212
2019,Insgesamt,weiblich,in 1000,,849.515
2018,Europa,weiblich,in 1000,,526.0
2018,Bulgarien,weiblich,in 1000,,9.0
2018,Griechenland,weiblich,in 1000,,11.0
2018,Italien,weiblich,in 1000,,16.0
2018,Niederlande,weiblich,in 1000,,20.0
2018,Polen,weiblich,in 1000,,130.0
2018,Rumänien,weiblich,in 1000,,19.0
2018,Spanien,weiblich,in 1000,,8.0
2018,Vereinigtes Königreich,weiblich,in 1000,,7.0
2018,Kosovo,weiblich,in 1000,,19.0
2018,Russische Föderation,weiblich,in 1000,,94.0
2018,Serbien,weiblich,in 1000,,9.0
2018,Türkei,weiblich,in 1000,,89.0
2018,Ukraine,weiblich,in 1000,,17.0
2018,EU-Staaten,weiblich,in 1000,,268.0
2018,Afrika,weiblich,in 1000,,16.0
2018,"Ägypten, Algerien, Libyen, Tunesien",weiblich,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Amerika,weiblich,in 1000,,20.0
2018,"Asien, Australien und Ozeanien",weiblich,in 1000,,223.0
2018,Irak,weiblich,in 1000,,11.0
2018,Iran,weiblich,in 1000,,8.0
2018,Kasachstan,weiblich,in 1000,,83.0
2018,Syrien,weiblich,in 1000,,40.0
2018,Afghanistan,weiblich,in 1000,,9.0
2018,Vietnam,weiblich,in 1000,,12.0
2018,Ohne Angabe,weiblich,in 1000,,18.0
2018,Insgesamt,weiblich,in 1000,,836.0
2017,Europa,weiblich,in 1000,,516.6
2017,Bulgarien,weiblich,in 1000,,8.6
2017,Griechenland,weiblich,in 1000,,9.1
2017,Italien,weiblich,in 1000,,12.7
2017,Niederlande,weiblich,in 1000,,15.6
2017,Polen,weiblich,in 1000,,126.1
2017,Rumänien,weiblich,in 1000,,17.7
2017,Spanien,weiblich,in 1000,,8.1
2017,Vereinigtes Königreich,weiblich,in 1000,,4.4
2017,Kosovo,weiblich,in 1000,,18.0
2017,Russische Föderation,weiblich,in 1000,,107.1
2017,Serbien,weiblich,in 1000,,10.1
2017,Türkei,weiblich,in 1000,,90.6
2017,Ukraine,weiblich,in 1000,,15.6
2017,EU-Staaten,weiblich,in 1000,,247.3
2017,Afrika,weiblich,in 1000,,16.4
2017,"Ägypten, Algerien, Libyen, Tunesien",weiblich,in 1000,,5.8
2017,Amerika,weiblich,in 1000,,18.6
2017,"Asien, Australien und Ozeanien",weiblich,in 1000,,207.6
2017,Irak,weiblich,in 1000,,13.2
2017,Iran,weiblich,in 1000,,8.2
2017,Kasachstan,weiblich,in 1000,,77.9
2017,Syrien,weiblich,in 1000,,35.3
2017,Afghanistan,weiblich,in 1000,,6.6
2017,Vietnam,weiblich,in 1000,,9.4
2017,Ohne Angabe,weiblich,in 1000,,31.8
2017,Insgesamt,weiblich,in 1000,,791.0
2015,Europa,weiblich,in 1000,,433.3
2015,Türkei,weiblich,in 1000,,93.9
2015,Polen,weiblich,in 1000,,83.0
2015,Russische Föderation,weiblich,in 1000,,79.6
2015,Niederlande,weiblich,in 1000,,19.5
2015,Italien,weiblich,in 1000,,13.3
2015,Rumänien,weiblich,in 1000,,12.6
2015,Sowjetunion,weiblich,in 1000,,12.0
2015,Griechenland,weiblich,in 1000,,9.0
2015,Serbien,weiblich,in 1000,,10.1
2015,Kosovo,weiblich,in 1000,,8.9
2015,Ukraine,weiblich,in 1000,,10.8
2015,Spanien,weiblich,in 1000,,7.0
2015,Bulgarien,weiblich,in 1000,,8.1
2015,Österreich,weiblich,in 1000,,5.0
2015,EU-Staaten,weiblich,in 1000,,189.9
2015,Afrika,weiblich,in 1000,,11.3
2015,Amerika,weiblich,in 1000,,12.7
2015,"Asien, Australien und Ozeanien",weiblich,in 1000,,157.7
2015,Kasachstan,weiblich,in 1000,,72.9
2015,Syrien,weiblich,in 1000,,10.3
2015,Libanon,weiblich,in 1000,,9.9
2015,Vietnam,weiblich,in 1000,,8.6
2015,Iran,weiblich,in 1000,,7.0
2015,Irak,weiblich,in 1000,,5.4
2015,Ohne Angabe,weiblich,in 1000,,73.1
2015,Insgesamt,weiblich,in 1000,,688.1
2014,Europa,weiblich,in 1000,,443.0
2014,Türkei,weiblich,in 1000,,95.9
2014,Russische Föderation,weiblich,in 1000,,94.3
2014,Polen,weiblich,in 1000,,81.5
2014,Niederlande,weiblich,in 1000,,21.6
2014,Italien,weiblich,in 1000,,14.4
2014,Sowjetunion,weiblich,in 1000,,15.4
2014,Ukraine,weiblich,in 1000,,14.2
2014,Serbien,weiblich,in 1000,,11.4
2014,Rumänien,weiblich,in 1000,,11.2
2014,Kosovo,weiblich,in 1000,,9.8
2014,Griechenland,weiblich,in 1000,,9.0
2014,Spanien,weiblich,in 1000,,5.9
2014,Vereinigtes Königreich,weiblich,in 1000,,5.0
2014,Kroatien,weiblich,in 1000,,5.2
2014,Österreich,weiblich,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2014,EU-Staaten,weiblich,in 1000,,182.0
2014,Afrika,weiblich,in 1000,,12.0
2014,Amerika,weiblich,in 1000,,13.0
2014,"Asien, Australien und Ozeanien",weiblich,in 1000,,142.0
2014,Kasachstan,weiblich,in 1000,,66.7
2014,Vietnam,weiblich,in 1000,,9.8
2014,Libanon,weiblich,in 1000,,8.7
2014,Iran,weiblich,in 1000,,6.7
2014,Syrien,weiblich,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2014,Ohne Angabe,weiblich,in 1000,,64.0
2014,Insgesamt,weiblich,in 1000,,674.0
