Year,Gebietseinheit,Migrationshintergrund,Units,GeoCode,Value
2017,Cloppenburg,Personen mit Migrationshintergrund,in 1000,MZ03453,47.93544
2017,Emsland,Personen mit Migrationshintergrund,in 1000,MZ03454,72.26141
2017,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,14.52326
2017,Grafschaft Bentheim,Personen mit Migrationshintergrund,in 1000,MZ03456,32.55867
2017,Emden  Stadt / Leer,Personen mit Migrationshintergrund,in 1000,MZ03402457,39.48873
2017,Oldenburg,Personen mit Migrationshintergrund,in 1000,MZ03458,20.86394
2017,Osnabrück,Personen mit Migrationshintergrund,in 1000,MZ03459,85.43944
2017,Vechta,Personen mit Migrationshintergrund,in 1000,MZ03460,45.65612
2017,Wesermarsch,Personen mit Migrationshintergrund,in 1000,MZ03461,14.33998
2017,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,14.52326
2017,Statistische Region Weser-Ems,Personen mit Migrationshintergrund,in 1000,MZ034,529.49161
2017,Niedersachsen,Personen mit Migrationshintergrund,in 1000,MZ030,1733.41503
2016,Braunschweig  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03101,61.75933
2016,Salzgitter  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03102,27.63958
2016,Wolfsburg  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03103,40.9993
2016,Gifhorn,Personen mit Migrationshintergrund,in 1000,MZ03151,38.35051
2016,Goslar,Personen mit Migrationshintergrund,in 1000,MZ03153,18.23078
2016,Helmstedt,Personen mit Migrationshintergrund,in 1000,MZ03154,10.11742
2016,Northeim,Personen mit Migrationshintergrund,in 1000,MZ03155,27.91705
2016,Peine,Personen mit Migrationshintergrund,in 1000,MZ03157,21.4734
2016,Göttingen,Personen mit Migrationshintergrund,in 1000,MZ03159,61.73582
2016,Wolfenbüttel,Personen mit Migrationshintergrund,in 1000,MZ03158,14.76996
2016,Statistische Region Braunschweig,Personen mit Migrationshintergrund,in 1000,MZ031,322.99793
2016,Hannover  Region,Personen mit Migrationshintergrund,in 1000,MZ03241,316.31782
2016,dav. Hannover  Lhst.,Personen mit Migrationshintergrund,in 1000,MZ03241001,176.09863
2016,dav. Hannover  Umland,Personen mit Migrationshintergrund,in 1000,MZ03241999,140.21918
2016,Diepholz,Personen mit Migrationshintergrund,in 1000,MZ03251,31.74404
2016,Hameln-Pyrmont,Personen mit Migrationshintergrund,in 1000,MZ03252,32.70718
2016,Hildesheim,Personen mit Migrationshintergrund,in 1000,MZ03254,43.89627
2016,Holzminden,Personen mit Migrationshintergrund,in 1000,MZ03255,11.83861
2016,Nienburg (Weser),Personen mit Migrationshintergrund,in 1000,MZ03256,22.89634
2016,Schaumburg,Personen mit Migrationshintergrund,in 1000,MZ03257,22.6906
2016,Statistische Region Hannover,Personen mit Migrationshintergrund,in 1000,MZ032,483.19781
2016,Celle,Personen mit Migrationshintergrund,in 1000,MZ03351,37.3022
2016,Cuxhaven,Personen mit Migrationshintergrund,in 1000,MZ03352,25.90649
2016,Harburg,Personen mit Migrationshintergrund,in 1000,MZ03353,36.26076
2016,Uelzen Lüchow-Dannenberg,Personen mit Migrationshintergrund,in 1000,MZ03354360,15.57905
2016,Lüneburg,Personen mit Migrationshintergrund,in 1000,MZ03355,26.07505
2016,Osterholz,Personen mit Migrationshintergrund,in 1000,MZ03356,19.53702
2016,Rotenburg (Wümme),Personen mit Migrationshintergrund,in 1000,MZ03357,26.83296
2016,Heidekreis,Personen mit Migrationshintergrund,in 1000,MZ03358,19.98742
2016,Stade,Personen mit Migrationshintergrund,in 1000,MZ03359,29.78303
2016,Uelzen Lüchow-Dannenberg,Personen mit Migrationshintergrund,in 1000,MZ03354360,15.57905
2016,Verden,Personen mit Migrationshintergrund,in 1000,MZ03361,28.52718
2016,Statistische Region Lüneburg,Personen mit Migrationshintergrund,in 1000,MZ033,266.92948
2016,Delmenhorst  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03401,25.83493
2016,Emden  Stadt / Leer,Personen mit Migrationshintergrund,in 1000,MZ03402457,27.39312
2016,Oldenburg(Oldb)  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03403,28.49755
2016,Osnabrück  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03404,43.79176
2016,Wilhelmshaven  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03405,10.41426
2016,Ammerland,Personen mit Migrationshintergrund,in 1000,MZ03451,11.40943
2016,Aurich,Personen mit Migrationshintergrund,in 1000,MZ03452,15.58726
2016,Cloppenburg,Personen mit Migrationshintergrund,in 1000,MZ03453,45.02852
2016,Emsland,Personen mit Migrationshintergrund,in 1000,MZ03454,73.86484
2016,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,13.89179
2016,Grafschaft Bentheim,Personen mit Migrationshintergrund,in 1000,MZ03456,33.20023
2016,Emden  Stadt / Leer,Personen mit Migrationshintergrund,in 1000,MZ03402457,27.39312
2016,Oldenburg,Personen mit Migrationshintergrund,in 1000,MZ03458,15.74708
2016,Osnabrück,Personen mit Migrationshintergrund,in 1000,MZ03459,85.71599
2016,Vechta,Personen mit Migrationshintergrund,in 1000,MZ03460,38.31061
2016,Wesermarsch,Personen mit Migrationshintergrund,in 1000,MZ03461,13.26644
2016,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,13.89179
2016,Statistische Region Weser-Ems,Personen mit Migrationshintergrund,in 1000,MZ034,484.05073
2016,Niedersachsen,Personen mit Migrationshintergrund,in 1000,MZ030,1557.17594
2015,Braunschweig  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03101,54.45161
2015,Salzgitter  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03102,29.00591
2015,Wolfsburg  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03103,38.40331
2015,Gifhorn,Personen mit Migrationshintergrund,in 1000,MZ03151,35.96837
2015,Goslar,Personen mit Migrationshintergrund,in 1000,MZ03153,14.78906
2015,Helmstedt,Personen mit Migrationshintergrund,in 1000,MZ03154,13.71383
2015,Northeim,Personen mit Migrationshintergrund,in 1000,MZ03155,14.83799
2015,Peine,Personen mit Migrationshintergrund,in 1000,MZ03157,23.14801
2015,Göttingen,Personen mit Migrationshintergrund,in 1000,MZ03159,41.2194
2015,Wolfenbüttel,Personen mit Migrationshintergrund,in 1000,MZ03158,17.93333
2015,Statistische Region Braunschweig,Personen mit Migrationshintergrund,in 1000,MZ031,284.63179
2015,Hannover  Region,Personen mit Migrationshintergrund,in 1000,MZ03241,289.58446
2015,dav. Hannover  Lhst.,Personen mit Migrationshintergrund,in 1000,MZ03241001,166.56791
2015,dav. Hannover  Umland,Personen mit Migrationshintergrund,in 1000,MZ03241999,123.01655
2015,Diepholz,Personen mit Migrationshintergrund,in 1000,MZ03251,30.20033
2015,Hameln-Pyrmont,Personen mit Migrationshintergrund,in 1000,MZ03252,20.9137
2015,Hildesheim,Personen mit Migrationshintergrund,in 1000,MZ03254,47.25865
2015,Holzminden,Personen mit Migrationshintergrund,in 1000,MZ03255,5.87031
2015,Nienburg (Weser),Personen mit Migrationshintergrund,in 1000,MZ03256,20.5861
2015,Schaumburg,Personen mit Migrationshintergrund,in 1000,MZ03257,21.82918
2015,Statistische Region Hannover,Personen mit Migrationshintergrund,in 1000,MZ032,438.37086
2015,Celle,Personen mit Migrationshintergrund,in 1000,MZ03351,32.47029
2015,Cuxhaven,Personen mit Migrationshintergrund,in 1000,MZ03352,18.23606
2015,Harburg,Personen mit Migrationshintergrund,in 1000,MZ03353,33.8361
2015,Uelzen Lüchow-Dannenberg,Personen mit Migrationshintergrund,in 1000,MZ03354360,15.40725
2015,Lüneburg,Personen mit Migrationshintergrund,in 1000,MZ03355,26.95624
2015,Osterholz,Personen mit Migrationshintergrund,in 1000,MZ03356,11.46009
2015,Rotenburg (Wümme),Personen mit Migrationshintergrund,in 1000,MZ03357,17.89336
2015,Heidekreis,Personen mit Migrationshintergrund,in 1000,MZ03358,22.10636
2015,Stade,Personen mit Migrationshintergrund,in 1000,MZ03359,31.05651
2015,Uelzen Lüchow-Dannenberg,Personen mit Migrationshintergrund,in 1000,MZ03354360,15.40725
2015,Verden,Personen mit Migrationshintergrund,in 1000,MZ03361,25.75922
2015,Statistische Region Lüneburg,Personen mit Migrationshintergrund,in 1000,MZ033,237.37919
2015,Delmenhorst  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03401,22.71301
2015,Emden  Stadt / Leer,Personen mit Migrationshintergrund,in 1000,MZ03402457,32.56322
2015,Oldenburg(Oldb)  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03403,24.09589
2015,Osnabrück  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03404,40.82912
2015,Wilhelmshaven  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03405,12.70182
2015,Ammerland,Personen mit Migrationshintergrund,in 1000,MZ03451,10.53096
2015,Aurich,Personen mit Migrationshintergrund,in 1000,MZ03452,19.20241
2015,Cloppenburg,Personen mit Migrationshintergrund,in 1000,MZ03453,46.55651
2015,Emsland,Personen mit Migrationshintergrund,in 1000,MZ03454,52.75863
2015,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,12.90919
2015,Grafschaft Bentheim,Personen mit Migrationshintergrund,in 1000,MZ03456,30.95782
2015,Emden  Stadt / Leer,Personen mit Migrationshintergrund,in 1000,MZ03402457,32.56322
2015,Oldenburg,Personen mit Migrationshintergrund,in 1000,MZ03458,14.99784
2015,Osnabrück,Personen mit Migrationshintergrund,in 1000,MZ03459,73.1637
2015,Vechta,Personen mit Migrationshintergrund,in 1000,MZ03460,29.55526
2015,Wesermarsch,Personen mit Migrationshintergrund,in 1000,MZ03461,11.52519
2015,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,12.90919
2015,Statistische Region Weser-Ems,Personen mit Migrationshintergrund,in 1000,MZ034,439.81787
2015,Niedersachsen,Personen mit Migrationshintergrund,in 1000,MZ030,1400.19971
2014,Braunschweig  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03101,47.2664
2014,Salzgitter  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03102,26.8586
2014,Wolfsburg  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03103,41.08914
2014,Gifhorn,Personen mit Migrationshintergrund,in 1000,MZ03151,33.65891
2014,Goslar,Personen mit Migrationshintergrund,in 1000,MZ03153,14.78505
2014,Helmstedt,Personen mit Migrationshintergrund,in 1000,MZ03154,16.74459
2014,Northeim,Personen mit Migrationshintergrund,in 1000,MZ03155,14.0119
2014,Peine,Personen mit Migrationshintergrund,in 1000,MZ03157,23.87788
2014,Göttingen,Personen mit Migrationshintergrund,in 1000,MZ03159,37.017
2014,Wolfenbüttel,Personen mit Migrationshintergrund,in 1000,MZ03158,18.32977
2014,Statistische Region Braunschweig,Personen mit Migrationshintergrund,in 1000,MZ031,274.3158
2014,Hannover  Region,Personen mit Migrationshintergrund,in 1000,MZ03241,271.77091
2014,dav. Hannover  Lhst.,Personen mit Migrationshintergrund,in 1000,MZ03241001,154.73429
2014,dav. Hannover  Umland,Personen mit Migrationshintergrund,in 1000,MZ03241999,117.03662
2014,Diepholz,Personen mit Migrationshintergrund,in 1000,MZ03251,31.31726
2014,Hameln-Pyrmont,Personen mit Migrationshintergrund,in 1000,MZ03252,26.61773
2014,Hildesheim,Personen mit Migrationshintergrund,in 1000,MZ03254,47.06277
2014,Holzminden,Personen mit Migrationshintergrund,in 1000,MZ03255,5.05667
2014,Nienburg (Weser),Personen mit Migrationshintergrund,in 1000,MZ03256,21.17203
2014,Schaumburg,Personen mit Migrationshintergrund,in 1000,MZ03257,23.51589
2014,Statistische Region Hannover,Personen mit Migrationshintergrund,in 1000,MZ032,426.32176
2014,Celle,Personen mit Migrationshintergrund,in 1000,MZ03351,30.63089
2014,Cuxhaven,Personen mit Migrationshintergrund,in 1000,MZ03352,22.93254
2014,Harburg,Personen mit Migrationshintergrund,in 1000,MZ03353,32.59994
2014,Uelzen Lüchow-Dannenberg,Personen mit Migrationshintergrund,in 1000,MZ03354360,14.08167
2014,Lüneburg,Personen mit Migrationshintergrund,in 1000,MZ03355,23.33972
2014,Osterholz,Personen mit Migrationshintergrund,in 1000,MZ03356,8.59594
2014,Rotenburg (Wümme),Personen mit Migrationshintergrund,in 1000,MZ03357,17.79003
2014,Heidekreis,Personen mit Migrationshintergrund,in 1000,MZ03358,23.41111
2014,Stade,Personen mit Migrationshintergrund,in 1000,MZ03359,26.52319
2014,Uelzen Lüchow-Dannenberg,Personen mit Migrationshintergrund,in 1000,MZ03354360,14.08167
2014,Verden,Personen mit Migrationshintergrund,in 1000,MZ03361,26.4052
2014,Statistische Region Lüneburg,Personen mit Migrationshintergrund,in 1000,MZ033,228.91856
2014,Delmenhorst  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03401,20.21438
2014,Emden  Stadt / Leer,Personen mit Migrationshintergrund,in 1000,MZ03402457,27.15152
2014,Oldenburg(Oldb)  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03403,23.1772
2014,Osnabrück  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03404,44.70676
2014,Wilhelmshaven  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03405,12.31533
2014,Ammerland,Personen mit Migrationshintergrund,in 1000,MZ03451,10.71844
2014,Aurich,Personen mit Migrationshintergrund,in 1000,MZ03452,13.61581
2014,Cloppenburg,Personen mit Migrationshintergrund,in 1000,MZ03453,49.5596
2014,Emsland,Personen mit Migrationshintergrund,in 1000,MZ03454,54.25589
2014,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,9.41654
2014,Grafschaft Bentheim,Personen mit Migrationshintergrund,in 1000,MZ03456,30.74827
2014,Emden  Stadt / Leer,Personen mit Migrationshintergrund,in 1000,MZ03402457,27.15152
2014,Oldenburg,Personen mit Migrationshintergrund,in 1000,MZ03458,15.43692
2014,Osnabrück,Personen mit Migrationshintergrund,in 1000,MZ03459,74.16204
2014,Vechta,Personen mit Migrationshintergrund,in 1000,MZ03460,28.30904
2014,Wesermarsch,Personen mit Migrationshintergrund,in 1000,MZ03461,11.19896
2014,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,9.41654
2014,Statistische Region Weser-Ems,Personen mit Migrationshintergrund,in 1000,MZ034,427.75835
2014,Niedersachsen,Personen mit Migrationshintergrund,in 1000,MZ030,1357.31448
2013,Braunschweig  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03101,51.91281
2013,Salzgitter  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03102,27.23388
2013,Wolfsburg  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03103,45.50703
2013,Gifhorn,Personen mit Migrationshintergrund,in 1000,MZ03151,40.38023
2013,Goslar,Personen mit Migrationshintergrund,in 1000,MZ03153,17.54649
2013,Helmstedt,Personen mit Migrationshintergrund,in 1000,MZ03154,13.09151
2013,Northeim,Personen mit Migrationshintergrund,in 1000,MZ03155,13.06749
2013,Peine,Personen mit Migrationshintergrund,in 1000,MZ03157,20.89781
2013,Göttingen,Personen mit Migrationshintergrund,in 1000,MZ03159,41.76973
2013,Wolfenbüttel,Personen mit Migrationshintergrund,in 1000,MZ03158,18.17069
2013,Statistische Region Braunschweig,Personen mit Migrationshintergrund,in 1000,MZ031,289.52118
2013,Hannover  Region,Personen mit Migrationshintergrund,in 1000,MZ03241,284.68996
2013,dav. Hannover  Lhst.,Personen mit Migrationshintergrund,in 1000,MZ03241001,168.46231
2013,dav. Hannover  Umland,Personen mit Migrationshintergrund,in 1000,MZ03241999,116.22766
2013,Diepholz,Personen mit Migrationshintergrund,in 1000,MZ03251,27.94921
2013,Hameln-Pyrmont,Personen mit Migrationshintergrund,in 1000,MZ03252,30.22519
2013,Hildesheim,Personen mit Migrationshintergrund,in 1000,MZ03254,49.91338
2013,Holzminden,Personen mit Migrationshintergrund,in 1000,MZ03255,6.12559
2013,Nienburg (Weser),Personen mit Migrationshintergrund,in 1000,MZ03256,19.20394
2013,Schaumburg,Personen mit Migrationshintergrund,in 1000,MZ03257,21.28935
2013,Statistische Region Hannover,Personen mit Migrationshintergrund,in 1000,MZ032,439.97254
2013,Celle,Personen mit Migrationshintergrund,in 1000,MZ03351,31.21013
2013,Cuxhaven,Personen mit Migrationshintergrund,in 1000,MZ03352,27.04129
2013,Harburg,Personen mit Migrationshintergrund,in 1000,MZ03353,33.63625
2013,Uelzen Lüchow-Dannenberg,Personen mit Migrationshintergrund,in 1000,MZ03354360,14.24801
2013,Lüneburg,Personen mit Migrationshintergrund,in 1000,MZ03355,22.53553
2013,Osterholz,Personen mit Migrationshintergrund,in 1000,MZ03356,8.18622
2013,Rotenburg (Wümme),Personen mit Migrationshintergrund,in 1000,MZ03357,17.40943
2013,Heidekreis,Personen mit Migrationshintergrund,in 1000,MZ03358,25.43667
2013,Stade,Personen mit Migrationshintergrund,in 1000,MZ03359,21.28954
2013,Uelzen Lüchow-Dannenberg,Personen mit Migrationshintergrund,in 1000,MZ03354360,14.24801
2013,Verden,Personen mit Migrationshintergrund,in 1000,MZ03361,28.99674
2013,Statistische Region Lüneburg,Personen mit Migrationshintergrund,in 1000,MZ033,231.70728
2013,Delmenhorst  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03401,18.50535
2013,Emden  Stadt / Leer,Personen mit Migrationshintergrund,in 1000,MZ03402457,32.04604
2013,Oldenburg(Oldb)  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03403,24.92853
2013,Osnabrück  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03404,49.17744
2013,Wilhelmshaven  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03405,12.58752
2013,Ammerland,Personen mit Migrationshintergrund,in 1000,MZ03451,8.12744
2013,Aurich,Personen mit Migrationshintergrund,in 1000,MZ03452,17.66471
2013,Cloppenburg,Personen mit Migrationshintergrund,in 1000,MZ03453,43.22701
2013,Emsland,Personen mit Migrationshintergrund,in 1000,MZ03454,55.39239
2013,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,10.39762
2013,Grafschaft Bentheim,Personen mit Migrationshintergrund,in 1000,MZ03456,30.60595
2013,Emden  Stadt / Leer,Personen mit Migrationshintergrund,in 1000,MZ03402457,32.04604
2013,Oldenburg,Personen mit Migrationshintergrund,in 1000,MZ03458,14.66025
2013,Osnabrück,Personen mit Migrationshintergrund,in 1000,MZ03459,78.64312
2013,Vechta,Personen mit Migrationshintergrund,in 1000,MZ03460,28.4216
2013,Wesermarsch,Personen mit Migrationshintergrund,in 1000,MZ03461,12.64809
2013,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,10.39762
2013,Statistische Region Weser-Ems,Personen mit Migrationshintergrund,in 1000,MZ034,440.89666
2013,Niedersachsen,Personen mit Migrationshintergrund,in 1000,MZ030,1402.09767
2012,Braunschweig  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03101,50.2876
2012,Salzgitter  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03102,25.00992
2012,Wolfsburg  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03103,43.64544
2012,Gifhorn,Personen mit Migrationshintergrund,in 1000,MZ03151,36.49545
2012,Goslar,Personen mit Migrationshintergrund,in 1000,MZ03153,14.09357
2012,Helmstedt,Personen mit Migrationshintergrund,in 1000,MZ03154,8.93737
2012,Northeim,Personen mit Migrationshintergrund,in 1000,MZ03155,12.09832
2012,Peine,Personen mit Migrationshintergrund,in 1000,MZ03157,18.93685
2012,Göttingen,Personen mit Migrationshintergrund,in 1000,MZ03159,39.63169
2012,Wolfenbüttel,Personen mit Migrationshintergrund,in 1000,MZ03158,16.41732
2012,Statistische Region Braunschweig,Personen mit Migrationshintergrund,in 1000,MZ031,265.83353
2012,Hannover  Region,Personen mit Migrationshintergrund,in 1000,MZ03241,257.72709
2012,dav. Hannover  Lhst.,Personen mit Migrationshintergrund,in 1000,MZ03241001,146.50986
2012,dav. Hannover  Umland,Personen mit Migrationshintergrund,in 1000,MZ03241999,111.21722
2012,Diepholz,Personen mit Migrationshintergrund,in 1000,MZ03251,27.85805
2012,Hameln-Pyrmont,Personen mit Migrationshintergrund,in 1000,MZ03252,26.08873
2012,Hildesheim,Personen mit Migrationshintergrund,in 1000,MZ03254,44.15278
2012,Holzminden,Personen mit Migrationshintergrund,in 1000,MZ03255,6.8272
2012,Nienburg (Weser),Personen mit Migrationshintergrund,in 1000,MZ03256,20.68097
2012,Schaumburg,Personen mit Migrationshintergrund,in 1000,MZ03257,20.03727
2012,Statistische Region Hannover,Personen mit Migrationshintergrund,in 1000,MZ032,403.18734
2012,Celle,Personen mit Migrationshintergrund,in 1000,MZ03351,22.94506
2012,Cuxhaven,Personen mit Migrationshintergrund,in 1000,MZ03352,22.68248
2012,Harburg,Personen mit Migrationshintergrund,in 1000,MZ03353,30.05678
2012,Uelzen Lüchow-Dannenberg,Personen mit Migrationshintergrund,in 1000,MZ03354360,14.56842
2012,Lüneburg,Personen mit Migrationshintergrund,in 1000,MZ03355,19.33008
2012,Osterholz,Personen mit Migrationshintergrund,in 1000,MZ03356,6.22567
2012,Rotenburg (Wümme),Personen mit Migrationshintergrund,in 1000,MZ03357,24.10751
2012,Heidekreis,Personen mit Migrationshintergrund,in 1000,MZ03358,23.62532
2012,Stade,Personen mit Migrationshintergrund,in 1000,MZ03359,19.47057
2012,Uelzen Lüchow-Dannenberg,Personen mit Migrationshintergrund,in 1000,MZ03354360,14.56842
2012,Verden,Personen mit Migrationshintergrund,in 1000,MZ03361,22.91808
2012,Statistische Region Lüneburg,Personen mit Migrationshintergrund,in 1000,MZ033,206.3002
2012,Delmenhorst  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03401,18.30759
2012,Emden  Stadt / Leer,Personen mit Migrationshintergrund,in 1000,MZ03402457,21.55892
2012,Oldenburg(Oldb)  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03403,25.40946
2012,Osnabrück  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03404,43.61078
2012,Wilhelmshaven  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03405,10.8871
2012,Ammerland,Personen mit Migrationshintergrund,in 1000,MZ03451,13.86233
2012,Aurich,Personen mit Migrationshintergrund,in 1000,MZ03452,15.80852
2012,Cloppenburg,Personen mit Migrationshintergrund,in 1000,MZ03453,41.33671
2012,Emsland,Personen mit Migrationshintergrund,in 1000,MZ03454,58.08312
2012,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,8.77247
2012,Grafschaft Bentheim,Personen mit Migrationshintergrund,in 1000,MZ03456,30.1586
2012,Emden  Stadt / Leer,Personen mit Migrationshintergrund,in 1000,MZ03402457,21.55892
2012,Oldenburg,Personen mit Migrationshintergrund,in 1000,MZ03458,12.33457
2012,Osnabrück,Personen mit Migrationshintergrund,in 1000,MZ03459,76.13404
2012,Vechta,Personen mit Migrationshintergrund,in 1000,MZ03460,30.26804
2012,Wesermarsch,Personen mit Migrationshintergrund,in 1000,MZ03461,13.60336
2012,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,8.77247
2012,Statistische Region Weser-Ems,Personen mit Migrationshintergrund,in 1000,MZ034,423.41224
2012,Niedersachsen,Personen mit Migrationshintergrund,in 1000,MZ030,1298.73331
2011,Braunschweig  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03101,48.06537
2011,Salzgitter  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03102,22.4907
2011,Wolfsburg  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03103,36.45398
2011,Gifhorn,Personen mit Migrationshintergrund,in 1000,MZ03151,33.27332
2011,Goslar,Personen mit Migrationshintergrund,in 1000,MZ03153,16.52486
2011,Helmstedt,Personen mit Migrationshintergrund,in 1000,MZ03154,8.18222
2011,Northeim,Personen mit Migrationshintergrund,in 1000,MZ03155,12.92301
2011,Peine,Personen mit Migrationshintergrund,in 1000,MZ03157,20.14405
2011,Göttingen,Personen mit Migrationshintergrund,in 1000,MZ03159,42.14068
2011,Wolfenbüttel,Personen mit Migrationshintergrund,in 1000,MZ03158,16.88938
2011,Statistische Region Braunschweig,Personen mit Migrationshintergrund,in 1000,MZ031,256.08241
2011,Hannover  Region,Personen mit Migrationshintergrund,in 1000,MZ03241,250.0131
2011,dav. Hannover  Lhst.,Personen mit Migrationshintergrund,in 1000,MZ03241001,144.18867
2011,dav. Hannover  Umland,Personen mit Migrationshintergrund,in 1000,MZ03241999,105.82443
2011,Diepholz,Personen mit Migrationshintergrund,in 1000,MZ03251,26.78928
2011,Hameln-Pyrmont,Personen mit Migrationshintergrund,in 1000,MZ03252,21.06271
2011,Hildesheim,Personen mit Migrationshintergrund,in 1000,MZ03254,44.48978
2011,Holzminden,Personen mit Migrationshintergrund,in 1000,MZ03255,6.88247
2011,Nienburg (Weser),Personen mit Migrationshintergrund,in 1000,MZ03256,21.01719
2011,Schaumburg,Personen mit Migrationshintergrund,in 1000,MZ03257,25.82419
2011,Statistische Region Hannover,Personen mit Migrationshintergrund,in 1000,MZ032,396.81213
2011,Celle,Personen mit Migrationshintergrund,in 1000,MZ03351,24.4201
2011,Cuxhaven,Personen mit Migrationshintergrund,in 1000,MZ03352,23.26641
2011,Harburg,Personen mit Migrationshintergrund,in 1000,MZ03353,26.12388
2011,Uelzen Lüchow-Dannenberg,Personen mit Migrationshintergrund,in 1000,MZ03354360,17.39901
2011,Lüneburg,Personen mit Migrationshintergrund,in 1000,MZ03355,15.72176
2011,Osterholz,Personen mit Migrationshintergrund,in 1000,MZ03356,6.11286
2011,Rotenburg (Wümme),Personen mit Migrationshintergrund,in 1000,MZ03357,19.94025
2011,Heidekreis,Personen mit Migrationshintergrund,in 1000,MZ03358,17.58153
2011,Stade,Personen mit Migrationshintergrund,in 1000,MZ03359,21.63713
2011,Uelzen Lüchow-Dannenberg,Personen mit Migrationshintergrund,in 1000,MZ03354360,17.39901
2011,Verden,Personen mit Migrationshintergrund,in 1000,MZ03361,21.84389
2011,Statistische Region Lüneburg,Personen mit Migrationshintergrund,in 1000,MZ033,194.26632
2011,Delmenhorst  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03401,17.63921
2011,Emden  Stadt / Leer,Personen mit Migrationshintergrund,in 1000,MZ03402457,25.49137
2011,Oldenburg(Oldb)  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03403,25.36076
2011,Osnabrück  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03404,38.471
2011,Wilhelmshaven  Stadt,Personen mit Migrationshintergrund,in 1000,MZ03405,9.62729
2011,Ammerland,Personen mit Migrationshintergrund,in 1000,MZ03451,15.9288
2011,Aurich,Personen mit Migrationshintergrund,in 1000,MZ03452,13.26024
2011,Cloppenburg,Personen mit Migrationshintergrund,in 1000,MZ03453,40.10468
2011,Emsland,Personen mit Migrationshintergrund,in 1000,MZ03454,61.7558
2011,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,8.79809
2011,Grafschaft Bentheim,Personen mit Migrationshintergrund,in 1000,MZ03456,29.97746
2011,Emden  Stadt / Leer,Personen mit Migrationshintergrund,in 1000,MZ03402457,25.49137
2011,Oldenburg,Personen mit Migrationshintergrund,in 1000,MZ03458,11.13813
2011,Osnabrück,Personen mit Migrationshintergrund,in 1000,MZ03459,72.36653
2011,Vechta,Personen mit Migrationshintergrund,in 1000,MZ03460,33.7174
2011,Wesermarsch,Personen mit Migrationshintergrund,in 1000,MZ03461,13.4634
2011,Friesland / Wittmund,Personen mit Migrationshintergrund,in 1000,MZ03455462,8.79809
