Year,AGS,Gebietseinheit,Kinderbetreuung,Units,GeoCode,Value
2016,357,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,15.5447298494243
2016,358,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,15.4983431047668
2016,359,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,16.8421052631579
2016,360,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,16.2363238512035
2016,361,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,22.744814278823
2016,3,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,16.9471153846154
2016,401,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,43.8743455497382
2016,402,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,22.9485396383866
2016,403,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,25.769077107471
2016,404,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,27.7596741344196
2016,405,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,23.5498839907193
2016,451,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,16.1989441511531
2016,452,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,13.3744459433417
2016,453,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,24.2027000586969
2016,454,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,19.8391693811075
2016,455,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,7.93593010556971
2016,456,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,26.927667701122
2016,457,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,13.9179755671902
2016,458,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,10.1791530944625
2016,459,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,19.1604603926879
2016,460,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,27.3064250411862
2016,461,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,21.2011285771866
2016,462,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,12.0403749098774
2016,4,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,20.6212831264217
2016,0,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,22.8230151688919
2015,101,Braunschweig  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03101,31.9907470404137
2015,102,Salzgitter  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03102,39.9709302325581
2015,103,Wolfsburg  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03103,30.61625337589
2015,151,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,17.1944782785221
2015,153,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,15.8938279501119
2015,154,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,12.8659793814433
2015,155,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,18.9559638378536
2015,157,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,20.514152168268
2015,158,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,12.7380952380952
2015,159,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,23.5031776117739
2015,1,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,23.3388310250559
2015,241,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,34.5610193111686
2015,241001,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,44.3609911881247
2015,241999,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,25.4821389436774
2015,251,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,18.2980900409277
2015,252,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,22.2360557768924
2015,254,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,22.5475644312508
2015,255,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,17.4163783160323
2015,256,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,20.5425175251448
2015,257,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,22.6044852191641
2015,2,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,28.7534003355541
2015,351,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,13.3460803059273
2015,352,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,14.7889908256881
2015,353,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,18.992443324937
2015,354,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,12.3486682808717
2015,355,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,15.5221238938053
2015,356,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,13.6594663278272
2015,357,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,13.4138309549945
2015,358,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,15.6684356835987
2015,359,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,16.5454237861614
2015,360,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,13.6786188579017
2015,361,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,21.0643564356436
2015,3,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,15.8792199112983
2015,401,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,30.9419496166484
2015,402,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,21.3427561837456
2015,403,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,25.9328747133625
2015,404,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,27.1633118904337
2015,405,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,19.9392097264438
2015,451,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,13.3140376266281
2015,452,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,11.1693548387097
2015,453,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,24.1483571860512
2015,454,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,17.9685149904743
2015,455,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,7.9136690647482
2015,456,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,27.4372586872587
2015,457,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,14.9162861491629
2015,458,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,12.1048365306674
2015,459,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,18.1035326352872
2015,460,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,26.0037445392136
2015,461,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,19.7551709582102
2015,462,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,11.7566643882433
2015,4,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,19.4612363150124
2015,0,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,21.9530475035821
2014,101,Braunschweig  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03101,32.1311025781679
2014,102,Salzgitter  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03102,38.3396226415094
2014,103,Wolfsburg  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03103,30.0
2014,151,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,16.3086548488008
2014,153,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,16.1410018552876
2014,154,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,9.6528365791702
2014,155,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,16.4192139737991
2014,157,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,21.1188436830835
2014,158,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,13.3213859020311
2014,159,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,22.5326925226333
2014,1,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,22.5864875398336
2014,241,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,34.4615653491014
2014,241001,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,44.0917107583774
2014,241999,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,25.6093470483005
2014,251,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,18.4572523071565
2014,252,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,25.482912332838
2014,254,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,22.5339128144343
2014,255,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,19.6951934349355
2014,256,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,21.2746305418719
2014,257,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,20.3281209946168
2014,2,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,28.8160501981506
2014,351,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,15.1035781544256
2014,352,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,14.8282097649186
2014,353,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,18.6954288649204
2014,354,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,10.672268907563
2014,355,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,15.5494505494505
2014,356,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,13.3526383526384
2014,357,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,14.8565121412804
2014,358,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,18.3506686478455
2014,359,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,14.441130022811
2014,360,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,14.5860709592641
2014,361,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,20.4665161775771
2014,3,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,16.0558428550988
2014,401,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,33.4269662921348
2014,402,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,21.5282880235121
2014,403,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,17.3709917179868
2014,404,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,37.4338344272708
2014,405,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,21.5235792019347
2014,451,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,12.5921375921376
2014,452,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,11.9258496395469
2014,453,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,24.0261064654293
2014,454,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,17.6397899289466
2014,455,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,8.37138508371385
2014,456,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,25.6538278649548
2014,457,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,15.4383592517467
2014,458,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,11.3382899628253
2014,459,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,19.9728787291747
2014,460,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,28.4783522488441
2014,461,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,18.4199584199584
2014,462,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,11.6978609625668
2014,4,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,19.9458941554416
2014,0,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,22.0079081017878
2013,101,Braunschweig  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03101,31.8393480791618
2013,102,Salzgitter  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03102,34.7126436781609
2013,103,Wolfsburg  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03103,30.8296257524208
2013,151,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,15.238298781791
2013,153,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,17.4097664543524
2013,154,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,8.87269609944278
2013,155,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,15.9882869692533
2013,157,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,21.3510580575149
2013,158,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,14.2035130224107
2013,159,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,21.8642373069659
2013,1,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,22.1684954435559
2013,241,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,34.5134355548808
2013,241001,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,44.771410173857
2013,241999,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,25.3605285837403
2013,251,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,19.0734265734266
2013,252,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,24.1627387744976
2013,254,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,22.7732111575259
2013,255,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,21.4199759326113
2013,256,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,22.2153273347813
2013,257,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,20.5475946775844
2013,2,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,28.8573853989813
2013,351,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,13.0543290458821
2013,352,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,15.0044923629829
2013,353,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,18.1866809307301
2013,354,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,12.3931623931624
2013,355,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,15.9403886059234
2013,356,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,13.7394247038917
2013,357,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,13.0642361111111
2013,358,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,16.2065439672802
2013,359,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,16.2147505422993
2013,360,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,13.1377551020408
2013,361,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,20.7894736842105
2013,3,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,15.6697715216574
2013,401,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,26.1744966442953
2013,402,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,20.193740685544
2013,403,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,25.9154315605929
2013,404,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,36.9254453485815
2013,405,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,24.1717791411043
2013,451,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,12.760736196319
2013,452,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,12.513166210238
2013,453,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,29.9688473520249
2013,454,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,18.0604796663191
2013,455,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,9.5679012345679
2013,456,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,24.5497162595608
2013,457,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,14.0105480394405
2013,458,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,13.5731807031889
2013,459,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,21.4656549520767
2013,460,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,29.4398610508033
2013,461,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,20.8316511909568
2013,462,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,10.6169296987088
2013,4,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,21.1702051097517
2013,0,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,22.229823097235
2012,101,Braunschweig  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03101,29.9747737052975
2012,102,Salzgitter  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03102,41.844512195122
2012,103,Wolfsburg  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03103,34.30359085963
2012,151,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,17.1133150453682
2012,153,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,17.5824175824176
2012,154,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,9.85221674876847
2012,155,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,16.1643026004728
2012,157,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,19.712865819989
2012,158,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,13.2786387116378
2012,159,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,22.4308522599505
2012,1,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,22.7859127077546
2012,241,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,34.6284362255222
2012,241001,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,44.030099220883
2012,241999,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,26.3739476145931
2012,251,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,18.3854072602492
2012,252,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,22.9743331655762
2012,254,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,20.4296661193213
2012,255,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,23.7144585601936
2012,256,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,22.7373068432671
2012,257,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,21.6772554002541
2012,2,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,28.6192135045668
2012,351,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,12.9960317460317
2012,352,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,15.0072939460248
2012,353,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,17.8777703156481
2012,354,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,10.732538330494
2012,355,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,16.6601941747573
2012,356,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,13.3491847826087
2012,357,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,14.4833742468199
2012,358,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,16.3892445582586
2012,359,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,19.1187453323376
2012,360,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,14.5161290322581
2012,361,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,23.3907284768212
2012,3,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,16.398146573712
2012,401,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,33.6338028169014
2012,402,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,20.8204334365325
2012,403,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,27.238475177305
2012,404,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,37.6400640292705
2012,405,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,26.8489745183344
2012,451,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,14.0978593272171
2012,452,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,12.8352915096431
2012,453,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,28.0908152734778
2012,454,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,19.6357366095484
2012,455,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,11.7071260767424
2012,456,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,26.5408805031447
2012,457,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,12.9595160539786
2012,458,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,13.9093484419263
2012,459,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,24.3010752688172
2012,460,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,28.4045835169678
2012,461,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,20.7492795389049
2012,462,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,9.78502594514455
2012,4,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,22.2313854853911
2012,0,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,22.7784259676752
2011,101,Braunschweig  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03101,27.0960488274976
2011,102,Salzgitter  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03102,39.96
2011,103,Wolfsburg  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03103,34.1236494597839
2011,151,Gifhorn,ausländische Herkunft mindestens eines Elternteils,%,K03151,14.0460314046031
2011,153,Goslar,ausländische Herkunft mindestens eines Elternteils,%,K03153,17.3899661434287
2011,154,Helmstedt,ausländische Herkunft mindestens eines Elternteils,%,K03154,11.427260211106
2011,155,Northeim,ausländische Herkunft mindestens eines Elternteils,%,K03155,15.4865923470925
2011,157,Peine,ausländische Herkunft mindestens eines Elternteils,%,K03157,18.1050912060986
2011,158,Wolfenbüttel,ausländische Herkunft mindestens eines Elternteils,%,K03158,12.2854561878952
2011,159,Göttingen,ausländische Herkunft mindestens eines Elternteils,%,K03159,20.8141674333027
2011,1,Statistische Region Braunschweig,ausländische Herkunft mindestens eines Elternteils,%,K031,21.1136496208439
2011,241,Hannover  Region,ausländische Herkunft mindestens eines Elternteils,%,K03241,33.6115504997812
2011,241001,dav. Hannover  Lhst.,ausländische Herkunft mindestens eines Elternteils,%,K03241001,44.4193006788817
2011,241999,dav. Hannover  Umland,ausländische Herkunft mindestens eines Elternteils,%,K03241999,24.3661795928563
2011,251,Diepholz,ausländische Herkunft mindestens eines Elternteils,%,K03251,16.7948958528805
2011,252,Hameln-Pyrmont,ausländische Herkunft mindestens eines Elternteils,%,K03252,18.8500135611608
2011,254,Hildesheim,ausländische Herkunft mindestens eines Elternteils,%,K03254,20.1742919389978
2011,255,Holzminden,ausländische Herkunft mindestens eines Elternteils,%,K03255,21.0623841877702
2011,256,Nienburg (Weser),ausländische Herkunft mindestens eines Elternteils,%,K03256,20.5470737913486
2011,257,Schaumburg,ausländische Herkunft mindestens eines Elternteils,%,K03257,18.9087251697259
2011,2,Statistische Region Hannover,ausländische Herkunft mindestens eines Elternteils,%,K032,27.0541266512124
2011,351,Celle,ausländische Herkunft mindestens eines Elternteils,%,K03351,19.2472024415056
2011,352,Cuxhaven,ausländische Herkunft mindestens eines Elternteils,%,K03352,15.3028289348775
2011,353,Harburg,ausländische Herkunft mindestens eines Elternteils,%,K03353,16.5273775216138
2011,354,Lüchow-Dannenberg,ausländische Herkunft mindestens eines Elternteils,%,K03354,8.36148648648649
2011,355,Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K03355,16.7100260156094
2011,356,Osterholz,ausländische Herkunft mindestens eines Elternteils,%,K03356,14.0568099053168
2011,357,Rotenburg (Wümme),ausländische Herkunft mindestens eines Elternteils,%,K03357,15.5092078988241
2011,358,Heidekreis,ausländische Herkunft mindestens eines Elternteils,%,K03358,17.7215189873418
2011,359,Stade,ausländische Herkunft mindestens eines Elternteils,%,K03359,17.8717598908595
2011,360,Uelzen,ausländische Herkunft mindestens eines Elternteils,%,K03360,13.3844073907165
2011,361,Verden,ausländische Herkunft mindestens eines Elternteils,%,K03361,20.8573784006595
2011,3,Statistische Region Lüneburg,ausländische Herkunft mindestens eines Elternteils,%,K033,16.6817389769945
2011,401,Delmenhorst  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03401,41.7670682730924
2011,402,Emden  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03402,19.9364575059571
2011,403,Oldenburg(Oldb)  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03403,26.4349416876286
2011,404,Osnabrück  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03404,38.7561038293498
2011,405,Wilhelmshaven  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03405,27.6780185758514
2011,451,Ammerland,ausländische Herkunft mindestens eines Elternteils,%,K03451,12.3058178495279
2011,452,Aurich,ausländische Herkunft mindestens eines Elternteils,%,K03452,12.4564257494771
2011,453,Cloppenburg,ausländische Herkunft mindestens eines Elternteils,%,K03453,25.8220078912758
2011,454,Emsland,ausländische Herkunft mindestens eines Elternteils,%,K03454,17.8291896869245
2011,455,Friesland,ausländische Herkunft mindestens eines Elternteils,%,K03455,9.20998772001637
2011,456,Grafschaft Bentheim,ausländische Herkunft mindestens eines Elternteils,%,K03456,24.7248322147651
2011,457,Leer,ausländische Herkunft mindestens eines Elternteils,%,K03457,12.55
2011,458,Oldenburg,ausländische Herkunft mindestens eines Elternteils,%,K03458,13.3239038189533
2011,459,Osnabrück,ausländische Herkunft mindestens eines Elternteils,%,K03459,24.0723417524166
2011,460,Vechta,ausländische Herkunft mindestens eines Elternteils,%,K03460,27.3773889016809
2011,461,Wesermarsch,ausländische Herkunft mindestens eines Elternteils,%,K03461,21.5513442044954
2011,462,Wittmund,ausländische Herkunft mindestens eines Elternteils,%,K03462,10.6495468277946
2011,4,Statistische Region Weser-Ems,ausländische Herkunft mindestens eines Elternteils,%,K034,21.563014605168
2011,0,Niedersachsen,ausländische Herkunft mindestens eines Elternteils,%,K030,21.848094377393
2010,101,Braunschweig  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03101,27.0960488274976
2010,102,Salzgitter  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03102,39.96
2010,103,Wolfsburg  Stadt,ausländische Herkunft mindestens eines Elternteils,%,K03103,34.1236494597839
