Year,Staatsangehörigkeit,Erreichter Abschluss,Schulform,Value
2011,Fachhochschulreife,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),7
2011,Realschulabschluss,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),355
2011,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),23
2011,erfolgreicher Besuch3),Ausländerinnen und Ausländer,Berufsschule (Teilzeit),921
2011,Entlassung aus dem Berufsvorbereitungsjahr,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),-
2011,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),-
2011,ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),191
2011,Insgesamt,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),1497
2011,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),651
2010,Allgemeine Hochschulreife2),Deutsche,Berufsschule (Teilzeit),-
2010,Fachhochschulreife,Deutsche,Berufsschule (Teilzeit),86
2010,Realschulabschluss,Deutsche,Berufsschule (Teilzeit),11028
2010,Hauptschulabschluss,Deutsche,Berufsschule (Teilzeit),415
2010,erfolgreicher Besuch3),Deutsche,Berufsschule (Teilzeit),33962
2010,Entlassung aus dem Berufsvorbereitungsjahr,Deutsche,Berufsschule (Teilzeit),-
2010,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Deutsche,Berufsschule (Teilzeit),-
2010,ohne erfolgreichen Besuch/Abschluss,Deutsche,Berufsschule (Teilzeit),3052
2010,Insgesamt,Deutsche,Berufsschule (Teilzeit),48543
2010,nachrichtlich: Abbruch im laufenden Schuljahr,Deutsche,Berufsschule (Teilzeit),11395
2010,Allgemeine Hochschulreife2),Ausländerinnen und Ausländer,Berufsschule (Teilzeit),-
2010,Fachhochschulreife,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),1
2010,Realschulabschluss,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),328
2010,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),5
2010,erfolgreicher Besuch3),Ausländerinnen und Ausländer,Berufsschule (Teilzeit),801
2010,Entlassung aus dem Berufsvorbereitungsjahr,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),-
2010,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),-
2010,ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),134
2010,Insgesamt,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),1269
2010,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),524
2006,Allgemeine Hochschulreife2),Deutsche,Berufsschule (Teilzeit),-
2006,Fachhochschulreife,Deutsche,Berufsschule (Teilzeit),97
2006,Realschulabschluss,Deutsche,Berufsschule (Teilzeit),10884
2006,Hauptschulabschluss,Deutsche,Berufsschule (Teilzeit),434
2006,erfolgreicher Besuch3),Deutsche,Berufsschule (Teilzeit),29076
2006,Entlassung aus dem Berufsvorbereitungsjahr,Deutsche,Berufsschule (Teilzeit),-
2006,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Deutsche,Berufsschule (Teilzeit),-
2006,ohne erfolgreichen Besuch/Abschluss,Deutsche,Berufsschule (Teilzeit),3724
2006,Insgesamt,Deutsche,Berufsschule (Teilzeit),44215
2006,nachrichtlich: Abbruch im laufenden Schuljahr,Deutsche,Berufsschule (Teilzeit),8002
2006,Allgemeine Hochschulreife2),Ausländerinnen und Ausländer,Berufsschule (Teilzeit),-
2006,Fachhochschulreife,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),1
2006,Realschulabschluss,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),319
2006,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),10
2006,erfolgreicher Besuch3),Ausländerinnen und Ausländer,Berufsschule (Teilzeit),777
2006,Entlassung aus dem Berufsvorbereitungsjahr,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),-
2006,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),-
2006,ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),194
2006,Insgesamt,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),1301
2006,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),423
2005,Allgemeine Hochschulreife2),Deutsche,Berufsschule (Teilzeit),-
2005,Fachhochschulreife,Deutsche,Berufsschule (Teilzeit),96
2005,Realschulabschluss,Deutsche,Berufsschule (Teilzeit),10698
2005,Hauptschulabschluss,Deutsche,Berufsschule (Teilzeit),429
2005,erfolgreicher Besuch3),Deutsche,Berufsschule (Teilzeit),28999
2005,Entlassung aus dem Berufsvorbereitungsjahr,Deutsche,Berufsschule (Teilzeit),-
2005,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Deutsche,Berufsschule (Teilzeit),-
2005,ohne erfolgreichen Besuch/Abschluss,Deutsche,Berufsschule (Teilzeit),4273
2005,Insgesamt,Deutsche,Berufsschule (Teilzeit),44495
2005,nachrichtlich: Abbruch im laufenden Schuljahr,Deutsche,Berufsschule (Teilzeit),7986
2005,Allgemeine Hochschulreife2),Ausländerinnen und Ausländer,Berufsschule (Teilzeit),-
2005,Fachhochschulreife,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),8
2005,Realschulabschluss,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),419
2005,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),27
2005,erfolgreicher Besuch3),Ausländerinnen und Ausländer,Berufsschule (Teilzeit),817
2005,Entlassung aus dem Berufsvorbereitungsjahr,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),-
2005,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),-
2005,ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),318
2005,Insgesamt,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),1589
2005,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),411
2019,Allgemeine Hochschulreife2),Deutsche,Berufseinstiegsklasse,-
2019,Fachhochschulreife,Deutsche,Berufseinstiegsklasse,-
2019,Schulischer Teil der Fachhochschulreife,Deutsche,Berufseinstiegsklasse,-
2019,Realschulabschluss,Deutsche,Berufseinstiegsklasse,-
2019,Hauptschulabschluss,Deutsche,Berufseinstiegsklasse,1259
2019,Erfolgreicher Besuch3),Deutsche,Berufseinstiegsklasse,195
2019,Entlassungen aus dem Berufsvorbereitungsjahr4),Deutsche,Berufseinstiegsklasse,-
2019,Ohne erfolgreichen Besuch/Abschluss,Deutsche,Berufseinstiegsklasse,721
2019,Insgesamt,Deutsche,Berufseinstiegsklasse,2175
2019,nachrichtlich: Abbruch im laufenden Schuljahr,Deutsche,Berufseinstiegsklasse,395
2019,Allgemeine Hochschulreife2),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2019,Fachhochschulreife,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2019,Schulischer Teil der Fachhochschulreife,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2019,Realschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2019,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,1055
2019,Erfolgreicher Besuch3),Ausländerinnen und Ausländer,Berufseinstiegsklasse,70
2019,Entlassungen aus dem Berufsvorbereitungsjahr4),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2019,Ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,343
2019,Insgesamt,Ausländerinnen und Ausländer,Berufseinstiegsklasse,1468
2019,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,326
2018,Fachhochschulreife,Deutsche,Berufseinstiegsklasse,-
2018,Schulischer Teil der Fachhochschulreife,Deutsche,Berufseinstiegsklasse,-
2018,Realschulabschluss,Deutsche,Berufseinstiegsklasse,-
2018,Hauptschulabschluss,Deutsche,Berufseinstiegsklasse,1493
2018,Erfolgreicher Besuch3),Deutsche,Berufseinstiegsklasse,159
2018,Entlassungen aus dem Berufsvorbereitungsjahr4),Deutsche,Berufseinstiegsklasse,-
2018,Ohne erfolgreichen Besuch/Abschluss,Deutsche,Berufseinstiegsklasse,784
2018,Insgesamt,Deutsche,Berufseinstiegsklasse,2436
2018,nachrichtlich: Abbruch im laufenden Schuljahr,Deutsche,Berufseinstiegsklasse,406
2018,Allgemeine Hochschulreife2),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2018,Fachhochschulreife,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2018,Schulischer Teil der Fachhochschulreife,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2018,Realschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2018,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,1227
2018,Erfolgreicher Besuch3),Ausländerinnen und Ausländer,Berufseinstiegsklasse,58
2018,Entlassungen aus dem Berufsvorbereitungsjahr4),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2018,Ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,445
2018,Insgesamt,Ausländerinnen und Ausländer,Berufseinstiegsklasse,1730
2018,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,288
2017,Allgemeine Hochschulreife2),Deutsche,Berufseinstiegsklasse,-
2017,Fachhochschulreife,Deutsche,Berufseinstiegsklasse,-
2017,Schulischer Teil der Fachhochschulreife,Deutsche,Berufseinstiegsklasse,-
2017,Realschulabschluss,Deutsche,Berufseinstiegsklasse,-
2017,Hauptschulabschluss,Deutsche,Berufseinstiegsklasse,1473
2017,Erfolgreicher Besuch3),Deutsche,Berufseinstiegsklasse,181
2017,Entlassungen aus dem Berufsvorbereitungsjahr4),Deutsche,Berufseinstiegsklasse,-
2017,Ohne erfolgreichen Besuch/Abschluss,Deutsche,Berufseinstiegsklasse,806
2017,Insgesamt,Deutsche,Berufseinstiegsklasse,2460
2017,nachrichtlich: Abbruch im laufenden Schuljahr,Deutsche,Berufseinstiegsklasse,435
2017,Allgemeine Hochschulreife2),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2017,Fachhochschulreife,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2017,Schulischer Teil der Fachhochschulreife,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2017,Realschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2017,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,588
2017,Erfolgreicher Besuch3),Ausländerinnen und Ausländer,Berufseinstiegsklasse,92
2017,Entlassungen aus dem Berufsvorbereitungsjahr4),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2017,Ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,235
2017,Insgesamt,Ausländerinnen und Ausländer,Berufseinstiegsklasse,915
2017,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,163
2015,Allgemeine Hochschulreife2),Deutsche,Berufseinstiegsklasse,-
2015,Fachhochschulreife,Deutsche,Berufseinstiegsklasse,-
2015,Realschulabschluss3),Deutsche,Berufseinstiegsklasse,-
2015,Hauptschulabschluss,Deutsche,Berufseinstiegsklasse,1500
2015,erfolgreicher Besuch4),Deutsche,Berufseinstiegsklasse,268
2015,Entlassung aus dem Berufsvorbereitungsjahr5),Deutsche,Berufseinstiegsklasse,-
2015,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Deutsche,Berufseinstiegsklasse,-
2015,ohne erfolgreichen Besuch/Abschluss,Deutsche,Berufseinstiegsklasse,790
2015,Insgesamt,Deutsche,Berufseinstiegsklasse,2558
2015,nachrichtlich: Abbruch im laufenden Schuljahr,Deutsche,Berufseinstiegsklasse,403
2015,Allgemeine Hochschulreife2),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2015,Fachhochschulreife,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2015,Realschulabschluss3),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2015,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,254
2015,erfolgreicher Besuch4),Ausländerinnen und Ausländer,Berufseinstiegsklasse,31
2015,Entlassung aus dem Berufsvorbereitungsjahr5),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2015,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2015,ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,161
2015,Insgesamt,Ausländerinnen und Ausländer,Berufseinstiegsklasse,446
2015,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,95
2014,Allgemeine Hochschulreife2),Deutsche,Berufseinstiegsklasse,-
2014,Fachhochschulreife,Deutsche,Berufseinstiegsklasse,-
2014,Realschulabschluss3),Deutsche,Berufseinstiegsklasse,-
2014,Hauptschulabschluss,Deutsche,Berufseinstiegsklasse,1825
2014,erfolgreicher Besuch4),Deutsche,Berufseinstiegsklasse,323
2014,Entlassung aus dem Berufsvorbereitungsjahr,Deutsche,Berufseinstiegsklasse,-
2014,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Deutsche,Berufseinstiegsklasse,-
2014,ohne erfolgreichen Besuch/Abschluss,Deutsche,Berufseinstiegsklasse,969
2014,Insgesamt,Deutsche,Berufseinstiegsklasse,3117
2014,nachrichtlich: Abbruch im laufenden Schuljahr,Deutsche,Berufseinstiegsklasse,589
2014,Allgemeine Hochschulreife2),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2014,Fachhochschulreife,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2014,Realschulabschluss3),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2014,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,260
2014,erfolgreicher Besuch4),Ausländerinnen und Ausländer,Berufseinstiegsklasse,40
2014,Entlassung aus dem Berufsvorbereitungsjahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2014,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2014,ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,124
2014,Insgesamt,Ausländerinnen und Ausländer,Berufseinstiegsklasse,424
2014,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,101
2012,Allgemeine Hochschulreife5),Deutsche,Berufseinstiegsklasse,-
2012,Fachhochschulreife,Deutsche,Berufseinstiegsklasse,-
2012,Realschulabschluss,Deutsche,Berufseinstiegsklasse,-
2012,Hauptschulabschluss,Deutsche,Berufseinstiegsklasse,1824
2012,erfolgreicher Besuch6),Deutsche,Berufseinstiegsklasse,383
2012,Entlassung aus dem Berufsvorbereitungsjahr,Deutsche,Berufseinstiegsklasse,-
2012,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Deutsche,Berufseinstiegsklasse,-
2012,ohne erfolgreichen Besuch/Abschluss,Deutsche,Berufseinstiegsklasse,965
2012,Insgesamt,Deutsche,Berufseinstiegsklasse,3172
2012,nachrichtlich: Abbruch im laufenden Schuljahr,Deutsche,Berufseinstiegsklasse,538
2012,Allgemeine Hochschulreife2),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2012,Fachhochschulreife,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2012,Realschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2012,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,222
2012,erfolgreicher Besuch3),Ausländerinnen und Ausländer,Berufseinstiegsklasse,38
2012,Entlassung aus dem Berufsvorbereitungsjahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2012,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2012,ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,123
2012,Insgesamt,Ausländerinnen und Ausländer,Berufseinstiegsklasse,383
2012,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,78
2011,Allgemeine Hochschulreife2),Deutsche,Berufseinstiegsklasse,-
2011,Fachhochschulreife,Deutsche,Berufseinstiegsklasse,-
2011,Realschulabschluss,Deutsche,Berufseinstiegsklasse,-
2011,Hauptschulabschluss,Deutsche,Berufseinstiegsklasse,2034
2011,erfolgreicher Besuch3),Deutsche,Berufseinstiegsklasse,353
2011,Entlassung aus dem Berufsvorbereitungsjahr,Deutsche,Berufseinstiegsklasse,-
2011,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Deutsche,Berufseinstiegsklasse,-
2011,ohne erfolgreichen Besuch/Abschluss,Deutsche,Berufseinstiegsklasse,1111
2011,Insgesamt,Deutsche,Berufseinstiegsklasse,3498
2011,nachrichtlich: Abbruch im laufenden Schuljahr,Deutsche,Berufseinstiegsklasse,656
2011,Allgemeine Hochschulreife2),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2011,Fachhochschulreife,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2011,Realschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2011,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,204
2011,erfolgreicher Besuch3),Ausländerinnen und Ausländer,Berufseinstiegsklasse,42
2011,Entlassung aus dem Berufsvorbereitungsjahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2011,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2011,ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,144
2011,Insgesamt,Ausländerinnen und Ausländer,Berufseinstiegsklasse,390
2011,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,91
2010,Allgemeine Hochschulreife2),Deutsche,Berufseinstiegsklasse,-
2010,Fachhochschulreife,Deutsche,Berufseinstiegsklasse,-
2010,Realschulabschluss,Deutsche,Berufseinstiegsklasse,-
2010,Hauptschulabschluss,Deutsche,Berufseinstiegsklasse,2112
2010,erfolgreicher Besuch3),Deutsche,Berufseinstiegsklasse,441
2010,Entlassung aus dem Berufsvorbereitungsjahr,Deutsche,Berufseinstiegsklasse,-
2010,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Deutsche,Berufseinstiegsklasse,-
2010,ohne erfolgreichen Besuch/Abschluss,Deutsche,Berufseinstiegsklasse,1183
2010,Insgesamt,Deutsche,Berufseinstiegsklasse,3736
2010,nachrichtlich: Abbruch im laufenden Schuljahr,Deutsche,Berufseinstiegsklasse,704
2010,Allgemeine Hochschulreife2),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2010,Fachhochschulreife,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2010,Realschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2010,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,256
2010,erfolgreicher Besuch3),Ausländerinnen und Ausländer,Berufseinstiegsklasse,42
2010,Entlassung aus dem Berufsvorbereitungsjahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2010,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2010,ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,169
2010,Insgesamt,Ausländerinnen und Ausländer,Berufseinstiegsklasse,467
2010,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,90
2006,Allgemeine Hochschulreife2),Deutsche,Berufseinstiegsklasse,-
2006,Fachhochschulreife,Deutsche,Berufseinstiegsklasse,-
2006,Realschulabschluss,Deutsche,Berufseinstiegsklasse,-
2006,Hauptschulabschluss,Deutsche,Berufseinstiegsklasse,-
2006,erfolgreicher Besuch3),Deutsche,Berufseinstiegsklasse,-
2006,Entlassung aus dem Berufsvorbereitungsjahr,Deutsche,Berufseinstiegsklasse,-
2006,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Deutsche,Berufseinstiegsklasse,-
2006,ohne erfolgreichen Besuch/Abschluss,Deutsche,Berufseinstiegsklasse,-
2006,Insgesamt,Deutsche,Berufseinstiegsklasse,-
2006,nachrichtlich: Abbruch im laufenden Schuljahr,Deutsche,Berufseinstiegsklasse,-
2006,Allgemeine Hochschulreife2),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2006,Fachhochschulreife,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2006,Realschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2006,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2006,erfolgreicher Besuch3),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2006,Entlassung aus dem Berufsvorbereitungsjahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2006,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2006,ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2006,Insgesamt,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2006,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2005,Allgemeine Hochschulreife2),Deutsche,Berufseinstiegsklasse,-
2005,Fachhochschulreife,Deutsche,Berufseinstiegsklasse,-
2005,Realschulabschluss,Deutsche,Berufseinstiegsklasse,-
2005,Hauptschulabschluss,Deutsche,Berufseinstiegsklasse,-
2005,erfolgreicher Besuch3),Deutsche,Berufseinstiegsklasse,-
2005,Entlassung aus dem Berufsvorbereitungsjahr,Deutsche,Berufseinstiegsklasse,-
2005,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Deutsche,Berufseinstiegsklasse,-
2005,ohne erfolgreichen Besuch/Abschluss,Deutsche,Berufseinstiegsklasse,-
2005,Insgesamt,Deutsche,Berufseinstiegsklasse,-
2005,nachrichtlich: Abbruch im laufenden Schuljahr,Deutsche,Berufseinstiegsklasse,-
2005,Allgemeine Hochschulreife2),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2005,Fachhochschulreife,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2005,Realschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2005,Hauptschulabschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2005,erfolgreicher Besuch3),Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2005,Entlassung aus dem Berufsvorbereitungsjahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2005,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2005,ohne erfolgreichen Besuch/Abschluss,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2005,Insgesamt,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
2005,nachrichtlich: Abbruch im laufenden Schuljahr,Ausländerinnen und Ausländer,Berufseinstiegsklasse,-
