Year,Kategorie,Migrationsstatus,Geschlecht,Units,Value
2016,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,63.08
2015,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,71.38
2015,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,56.65
2015,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,64.1
2014,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,71.77
2014,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,57.17
2014,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,64.48
2013,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,71.51
2013,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,59.01
2013,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,65.29
2012,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,70.98
2012,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,56.8
2012,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,63.89
2011,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,70.8
2011,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,56.2
2011,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,63.43
2005,Erwerbstätigenquote,mit Migrationshintergrund,Männer,%,60.69
2005,Erwerbstätigenquote,mit Migrationshintergrund,Frauen ,%,45.23
2005,Erwerbstätigenquote,mit Migrationshintergrund,Insgesamt,%,53.11
2025,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,74.7331929722666
2025,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,61.1006127240451
2025,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,68.0885704982091
2024,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,75.1256234818565
2024,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,58.9854105082483
2024,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,67.16902017562
2023,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.0057443381397
2023,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,58.9271385010432
2023,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,67.6080373260207
2022,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,77.244010253719
2022,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,60.9846334951967
2022,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,69.2794035875363
2021,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,74.567028097906
2021,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,58.9188695612473
2021,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,67.0134106160949
2019,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.55
2019,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,60.43
2019,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,68.83
2018,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,75.22
2018,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,60.77
2018,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,68.29
2017,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,72.44
2017,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,58.84
2017,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,65.99
2016,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,72.35
2016,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,59.06
2016,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,65.99
2015,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.2
2015,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,59.66
2015,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,67.92
2014,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.75
2014,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,60.58
2014,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,68.59
2013,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.19
2013,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,61.98
2013,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,69.04
2012,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,76.27
2012,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,59.9
2012,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,67.94
2011,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,75.84
2011,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,58.27
2011,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,66.77
2005,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,63.07
2005,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,46.05
2005,Erwerbstätigenquote,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,54.59
2025,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,69.7787610619469
2025,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,64.4069534895646
2025,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,67.1511044176707
2024,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,69.8774347759752
2024,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,65.819419334255
2024,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,67.8910291403468
2023,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,68.182601205857
2023,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,63.5805150480918
2023,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,65.9707724425887
2022,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,66.2399627603864
2022,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,62.6008000507969
2022,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,64.5008501335924
2021,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,64.6656794623533
2021,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,59.7193116149108
2021,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,62.3299804834109
2019,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,56.92
2019,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,48.56
2019,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,53.15
2018,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,56.17
2018,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,48.17
2018,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,52.53
2017,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,54.88
2017,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,46.49
2017,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,51.05
2016,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,52.69
2016,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,44.46
2016,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,48.99
2015,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,49.39
2015,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,40.72
2015,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,45.37
2014,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,49.65
2014,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,40.03
2014,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,45.1
2013,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,48.27
2013,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,39.56
2013,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,44.17
2012,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,47.02
2012,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,39.37
2012,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,43.54
2011,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,48.64
2011,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,44.41
2011,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,46.74
2005,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,47.04
2005,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,39.26
2005,Erwerbstätigenquote,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,43.63
2025,Erwerbslosenanteil,Insgesamt,Männer,%,3.23612191883176
2025,Erwerbslosenanteil,Insgesamt,Frauen ,%,2.35093844450312
2025,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.79744724395302
2024,Erwerbslosenanteil,Insgesamt,Männer,%,2.70326511265853
2024,Erwerbslosenanteil,Insgesamt,Frauen ,%,2.30425960304409
2024,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.50559023119252
2023,Erwerbslosenanteil,Insgesamt,Männer,%,2.56554726272161
2023,Erwerbslosenanteil,Insgesamt,Frauen ,%,1.89142678347935
2023,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.23073889826673
2022,Erwerbslosenanteil,Insgesamt,Männer,%,2.68838221007776
2022,Erwerbslosenanteil,Insgesamt,Frauen ,%,1.87531179906588
2022,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.28486317139788
2021,Erwerbslosenanteil,Insgesamt,Männer,%,3.10360370862574
2021,Erwerbslosenanteil,Insgesamt,Frauen ,%,2.12523929750576
2021,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.61926392189103
2019,Erwerbslosenanteil,Insgesamt,Männer,%,3.03
2019,Erwerbslosenanteil,Insgesamt,Frauen ,%,1.91
2019,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.48
2018,Erwerbslosenanteil,Insgesamt,Männer,%,3.06
2018,Erwerbslosenanteil,Insgesamt,Frauen ,%,2.15
2018,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.62
2017,Erwerbslosenanteil,Insgesamt,Männer,%,3.48
2017,Erwerbslosenanteil,Insgesamt,Frauen ,%,2.43
2017,Erwerbslosenanteil,Insgesamt,Insgesamt,%,2.96
2016,Erwerbslosenanteil,Insgesamt,Männer,%,3.81
2016,Erwerbslosenanteil,Insgesamt,Frauen ,%,2.46
2016,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.15
2015,Erwerbslosenanteil,Insgesamt,Männer,%,3.8
2015,Erwerbslosenanteil,Insgesamt,Frauen ,%,2.85
2015,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.33
2014,Erwerbslosenanteil,Insgesamt,Männer,%,4.26
2014,Erwerbslosenanteil,Insgesamt,Frauen ,%,3.01
2014,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.64
2013,Erwerbslosenanteil,Insgesamt,Männer,%,4.37
2013,Erwerbslosenanteil,Insgesamt,Frauen ,%,3.25
2013,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.81
2012,Erwerbslosenanteil,Insgesamt,Männer,%,4.26
2012,Erwerbslosenanteil,Insgesamt,Frauen ,%,3.26
2012,Erwerbslosenanteil,Insgesamt,Insgesamt,%,3.76
2011,Erwerbslosenanteil,Insgesamt,Männer,%,4.53
2011,Erwerbslosenanteil,Insgesamt,Frauen ,%,3.93
2011,Erwerbslosenanteil,Insgesamt,Insgesamt,%,4.23
2005,Erwerbslosenanteil,Insgesamt,Männer,%,8.69
2005,Erwerbslosenanteil,Insgesamt,Frauen ,%,6.44
2005,Erwerbslosenanteil,Insgesamt,Insgesamt,%,7.58
2025,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.27322440230111
2025,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,1.70441112595598
2025,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,1.98958736007501
2024,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.03704002538904
2024,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,1.63608429402663
2024,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,1.83784222706419
2023,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.00702484988064
2023,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,1.54650586660201
2023,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,1.77678336404317
2022,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.15402758282413
2022,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,1.6073118571929
2022,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,1.88094815248164
2021,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.4688221110218
2021,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,1.82518106543259
2021,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.14708254558563
2019,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.37
2019,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,1.55
2019,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,1.96
2018,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.48
2018,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,1.87
2018,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.18
2017,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,2.72
2017,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,2.0
2017,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.36
2016,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.1
2016,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,2.2
2016,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.65
2015,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.36
2015,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,2.5
2015,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,2.93
2014,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.82
2014,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,2.69
2014,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,3.26
2013,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.8
2013,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,3.08
2013,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,3.44
2012,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.6
2012,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,2.94
2012,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,3.27
2011,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,3.87
2011,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,3.65
2011,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,3.76
2005,Erwerbslosenanteil,ohne Migrationshintergrund,Männer,%,7.39
2005,Erwerbslosenanteil,ohne Migrationshintergrund,Frauen ,%,5.89
2005,Erwerbslosenanteil,ohne Migrationshintergrund,Insgesamt,%,6.65
2025,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.57035858686286
2025,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,3.98664626512728
2025,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.79687765145087
2024,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,4.38622713808191
2024,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,4.02577167642229
2024,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.20892740014499
2023,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,4.10617158604685
2023,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,2.88343465275988
2023,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,3.50908403566902
2022,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,4.22298816124682
2022,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,2.68477574226153
2022,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,3.47404844290657
2021,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.00147284538224
2021,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,3.09640152469229
2021,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.0869298853725
2019,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.09
2019,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,3.13
2019,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.16
2018,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.08
2018,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,3.23
2018,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.2
2017,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.85
2017,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,3.91
2017,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,4.93
2016,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,6.47
2016,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,3.5
2016,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,5.07
2015,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,5.75
2015,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,4.37
2015,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,5.07
2014,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,6.23
2014,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,4.45
2014,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,5.34
2013,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,6.78
2013,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,3.97
2013,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,5.38
2012,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,7.43
2012,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,4.79
2012,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,6.11
2011,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,7.8
2011,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,5.32
2011,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,6.55
2005,Erwerbslosenanteil,mit Migrationshintergrund,Männer,%,15.25
2005,Erwerbslosenanteil,mit Migrationshintergrund,Frauen ,%,9.32
2005,Erwerbslosenanteil,mit Migrationshintergrund,Insgesamt,%,12.34
2025,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,5.88971976187019
2025,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,4.03328943098742
2025,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.98488161138764
2024,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,4.32404368544993
2024,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,4.07361495184514
2024,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.20153056427806
2023,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,4.12195074618176
2023,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,3.09541004654149
2023,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,3.61719127612772
2022,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,4.67674545344448
2022,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,2.85678249353598
2022,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,3.78524208661985
2021,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,5.23826768634301
2021,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,3.25754462858969
2021,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.28214085003691
2019,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,5.24
2019,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,3.06
2019,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.2
2018,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,5.27
2018,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,3.08
2018,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.22
2017,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,6.02
2017,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,3.98
2017,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,5.05
2016,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,6.29
2016,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,3.5
2016,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,4.96
2015,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,5.73
2015,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,4.62
2015,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,5.17
2014,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,6.57
2014,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,4.52
2014,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,5.53
2013,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,6.92
2013,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,3.92
2013,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,5.41
2012,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,7.49
2012,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,4.67
2012,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,6.06
2011,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,8.35
2011,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,5.73
2011,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,7.0
2005,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Männer,%,15.57
2005,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Frauen ,%,9.81
2005,Erwerbslosenanteil,mit Migrationshintergrund und eigener Migrationserfahrung,Insgesamt,%,12.7
2025,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.70009832841691
2025,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,3.86134044407979
2025,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.28965863453815
2024,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.55678177287291
2024,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,3.88705732213123
2024,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,4.22937950037693
2023,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,4.05971863336204
2023,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,2.23394353087186
2023,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,3.18222487324784
2022,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Männer,%,2.91516350517863
2022,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Frauen ,%,2.16521683916439
2022,Erwerbslosenanteil,mit Migrationshintergrund und ohne eigene Migrationserfahrung,Insgesamt,%,2.55647316006801
