Year,Herkunftsland,Geschlecht,Units,COMMENT_OBS,Value
2022,"Asien, Australien und Ozeanien",Frauen,in 1000,,283.0
2022,Afghanistan,Frauen,in 1000,,16.0
2022,Irak,Frauen,in 1000,,27.0
2022,Kasachstan,Frauen,in 1000,,89.0
2022,Syrien,Frauen,in 1000,,59.0
2022,Vietnam,Frauen,in 1000,,11.0
2022,"Ohne Angaben, unbestimmt",Frauen,in 1000,,72.0
2022,Gebiet des ehemaligen Jugoslawien (nachrichtlich),Frauen,in 1000,,60.0
2022,Gebiet der ehemaligen Sowjetunion (nachrichtlich),Frauen,in 1000,,254.0
2022,Insgesamt,Frauen,in 1000,,993.0
2021,Europa ,Frauen,in 1000,,558.0
2021,Bulgarien,Frauen,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",13.0
2021,Italien,Frauen,in 1000,,20.0
2021,Kroatien,Frauen,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",7.0
2021,Polen ,Frauen,in 1000,,123.0
2021,Rumänien ,Frauen,in 1000,,30.0
2021,Spanien,Frauen,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",8.0
2021,Sonstiges Europa ,Frauen,in 1000,,283.0
2021,Kosovo,Frauen,in 1000,,24.0
2021,Russische Föderation ,Frauen,in 1000,,98.0
2021,Serbien,Frauen,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",9.0
2021,Türkei ,Frauen,in 1000,,98.0
2021,EU Staaten,Frauen,in 1000,,275.0
2021,Afrika,Frauen,in 1000,,28.0
2021,Marokko,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2021,Amerika,Frauen,in 1000,,18.0
2021,"Asien, Australien und Ozeanien",Frauen,in 1000,,263.0
2021,Afghanistan,Frauen,in 1000,,15.0
2021,Irak,Frauen,in 1000,,26.0
2021,Kasachstan,Frauen,in 1000,,87.0
2021,Syrien,Frauen,in 1000,,49.0
2021,Vietnam,Frauen,in 1000,"Aussagewert eingeschränkt, da der Zahlenwert statistisch relativ unsicher ist.",11.0
2021,"Ohne Angaben, unbestimmt",Frauen,in 1000,,71.0
2021,Gebiet des ehemaligen Jugoslawien (nachrichtlich),Frauen,in 1000,,57.0
2021,Gebiet der ehemaligen Sowjetunion (nachrichtlich),Frauen,in 1000,,236.0
2021,Insgesamt,Frauen,in 1000,,938.0
2019,Insgesamt,Frauen,in 1000,,850.0
2019,Europa ,Frauen,in 1000,,529.0
2019,EU Staaten,Frauen,in 1000,,261.0
2019,Bulgarien ,Frauen,in 1000,,11.0
2019,Frankreich ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Griechenland ,Frauen,in 1000,,11.0
2019,Italien,Frauen,in 1000,,15.0
2019,Kroatien ,Frauen,in 1000,,7.0
2019,Niederlande ,Frauen,in 1000,,16.0
2019,Österreich,Frauen,in 1000,,7.0
2019,Polen ,Frauen,in 1000,,125.0
2019,Portugal ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Rumänien ,Frauen,in 1000,,21.0
2019,Spanien ,Frauen,in 1000,,7.0
2019,Vereinigtes Königreich ,Frauen,in 1000,,7.0
2019,Sonstiges Europa ,Frauen,in 1000,,268.0
2019,Bosnien und Herzegowina ,Frauen,in 1000,,9.0
2019,Kosovo ,Frauen,in 1000,,22.0
2019,Russische Föderation ,Frauen,in 1000,,96.0
2019,Serbien ,Frauen,in 1000,,10.0
2019,Türkei ,Frauen,in 1000,,92.0
2019,Ukraine ,Frauen,in 1000,,15.0
2019,Afrika,Frauen,in 1000,,20.0
2019,Marokko ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,"Ägypten, Algerien, Libyen, Tunesien",Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Amerika,Frauen,in 1000,,18.0
2019,Nordamerika ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Vereinigte Staaten ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Mittel- und Südamerika ,Frauen,in 1000,,15.0
2019,Asien ,Frauen,in 1000,,220.0
2019,Naher und Mittlerer Osten ,Frauen,in 1000,,171.0
2019,Irak ,Frauen,in 1000,,17.0
2019,Iran ,Frauen,in 1000,,8.0
2019,Kasachstan ,Frauen,in 1000,,77.0
2019,Syrien ,Frauen,in 1000,,38.0
2019,Sonstiges Asien ,Frauen,in 1000,,49.0
2019,Afghanistan,Frauen,in 1000,,10.0
2019,China ,Frauen,in 1000,,8.0
2019,Indien ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Pakistan ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Vietnam,Frauen,in 1000,,9.0
2019,Australien und Ozeanien ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2019,Unbestimmt,Frauen,in 1000,,36.0
2019,"Ohne Angaben, unbestimmt",Frauen,in 1000,,24.0
2019,nachrichtlich:,Frauen,in 1000,,0.0
2018,Insgesamt,Frauen,in 1000,,836.0
2018,Europa ,Frauen,in 1000,,526.0
2018,EU Staaten,Frauen,in 1000,,268.0
2018,Bulgarien ,Frauen,in 1000,,9.0
2018,Frankreich ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Griechenland ,Frauen,in 1000,,11.0
2018,Italien,Frauen,in 1000,,16.0
2018,Kroatien ,Frauen,in 1000,,6.0
2018,Niederlande ,Frauen,in 1000,,20.0
2018,Österreich,Frauen,in 1000,,6.0
2018,Polen ,Frauen,in 1000,,130.0
2018,Portugal ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Rumänien ,Frauen,in 1000,,19.0
2018,Spanien ,Frauen,in 1000,,8.0
2018,Vereinigtes Königreich ,Frauen,in 1000,,7.0
2018,Sonstiges Europa ,Frauen,in 1000,,258.0
2018,Bosnien und Herzegowina ,Frauen,in 1000,,7.0
2018,Kosovo ,Frauen,in 1000,,19.0
2018,Russische Föderation ,Frauen,in 1000,,94.0
2018,Serbien ,Frauen,in 1000,,9.0
2018,Türkei ,Frauen,in 1000,,89.0
2018,Ukraine ,Frauen,in 1000,,17.0
2018,Afrika,Frauen,in 1000,,16.0
2018,Marokko ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,"Ägypten, Algerien, Libyen, Tunesien",Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Amerika,Frauen,in 1000,,20.0
2018,Nordamerika ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Vereinigte Staaten ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Mittel- und Südamerika ,Frauen,in 1000,,17.0
2018,Asien ,Frauen,in 1000,,223.0
2018,Naher und Mittlerer Osten ,Frauen,in 1000,,174.0
2018,Irak ,Frauen,in 1000,,11.0
2018,Iran ,Frauen,in 1000,,8.0
2018,Kasachstan ,Frauen,in 1000,,83.0
2018,Syrien ,Frauen,in 1000,,40.0
2018,Sonstiges Asien ,Frauen,in 1000,,49.0
2018,Afghanistan,Frauen,in 1000,,9.0
2018,China ,Frauen,in 1000,,6.0
2018,Indien ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Pakistan ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Vietnam,Frauen,in 1000,,12.0
2018,Australien und Ozeanien ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2018,Unbestimmt,Frauen,in 1000,,31.0
2018,"Ohne Angaben, unbestimmt",Frauen,in 1000,,18.0
2018,nachrichtlich:,Frauen,in 1000,,0.0
2017,Insgesamt,Frauen,in 1000,,830.0
2017,Europa ,Frauen,in 1000,,498.0
2017,EU Staaten,Frauen,in 1000,,242.0
2017,Bulgarien ,Frauen,in 1000,,8.0
2017,Frankreich ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Griechenland ,Frauen,in 1000,,9.0
2017,Italien,Frauen,in 1000,,12.0
2017,Kroatien ,Frauen,in 1000,,5.0
2017,Niederlande ,Frauen,in 1000,,16.0
2017,Österreich,Frauen,in 1000,,5.0
2017,Polen ,Frauen,in 1000,,125.0
2017,Portugal ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Rumänien ,Frauen,in 1000,,17.0
2017,Spanien ,Frauen,in 1000,,7.0
2017,Vereinigtes Königreich ,Frauen,in 1000,,6.0
2017,Sonstiges Europa ,Frauen,in 1000,,255.0
2017,Bosnien und Herzegowina ,Frauen,in 1000,,6.0
2017,Kosovo ,Frauen,in 1000,,18.0
2017,Russische Föderation ,Frauen,in 1000,,104.0
2017,Serbien ,Frauen,in 1000,,9.0
2017,Türkei ,Frauen,in 1000,,85.0
2017,Ukraine ,Frauen,in 1000,,15.0
2017,Afrika,Frauen,in 1000,,17.0
2017,Marokko ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,"Ägypten, Algerien, Libyen, Tunesien",Frauen,in 1000,,6.0
2017,Amerika,Frauen,in 1000,,18.0
2017,Nordamerika ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Vereinigte Staaten ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Mittel- und Südamerika ,Frauen,in 1000,,14.0
2017,Asien ,Frauen,in 1000,,201.0
2017,Naher und Mittlerer Osten ,Frauen,in 1000,,162.0
2017,Irak ,Frauen,in 1000,,13.0
2017,Iran ,Frauen,in 1000,,8.0
2017,Kasachstan ,Frauen,in 1000,,78.0
2017,Syrien ,Frauen,in 1000,,34.0
2017,Sonstiges Asien ,Frauen,in 1000,,39.0
2017,Afghanistan,Frauen,in 1000,,6.0
2017,China ,Frauen,in 1000,,5.0
2017,Indien ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Pakistan ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Vietnam,Frauen,in 1000,,8.0
2017,Australien und Ozeanien ,Frauen,in 1000,"Nicht veröffentlicht, weil nicht ausreichend genau oder nicht repräsentativ.",
2017,Unbestimmt,Frauen,in 1000,,28.0
2017,"Ohne Angaben, unbestimmt",Frauen,in 1000,,68.0
2017,nachrichtlich:,Frauen,in 1000,,0.0
