Year,Gebietseinheit,Erreichter Schulabschluss,Berufsbildende Schule,Nationalität,Units,Value
2018,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2018,Niedersachsen,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,8.0
2018,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,12.0
2018,Niedersachsen,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,105.0
2018,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,103.0
2018,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,928.0
2018,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2018,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,529.0
2018,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,817.0
2017,Niedersachsen,Insgesamt,Berufsfachschule,Deutsche,Anzahl,26340.0
2017,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,
2017,Niedersachsen,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,97.0
2017,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,236.0
2017,Niedersachsen,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1158.0
2017,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,688.0
2017,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,14253.0
2017,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,
2017,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,4430.0
2017,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5514.0
2017,Niedersachsen,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1814.0
2017,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2017,Niedersachsen,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1.0
2017,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,11.0
2017,Niedersachsen,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,97.0
2017,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,72.0
2017,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,780.0
2017,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2017,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,552.0
2017,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,630.0
2016,Niedersachsen,Insgesamt,Berufsfachschule,Deutsche,Anzahl,27866.0
2016,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,
2016,Niedersachsen,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,69.0
2016,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,295.0
2016,Niedersachsen,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1122.0
2016,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,872.0
2016,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,14883.0
2016,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,
2016,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,4598.0
2016,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5231.0
2016,Niedersachsen,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1823.0
2016,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2016,Niedersachsen,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,3.0
2016,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,15.0
2016,Niedersachsen,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,131.0
2016,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,79.0
2016,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,784.0
2016,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2016,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,516.0
2016,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,484.0
2015,Niedersachsen,Insgesamt,Berufsfachschule,Deutsche,Anzahl,28667.0
2015,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,
2015,Niedersachsen,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,132.0
2015,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,303.0
2015,Niedersachsen,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1144.0
2015,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,872.0
2015,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,15554.0
2015,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,
2015,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,4838.0
2015,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5202.0
2015,Niedersachsen,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1769.0
2015,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2015,Niedersachsen,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,4.0
2015,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,12.0
2015,Niedersachsen,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,104.0
2015,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,87.0
2015,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,745.0
2015,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2015,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,514.0
2015,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,360.0
2014,Niedersachsen,Insgesamt,Berufsfachschule,Deutsche,Anzahl,29121.0
2014,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,
2014,Niedersachsen,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,104.0
2014,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,319.0
2014,Niedersachsen,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1302.0
2014,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,1010.0
2014,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,15828.0
2014,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,
2014,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,4884.0
2014,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5845.0
2014,Niedersachsen,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1790.0
2014,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2014,Niedersachsen,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,3.0
2014,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,31.0
2014,Niedersachsen,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,117.0
2014,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,74.0
2014,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,785.0
2014,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2014,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,504.0
2014,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,401.0
2013,Niedersachsen,Insgesamt,Berufsfachschule,Deutsche,Anzahl,29558.0
2013,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,
2013,Niedersachsen,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,111.0
2013,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,372.0
2013,Niedersachsen,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1395.0
2013,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,879.0
2013,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,16342.0
2013,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,
2013,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,4951.0
2013,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5395.0
2013,Niedersachsen,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1722.0
2013,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2013,Niedersachsen,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1.0
2013,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,4.0
2013,Niedersachsen,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,116.0
2013,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,48.0
2013,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,754.0
2013,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2013,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,520.0
2013,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,359.0
2012,Niedersachsen,Insgesamt,Berufsfachschule,Deutsche,Anzahl,30863.0
2012,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,
2012,Niedersachsen,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,573.0
2012,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,393.0
2012,Niedersachsen,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1516.0
2012,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,1028.0
2012,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,16681.0
2012,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,
2012,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,5581.0
2012,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5816.0
2012,Niedersachsen,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1801.0
2012,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2012,Niedersachsen,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,15.0
2012,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,11.0
2012,Niedersachsen,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,170.0
2012,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,50.0
2012,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,755.0
2012,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2012,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,565.0
2012,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,383.0
2011,Niedersachsen,Insgesamt,Berufsfachschule,Deutsche,Anzahl,33047.0
2011,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Deutsche,Anzahl,
2011,Niedersachsen,Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,501.0
2011,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Deutsche,Anzahl,362.0
2011,Niedersachsen,Realschulabschluss,Berufsfachschule,Deutsche,Anzahl,1603.0
2011,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Deutsche,Anzahl,1108.0
2011,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Deutsche,Anzahl,18136.0
2011,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Deutsche,Anzahl,
2011,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Deutsche,Anzahl,6028.0
2011,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Deutsche,Anzahl,5930.0
2011,Niedersachsen,Insgesamt,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,1837.0
2011,Niedersachsen,Allgemeine Hochschulreife¹⁾,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2011,Niedersachsen,Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,11.0
2011,Niedersachsen,Schulischer Teil der Fachhochschulreife,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,7.0
2011,Niedersachsen,Realschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,163.0
2011,Niedersachsen,Hauptschulabschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,63.0
2011,Niedersachsen,Erfolgreicher Besuch,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,797.0
2011,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,
2011,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,552.0
2011,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsfachschule,Ausländerinnen und Ausländer,Anzahl,443.0
2021,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Anzahl,7105.0
2021,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Anzahl,
2021,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,6297.0
2021,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,
2021,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Anzahl,
2021,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Anzahl,
2021,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Anzahl,
2021,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Anzahl,
2021,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Anzahl,808.0
2021,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Anzahl,1922.0
2021,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,575.0
2021,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2021,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,493.0
2021,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2021,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2021,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2021,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2021,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2021,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,82.0
2021,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,251.0
2020,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Anzahl,7579.0
2020,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Anzahl,
2020,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,6918.0
2020,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,
2020,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Anzahl,
2020,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Anzahl,
2020,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Anzahl,
2020,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Anzahl,
2020,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Anzahl,661.0
2020,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Anzahl,1897.0
2020,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,457.0
2020,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2020,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,389.0
2020,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2020,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2020,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2020,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2020,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2020,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,68.0
2020,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,218.0
2019,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Anzahl,7798.0
2019,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Anzahl,
2019,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,6946.0
2019,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,
2019,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Anzahl,
2019,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Anzahl,
2019,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Anzahl,
2019,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Anzahl,
2019,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Anzahl,852.0
2019,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Anzahl,2205.0
2019,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,436.0
2019,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2019,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,364.0
2019,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2019,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2019,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2019,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2019,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2019,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,72.0
2019,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,219.0
2018,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Anzahl,8658.0
2018,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Anzahl,
2018,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,7806.0
2018,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,
2018,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Anzahl,
2018,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Anzahl,
2018,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Anzahl,
2018,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Anzahl,
2018,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Anzahl,852.0
2018,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Anzahl,2296.0
2018,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,538.0
2018,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2018,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,458.0
2018,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2018,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2018,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2018,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2018,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2018,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,80.0
2018,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,241.0
2017,Niedersachsen,Insgesamt,Fachoberschule,Deutsche,Anzahl,9166.0
2017,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Deutsche,Anzahl,
2017,Niedersachsen,Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,8242.0
2017,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Deutsche,Anzahl,
2017,Niedersachsen,Realschulabschluss,Fachoberschule,Deutsche,Anzahl,
2017,Niedersachsen,Hauptschulabschluss,Fachoberschule,Deutsche,Anzahl,
2017,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Deutsche,Anzahl,
2017,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Deutsche,Anzahl,
2017,Niedersachsen,Ohne erfolgreichen Besuch/Abschluss,Fachoberschule,Deutsche,Anzahl,924.0
2017,Niedersachsen,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,Deutsche,Anzahl,2253.0
2017,Niedersachsen,Insgesamt,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,556.0
2017,Niedersachsen,Allgemeine Hochschulreife¹⁾,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2017,Niedersachsen,Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,461.0
2017,Niedersachsen,Schulischer Teil der Fachhochschulreife,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2017,Niedersachsen,Realschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2017,Niedersachsen,Hauptschulabschluss,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2017,Niedersachsen,Erfolgreicher Besuch,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
2017,Niedersachsen,Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Fachoberschule,Ausländerinnen und Ausländer,Anzahl,
