Year,Gebietseinheit,Altersgruppe,Nationalität,GeoCode,Value
2015,"Salzgitter, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K03102,112.0
2015,"Wolfsburg, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K03103,59.0
2015,Gifhorn,im Alter von 18 bis unter 65 Jahren,Deutsche,K03151,52.0
2015,Goslar,im Alter von 18 bis unter 65 Jahren,Deutsche,K03153,107.0
2015,Helmstedt,im Alter von 18 bis unter 65 Jahren,Deutsche,K03154,86.0
2015,Northeim,im Alter von 18 bis unter 65 Jahren,Deutsche,K03155,77.0
2015,Peine,im Alter von 18 bis unter 65 Jahren,Deutsche,K03157,73.0
2015,Wolfenbüttel,im Alter von 18 bis unter 65 Jahren,Deutsche,K03158,75.0
2015,Göttingen,im Alter von 18 bis unter 65 Jahren,Deutsche,K03159,80.0533191149027
2015,Statistische Region Braunschweig,im Alter von 18 bis unter 65 Jahren,Deutsche,K031,78.0
2015,Hannover  Region,im Alter von 18 bis unter 65 Jahren,Deutsche,K03241,92.0
2015,"dav. Hannover, Lhst.",im Alter von 18 bis unter 65 Jahren,Deutsche,K03241001,115.0
2015,"dav. Hannover, Umland",im Alter von 18 bis unter 65 Jahren,Deutsche,K03241999,74.5483846212877
2015,Diepholz,im Alter von 18 bis unter 65 Jahren,Deutsche,K03251,57.0
2015,Hameln-Pyrmont,im Alter von 18 bis unter 65 Jahren,Deutsche,K03252,96.0
2015,Hildesheim,im Alter von 18 bis unter 65 Jahren,Deutsche,K03254,88.0
2015,Holzminden,im Alter von 18 bis unter 65 Jahren,Deutsche,K03255,91.0
2015,Nienburg (Weser),im Alter von 18 bis unter 65 Jahren,Deutsche,K03256,75.0
2015,Schaumburg,im Alter von 18 bis unter 65 Jahren,Deutsche,K03257,79.0
2015,Statistische Region Hannover,im Alter von 18 bis unter 65 Jahren,Deutsche,K032,86.0
2015,Celle,im Alter von 18 bis unter 65 Jahren,Deutsche,K03351,94.0
2015,Cuxhaven,im Alter von 18 bis unter 65 Jahren,Deutsche,K03352,73.0
2015,Harburg,im Alter von 18 bis unter 65 Jahren,Deutsche,K03353,48.0
2015,Lüchow-Dannenberg,im Alter von 18 bis unter 65 Jahren,Deutsche,K03354,108.0
2015,Lüneburg,im Alter von 18 bis unter 65 Jahren,Deutsche,K03355,77.0
2015,Osterholz,im Alter von 18 bis unter 65 Jahren,Deutsche,K03356,46.0
2015,Rotenburg (Wümme),im Alter von 18 bis unter 65 Jahren,Deutsche,K03357,55.0
2015,Heidekreis,im Alter von 18 bis unter 65 Jahren,Deutsche,K03358,78.0
2015,Stade,im Alter von 18 bis unter 65 Jahren,Deutsche,K03359,74.0
2015,Uelzen,im Alter von 18 bis unter 65 Jahren,Deutsche,K03360,76.0
2015,Verden,im Alter von 18 bis unter 65 Jahren,Deutsche,K03361,59.0
2015,Statistische Region Lüneburg,im Alter von 18 bis unter 65 Jahren,Deutsche,K033,69.0
2015,"Delmenhorst, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K03401,135.0
2015,Emden  Stadt,im Alter von 18 bis unter 65 Jahren,Deutsche,K03402,115.0
2015,"Oldenburg(Oldb), Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K03403,101.0
2015,"Osnabrück, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K03404,92.0
2015,"Wilhelmshaven, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K03405,171.0
2015,Ammerland,im Alter von 18 bis unter 65 Jahren,Deutsche,K03451,52.0
2015,Aurich,im Alter von 18 bis unter 65 Jahren,Deutsche,K03452,85.0
2015,Cloppenburg,im Alter von 18 bis unter 65 Jahren,Deutsche,K03453,59.0
2015,Emsland,im Alter von 18 bis unter 65 Jahren,Deutsche,K03454,51.0
2015,Friesland,im Alter von 18 bis unter 65 Jahren,Deutsche,K03455,68.0
2015,Grafschaft Bentheim,im Alter von 18 bis unter 65 Jahren,Deutsche,K03456,56.0
2015,Leer,im Alter von 18 bis unter 65 Jahren,Deutsche,K03457,72.0
2015,Oldenburg,im Alter von 18 bis unter 65 Jahren,Deutsche,K03458,54.0
2015,Osnabrück,im Alter von 18 bis unter 65 Jahren,Deutsche,K03459,48.0
2015,Vechta,im Alter von 18 bis unter 65 Jahren,Deutsche,K03460,37.0
2015,Wesermarsch,im Alter von 18 bis unter 65 Jahren,Deutsche,K03461,92.0
2015,Wittmund,im Alter von 18 bis unter 65 Jahren,Deutsche,K03462,79.0
2015,Statistische Region Weser-Ems,im Alter von 18 bis unter 65 Jahren,Deutsche,K034,71.0
2015,Niedersachsen,im Alter von 18 bis unter 65 Jahren,Deutsche,K030,76.0
2014,"Braunschweig, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K03101,89.0
2014,"Salzgitter, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K03102,113.0
2014,"Wolfsburg, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K03103,62.0
2014,Gifhorn,im Alter von 18 bis unter 65 Jahren,Deutsche,K03151,55.0
2014,Goslar,im Alter von 18 bis unter 65 Jahren,Deutsche,K03153,116.0
2014,Helmstedt,im Alter von 18 bis unter 65 Jahren,Deutsche,K03154,92.0
2014,Northeim,im Alter von 18 bis unter 65 Jahren,Deutsche,K03155,81.0
2014,Peine,im Alter von 18 bis unter 65 Jahren,Deutsche,K03157,80.0
2014,Wolfenbüttel,im Alter von 18 bis unter 65 Jahren,Deutsche,K03158,81.0
2014,Göttingen,im Alter von 18 bis unter 65 Jahren,Deutsche,K03159,86.2490134916758
2014,Statistische Region Braunschweig,im Alter von 18 bis unter 65 Jahren,Deutsche,K031,84.0
2014,Hannover  Region,im Alter von 18 bis unter 65 Jahren,Deutsche,K03241,95.0
2014,"dav. Hannover, Lhst.",im Alter von 18 bis unter 65 Jahren,Deutsche,K03241001,119.0
2014,"dav. Hannover, Umland",im Alter von 18 bis unter 65 Jahren,Deutsche,K03241999,75.3586361290204
2014,Diepholz,im Alter von 18 bis unter 65 Jahren,Deutsche,K03251,59.0
2014,Hameln-Pyrmont,im Alter von 18 bis unter 65 Jahren,Deutsche,K03252,101.0
2014,Hildesheim,im Alter von 18 bis unter 65 Jahren,Deutsche,K03254,92.0
2014,Holzminden,im Alter von 18 bis unter 65 Jahren,Deutsche,K03255,98.0
2014,Nienburg (Weser),im Alter von 18 bis unter 65 Jahren,Deutsche,K03256,77.0
2014,Schaumburg,im Alter von 18 bis unter 65 Jahren,Deutsche,K03257,83.0
2014,Statistische Region Hannover,im Alter von 18 bis unter 65 Jahren,Deutsche,K032,90.0
2014,Celle,im Alter von 18 bis unter 65 Jahren,Deutsche,K03351,97.0
2014,Cuxhaven,im Alter von 18 bis unter 65 Jahren,Deutsche,K03352,73.0
2014,Harburg,im Alter von 18 bis unter 65 Jahren,Deutsche,K03353,49.0
2014,Lüchow-Dannenberg,im Alter von 18 bis unter 65 Jahren,Deutsche,K03354,115.0
2014,Lüneburg,im Alter von 18 bis unter 65 Jahren,Deutsche,K03355,82.0
2014,Osterholz,im Alter von 18 bis unter 65 Jahren,Deutsche,K03356,50.0
2014,Rotenburg (Wümme),im Alter von 18 bis unter 65 Jahren,Deutsche,K03357,57.0
2014,Heidekreis,im Alter von 18 bis unter 65 Jahren,Deutsche,K03358,84.0
2014,Stade,im Alter von 18 bis unter 65 Jahren,Deutsche,K03359,76.0
2014,Uelzen,im Alter von 18 bis unter 65 Jahren,Deutsche,K03360,83.0
2014,Verden,im Alter von 18 bis unter 65 Jahren,Deutsche,K03361,63.0
2014,Statistische Region Lüneburg,im Alter von 18 bis unter 65 Jahren,Deutsche,K033,72.0
2014,"Delmenhorst, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K03401,132.0
2014,Emden  Stadt,im Alter von 18 bis unter 65 Jahren,Deutsche,K03402,119.0
2014,"Oldenburg(Oldb), Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K03403,108.0
2014,"Osnabrück, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K03404,99.0
2014,"Wilhelmshaven, Stadt",im Alter von 18 bis unter 65 Jahren,Deutsche,K03405,171.0
2014,Ammerland,im Alter von 18 bis unter 65 Jahren,Deutsche,K03451,57.0
2014,Aurich,im Alter von 18 bis unter 65 Jahren,Deutsche,K03452,89.0
2014,Cloppenburg,im Alter von 18 bis unter 65 Jahren,Deutsche,K03453,59.0
2014,Emsland,im Alter von 18 bis unter 65 Jahren,Deutsche,K03454,54.0
2014,Friesland,im Alter von 18 bis unter 65 Jahren,Deutsche,K03455,72.0
2014,Grafschaft Bentheim,im Alter von 18 bis unter 65 Jahren,Deutsche,K03456,59.0
2014,Leer,im Alter von 18 bis unter 65 Jahren,Deutsche,K03457,75.0
2014,Oldenburg,im Alter von 18 bis unter 65 Jahren,Deutsche,K03458,59.0
2014,Osnabrück,im Alter von 18 bis unter 65 Jahren,Deutsche,K03459,52.0
2014,Vechta,im Alter von 18 bis unter 65 Jahren,Deutsche,K03460,38.0
2014,Wesermarsch,im Alter von 18 bis unter 65 Jahren,Deutsche,K03461,96.0
2014,Wittmund,im Alter von 18 bis unter 65 Jahren,Deutsche,K03462,82.0
2014,Statistische Region Weser-Ems,im Alter von 18 bis unter 65 Jahren,Deutsche,K034,75.0
2014,Niedersachsen,im Alter von 18 bis unter 65 Jahren,Deutsche,K030,80.0
2020,"Braunschweig, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03101,36.0
2020,"Salzgitter, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03102,31.0
2020,"Wolfsburg, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03103,20.0
2020,Gifhorn,im Alter von 65 Jahren und älter,Deutsche,K03151,17.0
2020,Goslar,im Alter von 65 Jahren und älter,Deutsche,K03153,31.0
2020,Helmstedt,im Alter von 65 Jahren und älter,Deutsche,K03154,22.0
2020,Northeim,im Alter von 65 Jahren und älter,Deutsche,K03155,20.0
2020,Peine,im Alter von 65 Jahren und älter,Deutsche,K03157,19.0
2020,Wolfenbüttel,im Alter von 65 Jahren und älter,Deutsche,K03158,25.0
2020,Göttingen,im Alter von 65 Jahren und älter,Deutsche,K03159,28.0
2020,Statistische Region Braunschweig,im Alter von 65 Jahren und älter,Deutsche,K031,26.0
2020,Hannover  Region,im Alter von 65 Jahren und älter,Deutsche,K03241,37.0
2020,"dav. Hannover, Lhst.",im Alter von 65 Jahren und älter,Deutsche,K03241001,58.0
2020,"dav. Hannover, Umland",im Alter von 65 Jahren und älter,Deutsche,K03241999,24.0
2020,Diepholz,im Alter von 65 Jahren und älter,Deutsche,K03251,22.0
2020,Hameln-Pyrmont,im Alter von 65 Jahren und älter,Deutsche,K03252,30.0
2020,Hildesheim,im Alter von 65 Jahren und älter,Deutsche,K03254,24.0
2020,Holzminden,im Alter von 65 Jahren und älter,Deutsche,K03255,25.0
2020,Nienburg (Weser),im Alter von 65 Jahren und älter,Deutsche,K03256,24.0
2020,Schaumburg,im Alter von 65 Jahren und älter,Deutsche,K03257,25.0
2020,Statistische Region Hannover,im Alter von 65 Jahren und älter,Deutsche,K032,31.0
2020,Celle,im Alter von 65 Jahren und älter,Deutsche,K03351,32.0
2020,Cuxhaven,im Alter von 65 Jahren und älter,Deutsche,K03352,20.0
2020,Harburg,im Alter von 65 Jahren und älter,Deutsche,K03353,21.0
2020,Lüchow-Dannenberg,im Alter von 65 Jahren und älter,Deutsche,K03354,31.0
2020,Lüneburg,im Alter von 65 Jahren und älter,Deutsche,K03355,31.0
2020,Osterholz,im Alter von 65 Jahren und älter,Deutsche,K03356,17.0
2020,Rotenburg (Wümme),im Alter von 65 Jahren und älter,Deutsche,K03357,26.0
2020,Heidekreis,im Alter von 65 Jahren und älter,Deutsche,K03358,23.0
2020,Stade,im Alter von 65 Jahren und älter,Deutsche,K03359,23.0
2020,Uelzen,im Alter von 65 Jahren und älter,Deutsche,K03360,24.0
2020,Verden,im Alter von 65 Jahren und älter,Deutsche,K03361,19.0
2020,Statistische Region Lüneburg,im Alter von 65 Jahren und älter,Deutsche,K033,24.0
2020,"Delmenhorst, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03401,45.0
2020,Emden  Stadt,im Alter von 65 Jahren und älter,Deutsche,K03402,41.0
2020,"Oldenburg(Oldb), Stadt",im Alter von 65 Jahren und älter,Deutsche,K03403,42.0
2020,"Osnabrück, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03404,42.0
2020,"Wilhelmshaven, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03405,44.0
2020,Ammerland,im Alter von 65 Jahren und älter,Deutsche,K03451,22.0
2020,Aurich,im Alter von 65 Jahren und älter,Deutsche,K03452,22.0
2020,Cloppenburg,im Alter von 65 Jahren und älter,Deutsche,K03453,29.0
2020,Emsland,im Alter von 65 Jahren und älter,Deutsche,K03454,23.0
2020,Friesland,im Alter von 65 Jahren und älter,Deutsche,K03455,19.0
2020,Grafschaft Bentheim,im Alter von 65 Jahren und älter,Deutsche,K03456,22.0
2020,Leer,im Alter von 65 Jahren und älter,Deutsche,K03457,23.0
2020,Oldenburg,im Alter von 65 Jahren und älter,Deutsche,K03458,24.0
2020,Osnabrück,im Alter von 65 Jahren und älter,Deutsche,K03459,21.0
2020,Vechta,im Alter von 65 Jahren und älter,Deutsche,K03460,26.0
2020,Wesermarsch,im Alter von 65 Jahren und älter,Deutsche,K03461,27.0
2020,Wittmund,im Alter von 65 Jahren und älter,Deutsche,K03462,24.0
2020,Statistische Region Weser-Ems,im Alter von 65 Jahren und älter,Deutsche,K034,27.0
2020,Niedersachsen,im Alter von 65 Jahren und älter,Deutsche,K030,27.0
2019,"Braunschweig, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03101,34.0
2019,"Salzgitter, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03102,31.0
2019,"Wolfsburg, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03103,18.0
2019,Gifhorn,im Alter von 65 Jahren und älter,Deutsche,K03151,17.0
2019,Goslar,im Alter von 65 Jahren und älter,Deutsche,K03153,31.0
2019,Helmstedt,im Alter von 65 Jahren und älter,Deutsche,K03154,22.0
2019,Northeim,im Alter von 65 Jahren und älter,Deutsche,K03155,21.0
2019,Peine,im Alter von 65 Jahren und älter,Deutsche,K03157,19.0
2019,Wolfenbüttel,im Alter von 65 Jahren und älter,Deutsche,K03158,26.0
2019,Göttingen,im Alter von 65 Jahren und älter,Deutsche,K03159,27.0
2019,Statistische Region Braunschweig,im Alter von 65 Jahren und älter,Deutsche,K031,25.0
2019,Hannover  Region,im Alter von 65 Jahren und älter,Deutsche,K03241,36.0
2019,"dav. Hannover, Lhst.",im Alter von 65 Jahren und älter,Deutsche,K03241001,55.0
2019,"dav. Hannover, Umland",im Alter von 65 Jahren und älter,Deutsche,K03241999,23.0
2019,Diepholz,im Alter von 65 Jahren und älter,Deutsche,K03251,22.0
2019,Hameln-Pyrmont,im Alter von 65 Jahren und älter,Deutsche,K03252,26.0
2019,Hildesheim,im Alter von 65 Jahren und älter,Deutsche,K03254,24.0
2019,Holzminden,im Alter von 65 Jahren und älter,Deutsche,K03255,27.0
2019,Nienburg (Weser),im Alter von 65 Jahren und älter,Deutsche,K03256,24.0
2019,Schaumburg,im Alter von 65 Jahren und älter,Deutsche,K03257,24.0
2019,Statistische Region Hannover,im Alter von 65 Jahren und älter,Deutsche,K032,30.0
2019,Celle,im Alter von 65 Jahren und älter,Deutsche,K03351,30.0
2019,Cuxhaven,im Alter von 65 Jahren und älter,Deutsche,K03352,20.0
2019,Harburg,im Alter von 65 Jahren und älter,Deutsche,K03353,20.0
2019,Lüchow-Dannenberg,im Alter von 65 Jahren und älter,Deutsche,K03354,30.0
2019,Lüneburg,im Alter von 65 Jahren und älter,Deutsche,K03355,29.0
2019,Osterholz,im Alter von 65 Jahren und älter,Deutsche,K03356,18.0
2019,Rotenburg (Wümme),im Alter von 65 Jahren und älter,Deutsche,K03357,25.0
2019,Heidekreis,im Alter von 65 Jahren und älter,Deutsche,K03358,23.0
2019,Stade,im Alter von 65 Jahren und älter,Deutsche,K03359,22.0
2019,Uelzen,im Alter von 65 Jahren und älter,Deutsche,K03360,23.0
2019,Verden,im Alter von 65 Jahren und älter,Deutsche,K03361,18.0
2019,Statistische Region Lüneburg,im Alter von 65 Jahren und älter,Deutsche,K033,23.0
2019,"Delmenhorst, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03401,44.0
2019,Emden  Stadt,im Alter von 65 Jahren und älter,Deutsche,K03402,40.0
2019,"Oldenburg(Oldb), Stadt",im Alter von 65 Jahren und älter,Deutsche,K03403,40.0
2019,"Osnabrück, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03404,43.0
2019,"Wilhelmshaven, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03405,42.0
2019,Ammerland,im Alter von 65 Jahren und älter,Deutsche,K03451,20.0
2019,Aurich,im Alter von 65 Jahren und älter,Deutsche,K03452,22.0
2019,Cloppenburg,im Alter von 65 Jahren und älter,Deutsche,K03453,28.0
2019,Emsland,im Alter von 65 Jahren und älter,Deutsche,K03454,23.0
2019,Friesland,im Alter von 65 Jahren und älter,Deutsche,K03455,19.0
2019,Grafschaft Bentheim,im Alter von 65 Jahren und älter,Deutsche,K03456,22.0
2019,Leer,im Alter von 65 Jahren und älter,Deutsche,K03457,22.0
2019,Oldenburg,im Alter von 65 Jahren und älter,Deutsche,K03458,23.0
2019,Osnabrück,im Alter von 65 Jahren und älter,Deutsche,K03459,21.0
2019,Vechta,im Alter von 65 Jahren und älter,Deutsche,K03460,25.0
2019,Wesermarsch,im Alter von 65 Jahren und älter,Deutsche,K03461,28.0
2019,Wittmund,im Alter von 65 Jahren und älter,Deutsche,K03462,23.0
2019,Statistische Region Weser-Ems,im Alter von 65 Jahren und älter,Deutsche,K034,27.0
2019,Niedersachsen,im Alter von 65 Jahren und älter,Deutsche,K030,26.0
2018,"Braunschweig, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03101,34.0
2018,"Salzgitter, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03102,31.0
2018,"Wolfsburg, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03103,18.0
2018,Gifhorn,im Alter von 65 Jahren und älter,Deutsche,K03151,17.0
2018,Goslar,im Alter von 65 Jahren und älter,Deutsche,K03153,31.0
2018,Helmstedt,im Alter von 65 Jahren und älter,Deutsche,K03154,21.0
2018,Northeim,im Alter von 65 Jahren und älter,Deutsche,K03155,21.0
2018,Peine,im Alter von 65 Jahren und älter,Deutsche,K03157,19.0
2018,Wolfenbüttel,im Alter von 65 Jahren und älter,Deutsche,K03158,27.0
2018,Göttingen,im Alter von 65 Jahren und älter,Deutsche,K03159,27.0
2018,Statistische Region Braunschweig,im Alter von 65 Jahren und älter,Deutsche,K031,26.0
2018,Hannover  Region,im Alter von 65 Jahren und älter,Deutsche,K03241,35.0
2018,"dav. Hannover, Lhst.",im Alter von 65 Jahren und älter,Deutsche,K03241001,55.0
2018,"dav. Hannover, Umland",im Alter von 65 Jahren und älter,Deutsche,K03241999,23.0
2018,Diepholz,im Alter von 65 Jahren und älter,Deutsche,K03251,23.0
2018,Hameln-Pyrmont,im Alter von 65 Jahren und älter,Deutsche,K03252,27.0
2018,Hildesheim,im Alter von 65 Jahren und älter,Deutsche,K03254,24.0
2018,Holzminden,im Alter von 65 Jahren und älter,Deutsche,K03255,28.0
2018,Nienburg (Weser),im Alter von 65 Jahren und älter,Deutsche,K03256,25.0
2018,Schaumburg,im Alter von 65 Jahren und älter,Deutsche,K03257,24.0
2018,Statistische Region Hannover,im Alter von 65 Jahren und älter,Deutsche,K032,30.0
2018,Celle,im Alter von 65 Jahren und älter,Deutsche,K03351,31.0
2018,Cuxhaven,im Alter von 65 Jahren und älter,Deutsche,K03352,19.0
2018,Harburg,im Alter von 65 Jahren und älter,Deutsche,K03353,21.0
2018,Lüchow-Dannenberg,im Alter von 65 Jahren und älter,Deutsche,K03354,25.0
2018,Lüneburg,im Alter von 65 Jahren und älter,Deutsche,K03355,30.0
2018,Osterholz,im Alter von 65 Jahren und älter,Deutsche,K03356,18.0
2018,Rotenburg (Wümme),im Alter von 65 Jahren und älter,Deutsche,K03357,25.0
2018,Heidekreis,im Alter von 65 Jahren und älter,Deutsche,K03358,23.0
2018,Stade,im Alter von 65 Jahren und älter,Deutsche,K03359,23.0
2018,Uelzen,im Alter von 65 Jahren und älter,Deutsche,K03360,22.0
2018,Verden,im Alter von 65 Jahren und älter,Deutsche,K03361,18.0
2018,Statistische Region Lüneburg,im Alter von 65 Jahren und älter,Deutsche,K033,23.0
2018,"Delmenhorst, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03401,46.0
2018,Emden  Stadt,im Alter von 65 Jahren und älter,Deutsche,K03402,40.0
2018,"Oldenburg(Oldb), Stadt",im Alter von 65 Jahren und älter,Deutsche,K03403,40.0
2018,"Osnabrück, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03404,41.0
2018,"Wilhelmshaven, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03405,42.0
2018,Ammerland,im Alter von 65 Jahren und älter,Deutsche,K03451,21.0
2018,Aurich,im Alter von 65 Jahren und älter,Deutsche,K03452,21.0
2018,Cloppenburg,im Alter von 65 Jahren und älter,Deutsche,K03453,27.0
2018,Emsland,im Alter von 65 Jahren und älter,Deutsche,K03454,24.0
2018,Friesland,im Alter von 65 Jahren und älter,Deutsche,K03455,19.0
2018,Grafschaft Bentheim,im Alter von 65 Jahren und älter,Deutsche,K03456,22.0
2018,Leer,im Alter von 65 Jahren und älter,Deutsche,K03457,23.0
2018,Oldenburg,im Alter von 65 Jahren und älter,Deutsche,K03458,24.0
2018,Osnabrück,im Alter von 65 Jahren und älter,Deutsche,K03459,23.0
2018,Vechta,im Alter von 65 Jahren und älter,Deutsche,K03460,24.0
2018,Wesermarsch,im Alter von 65 Jahren und älter,Deutsche,K03461,29.0
2018,Wittmund,im Alter von 65 Jahren und älter,Deutsche,K03462,23.0
2018,Statistische Region Weser-Ems,im Alter von 65 Jahren und älter,Deutsche,K034,27.0
2018,Niedersachsen,im Alter von 65 Jahren und älter,Deutsche,K030,27.0
2017,"Braunschweig, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03101,33.0
2017,"Salzgitter, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03102,30.0
2017,"Wolfsburg, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03103,18.0
2017,Gifhorn,im Alter von 65 Jahren und älter,Deutsche,K03151,18.0
2017,Goslar,im Alter von 65 Jahren und älter,Deutsche,K03153,31.0
2017,Helmstedt,im Alter von 65 Jahren und älter,Deutsche,K03154,20.0
2017,Northeim,im Alter von 65 Jahren und älter,Deutsche,K03155,20.0
2017,Peine,im Alter von 65 Jahren und älter,Deutsche,K03157,19.0
2017,Wolfenbüttel,im Alter von 65 Jahren und älter,Deutsche,K03158,27.0
2017,Göttingen,im Alter von 65 Jahren und älter,Deutsche,K03159,26.0
2017,Statistische Region Braunschweig,im Alter von 65 Jahren und älter,Deutsche,K031,25.0
2017,Hannover  Region,im Alter von 65 Jahren und älter,Deutsche,K03241,34.0
2017,"dav. Hannover, Lhst.",im Alter von 65 Jahren und älter,Deutsche,K03241001,53.0
2017,"dav. Hannover, Umland",im Alter von 65 Jahren und älter,Deutsche,K03241999,22.0983519873094
2017,Diepholz,im Alter von 65 Jahren und älter,Deutsche,K03251,24.0
2017,Hameln-Pyrmont,im Alter von 65 Jahren und älter,Deutsche,K03252,26.0
2017,Hildesheim,im Alter von 65 Jahren und älter,Deutsche,K03254,23.0
2017,Holzminden,im Alter von 65 Jahren und älter,Deutsche,K03255,29.0
2017,Nienburg (Weser),im Alter von 65 Jahren und älter,Deutsche,K03256,25.0
2017,Schaumburg,im Alter von 65 Jahren und älter,Deutsche,K03257,24.0
2017,Statistische Region Hannover,im Alter von 65 Jahren und älter,Deutsche,K032,29.0
2017,Celle,im Alter von 65 Jahren und älter,Deutsche,K03351,31.0
2017,Cuxhaven,im Alter von 65 Jahren und älter,Deutsche,K03352,20.0
2017,Harburg,im Alter von 65 Jahren und älter,Deutsche,K03353,21.0
2017,Lüchow-Dannenberg,im Alter von 65 Jahren und älter,Deutsche,K03354,25.0
2017,Lüneburg,im Alter von 65 Jahren und älter,Deutsche,K03355,30.0
2017,Osterholz,im Alter von 65 Jahren und älter,Deutsche,K03356,18.0
2017,Rotenburg (Wümme),im Alter von 65 Jahren und älter,Deutsche,K03357,26.0
2017,Heidekreis,im Alter von 65 Jahren und älter,Deutsche,K03358,22.0
2017,Stade,im Alter von 65 Jahren und älter,Deutsche,K03359,22.0
2017,Uelzen,im Alter von 65 Jahren und älter,Deutsche,K03360,21.0
2017,Verden,im Alter von 65 Jahren und älter,Deutsche,K03361,19.0
2017,Statistische Region Lüneburg,im Alter von 65 Jahren und älter,Deutsche,K033,23.0
2017,"Delmenhorst, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03401,45.0
2017,Emden  Stadt,im Alter von 65 Jahren und älter,Deutsche,K03402,38.0
2017,"Oldenburg(Oldb), Stadt",im Alter von 65 Jahren und älter,Deutsche,K03403,41.0
2017,"Osnabrück, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03404,41.0
2017,"Wilhelmshaven, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03405,42.0
2017,Ammerland,im Alter von 65 Jahren und älter,Deutsche,K03451,21.0
2017,Aurich,im Alter von 65 Jahren und älter,Deutsche,K03452,22.0
2017,Cloppenburg,im Alter von 65 Jahren und älter,Deutsche,K03453,27.0
2017,Emsland,im Alter von 65 Jahren und älter,Deutsche,K03454,22.0
2017,Friesland,im Alter von 65 Jahren und älter,Deutsche,K03455,20.0
2017,Grafschaft Bentheim,im Alter von 65 Jahren und älter,Deutsche,K03456,21.0
2017,Leer,im Alter von 65 Jahren und älter,Deutsche,K03457,23.0
2017,Oldenburg,im Alter von 65 Jahren und älter,Deutsche,K03458,24.0
2017,Osnabrück,im Alter von 65 Jahren und älter,Deutsche,K03459,23.0
2017,Vechta,im Alter von 65 Jahren und älter,Deutsche,K03460,25.0
2017,Wesermarsch,im Alter von 65 Jahren und älter,Deutsche,K03461,28.0
2017,Wittmund,im Alter von 65 Jahren und älter,Deutsche,K03462,25.0
2017,Statistische Region Weser-Ems,im Alter von 65 Jahren und älter,Deutsche,K034,27.0
2017,Niedersachsen,im Alter von 65 Jahren und älter,Deutsche,K030,26.0
2016,"Braunschweig, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03101,32.0
2016,"Salzgitter, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03102,30.0
2016,"Wolfsburg, Stadt",im Alter von 65 Jahren und älter,Deutsche,K03103,17.0
2016,Gifhorn,im Alter von 65 Jahren und älter,Deutsche,K03151,16.0
2016,Goslar,im Alter von 65 Jahren und älter,Deutsche,K03153,30.0
2016,Helmstedt,im Alter von 65 Jahren und älter,Deutsche,K03154,20.0
2016,Northeim,im Alter von 65 Jahren und älter,Deutsche,K03155,20.0
2016,Peine,im Alter von 65 Jahren und älter,Deutsche,K03157,19.0
2016,Wolfenbüttel,im Alter von 65 Jahren und älter,Deutsche,K03158,25.0
2016,Göttingen,im Alter von 65 Jahren und älter,Deutsche,K03159,26.0
2016,Statistische Region Braunschweig,im Alter von 65 Jahren und älter,Deutsche,K031,24.0
2016,Hannover  Region,im Alter von 65 Jahren und älter,Deutsche,K03241,33.0
2016,"dav. Hannover, Lhst.",im Alter von 65 Jahren und älter,Deutsche,K03241001,51.0
