Year,Gebietseinheit,Geschlecht,Aufenthaltstitel,Grund der Befristung,Unnamed: 5,GeoCode,Value
2010,Nienburg (Weser),männlich,zeitlich befristet,,,RH03256,590
2010,Nienburg (Weser),weiblich,zeitlich befristet,,,RH03256,665
2010,Nienburg (Weser),insgesamt,zeitlich befristet,,,RH03256,1255
2010,Schaumburg,männlich,zeitlich befristet,,,RH03257,720
2010,Schaumburg,weiblich,zeitlich befristet,,,RH03257,915
2010,Schaumburg,insgesamt,zeitlich befristet,,,RH03257,1630
2010,Statistische Region Hannover,männlich,zeitlich befristet,,,RH032,16645
2010,Statistische Region Hannover,weiblich,zeitlich befristet,,,RH032,18920
2010,Statistische Region Hannover,insgesamt,zeitlich befristet,,,RH032,35565
2010,Celle,männlich,zeitlich befristet,,,RH03351,910
2010,Celle,weiblich,zeitlich befristet,,,RH03351,960
2010,Celle,insgesamt,zeitlich befristet,,,RH03351,1870
2010,Cuxhaven,männlich,zeitlich befristet,,,RH03352,795
2010,Cuxhaven,weiblich,zeitlich befristet,,,RH03352,800
2010,Cuxhaven,insgesamt,zeitlich befristet,,,RH03352,1595
2010,Harburg,männlich,zeitlich befristet,,,RH03353,1220
2010,Harburg,weiblich,zeitlich befristet,,,RH03353,1470
2010,Harburg,insgesamt,zeitlich befristet,,,RH03353,2690
2010,Lüchow-Dannenberg,männlich,zeitlich befristet,,,RH03354,115
2010,Lüchow-Dannenberg,weiblich,zeitlich befristet,,,RH03354,140
2010,Lüchow-Dannenberg,insgesamt,zeitlich befristet,,,RH03354,250
2010,Lüneburg,männlich,zeitlich befristet,,,RH03355,7525
2010,Lüneburg,weiblich,zeitlich befristet,,,RH03355,8675
2010,Lüneburg,insgesamt,zeitlich befristet,,,RH03355,16200
2010,Lüneburg,männlich,zeitlich befristet,,,RH03355,785
2010,Lüneburg,weiblich,zeitlich befristet,,,RH03355,995
2010,Lüneburg,insgesamt,zeitlich befristet,,,RH03355,1780
2010,Osterholz,männlich,zeitlich befristet,,,RH03356,510
2010,Osterholz,weiblich,zeitlich befristet,,,RH03356,630
2010,Osterholz,insgesamt,zeitlich befristet,,,RH03356,1145
2010,Rotenburg (Wümme),männlich,zeitlich befristet,,,RH03357,575
2010,Rotenburg (Wümme),weiblich,zeitlich befristet,,,RH03357,655
2010,Rotenburg (Wümme),insgesamt,zeitlich befristet,,,RH03357,1230
2010,Heidekreis,männlich,zeitlich befristet,,,RH03358,715
2010,Heidekreis,weiblich,zeitlich befristet,,,RH03358,750
2010,Heidekreis,insgesamt,zeitlich befristet,,,RH03358,1465
2010,Stade,männlich,zeitlich befristet,,,RH03359,875
2010,Stade,weiblich,zeitlich befristet,,,RH03359,1035
2010,Stade,insgesamt,zeitlich befristet,,,RH03359,1910
2010,Uelzen,männlich,zeitlich befristet,,,RH03360,300
2010,Uelzen,weiblich,zeitlich befristet,,,RH03360,330
2010,Uelzen,insgesamt,zeitlich befristet,,,RH03360,625
2010,Verden,männlich,zeitlich befristet,,,RH03361,720
2010,Verden,weiblich,zeitlich befristet,,,RH03361,915
2010,Verden,insgesamt,zeitlich befristet,,,RH03361,1635
2010,Statistische Region Lüneburg,männlich,zeitlich befristet,,,RH033,7525
2010,Statistische Region Lüneburg,weiblich,zeitlich befristet,,,RH033,8675
2010,Statistische Region Lüneburg,insgesamt,zeitlich befristet,,,RH033,16200
2010,"Delmenhorst, Stadt",männlich,zeitlich befristet,,,RH03401,685
2010,"Delmenhorst, Stadt",weiblich,zeitlich befristet,,,RH03401,765
2010,"Delmenhorst, Stadt",insgesamt,zeitlich befristet,,,RH03401,1450
2010,Emden  Stadt,männlich,zeitlich befristet,,,RH03402,325
2010,Emden  Stadt,weiblich,zeitlich befristet,,,RH03402,290
2010,Emden  Stadt,insgesamt,zeitlich befristet,,,RH03402,615
2010,"Oldenburg(Oldb), Stadt",männlich,zeitlich befristet,,,RH03403,1315
2010,"Oldenburg(Oldb), Stadt",weiblich,zeitlich befristet,,,RH03403,1400
2010,"Oldenburg(Oldb), Stadt",insgesamt,zeitlich befristet,,,RH03403,2715
2010,"Osnabrück, Stadt",männlich,zeitlich befristet,,,RH03404,1435
2010,"Osnabrück, Stadt",weiblich,zeitlich befristet,,,RH03404,1755
2010,"Osnabrück, Stadt",insgesamt,zeitlich befristet,,,RH03404,3190
2010,"Wilhelmshaven, Stadt",männlich,zeitlich befristet,,,RH03405,585
2010,"Wilhelmshaven, Stadt",weiblich,zeitlich befristet,,,RH03405,515
2010,"Wilhelmshaven, Stadt",insgesamt,zeitlich befristet,,,RH03405,1100
2010,Ammerland,männlich,zeitlich befristet,,,RH03451,320
2010,Ammerland,weiblich,zeitlich befristet,,,RH03451,385
2010,Ammerland,insgesamt,zeitlich befristet,,,RH03451,705
2010,Aurich,männlich,zeitlich befristet,,,RH03452,720
2010,Aurich,weiblich,zeitlich befristet,,,RH03452,765
2010,Aurich,insgesamt,zeitlich befristet,,,RH03452,1485
2010,Cloppenburg,männlich,zeitlich befristet,,,RH03453,825
2010,Cloppenburg,weiblich,zeitlich befristet,,,RH03453,905
2010,Cloppenburg,insgesamt,zeitlich befristet,,,RH03453,1735
2010,Emsland,männlich,zeitlich befristet,,,RH03454,1095
2010,Emsland,weiblich,zeitlich befristet,,,RH03454,1260
2010,Emsland,insgesamt,zeitlich befristet,,,RH03454,2350
2010,Friesland,männlich,zeitlich befristet,,,RH03455,275
2010,Friesland,weiblich,zeitlich befristet,,,RH03455,280
2010,Friesland,insgesamt,zeitlich befristet,,,RH03455,555
2010,Grafschaft Bentheim,männlich,zeitlich befristet,,,RH03456,540
2010,Grafschaft Bentheim,weiblich,zeitlich befristet,,,RH03456,650
2010,Grafschaft Bentheim,insgesamt,zeitlich befristet,,,RH03456,1190
2010,Leer,männlich,zeitlich befristet,,,RH03457,590
2010,Leer,weiblich,zeitlich befristet,,,RH03457,575
2010,Leer,insgesamt,zeitlich befristet,,,RH03457,1165
2010,Oldenburg,männlich,zeitlich befristet,,,RH03458,705
2010,Oldenburg,weiblich,zeitlich befristet,,,RH03458,675
2010,Oldenburg,insgesamt,zeitlich befristet,,,RH03458,1385
2010,Osnabrück,männlich,zeitlich befristet,,,RH03459,1270
2010,Osnabrück,weiblich,zeitlich befristet,,,RH03459,1545
2010,Osnabrück,insgesamt,zeitlich befristet,,,RH03459,2815
2010,Vechta,männlich,zeitlich befristet,,,RH03460,1050
2010,Vechta,weiblich,zeitlich befristet,,,RH03460,1170
2010,Vechta,insgesamt,zeitlich befristet,,,RH03460,2220
2010,Wesermarsch,männlich,zeitlich befristet,,,RH03461,610
2010,Wesermarsch,weiblich,zeitlich befristet,,,RH03461,515
2010,Wesermarsch,insgesamt,zeitlich befristet,,,RH03461,1125
2010,Wittmund,männlich,zeitlich befristet,,,RH03462,115
2010,Wittmund,weiblich,zeitlich befristet,,,RH03462,160
2010,Wittmund,insgesamt,zeitlich befristet,,,RH03462,275
2010,Statistische Region Weser-Ems,männlich,zeitlich befristet,,,RH034,12465
2010,Statistische Region Weser-Ems,weiblich,zeitlich befristet,,,RH034,13605
2010,Statistische Region Weser-Ems,insgesamt,zeitlich befristet,,,RH034,26070
2010,Niedersachsen,männlich,zeitlich befristet,,,RH030,48160
2010,Niedersachsen,weiblich,zeitlich befristet,,,RH030,53425
2010,Niedersachsen,insgesamt,zeitlich befristet,,,RH030,101585
2021,"Braunschweig, Stadt",männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03101,605
2021,"Braunschweig, Stadt",weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03101,345
2021,"Braunschweig, Stadt",insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03101,950
2021,"Salzgitter, Stadt",männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03102,45
2021,"Salzgitter, Stadt",weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03102,25
2021,"Salzgitter, Stadt",insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03102,70
2021,"Wolfsburg, Stadt",männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03103,230
2021,"Wolfsburg, Stadt",weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03103,110
2021,"Wolfsburg, Stadt",insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03103,340
2021,Gifhorn,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03151,35
2021,Gifhorn,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03151,35
2021,Gifhorn,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03151,70
2021,Goslar,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03153,1140
2021,Goslar,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03153,495
2021,Goslar,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03153,1640
2021,Helmstedt,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03154,5
2021,Helmstedt,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03154,10
2021,Helmstedt,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03154,15
2021,Northeim,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03155,25
2021,Northeim,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03155,25
2021,Northeim,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03155,50
2021,Peine,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03157,20
2021,Peine,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03157,25
2021,Peine,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03157,50
2021,Wolfenbüttel,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03158,115
2021,Wolfenbüttel,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03158,70
2021,Wolfenbüttel,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03158,185
2021,Göttingen,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03159,1000
2021,Göttingen,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03159,1130
2021,Göttingen,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03159,2135
2021,Statistische Region Braunschweig,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH031,3225
2021,Statistische Region Braunschweig,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH031,2270
2021,Statistische Region Braunschweig,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH031,5495
2021,Hannover  Region,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03241,605
2021,Hannover  Region,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03241,345
2021,Hannover  Region,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03241,950
2021,Diepholz,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03251,45
2021,Diepholz,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03251,25
2021,Diepholz,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03251,70
2021,Hameln-Pyrmont,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03252,230
2021,Hameln-Pyrmont,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03252,110
2021,Hameln-Pyrmont,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03252,340
2021,Hildesheim,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03254,35
2021,Hildesheim,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03254,35
2021,Hildesheim,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03254,70
2021,Holzminden,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03255,1140
2021,Holzminden,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03255,495
2021,Holzminden,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03255,1640
2021,Nienburg (Weser),männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03256,5
2021,Nienburg (Weser),weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03256,10
2021,Nienburg (Weser),insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03256,15
2021,Schaumburg,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03257,25
2021,Schaumburg,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03257,25
2021,Schaumburg,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03257,50
2021,Statistische Region Hannover,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH032,4215
2021,Statistische Region Hannover,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH032,2695
2021,Statistische Region Hannover,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH032,6910
2021,Celle,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03351,35
2021,Celle,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03351,40
2021,Celle,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03351,75
2021,Cuxhaven,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03352,35
2021,Cuxhaven,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03352,30
2021,Cuxhaven,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03352,65
2021,Harburg,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03353,65
2021,Harburg,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03353,80
2021,Harburg,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03353,145
2021,Lüchow-Dannenberg,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03354,10
2021,Lüchow-Dannenberg,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03354,10
2021,Lüchow-Dannenberg,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03354,20
2021,Lüneburg,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03355,105
2021,Lüneburg,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03355,155
2021,Lüneburg,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03355,260
2021,Osterholz,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03356,20
2021,Osterholz,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03356,30
2021,Osterholz,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03356,55
2021,Rotenburg (Wümme),männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03357,50
2021,Rotenburg (Wümme),weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03357,65
2021,Rotenburg (Wümme),insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03357,115
2021,Heidekreis,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03358,35
2021,Heidekreis,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03358,35
2021,Heidekreis,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03358,70
2021,Stade,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03359,65
2021,Stade,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03359,30
2021,Stade,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03359,95
2021,Uelzen,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03360,35
2021,Uelzen,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03360,65
2021,Uelzen,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03360,95
2021,Verden,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03361,30
2021,Verden,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03361,50
2021,Verden,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03361,80
2021,Statistische Region Lüneburg,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH033,485
2021,Statistische Region Lüneburg,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH033,590
2021,Statistische Region Lüneburg,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH033,1075
2021,"Delmenhorst, Stadt",männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03401,15
2021,"Delmenhorst, Stadt",weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03401,20
2021,"Delmenhorst, Stadt",insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03401,35
2021,Emden  Stadt,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03402,135
2021,Emden  Stadt,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03402,35
2021,Emden  Stadt,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03402,165
2021,"Oldenburg(Oldb), Stadt",männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03403,285
2021,"Oldenburg(Oldb), Stadt",weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03403,255
2021,"Oldenburg(Oldb), Stadt",insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03403,540
2021,"Osnabrück, Stadt",männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03404,310
2021,"Osnabrück, Stadt",weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03404,400
2021,"Osnabrück, Stadt",insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03404,710
2021,"Wilhelmshaven, Stadt",männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03405,190
2021,"Wilhelmshaven, Stadt",weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03405,100
2021,"Wilhelmshaven, Stadt",insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03405,285
2021,Ammerland,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03451,20
2021,Ammerland,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03451,25
2021,Ammerland,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03451,45
2021,Aurich,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03452,15
2021,Aurich,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03452,20
2021,Aurich,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03452,35
2021,Cloppenburg,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03453,10
2021,Cloppenburg,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03453,20
2021,Cloppenburg,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03453,30
2021,Emsland,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03454,80
2021,Emsland,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03454,110
2021,Emsland,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03454,190
2021,Friesland,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03455,25
2021,Friesland,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03455,15
2021,Friesland,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03455,35
2021,Grafschaft Bentheim,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03456,35
2021,Grafschaft Bentheim,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03456,40
2021,Grafschaft Bentheim,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03456,75
2021,Leer,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03457,35
2021,Leer,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03457,15
2021,Leer,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03457,50
2021,Oldenburg,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03458,25
2021,Oldenburg,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03458,25
2021,Oldenburg,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03458,55
2021,Osnabrück,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03459,60
2021,Osnabrück,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03459,75
2021,Osnabrück,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03459,135
2021,Vechta,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03460,45
2021,Vechta,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03460,80
2021,Vechta,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03460,125
2021,Wesermarsch,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03461,15
2021,Wesermarsch,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03461,20
2021,Wesermarsch,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03461,35
2021,Wittmund,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03462,25
2021,Wittmund,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03462,10
2021,Wittmund,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03462,35
2021,Statistische Region Weser-Ems,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH034,1325
2021,Statistische Region Weser-Ems,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH034,1255
2021,Statistische Region Weser-Ems,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH034,2580
2021,Niedersachsen,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH030,9250
2021,Niedersachsen,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH030,6815
2021,Niedersachsen,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH030,16065
2021,"Braunschweig, Stadt",männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03101,1390
2021,"Braunschweig, Stadt",weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03101,745
2021,"Braunschweig, Stadt",insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03101,2135
2021,"Salzgitter, Stadt",männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03102,45
2021,"Salzgitter, Stadt",weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03102,25
2021,"Salzgitter, Stadt",insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03102,70
2021,"Wolfsburg, Stadt",männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03103,240
2021,"Wolfsburg, Stadt",weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03103,110
2021,"Wolfsburg, Stadt",insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03103,350
2021,Gifhorn,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03151,30
2021,Gifhorn,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03151,40
2021,Gifhorn,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03151,70
2021,Goslar,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03153,1075
2021,Goslar,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03153,455
2021,Goslar,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03153,1530
2021,Helmstedt,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03154,5
2021,Helmstedt,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03154,15
2021,Helmstedt,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03154,20
2021,Northeim,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03155,20
2021,Northeim,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03155,20
2021,Northeim,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03155,40
2021,Peine,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03157,20
2021,Peine,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03157,25
2021,Peine,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03157,45
2021,Wolfenbüttel,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03158,140
2021,Wolfenbüttel,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03158,65
2021,Wolfenbüttel,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03158,205
2021,Göttingen,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03159,1050
2021,Göttingen,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03159,1200
2021,Göttingen,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03159,2250
2021,Statistische Region Braunschweig,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH031,4015
2021,Statistische Region Braunschweig,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH031,2700
2021,Statistische Region Braunschweig,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH031,6715
2021,Hannover  Region,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03241,4110
2021,Hannover  Region,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03241,2490
2021,Hannover  Region,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03241,6600
2021,Diepholz,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03251,25
2021,Diepholz,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03251,40
2021,Diepholz,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03251,70
2021,Hameln-Pyrmont,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03252,25
2021,Hameln-Pyrmont,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03252,25
2021,Hameln-Pyrmont,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03252,55
2021,Hildesheim,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03254,190
2021,Hildesheim,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03254,160
2021,Hildesheim,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03254,350
2021,Holzminden,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03255,25
2021,Holzminden,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03255,20
2021,Holzminden,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03255,45
2021,Nienburg (Weser),männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03256,15
2021,Nienburg (Weser),weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03256,20
2021,Nienburg (Weser),insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03256,35
2021,Schaumburg,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03257,20
2021,Schaumburg,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03257,25
2021,Schaumburg,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03257,45
2021,Statistische Region Hannover,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH032,4420
2021,Statistische Region Hannover,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH032,2780
2021,Statistische Region Hannover,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH032,7200
2021,Celle,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03351,40
2021,Celle,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03351,35
2021,Celle,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03351,75
2021,Cuxhaven,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03352,35
2021,Cuxhaven,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03352,30
2021,Cuxhaven,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03352,65
2021,Harburg,männlich,zeitlich befristet,zum Zweck der Ausbildung,,RH03353,60
2021,Harburg,weiblich,zeitlich befristet,zum Zweck der Ausbildung,,RH03353,80
2021,Harburg,insgesamt,zeitlich befristet,zum Zweck der Ausbildung,,RH03353,140
