Year,Gebietseinheit,Geschlecht,Grund der Befristung,GeoCode,Value
2020,Ammerland,weiblich,zum Zweck der Erwerbstätigkeit,K03451,2.46913580246914
2020,Ammerland,insgesamt,zum Zweck der Erwerbstätigkeit,K03451,4.5929018789144
2020,Aurich,männlich,zum Zweck der Erwerbstätigkeit,K03452,7.5
2020,Aurich,weiblich,zum Zweck der Erwerbstätigkeit,K03452,3.65853658536585
2020,Aurich,insgesamt,zum Zweck der Erwerbstätigkeit,K03452,5.83038869257951
2020,Cloppenburg,männlich,zum Zweck der Erwerbstätigkeit,K03453,10.655737704918
2020,Cloppenburg,weiblich,zum Zweck der Erwerbstätigkeit,K03453,2.32558139534884
2020,Cloppenburg,insgesamt,zum Zweck der Erwerbstätigkeit,K03453,6.76056338028169
2020,Emsland,männlich,zum Zweck der Erwerbstätigkeit,K03454,10.8036890645586
2020,Emsland,weiblich,zum Zweck der Erwerbstätigkeit,K03454,4.47530864197531
2020,Emsland,insgesamt,zum Zweck der Erwerbstätigkeit,K03454,7.88912579957356
2020,Friesland,männlich,zum Zweck der Erwerbstätigkeit,K03455,5.38922155688623
2020,Friesland,weiblich,zum Zweck der Erwerbstätigkeit,K03455,3.33333333333333
2020,Friesland,insgesamt,zum Zweck der Erwerbstätigkeit,K03455,4.40251572327044
2020,Grafschaft Bentheim,männlich,zum Zweck der Erwerbstätigkeit,K03456,9.24092409240924
2020,Grafschaft Bentheim,weiblich,zum Zweck der Erwerbstätigkeit,K03456,3.690036900369
2020,Grafschaft Bentheim,insgesamt,zum Zweck der Erwerbstätigkeit,K03456,6.60869565217391
2020,Leer,männlich,zum Zweck der Erwerbstätigkeit,K03457,7.02341137123746
2020,Leer,weiblich,zum Zweck der Erwerbstätigkeit,K03457,1.97628458498024
2020,Leer,insgesamt,zum Zweck der Erwerbstätigkeit,K03457,4.71869328493648
2020,Oldenburg,männlich,zum Zweck der Erwerbstätigkeit,K03458,2.7972027972028
2020,Oldenburg,weiblich,zum Zweck der Erwerbstätigkeit,K03458,1.43884892086331
2020,Oldenburg,insgesamt,zum Zweck der Erwerbstätigkeit,K03458,2.12765957446809
2020,Osnabrück,männlich,zum Zweck der Erwerbstätigkeit,K03459,9.2436974789916
2020,Osnabrück,weiblich,zum Zweck der Erwerbstätigkeit,K03459,5.18672199170125
2020,Osnabrück,insgesamt,zum Zweck der Erwerbstätigkeit,K03459,7.19499478623566
2020,Vechta,männlich,zum Zweck der Erwerbstätigkeit,K03460,9.7864768683274
2020,Vechta,weiblich,zum Zweck der Erwerbstätigkeit,K03460,2.52427184466019
2020,Vechta,insgesamt,zum Zweck der Erwerbstätigkeit,K03460,6.31383472609099
2020,Wesermarsch,männlich,zum Zweck der Erwerbstätigkeit,K03461,7.05882352941176
2020,Wesermarsch,weiblich,zum Zweck der Erwerbstätigkeit,K03461,2.5
2020,Wesermarsch,insgesamt,zum Zweck der Erwerbstätigkeit,K03461,4.84848484848485
2020,Wittmund,männlich,zum Zweck der Erwerbstätigkeit,K03462,5.12820512820513
2020,Wittmund,weiblich,zum Zweck der Erwerbstätigkeit,K03462,4.10958904109589
2020,Wittmund,insgesamt,zum Zweck der Erwerbstätigkeit,K03462,4.63576158940397
2020,Statistische Region Weser-Ems,männlich,zum Zweck der Erwerbstätigkeit,K034,7.13523402957768
2020,Statistische Region Weser-Ems,weiblich,zum Zweck der Erwerbstätigkeit,K034,3.21054410273741
2020,Statistische Region Weser-Ems,insgesamt,zum Zweck der Erwerbstätigkeit,K034,5.27370361465096
2020,Niedersachsen,männlich,zum Zweck der Erwerbstätigkeit,K030,8.40640566464946
2020,Niedersachsen,weiblich,zum Zweck der Erwerbstätigkeit,K030,4.28367881601324
2020,Niedersachsen,insgesamt,zum Zweck der Erwerbstätigkeit,K030,6.46064975677554
2019,Braunschweig  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03101,15.7625383828045
2019,Braunschweig  Stadt,weiblich,zum Zweck der Erwerbstätigkeit,K03101,7.60456273764259
2019,Braunschweig  Stadt,insgesamt,zum Zweck der Erwerbstätigkeit,K03101,12.1246458923513
2019,Salzgitter  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03102,6.23409669211196
2019,Salzgitter  Stadt,weiblich,zum Zweck der Erwerbstätigkeit,K03102,0.883652430044183
2019,Salzgitter  Stadt,insgesamt,zum Zweck der Erwerbstätigkeit,K03102,3.68600682593857
2019,Wolfsburg  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03103,20.9225700164745
2019,Wolfsburg  Stadt,weiblich,zum Zweck der Erwerbstätigkeit,K03103,6.23818525519849
2019,Wolfsburg  Stadt,insgesamt,zum Zweck der Erwerbstätigkeit,K03103,14.0845070422535
2019,Gifhorn,männlich,zum Zweck der Erwerbstätigkeit,K03151,15.6549520766773
2019,Gifhorn,weiblich,zum Zweck der Erwerbstätigkeit,K03151,3.27868852459016
2019,Gifhorn,insgesamt,zum Zweck der Erwerbstätigkeit,K03151,9.54692556634304
2019,Goslar,männlich,zum Zweck der Erwerbstätigkeit,K03153,5.31107738998482
2019,Goslar,weiblich,zum Zweck der Erwerbstätigkeit,K03153,3.88548057259714
2019,Goslar,insgesamt,zum Zweck der Erwerbstätigkeit,K03153,4.70383275261324
2019,Helmstedt,männlich,zum Zweck der Erwerbstätigkeit,K03154,6.21468926553672
2019,Helmstedt,weiblich,zum Zweck der Erwerbstätigkeit,K03154,3.97350993377483
2019,Helmstedt,insgesamt,zum Zweck der Erwerbstätigkeit,K03154,5.5045871559633
2019,Northeim,männlich,zum Zweck der Erwerbstätigkeit,K03155,8.48056537102473
2019,Northeim,weiblich,zum Zweck der Erwerbstätigkeit,K03155,3.84615384615385
2019,Northeim,insgesamt,zum Zweck der Erwerbstätigkeit,K03155,6.26151012891344
2019,Peine,männlich,zum Zweck der Erwerbstätigkeit,K03157,4.82233502538071
2019,Peine,weiblich,zum Zweck der Erwerbstätigkeit,K03157,1.36239782016349
2019,Peine,insgesamt,zum Zweck der Erwerbstätigkeit,K03157,3.15374507227332
2019,Wolfenbüttel,männlich,zum Zweck der Erwerbstätigkeit,K03158,6.39097744360902
2019,Wolfenbüttel,weiblich,zum Zweck der Erwerbstätigkeit,K03158,4.20168067226891
2019,Wolfenbüttel,insgesamt,zum Zweck der Erwerbstätigkeit,K03158,5.35714285714286
2019,Göttingen,männlich,zum Zweck der Erwerbstätigkeit,K03159,11.8383060635226
2019,Göttingen,weiblich,zum Zweck der Erwerbstätigkeit,K03159,7.48768472906404
2019,Göttingen,insgesamt,zum Zweck der Erwerbstätigkeit,K03159,9.7323600973236
2019,Statistische Region Braunschweig,männlich,zum Zweck der Erwerbstätigkeit,K031,11.0707144155608
2019,Statistische Region Braunschweig,weiblich,zum Zweck der Erwerbstätigkeit,K031,4.89423475736209
2019,Statistische Region Braunschweig,insgesamt,zum Zweck der Erwerbstätigkeit,K031,8.18560495979851
2019,Hannover  Region,männlich,zum Zweck der Erwerbstätigkeit,K03241,7.31123388581952
2019,Hannover  Region,weiblich,zum Zweck der Erwerbstätigkeit,K03241,4.53876864887581
2019,Hannover  Region,insgesamt,zum Zweck der Erwerbstätigkeit,K03241,6.01629207969379
2019,Diepholz,männlich,zum Zweck der Erwerbstätigkeit,K03251,4.20168067226891
2019,Diepholz,weiblich,zum Zweck der Erwerbstätigkeit,K03251,1.72413793103448
2019,Diepholz,insgesamt,zum Zweck der Erwerbstätigkeit,K03251,2.97872340425532
2019,Hameln-Pyrmont,männlich,zum Zweck der Erwerbstätigkeit,K03252,4.49640287769784
2019,Hameln-Pyrmont,weiblich,zum Zweck der Erwerbstätigkeit,K03252,2.36220472440945
2019,Hameln-Pyrmont,insgesamt,zum Zweck der Erwerbstätigkeit,K03252,3.47744360902256
2019,Hildesheim,männlich,zum Zweck der Erwerbstätigkeit,K03254,8.01526717557252
2019,Hildesheim,weiblich,zum Zweck der Erwerbstätigkeit,K03254,2.86144578313253
2019,Hildesheim,insgesamt,zum Zweck der Erwerbstätigkeit,K03254,5.72413793103448
2019,Holzminden,männlich,zum Zweck der Erwerbstätigkeit,K03255,8.125
2019,Holzminden,weiblich,zum Zweck der Erwerbstätigkeit,K03255,3.96825396825397
2019,Holzminden,insgesamt,zum Zweck der Erwerbstätigkeit,K03255,6.31578947368421
2019,Nienburg (Weser),männlich,zum Zweck der Erwerbstätigkeit,K03256,3.6697247706422
2019,Nienburg (Weser),weiblich,zum Zweck der Erwerbstätigkeit,K03256,1.91693290734824
2019,Nienburg (Weser),insgesamt,zum Zweck der Erwerbstätigkeit,K03256,2.65625
2019,Schaumburg,männlich,zum Zweck der Erwerbstätigkeit,K03257,5.56962025316456
2019,Schaumburg,weiblich,zum Zweck der Erwerbstätigkeit,K03257,2.7431421446384
2019,Schaumburg,insgesamt,zum Zweck der Erwerbstätigkeit,K03257,4.14572864321608
2019,Statistische Region Hannover,männlich,zum Zweck der Erwerbstätigkeit,K032,6.79050313691721
2019,Statistische Region Hannover,weiblich,zum Zweck der Erwerbstätigkeit,K032,3.82808181315644
2019,Statistische Region Hannover,insgesamt,zum Zweck der Erwerbstätigkeit,K032,5.39537910836316
2019,Celle,männlich,zum Zweck der Erwerbstätigkeit,K03351,6.09523809523809
2019,Celle,weiblich,zum Zweck der Erwerbstätigkeit,K03351,2.52631578947368
2019,Celle,insgesamt,zum Zweck der Erwerbstätigkeit,K03351,4.4
2019,Cuxhaven,männlich,zum Zweck der Erwerbstätigkeit,K03352,5.92783505154639
2019,Cuxhaven,weiblich,zum Zweck der Erwerbstätigkeit,K03352,2.72727272727273
2019,Cuxhaven,insgesamt,zum Zweck der Erwerbstätigkeit,K03352,4.45682451253482
2019,Harburg,männlich,zum Zweck der Erwerbstätigkeit,K03353,11.6190476190476
2019,Harburg,weiblich,zum Zweck der Erwerbstätigkeit,K03353,5.48628428927681
2019,Harburg,insgesamt,zum Zweck der Erwerbstätigkeit,K03353,9.07127429805616
2019,Lüchow-Dannenberg,männlich,zum Zweck der Erwerbstätigkeit,K03354,5.47945205479452
2019,Lüchow-Dannenberg,weiblich,zum Zweck der Erwerbstätigkeit,K03354,4.28571428571429
2019,Lüchow-Dannenberg,insgesamt,zum Zweck der Erwerbstätigkeit,K03354,5.63380281690141
2019,Lüneburg,männlich,zum Zweck der Erwerbstätigkeit,K03355,7.18680777750431
2019,Lüneburg,weiblich,zum Zweck der Erwerbstätigkeit,K03355,3.956107421311
2019,Lüneburg,insgesamt,zum Zweck der Erwerbstätigkeit,K03355,5.7002391708743
2019,Lüneburg,männlich,zum Zweck der Erwerbstätigkeit,K03355,5.27272727272727
2019,Lüneburg,weiblich,zum Zweck der Erwerbstätigkeit,K03355,3.35570469798658
2019,Lüneburg,insgesamt,zum Zweck der Erwerbstätigkeit,K03355,4.31293881644935
2019,Osterholz,männlich,zum Zweck der Erwerbstätigkeit,K03356,4.88888888888889
2019,Osterholz,weiblich,zum Zweck der Erwerbstätigkeit,K03356,3.65296803652968
2019,Osterholz,insgesamt,zum Zweck der Erwerbstätigkeit,K03356,4.27927927927928
2019,Rotenburg (Wümme),männlich,zum Zweck der Erwerbstätigkeit,K03357,7.14285714285714
2019,Rotenburg (Wümme),weiblich,zum Zweck der Erwerbstätigkeit,K03357,5.20446096654275
2019,Rotenburg (Wümme),insgesamt,zum Zweck der Erwerbstätigkeit,K03357,6.22837370242214
2019,Heidekreis,männlich,zum Zweck der Erwerbstätigkeit,K03358,11.98738170347
2019,Heidekreis,weiblich,zum Zweck der Erwerbstätigkeit,K03358,6.00706713780919
2019,Heidekreis,insgesamt,zum Zweck der Erwerbstätigkeit,K03358,9.16666666666667
2019,Stade,männlich,zum Zweck der Erwerbstätigkeit,K03359,6.99658703071672
2019,Stade,weiblich,zum Zweck der Erwerbstätigkeit,K03359,3.87096774193548
2019,Stade,insgesamt,zum Zweck der Erwerbstätigkeit,K03359,5.52380952380952
2019,Uelzen,männlich,zum Zweck der Erwerbstätigkeit,K03360,4.61538461538462
2019,Uelzen,weiblich,zum Zweck der Erwerbstätigkeit,K03360,5.64971751412429
2019,Uelzen,insgesamt,zum Zweck der Erwerbstätigkeit,K03360,5.10752688172043
2019,Verden,männlich,zum Zweck der Erwerbstätigkeit,K03361,5.91397849462366
2019,Verden,weiblich,zum Zweck der Erwerbstätigkeit,K03361,2.44648318042813
2019,Verden,insgesamt,zum Zweck der Erwerbstätigkeit,K03361,4.29184549356223
2019,Statistische Region Lüneburg,männlich,zum Zweck der Erwerbstätigkeit,K033,7.18680777750431
2019,Statistische Region Lüneburg,weiblich,zum Zweck der Erwerbstätigkeit,K033,3.956107421311
2019,Statistische Region Lüneburg,insgesamt,zum Zweck der Erwerbstätigkeit,K033,5.7002391708743
2019,Delmenhorst  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03401,1.7156862745098
2019,Delmenhorst  Stadt,weiblich,zum Zweck der Erwerbstätigkeit,K03401,1.0443864229765
2019,Delmenhorst  Stadt,insgesamt,zum Zweck der Erwerbstätigkeit,K03401,1.39064475347661
2019,Emden  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03402,4.7008547008547
2019,Emden  Stadt,weiblich,zum Zweck der Erwerbstätigkeit,K03402,1.92307692307692
2019,Emden  Stadt,insgesamt,zum Zweck der Erwerbstätigkeit,K03402,3.58974358974359
2019,Oldenburg(Oldb)  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03403,5.66037735849057
2019,Oldenburg(Oldb)  Stadt,weiblich,zum Zweck der Erwerbstätigkeit,K03403,3.30459770114943
2019,Oldenburg(Oldb)  Stadt,insgesamt,zum Zweck der Erwerbstätigkeit,K03403,4.5201668984701
2019,Osnabrück  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03404,6.38852672750978
2019,Osnabrück  Stadt,weiblich,zum Zweck der Erwerbstätigkeit,K03404,4.17956656346749
2019,Osnabrück  Stadt,insgesamt,zum Zweck der Erwerbstätigkeit,K03404,5.37482319660537
2019,Wilhelmshaven  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03405,4.07124681933842
2019,Wilhelmshaven  Stadt,weiblich,zum Zweck der Erwerbstätigkeit,K03405,1.78041543026706
2019,Wilhelmshaven  Stadt,insgesamt,zum Zweck der Erwerbstätigkeit,K03405,3.01369863013699
2019,Ammerland,männlich,zum Zweck der Erwerbstätigkeit,K03451,6.09756097560976
2019,Ammerland,weiblich,zum Zweck der Erwerbstätigkeit,K03451,2.54237288135593
2019,Ammerland,insgesamt,zum Zweck der Erwerbstätigkeit,K03451,4.5643153526971
2019,Aurich,männlich,zum Zweck der Erwerbstätigkeit,K03452,6.12244897959184
2019,Aurich,weiblich,zum Zweck der Erwerbstätigkeit,K03452,3.52941176470588
2019,Aurich,insgesamt,zum Zweck der Erwerbstätigkeit,K03452,5.01672240802676
2019,Cloppenburg,männlich,zum Zweck der Erwerbstätigkeit,K03453,10.1604278074866
2019,Cloppenburg,weiblich,zum Zweck der Erwerbstätigkeit,K03453,2.61627906976744
2019,Cloppenburg,insgesamt,zum Zweck der Erwerbstätigkeit,K03453,6.53685674547983
2019,Emsland,männlich,zum Zweck der Erwerbstätigkeit,K03454,9.90629183400268
2019,Emsland,weiblich,zum Zweck der Erwerbstätigkeit,K03454,4.30622009569378
2019,Emsland,insgesamt,zum Zweck der Erwerbstätigkeit,K03454,7.35080058224163
2019,Friesland,männlich,zum Zweck der Erwerbstätigkeit,K03455,3.06748466257669
2019,Friesland,weiblich,zum Zweck der Erwerbstätigkeit,K03455,2.7027027027027
2019,Friesland,insgesamt,zum Zweck der Erwerbstätigkeit,K03455,2.57234726688103
2019,Grafschaft Bentheim,männlich,zum Zweck der Erwerbstätigkeit,K03456,8.13559322033898
2019,Grafschaft Bentheim,weiblich,zum Zweck der Erwerbstätigkeit,K03456,3.77358490566038
2019,Grafschaft Bentheim,insgesamt,zum Zweck der Erwerbstätigkeit,K03456,6.25
2019,Leer,männlich,zum Zweck der Erwerbstätigkeit,K03457,5.39772727272727
2019,Leer,weiblich,zum Zweck der Erwerbstätigkeit,K03457,1.98675496688742
2019,Leer,insgesamt,zum Zweck der Erwerbstätigkeit,K03457,3.81679389312977
2019,Oldenburg,männlich,zum Zweck der Erwerbstätigkeit,K03458,2.40549828178694
2019,Oldenburg,weiblich,zum Zweck der Erwerbstätigkeit,K03458,1.41342756183746
2019,Oldenburg,insgesamt,zum Zweck der Erwerbstätigkeit,K03458,1.91637630662021
2019,Osnabrück,männlich,zum Zweck der Erwerbstätigkeit,K03459,8.86075949367089
2019,Osnabrück,weiblich,zum Zweck der Erwerbstätigkeit,K03459,4.81171548117155
2019,Osnabrück,insgesamt,zum Zweck der Erwerbstätigkeit,K03459,6.82773109243697
2019,Vechta,männlich,zum Zweck der Erwerbstätigkeit,K03460,9.02527075812274
2019,Vechta,weiblich,zum Zweck der Erwerbstätigkeit,K03460,2.22222222222222
2019,Vechta,insgesamt,zum Zweck der Erwerbstätigkeit,K03460,5.72519083969466
2019,Wesermarsch,männlich,zum Zweck der Erwerbstätigkeit,K03461,7.38255033557047
2019,Wesermarsch,weiblich,zum Zweck der Erwerbstätigkeit,K03461,3.07692307692308
2019,Wesermarsch,insgesamt,zum Zweck der Erwerbstätigkeit,K03461,5.39568345323741
2019,Wittmund,männlich,zum Zweck der Erwerbstätigkeit,K03462,5.12820512820513
2019,Wittmund,weiblich,zum Zweck der Erwerbstätigkeit,K03462,4.16666666666667
2019,Wittmund,insgesamt,zum Zweck der Erwerbstätigkeit,K03462,4.66666666666667
2019,Statistische Region Weser-Ems,männlich,zum Zweck der Erwerbstätigkeit,K034,6.56481621539858
2019,Statistische Region Weser-Ems,weiblich,zum Zweck der Erwerbstätigkeit,K034,3.07429547395389
2019,Statistische Region Weser-Ems,insgesamt,zum Zweck der Erwerbstätigkeit,K034,4.9338146811071
2019,Niedersachsen,männlich,zum Zweck der Erwerbstätigkeit,K030,7.76415404871626
2019,Niedersachsen,weiblich,zum Zweck der Erwerbstätigkeit,K030,3.88304093567251
2019,Niedersachsen,insgesamt,zum Zweck der Erwerbstätigkeit,K030,5.94802863460233
2018,Braunschweig  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03101,14.4353899883586
2018,Braunschweig  Stadt,weiblich,zum Zweck der Erwerbstätigkeit,K03101,6.55270655270655
2018,Braunschweig  Stadt,insgesamt,zum Zweck der Erwerbstätigkeit,K03101,10.8904548366432
2018,Salzgitter  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03102,5.24899057873486
2018,Salzgitter  Stadt,weiblich,zum Zweck der Erwerbstätigkeit,K03102,0.797448165869218
2018,Salzgitter  Stadt,insgesamt,zum Zweck der Erwerbstätigkeit,K03102,3.21167883211679
2018,Wolfsburg  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03103,20.2872531418312
2018,Wolfsburg  Stadt,weiblich,zum Zweck der Erwerbstätigkeit,K03103,6.65280665280665
2018,Wolfsburg  Stadt,insgesamt,zum Zweck der Erwerbstätigkeit,K03103,13.9691714836224
2018,Gifhorn,männlich,zum Zweck der Erwerbstätigkeit,K03151,15.3846153846154
2018,Gifhorn,weiblich,zum Zweck der Erwerbstätigkeit,K03151,2.82685512367491
2018,Gifhorn,insgesamt,zum Zweck der Erwerbstätigkeit,K03151,9.13884007029877
2018,Goslar,männlich,zum Zweck der Erwerbstätigkeit,K03153,4.36817472698908
2018,Goslar,weiblich,zum Zweck der Erwerbstätigkeit,K03153,3.2967032967033
2018,Goslar,insgesamt,zum Zweck der Erwerbstätigkeit,K03153,3.92335766423358
2018,Helmstedt,männlich,zum Zweck der Erwerbstätigkeit,K03154,5.55555555555556
2018,Helmstedt,weiblich,zum Zweck der Erwerbstätigkeit,K03154,3.44827586206897
2018,Helmstedt,insgesamt,zum Zweck der Erwerbstätigkeit,K03154,4.62962962962963
2018,Northeim,männlich,zum Zweck der Erwerbstätigkeit,K03155,7.2992700729927
2018,Northeim,weiblich,zum Zweck der Erwerbstätigkeit,K03155,3.44827586206897
2018,Northeim,insgesamt,zum Zweck der Erwerbstätigkeit,K03155,5.2434456928839
2018,Peine,männlich,zum Zweck der Erwerbstätigkeit,K03157,2.45231607629428
2018,Peine,weiblich,zum Zweck der Erwerbstätigkeit,K03157,1.19047619047619
2018,Peine,insgesamt,zum Zweck der Erwerbstätigkeit,K03157,1.85185185185185
2018,Wolfenbüttel,männlich,zum Zweck der Erwerbstätigkeit,K03158,6.71936758893281
2018,Wolfenbüttel,weiblich,zum Zweck der Erwerbstätigkeit,K03158,4.18604651162791
2018,Wolfenbüttel,insgesamt,zum Zweck der Erwerbstätigkeit,K03158,5.55555555555556
2018,Göttingen,männlich,zum Zweck der Erwerbstätigkeit,K03159,10.3754940711462
2018,Göttingen,weiblich,zum Zweck der Erwerbstätigkeit,K03159,6.2821833161689
2018,Göttingen,insgesamt,zum Zweck der Erwerbstätigkeit,K03159,8.36693548387097
2018,Statistische Region Braunschweig,männlich,zum Zweck der Erwerbstätigkeit,K031,9.82211910286156
2018,Statistische Region Braunschweig,weiblich,zum Zweck der Erwerbstätigkeit,K031,4.33519553072626
2018,Statistische Region Braunschweig,insgesamt,zum Zweck der Erwerbstätigkeit,K031,7.27687363947341
2018,Hannover  Region,männlich,zum Zweck der Erwerbstätigkeit,K03241,6.90690690690691
2018,Hannover  Region,weiblich,zum Zweck der Erwerbstätigkeit,K03241,4.32900432900433
2018,Hannover  Region,insgesamt,zum Zweck der Erwerbstätigkeit,K03241,5.69053708439898
2018,Diepholz,männlich,zum Zweck der Erwerbstätigkeit,K03251,3.7280701754386
2018,Diepholz,weiblich,zum Zweck der Erwerbstätigkeit,K03251,1.80995475113122
2018,Diepholz,insgesamt,zum Zweck der Erwerbstätigkeit,K03251,2.78396436525613
2018,Hameln-Pyrmont,männlich,zum Zweck der Erwerbstätigkeit,K03252,3.37972166998012
2018,Hameln-Pyrmont,weiblich,zum Zweck der Erwerbstätigkeit,K03252,1.98237885462555
2018,Hameln-Pyrmont,insgesamt,zum Zweck der Erwerbstätigkeit,K03252,2.71682340647858
2018,Hildesheim,männlich,zum Zweck der Erwerbstätigkeit,K03254,7.11354309165527
2018,Hildesheim,weiblich,zum Zweck der Erwerbstätigkeit,K03254,3.57723577235772
2018,Hildesheim,insgesamt,zum Zweck der Erwerbstätigkeit,K03254,5.42347696879643
2018,Holzminden,männlich,zum Zweck der Erwerbstätigkeit,K03255,7.18562874251497
2018,Holzminden,weiblich,zum Zweck der Erwerbstätigkeit,K03255,3.81679389312977
2018,Holzminden,insgesamt,zum Zweck der Erwerbstätigkeit,K03255,6.04026845637584
2018,Nienburg (Weser),männlich,zum Zweck der Erwerbstätigkeit,K03256,2.53968253968254
2018,Nienburg (Weser),weiblich,zum Zweck der Erwerbstätigkeit,K03256,1.32890365448505
2018,Nienburg (Weser),insgesamt,zum Zweck der Erwerbstätigkeit,K03256,1.95121951219512
2018,Schaumburg,männlich,zum Zweck der Erwerbstätigkeit,K03257,2.93333333333333
2018,Schaumburg,weiblich,zum Zweck der Erwerbstätigkeit,K03257,2.09424083769634
2018,Schaumburg,insgesamt,zum Zweck der Erwerbstätigkeit,K03257,2.50990752972259
2018,Statistische Region Hannover,männlich,zum Zweck der Erwerbstätigkeit,K032,6.12650842063387
2018,Statistische Region Hannover,weiblich,zum Zweck der Erwerbstätigkeit,K032,3.66398570151921
2018,Statistische Region Hannover,insgesamt,zum Zweck der Erwerbstätigkeit,K032,4.96667835847071
2018,Celle,männlich,zum Zweck der Erwerbstätigkeit,K03351,4.79041916167665
2018,Celle,weiblich,zum Zweck der Erwerbstätigkeit,K03351,1.99115044247788
2018,Celle,insgesamt,zum Zweck der Erwerbstätigkeit,K03351,3.46274921301154
2018,Cuxhaven,männlich,zum Zweck der Erwerbstätigkeit,K03352,4.77386934673367
2018,Cuxhaven,weiblich,zum Zweck der Erwerbstätigkeit,K03352,2.76923076923077
2018,Cuxhaven,insgesamt,zum Zweck der Erwerbstätigkeit,K03352,3.87275242047026
2018,Harburg,männlich,zum Zweck der Erwerbstätigkeit,K03353,10.2325581395349
2018,Harburg,weiblich,zum Zweck der Erwerbstätigkeit,K03353,5.68862275449102
2018,Harburg,insgesamt,zum Zweck der Erwerbstätigkeit,K03353,8.24607329842932
2018,Lüchow-Dannenberg,männlich,zum Zweck der Erwerbstätigkeit,K03354,4.41176470588235
2018,Lüchow-Dannenberg,weiblich,zum Zweck der Erwerbstätigkeit,K03354,4.6875
2018,Lüchow-Dannenberg,insgesamt,zum Zweck der Erwerbstätigkeit,K03354,4.54545454545455
2018,Lüneburg,männlich,zum Zweck der Erwerbstätigkeit,K03355,5.79710144927536
2018,Lüneburg,weiblich,zum Zweck der Erwerbstätigkeit,K03355,3.22280756120236
2018,Lüneburg,insgesamt,zum Zweck der Erwerbstätigkeit,K03355,4.62558172331124
2018,Lüneburg,männlich,zum Zweck der Erwerbstätigkeit,K03355,4.27807486631016
2018,Lüneburg,weiblich,zum Zweck der Erwerbstätigkeit,K03355,2.6431718061674
2018,Lüneburg,insgesamt,zum Zweck der Erwerbstätigkeit,K03355,3.64891518737673
2018,Osterholz,männlich,zum Zweck der Erwerbstätigkeit,K03356,3.7037037037037
2018,Osterholz,weiblich,zum Zweck der Erwerbstätigkeit,K03356,1.92307692307692
2018,Osterholz,insgesamt,zum Zweck der Erwerbstätigkeit,K03356,2.83018867924528
2018,Rotenburg (Wümme),männlich,zum Zweck der Erwerbstätigkeit,K03357,6.02006688963211
2018,Rotenburg (Wümme),weiblich,zum Zweck der Erwerbstätigkeit,K03357,3.6
2018,Rotenburg (Wümme),insgesamt,zum Zweck der Erwerbstätigkeit,K03357,4.91803278688525
2018,Heidekreis,männlich,zum Zweck der Erwerbstätigkeit,K03358,9.89761092150171
2018,Heidekreis,weiblich,zum Zweck der Erwerbstätigkeit,K03358,5.83657587548638
2018,Heidekreis,insgesamt,zum Zweck der Erwerbstätigkeit,K03358,8
2018,Stade,männlich,zum Zweck der Erwerbstätigkeit,K03359,5.56552962298025
2018,Stade,weiblich,zum Zweck der Erwerbstätigkeit,K03359,2.60047281323877
2018,Stade,insgesamt,zum Zweck der Erwerbstätigkeit,K03359,4.28571428571429
2018,Uelzen,männlich,zum Zweck der Erwerbstätigkeit,K03360,4.37158469945355
2018,Uelzen,weiblich,zum Zweck der Erwerbstätigkeit,K03360,4.45859872611465
2018,Uelzen,insgesamt,zum Zweck der Erwerbstätigkeit,K03360,4.41176470588235
2018,Verden,männlich,zum Zweck der Erwerbstätigkeit,K03361,4.20168067226891
2018,Verden,weiblich,zum Zweck der Erwerbstätigkeit,K03361,1.97368421052632
2018,Verden,insgesamt,zum Zweck der Erwerbstätigkeit,K03361,3.17700453857791
2018,Statistische Region Lüneburg,männlich,zum Zweck der Erwerbstätigkeit,K033,5.79710144927536
2018,Statistische Region Lüneburg,weiblich,zum Zweck der Erwerbstätigkeit,K033,3.22280756120236
2018,Statistische Region Lüneburg,insgesamt,zum Zweck der Erwerbstätigkeit,K033,4.62558172331124
2018,Delmenhorst  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03401,1.78571428571429
2018,Delmenhorst  Stadt,weiblich,zum Zweck der Erwerbstätigkeit,K03401,0.543478260869565
2018,Delmenhorst  Stadt,insgesamt,zum Zweck der Erwerbstätigkeit,K03401,1.18421052631579
2018,Emden  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03402,3.30188679245283
2018,Emden  Stadt,weiblich,zum Zweck der Erwerbstätigkeit,K03402,2.0979020979021
2018,Emden  Stadt,insgesamt,zum Zweck der Erwerbstätigkeit,K03402,2.80898876404494
2018,Oldenburg(Oldb)  Stadt,männlich,zum Zweck der Erwerbstätigkeit,K03403,5.1622418879056
